,smiles,lumo
39490,C1CCC2OC2C=CC1,0.0089
39491,C1C2CCCCCCC12,0.0737
39492,C1C2CCCCCOC12,0.0794
39493,C1C2CCCCOCC12,0.0811
39494,C1C2CCCOCCC12,0.0777
39495,C1C2CCCOCCN12,0.0866
39496,C1C2CCCOCOC12,0.0843
39497,C1C2CCOCCOC12,0.0735
39498,C1C2CCOCOCC12,0.0871
39499,C1C2COCCCCN12,0.0811
39500,C1C2COCCCOC12,0.0792
39501,C1C2COCCOCC12,0.0805
39502,C1C2COCOCCN12,0.0809
39503,C1C2OCCCCOC12,0.0775
39504,C1C2OCCOCOC12,0.0727
39505,C1CC2NC2COCO1,0.0688
39506,C1CC2OC2COCO1,0.0824
39507,C1CCC2NC2COC1,0.0674
39508,C1CCC2OC2COC1,0.0781
39509,C1CCCC2OC2CC1,0.0768
39510,C1COCC2NC2CO1,0.0677
39511,C1COCC2OC2CO1,0.0753
39512,C1COCCC2OC2C1,0.0778
39513,C1C=C2C=CCC3C1C23,0.0079
39514,C1C=C2CC=CC3C1C23,0.0143
39515,C1C=C2CC=CC3C2N13,0.0013
39516,C1N=C2NC=NC3C1C23,-0.0205
39517,C1C=C2CCCC3C1C23,0.0192
39518,C1C=C2CCOC3C1C23,0.0111
39519,C1C=C2COCC3C1C23,0.0011
39520,C1C=C2COCC3C2N13,-0.0097
39521,C1N=C2COCC3C1N23,-0.0144
39522,C1N=C2NCCN3C1C23,0.0021
39523,C1N=C2OCCC3C1C23,0.0012
39524,C1N=C2OCCC3C1N23,0.0062
39525,C1N=C2OCCN3C1C23,-0.0092
39526,C1N=C2OCOC3C1C23,-0.0095
39527,C1C=CC23C4C5C(C24)C135,0.0146
39528,C1C=CC23C4C5C(N24)C135,0.0002
39529,C1C=CC23C4C2N2C4C132,0.0043
39530,O1C=NC23C4C5C(C24)C135,-0.0055
39531,C1C=CC23C=CCC2C13,0.0186
39532,C1C=CC23C=CCN2C13,0.0072
39533,C1C=CC23N=COC2C13,0.0096
39534,C1C=CC23CC=CC2C13,0.0163
39535,C1C=CC23CC=CC2N13,0.007
39536,C1C=CC23CN=CN2C13,-0.0026
39537,C1C=CC23OC=NC2C13,0.0025
39538,C1C=CC2C3OC=NC123,0.0109
39539,C1C=CC2=CCCCC12,-0.0051
39540,C1C=CC2=CCCOC12,-0.013
39541,C1C=CC2=CCOCC12,-0.0128
39542,C1C=CC2C3C4C(C13)N24,0.0109
39543,C1C=CC2C3C4C1C2N34,0.0146
39544,C1C=CC2C3C4C2C1N34,0.0174
39545,C1C=CC2C3C4C3C2C14,0.0254
39546,C1C=CC2C3C4C3N1C24,0.0204
39547,C1C=CC2C3C4C3N2C14,0.0163
39548,O1C=NC2C3C4C1C2N34,0.0076
39549,O1C=NC2C3C4C3C2C14,0.0199
39550,C1C=CC2C3C1N=CN23,-0.0086
39551,C1C=CC2C3C=CC1C23,0.0176
39552,C1C=CC2C3C=CC1N23,0.0097
39553,O1C=NC2C3C=CC1C23,-0.009
39554,C1C=CC2C3C=CC2C13,0.0019
39555,C1C=CC2C3C=CC2N13,-0.0034
39556,O1C=NC2C3C=CC2C13,-0.0003
39557,C1C=CC2C3C=CCC123,0.0102
39558,C1C=CC2C3N=COC123,0.0016
39559,C1C=CC2N3C=NCC123,-0.0121
39560,C1C=CC2C=CC3C1C23,0.02
39561,C1C=CC2C=CC3C1N23,0.011
39562,C1C=CC2N=CN3C1C23,-0.001
39563,C1N=CN2C=NC3C1C23,-0.0148
39564,O1C=NC2C=CC3C1C23,0.0026
39565,C1C=CC2C=CCCC12,0.0208
39566,C1C=CC2C=CCOC12,0.0137
39567,C1C=CC2N=COCC12,0.0139
39568,C1CC2OC=NC2C=C1,0.0093
39569,C1N=CN2C=NCCC12,-0.0028
39570,C1OC2OC=NC2C=C1,-0.001
39571,C1C=CC2CC1CC=C2,0.016
39572,C1C=CC2CC1OC=N2,0.0095
39573,C1C=CC2OC1CC=C2,0.0085
39574,C1C=CC2CC1N=CO2,0.0036
39575,C1C=CC2CC=CC1C2,0.0306
39576,C1C=CC2CC=CC1O2,0.0231
39577,C1C=CC2CC=CCC12,0.0252
39578,C1C=CC2CN=COC12,0.0086
39579,C1C=CC2OC=NCC12,0.006
39580,C1C=CCC2N=COC12,0.0145
39581,C1N=COC2OC=NC12,-0.0049
39582,C1C=CC2CCC=CC12,0.0241
39583,C1C=CC2COC=NC12,0.0115
39584,C1C=CC2OCC=CC12,0.0155
39585,C1CC2N=COC2C=C1,0.0071
39586,C1C=CC2CCCC=C12,0.0273
39587,C1C=CC2COCC=C12,0.0197
39588,C1C=CC2OCCC=C12,0.0157
39589,C1CN=C2NC=CC2O1,-0.0028
39590,C1CN=C2NC=NC2C1,-0.0003
39591,C1CN=C2CN=CN2C1,-0.0013
39592,C1C=CC2CCCCC12,0.0273
39593,C1C=CC2CCCOC12,0.0205
39594,C1C=CC2CCOCC12,0.0208
39595,C1C=CC2COCCC12,0.0203
39596,C1C=CC2COCOC12,0.0122
39597,C1C=CC2OCCCC12,0.0194
39598,C1C=CC2OCCOC12,0.0114
39599,C1C=CC2OCOCC12,0.0115
39600,C1CC2N=COC2CO1,0.0103
39601,C1CC2OC=NC2CO1,0.0104
39602,C1CCC2N=COC2C1,0.0184
39603,C1COC2OC=NC2C1,0.0091
39604,C1C=CC=CC#CC=C1,-0.0567
39605,C1C=CC=CC=CC#C1,-0.0624
39606,C1C=CC=CC=CC=C1,-0.0368
39607,C1C=CCC#CCC=C1,0.012
39608,C1N=CNC=NCC#C1,-0.0329
39609,C1C=CCC12CC=CC2,0.0284
39610,C1C=CCC11CN=CO1,0.0171
39611,C1N=COC11CN=CO1,0.0022
39612,C1C=CCC=CCC=C1,0.0123
39613,C1CC#CC=CCC=C1,-0.0155
39614,C1C=CC#CCOC=N1,-0.0309
39615,C1CC#CCC=CC=C1,0.0024
39616,C1CC(=C2CC=CC2)C1,0.0237
39617,C1C=CCC1=C2COC2,0.0132
39618,C1CC(=C2CCC=C2)C1,-0.007
39619,C1CC(=C2COC2)C=C1,-0.0174
39620,C1CCC(=C2CCC2)C1,0.0249
39621,C1CC(=C2CCOC2)C1,0.0166
39622,C1CCC(=C2COC2)C1,0.0148
39623,C1COCC1=C2COC2,0.0059
39624,C1CC(C1)C12CC(C1)C2,0.0905
39625,C1CC(C1)C12CC(C1)O2,0.087
39626,C1CC(C1)C12CN(C1)C2,0.0789
39627,C1CC(O1)C12CC(C1)C2,0.0821
39628,C1CC(O1)C12CC(C1)O2,0.0773
39629,C1CC(O1)C12CN(C1)C2,0.0732
39630,C1OCC1C12CC(C1)C2,0.0809
39631,C1OCC1C12CC(C1)O2,0.0762
39632,C1OCC1C12CN(C1)C2,0.0704
39633,C1CC=C(C1)C2CCC2,0.0307
39634,C1CC(C1)C2=CCOC2,0.0198
39635,C1CC(C1)C2=NCCO2,0.0287
39636,C1CC(O1)C1=CCCC1,0.0157
39637,C1CC(O1)C1=CCOC1,0.0052
39638,C1CC(O1)C1=NCCO1,0.0114
39639,C1CN(C1)C2=NCCO2,0.0588
39640,C1CC=C(C1)C2COC2,0.0213
39641,C1C=C(CO1)C2COC2,0.0097
39642,C1COC(=N1)C2COC2,0.0185
39643,C1CC(C1)C1C2CC1C2,0.0928
39644,C1CC(C1)C1C2CC1O2,0.085
39645,C1CC(O1)C1C2CC1C2,0.0807
39646,C1CC(O1)C1C2CC1O2,0.0716
39647,C1CC(O1)C1C2CN1C2,0.0711
39648,C1CN(C1)C1C2CC1O2,0.0789
39649,C1OCC1C1C2CC1C2,0.0843
39650,C1OCC1C1C2CC1O2,0.0728
39651,C1OCC1N1C2CC1C2,0.0805
39652,C1CC(C1)C1C2CCC12,0.0867
39653,C1CC(C1)C1C2COC12,0.0795
39654,C1CC(O1)C1C2CCC12,0.0851
39655,C1CC(O1)C1C2CCN12,0.0706
39656,C1CC(O1)C1C2COC12,0.073
39657,C1CC2C1C2C1COC1,0.0831
39658,C1CC2C1N2C1COC1,0.0794
39659,C1OC2C1C2C1COC1,0.0725
39660,C1CC(C1)C1CC=CC1,0.0321
39661,C1CC(C1)C1CN=CO1,0.0254
39662,C1CC(O1)C1CC=CC1,0.0293
39663,C1CC(O1)C1CN=CO1,0.0263
39664,C1OCC1C1CC=CC1,0.0242
39665,C1OCC1C1CN=CO1,0.0182
39666,C1C=CCN1C2COC2,0.0179
39667,C1CC(C1)C1CCC=C1,0.0296
39668,C1CC(C1)C1COC=N1,0.022
39669,C1CC(C1)C1OCC=C1,0.018
39670,C1CC(O1)C1CCC=C1,0.0284
39671,C1CC(O1)C1COC=N1,0.0216
39672,C1CC(O1)C1OCC=C1,0.0143
39673,C1OCC1C1CCC=C1,0.0214
39674,C1OCC1C1COC=N1,0.015
39675,C1OCC1C1OCC=C1,0.0087
39676,C1CCC(C1)C2CCC2,0.0829
39677,C1CC(C1)C1CCCO1,0.0838
39678,C1CC(C1)C1CCOC1,0.0796
39679,C1CC(C1)C1COCO1,0.0847
39680,C1CC(C1)C2OCCO2,0.0907
39681,C1CC(O1)C1CCCC1,0.0804
39682,C1CC(O1)C1CCCO1,0.0831
39683,C1CC(O1)C1CCOC1,0.0783
39684,C1CC(O1)C1COCO1,0.0778
39685,C1CC(O1)C1OCCO1,0.079
39686,C1CCC(C1)C2COC2,0.0728
39687,C1OCC1C1CCCO1,0.075
39688,C1OCC1C1CCOC1,0.0697
39689,C1OCC1C1COCO1,0.075
39690,C1COC(O1)C2COC2,0.0794
39691,C1CC(C1)N=C2CCO2,0.0276
39692,C1COC1=NC2COC2,0.0145
39693,C1CC11C2C3C2C2C3C12,0.0904
39694,C1CC11C2C3C2C2C3N12,0.0756
39695,C1CC11C2C3C2N2C3C12,0.0762
39696,C1NC11C2C3C2N2C3C12,0.0667
39697,C1OC11C2C3C2C2C3C12,0.0751
39698,C1OC11C2C3C2N2C3C12,0.0604
39699,C1CC11C2C3C4C1C2N34,0.0811
39700,C1CC11C2C3C4C2C1N34,0.0817
39701,C1CC11C2C3C4C3C1C24,0.0957
39702,C1CC11C2C3C4C3N1C24,0.0834
39703,C1CC11C2C3C4C3N2C14,0.0768
39704,C1NC11C2C3C4C2C1N34,0.0674
39705,C1NC11C2C3C4C3N2C14,0.0686
39706,O1CC11C2C3N4C3C1C24,0.0672
39707,C1OC11C2C3C4C2C1N34,0.0642
39708,C1OC11C2C3C4C3C1C24,0.0833
39709,C1OC11C2C3C4C3N2C14,0.0593
39710,C1CC11C2C3C=CC1C23,0.0176
39711,C1CC11C2C3C=CC1N23,0.0021
39712,C1CC11C2C=CC3C2N13,0.002
39713,C1NC11C2C3C1N=CN23,-0.0135
39714,C1NC11C2C3C=CC1N23,-0.0043
39715,C1OC11C2C3C1N=CN23,-0.0147
39716,C1OC11C2C3C=CC1C23,0.0074
39717,C1OC11C2C3C=CC1N23,-0.0091
39718,C1CC11C2C3C=CC2C13,0.0083
39719,C1CC11C2C3C=CC2N13,-0.0061
39720,C1OC11C2C3C=CC2C13,0.0016
39721,C1CC11C2C3CC1CC23,0.0969
39722,C1CC11C2C3CC1CN23,0.097
39723,C1CC11C2C3CC1OC23,0.0954
39724,C1CC11C2C3OC1OC23,0.0867
39725,C1CC11C2CC3C(C2)N13,0.0988
39726,C1NC11C2C3CC1CN23,0.0784
39727,C1NC11C2C3CC1OC23,0.0825
39728,C1NC11C2C3OC1OC23,0.0732
39729,C1OC11C2C3CC1CC23,0.0949
39730,C1OC11C2C3CC1CN23,0.087
39731,C1OC11C2C3CC1OC23,0.0879
39732,C1OC11C2C3OC1OC23,0.0798
39733,C1CC11C2C3CC=C1C23,-0.0325
39734,C1CC11C2C3N2CC=C13,-0.0474
39735,C1CC11N2C3CC=C1C23,-0.0391
39736,C1NC11C2C3CC=C1C23,-0.0408
39737,C1NC11C2C3CN=C1N23,-0.0559
39738,C1NC11C2C3N2CC=C13,-0.0553
39739,C1OC11C2C3CC=C1C23,-0.0425
39740,C1OC11C2C3CN=C1N23,-0.0593
39741,C1OC11C2C3N2CC=C13,-0.0572
39742,C1CC11C2C3C1CCN23,0.0949
39743,C1CC11C2C3CCC1C23,0.0954
39744,C1CC11C2C3CCC1N23,0.0867
39745,C1CC11C2C3COC1C23,0.0912
39746,C1CC11C2C3OCC1C23,0.0933
39747,C1CC11C2OCC3C2N13,0.0841
39748,C1NC11C2C3C1CCN23,0.0738
39749,C1NC11C2C3CCC1N23,0.0762
39750,C1NC11C2C3COC1C23,0.084
39751,C1OC11C2C3C1CCN23,0.0862
39752,C1OC11C2C3CCC1C23,0.085
39753,C1OC11C2C3CCC1N23,0.0748
39754,C1OC11C2C3COC1C23,0.0795
39755,C1OC11C2C3OCC1C23,0.086
39756,C1CC11C2C3CCC2C13,0.1042
39757,C1CC11C2C3COC2C13,0.1053
39758,C1NC11C2C3CCN2C13,0.0855
39759,C1NC11C2C3COC2C13,0.0823
39760,C1OC11C2C3CCC2C13,0.0976
39761,C1OC11C2C3CCN2C13,0.0886
39762,C1OC11C2C3COC2C13,0.0998
39763,C1CC11C2C=CC1C=C2,-0.0024
39764,C1OC11C2C=CC1C=C2,-0.0042
39765,C1C2C1C1CC2C11CO1,0.086
39766,C1C2C1C1CC2C11CC1,0.0979
39767,C1CC11C2CC1C1OC21,0.0879
39768,C1CC11C2CC1N1CC21,0.0975
39769,C1C2C1C1OC2C11CC1,0.0822
39770,C1CC11C2OC1C1NC21,0.0761
39771,C1CC11C2OC1C1OC21,0.066
39772,C1C2C3CC(N12)C31CN1,0.0771
39773,C1NC11C2NC1C1NC21,0.0729
39774,C1NC11C2NC1C1OC21,0.0612
39775,C1C2C1C1OC2C11CN1,0.0662
39776,C1NC11C2OC1C1NC21,0.0676
39777,C1NC11C2OC1C1OC21,0.0548
39778,C1OC11C2CC1C1NC21,0.0804
39779,C1OC11C2CC1C1OC21,0.0844
39780,C1C2C3CC(N12)C31CO1,0.0907
39781,C1OC11C2NC1C1NC21,0.0719
39782,C1OC11C2NC1C1OC21,0.0624
39783,C1C2C1C1OC2C11CO1,0.0772
39784,C1OC11C2OC1C1NC21,0.0687
39785,C1OC11C2OC1C1OC21,0.0579
39786,C1CC11C2CC1C21CC1,0.1055
39787,C1CC11C2CC1C21CO1,0.0977
39788,C1CC11C2NC1C21CO1,0.0823
39789,C1CC11C2OC1C21CC1,0.081
39790,C1CC11C2OC1C21CN1,0.0747
39791,C1CC11C2OC1C21CO1,0.0678
39792,C1NC11C2CC1C21CN1,0.0806
39793,C1NC11C2CC1C21CO1,0.0767
39794,C1NC11C2NC1C21CN1,0.0686
39795,C1NC11C2NC1C21CO1,0.0665
39796,C1NC11C2OC1C21CN1,0.0606
39797,C1NC11C2OC1C21CO1,0.0538
39798,C1OC11C2CC1C21CO1,0.0907
39799,C1OC11C2NC1C21CO1,0.0699
39800,C1OC11C2OC1C21CO1,0.0521
39801,C1CC11C2CC1C=CC2,0.0226
39802,C1CC11C2CC1N=CO2,0.0178
39803,C1CC11C2CC=CC1O2,0.0056
39804,C1NC11C2CC1N=CO2,0.0128
39805,C1NC11C2CC=CC1O2,0.0004
39806,C1OC11C2CC1C=CC2,0.0191
39807,C1OC11C2CC1N=CO2,0.0112
39808,C1OC11C2CC=CC1O2,-0.0031
39809,C1CC11C2CC1CCC2,0.0876
39810,C1CC11C2CC1COC2,0.0877
39811,C1CC11C2CC1OCC2,0.0857
39812,C1CC11C2CC1OCO2,0.0868
39813,C1CC11C2CCCC1O2,0.0798
39814,C1CC11C2CN1CCO2,0.0873
39815,C1CC11C2COCC1O2,0.0794
39816,C1NC11C2CC1OCC2,0.0843
39817,C1NC11C2CC1OCO2,0.0733
39818,C1NC11C2CCCC1O2,0.0697
39819,C1NC11C2COCC1N2,0.0692
39820,C1NC11C2COCC1O2,0.0687
39821,C1OC11C2CC1CCC2,0.0822
39822,C1OC11C2CC1COC2,0.0748
39823,C1OC11C2CC1OCC2,0.076
39824,C1OC11C2CC1OCO2,0.0652
39825,C1OC11C2CCCC1O2,0.07
39826,C1OC11C2COCC1N2,0.076
39827,C1OC11C2COCC1O2,0.0748
39828,C1C2C1C1(CC1)C1CN21,0.0773
39829,C1C2C1C1(CN1)C1CN21,0.0649
39830,C1C2C3NC3C3(CN3)C12,0.0635
39831,C1C2C1C1(CO1)C1CN21,0.0583
39832,C1C2C3NC3C3(CO3)C12,0.0597
39833,C1C2C3OC3C3(CO3)C12,0.0543
39834,C1C2C3CN3C3(CC3)C12,0.0777
39835,C1C2C3CC3C3(CC3)C12,0.0787
39836,C1CC11C2CC2C2OC12,0.0741
39837,C1C2C3NC3C3(CC3)N12,0.0706
39838,C1CC11C2NC2C2NC12,0.0658
39839,C1CC11C2NC2C2OC12,0.0679
39840,C1C2C3OC3C3(CC3)N12,0.0647
39841,C1CC11C2OC2C2OC12,0.0541
39842,C1C2C3OC3C3(CN3)C12,0.06
39843,C1NC11C2NC2C2NC12,0.0597
39844,C1NC11C2NC2C2OC12,0.0603
39845,C1NC11C2OC2C2OC12,0.0466
39846,C1C2C3CC3C3(CO3)C12,0.0646
39847,C1OC11C2NC2C2NC12,0.0526
39848,C1OC11C2NC2C2OC12,0.05
39849,C1OC11C2OC2C2OC12,0.0384
39850,C1CC11C2CC3C2CC13,0.0985
39851,C1CC11C2CC3C2OC13,0.0807
39852,C1CC11C2CN3C2CC13,0.0872
39853,C1CC11C2NC3C2OC13,0.0672
39854,C1CC11C2OC3C2OC13,0.0602
39855,C1NC11C2CC3C2OC13,0.0637
39856,C1NC11C2CN3C2CC13,0.0758
39857,C1NC11C2NC3C2NC13,0.0611
39858,C1NC11C2NC3C2OC13,0.0521
39859,C1NC11C2OC3C2OC13,0.0472
39860,C1OC11C2CC3C2CC13,0.0923
39861,C1OC11C2CC3C2OC13,0.0673
39862,C1OC11C2CN3C2CC13,0.0804
39863,C1OC11C2NC3C2NC13,0.0617
39864,C1OC11C2NC3C2OC13,0.0526
39865,C1OC11C2OC3C2OC13,0.042
39866,C1CC11C2CC3CC1C23,0.0867
39867,C1CC11C2CC3CC1N23,0.0694
39868,C1CC11C2CC3OC1C23,0.0742
39869,C1CC11C2OC3CN1C23,0.0635
39870,C1NC11C2CC3CC1N23,0.0626
39871,C1NC11C2CC3OC1C23,0.0633
39872,C1OC11C2CC3CC1C23,0.073
39873,C1OC11C2CC3CC1N23,0.0578
39874,C1OC11C2CC3OC1C23,0.0553
39875,C1OC11C2CN3CC1C23,0.0641
39876,C1CC11C2CC3CC2C13,0.1009
39877,C1CC11C2CC3CN2C13,0.0869
39878,C1CC11C2CC3OC2C13,0.0917
39879,C1CC11C2OC3CC2C13,0.0905
39880,C1NC11C2CC3CN2C13,0.0774
39881,C1NC11C2CC3OC2C13,0.075
39882,C1NC11C2CN3CC2C13,0.0733
39883,C1NC11C2OC3CC2C13,0.0791
39884,C1OC11C2CC3CC2C13,0.089
39885,C1OC11C2CC3CN2C13,0.0739
39886,C1OC11C2CC3OC2C13,0.0762
39887,C1OC11C2CN3CC2C13,0.0709
39888,C1OC11C2OC3CC2C13,0.0728
39889,C1CC11C2CCC1C=C2,0.0242
39890,C1CC11C2COC1C=C2,0.0097
39891,C1NC11C2COC1C=C2,0.0044
39892,C1OC11C2CCC1C=C2,0.0189
39893,C1OC11C2COC1C=C2,0.0027
39894,C1CC11C2CCC1CC2,0.0803
39895,C1CC11C2CCC1OC2,0.0845
39896,C1CC11C2COC1CO2,0.0899
39897,C1CC11C2COC1OC2,0.0868
39898,C1NC11C2CCC1OC2,0.0781
39899,C1NC11C2COC1CO2,0.0659
39900,C1NC11C2COC1OC2,0.0738
39901,C1OC11C2CCC1CC2,0.0804
39902,C1OC11C2CCC1OC2,0.0807
39903,C1OC11C2COC1CO2,0.0789
39904,C1OC11C2COC1OC2,0.0849
39905,C1CC11C=C2CC3C2C13,-0.0306
39906,C1CC11C=C2CC3C2N13,-0.0448
39907,C1CC11C=C2CN3C2C13,-0.0379
39908,C1CC11N=C2CC3C1N23,-0.0454
39909,C1CC11N=C2NC3C2C13,-0.0544
39910,C1CC11N=C2OC3C2C13,-0.0592
39911,C1NC11C=C2CC3C2C13,-0.0369
39912,C1NC11C=C2CN3C2C13,-0.0447
39913,C1OC11C=C2CC3C2C13,-0.0459
39914,C1OC11C=C2CN3C2C13,-0.0537
39915,C1CC11C=CC2CC1C2,0.022
39916,C1CC11C=CC2CC1O2,0.0064
39917,C1NC11C=CC2CC1C2,0.0146
39918,C1NC11C=CC2CC1O2,-0.0005
39919,C1OC11C=CC2CC1C2,0.0037
39920,C1OC11C=CC2CC1O2,-0.0104
39921,C1CC11C=CC2CCC12,0.026
39922,C1CC11C=CC2COC12,0.0175
39923,C1CC11C=CC2OCC12,0.0104
39924,C1NC11C=CC2CCC12,0.0189
39925,C1NC11C=CC2COC12,0.0097
39926,C1NC11C=CC2OCC12,0.003
39927,C1OC11C=CC2CCC12,0.008
39928,C1OC11C=CC2COC12,-0.0018
39929,C1OC11C=CC2OCC12,-0.008
39930,C1CC12C=CC=CC=C2,-0.033
39931,C1NC11C=CC=CC=C1,-0.0393
39932,C1OC11C=CC=CC=C1,-0.0582
39933,C1CC11C=CCC2CC12,0.0305
39934,C1CC11C=CCC2OC12,0.0249
39935,C1CC11C=CCN2CC12,0.0224
39936,C1CC11N=COC2CC12,0.0272
39937,C1NC11C=CCC2CC12,0.0222
39938,C1NC11C=CCC2NC12,0.0247
39939,C1NC11C=CCC2OC12,0.0163
39940,C1NC11C=CCN2CC12,0.014
39941,C1OC11C=CCC2CC12,0.0097
39942,C1OC11C=CCC2NC12,0.0115
39943,C1OC11C=CCC2OC12,0.003
39944,C1OC11C=CCN2CC12,0.0017
39945,C1CC=CC2(CC2)C=C1,0.0266
39946,C1CC12C=CCOC=N2,0.0106
39947,C1NC11C=CCCC=C1,0.0116
39948,C1OC11C=CCCC=C1,0.0007
39949,C1CC12CC3(CC3)C=C2,0.028
39950,C1CC11CC2(CN2)C=C1,0.0204
39951,C1CC11CC2(CO2)C=C1,0.0099
39952,C1CC12C=CC3(O2)CC3,0.0157
39953,C1NC11CC2(CN2)C=C1,0.008
39954,C1NC11CC2(CO2)C=C1,-0.0023
39955,C1OC11CC2(CO2)C=C1,-0.0084
39956,C1CC2(C1)CC3(C2)CC3,0.089
39957,C1CC2(C1)CC3(O2)CC3,0.0755
39958,C1CC12CC3(C2)CCO3,0.0731
39959,C1CC12CC3(C2)COC3,0.0725
39960,C1CC12CC3(O2)COC3,0.0639
39961,C1NC11CC2(CCO2)C1,0.0657
39962,C1CC2(C1)CC3(C2)CO3,0.0769
39963,C1OC11CC2(CCO2)C1,0.0583
39964,C1C2(CC13CO3)COC2,0.0619
39965,C1CC11CC2=CCCC12,0.0235
39966,C1CC11CC2=CCOC12,0.0077
39967,C1CC11OC2=NCCC12,0.0195
39968,C1NC11CC2=CCOC12,0.0017
39969,C1OC11CC2=CCCC12,0.0126
39970,C1OC11CC2=CCOC12,-0.0041
39971,C1CC11CC2C3CC1C23,0.0903
39972,C1CC11CC2C3CC1N23,0.0853
39973,C1CC11CC2C3OC1C23,0.0827
39974,C1CC11CN2C3CC1C23,0.0901
39975,C1CC11OC2C3CC1C23,0.0852
39976,C1CC11OC2C3OC1C23,0.0693
39977,C1NC11CC2C3CC1N23,0.0734
39978,C1NC11CC2C3OC1C23,0.0662
39979,C1NC11CN2C3CC1C23,0.0721
39980,C1OC11CC2C3CC1C23,0.0854
39981,C1OC11CC2C3CC1N23,0.0735
39982,C1OC11CC2C3OC1C23,0.065
39983,C1OC11CN2C3CC1C23,0.0825
39984,C1CC11CC2C3CC2C13,0.1051
39985,C1CC11CC2C3OC2C13,0.0855
39986,C1CC11OC2C3CC2C13,0.0969
39987,C1CC11OC2C3OC2C13,0.0698
39988,C1OC11CC2C3CC2C13,0.0962
39989,C1OC11CC2C3CN2C13,0.0756
39990,C1OC11CC2C3OC2C13,0.0815
39991,C1OC11CN2C3CC2C13,0.0885
39992,C1CC11CC2C=CCC12,0.0284
39993,C1CC11CC2N=COC12,0.0205
39994,C1CC11OC2C=CCC12,0.0119
39995,C1NC11CC2N=COC12,0.0146
39996,C1OC11CC2C=CCC12,0.0203
39997,C1OC11CC2N=COC12,0.0115
39998,C1CC11CC2CC(C1)O2,0.091
39999,C1CC11CC2CC(C2)C1,0.086
40000,C1CC11CC2CC(C2)O1,0.0853
40001,C1CC11CN2CC(C2)O1,0.0894
40002,C1OC11CC2CC(C1)O2,0.0802
40003,C1OC11CC2CC(C2)C1,0.0877
40004,C1CC11CC2CC1C=C2,0.0226
40005,C1CC11CC2OC1C=C2,0.0118
40006,C1CC11OC2CC1C=C2,0.0094
40007,C1CC11OC2OC1C=C2,-0.0012
40008,C1NC11CC2OC1C=C2,0.0055
40009,C1OC11CC2CC1C=C2,0.0129
40010,C1OC11CC2OC1C=C2,0.001
40011,C1CC11CC2CC2C=C1,0.0237
40012,C1CC11CC2NC2C=C1,0.016
40013,C1CC11CC2OC2C=C1,0.0034
40014,C1CC11CN2CC2C=C1,0.0156
40015,C1CC11OC2CC2C=C1,0.0149
40016,C1NC11CC2CC2C=C1,0.0145
40017,C1NC11CC2NC2C=C1,0.0038
40018,C1NC11CC2OC2C=C1,-0.0069
40019,C1NC11CN2CC2C=C1,0.004
40020,C1OC11CC2CC2C=C1,0.0055
40021,C1OC11CC2NC2C=C1,0.0018
40022,C1OC11CC2OC2C=C1,-0.0127
40023,C1OC11CN2CC2C=C1,-0.0023
40024,C1CC11CC2CC3C1N23,0.0894
40025,C1CC11CC2CC3C2C13,0.0938
40026,C1CC11CC2CN3C2C13,0.0878
40027,C1CC11CC2OC3C2C13,0.0857
40028,C1CC11OC2CC3C2C13,0.0859
40029,C1CC11OC2CN3C2C13,0.0783
40030,C1NC11CC2CC3C1N23,0.0735
40031,C1NC11CC2CN3C2C13,0.0746
40032,C1NC11CN2CC3C2C13,0.0773
40033,C1OC11CC2CC3C1N23,0.0742
40034,C1OC11CC2CC3C2C13,0.0842
40035,C1OC11CC2CN3C2C13,0.0758
40036,C1OC11CC2OC3C2C13,0.0807
40037,C1OC11CN2CC3C2C13,0.0867
40038,C1CC11CC2CC=CC12,0.0274
40039,C1CC11CC2OC=NC12,0.0194
40040,C1CC11OC2CC=CC12,0.0186
40041,C1NC11CC2OC=NC12,0.0136
40042,C1NC11CN2CC=CC12,0.0151
40043,C1OC11CC2CC=CC12,0.0206
40044,C1OC11CC2OC=NC12,0.0116
40045,C1OC11CN2CC=CC12,0.0135
40046,C1CC11CC2CC1CO2,0.0914
40047,C1CC11CC2CCC1C2,0.0861
40048,C1CC11CC2CCC1O2,0.0863
40049,C1CC11CC2COC1C2,0.0897
40050,C1CC11CC2COC1O2,0.0893
40051,C1CC11CC2OCC1O2,0.0879
40052,C1CC11OC2CC1CO2,0.0869
40053,C1CC11OC2CCC1C2,0.0856
40054,C1CC11OC2CCC1O2,0.0873
40055,C1CC11OC2COC1C2,0.0899
40056,C1NC11CC2CCC1O2,0.0763
40057,C1NC11CC2COC1C2,0.0813
40058,C1NC11CC2COC1O2,0.0763
40059,C1NC11CC2OCC1O2,0.0707
40060,C1OC11CC2CC1CO2,0.0838
40061,C1OC11CC2CCC1C2,0.0805
40062,C1OC11CC2CCC1O2,0.0755
40063,C1OC11CC2COC1C2,0.0793
40064,C1OC11CC2COC1O2,0.0757
40065,C1OC11CC2OCC1O2,0.0762
40066,C1CC11CC2CCC2=C1,0.0223
40067,C1CC11CC2COC2=N1,0.0159
40068,C1CC11CC2OCC2=C1,0.0038
40069,C1CC11OC2CCC2=C1,0.0076
40070,C1NC11CC2CCC2=C1,0.0112
40071,C1NC11CC2OCC2=C1,-0.0076
40072,C1OC11CC2CCC2=C1,0.0067
40073,C1OC11CC2OCC2=C1,-0.0119
