smiles,logP
CCCCC\C=C\C\C=C\CCCCCCCC(=O)OC,6.82
CCCCCC=CCC=CCCCCCCCC(=O)OC,6.82
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)N,0.07
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(C)=O)C(C)CC)C(N)=O,-1.65
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(C)=O)C(N)=O,-1.64
CCCCCCCCCCCC[N+]1=CC(C)=C(C)C=C1,1.75
CCCCCCCCCCCC[N+]1=CC=C(C)C=C1C,1.41
CCCCCCCCC=CCCCCCCCC(=O)OC,7.45
CCCCCCCC\C=C\CCCCCCCC(=O)OC,7.45
CCCCCCCC/C=C\CCCCCCCC(=O)OC,7.45
CCCCCCCCCCCCCCCCCC(=O)OC,8.35
ClC1=CC=CC(Cl)=C1CN1C=CC(NC2=NN=C(CC3=CC=C(C=C3)N3C=NN=N3)S2)=N1,4.99
[O:6]=[C:5]([O:7][C:8]1=[CH:13][CH:12]=[CH:11][CH:10]=[CH:9]1)[C:4]1=[CH:14][C:15](=[CH:1][CH:2]=[CH:3]1)[C:16](=[O:17])[O:18][C:19]1=[CH:24][CH:23]=[CH:22][CH:21]=[CH:20]1,3.27
[O-][N+](=O)C1=C(\C=N\C2=CC=C(C=C2)\N=C\C2=C(C=CC=C2)[N+]([O-])=O)C=CC=C1,2.95
O=C(ON=C1C=CC(C=C1)=NOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,4.43
C[C@H](N1N=C(C(Cl)=C1C1CC1)C(F)(F)F)C(=O)NC1=CC=C2C(OC(=O)C=C2C(F)(F)F)=C1,6.63
c1c2ccccc2c(c2ccccc21)-c1ccccc1,6.01
C1CC2=C3C1=CC=CC3=CC1=C2C=CC2=C1C=CC=C2,6.418
[NH:1]1[C:1]2=[C:1]([C:1]3=[C:1]1[CH:1]=[CH:1][C:1]1=[C:1]3[CH:1]=[CH:1][CH:1]=[CH:1]1)[C:1]1=[C:1]([CH:1]=[CH:1][CH:1]=[CH:1]1)[CH:1]=[CH:1]2,6.4
[NH:1]1[C:1]2=[C:1]([CH:1]=[CH:1][C:1]3=[C:1]2[CH:1]=[CH:1][CH:1]=[CH:1]3)[C:1]2=[C:1]1[C:1]1=[C:1]([CH:1]=[CH:1][CH:1]=[CH:1]1)[CH:1]=[CH:1]2,6.4
Clc1ccc2N(O)C(CC(c4ccc(C(F)(F)F)cc4)CC3=O)=C3C(=O)c2c1,3.46
OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,3.4
OC1=CC=C(NC2=CC=CC=C2)C2=C1C(=O)C1=C(C2=O)C(=CC=C1O)N(=O)=O,4.68
c1cc2cccc3c2c2c(cccc21)c1ccccc31,6.44
[CH:15]1=[CH:16][C:11]2=[C:12]([CH:13]=[CH:14]1)[C:4]1=[C:5]3[C:10]2=[CH:9][CH:8]=[CH:7][C:6]3=[CH:1][C:2]2=[C:3]1[CH:17]=[CH:18][CH:19]=[CH:20]2,5.78
c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,5.78
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,6.11
C1=CC=C2C(=C1)C3=C4C(=C2[N+](=O)[O-])C=CC5=CC=CC(=C54)C=C3,5.44
O=C(Nc1cc(Oc2[n]cc(cc2Cl)C(F)(F)F)c(Cl)cc1)NC(=O)c1c(F)cccc1F,5.1
[Cl-:21].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][N+:17]([CH3:18])([CH3:19])[CH3:20],3.23
OC(=O)c4cn(c1ccccc1)c3cc(N2CCNCC2)c(F)cc3c4=O,-0.29
OC(=O)c4cn(c1ccc(O)cc1)c3cc(N2CCNCC2)c(F)cc3c4=O,-0.04
CCC(C)NC(=O)C(NC(=O)C1=CC=CC=C1)=CC1=CC=CC=C1,2.47
CN(SN(C)C(=O)C1=CC=CC=C1Cl)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,4.1
CNC(=O)c2cn1c(C)c(C)nc1c3OC(CCc23)c4ccccc4,3.6
S1c2ccccc2N=C1c3ccc(CP(=O)(OCC)N4C(=O)CCC4)cc3,3.0
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,5.2
CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,3.5
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,3.76
CC1=CC(C)=C(NC(=O)CSC2=NN=C(N2N)C2=CC=C(OC(F)F)C=C2)C(C)=C1,4.41
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,5.3
CCN(C(=O)CN1C(=O)[C@H]2CCCC[C@H]2C1=O)C1=NN=C(S1)C1=CC=C(Cl)C=C1,4.91
CN(SN(C)C(=O)C1=CC=C(Cl)C=C1)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,4.0
CN(SC(=O)N(C)C1=CC=CC=C1Cl)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,4.1
CSC1=NC=CC=C1C(=O)OCC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1,3.63
CN(SC(=O)N(C)C1=CC=C(Cl)C=C1)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,4.0
c1cc(F)ccc1C(=O)CCN2CCC(O)(c3ccc(Cl)cc3)CC2,3.24
COC1=C(\C=C/C(=O)OCCOC2=C(OC)C=C(C=O)C=C2)C=CC=C1,3.65
COC1=CC=CC=C1\C=C\C(=O)OCCOC1=CC=C(C=O)C=C1OC,3.65
c1cc(C=O)cc(OC)c1OCCOC(=O)C=Cc2c(OC)cccc2,3.65
CC(C(=O)OCCOC(C)=O)c1cccc(c1)C(=O)c2ccccc2,3.1
CC(C)C1=CC2=C(C=C(CC3=CC=CC=C3)C2=CC=C1)S(=O)(=O)O[Na],0.21
[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,-0.58
CO[C@@]1(NC(=O)[C@@H](C(O)=O)C2=CC=C(O)C=C2)[C@@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,-0.58
O1C(c2ccc(c3ccccc3)cc2)(Cn4ncnc4)OC(CC)C1,3.71
NC(CC1=CC=CC=C1)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O,-0.79
[NH2:16][C@H:15]([CH2:17][C:18]1=[CH:19][NH:20][C:21]2=[C:26]1[CH:25]=[CH:24][CH:23]=[CH:22]2)[C:13](=[O:14])[NH:12][C@H:8]([CH2:7][C:6]1=[CH:1][CH:2]=[CH:3][CH:4]=[CH:5]1)[C:9]([OH:11])=[O:10],-0.47
CCOC(=O)N1COCC2=C1C=CC1=C2N=C2C(CO)=C(NC)C=CC2=C1,1.75
CCC(C)NC(=O)/C(=C/C1=CC=CC=C1)/NC(=O)C2=CC=CC=C2,2.47
CCC(C)NC(=O)\C=C(\NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.47
CC(C)(C)c1ccc(CCOc2[n]c[n]c3ccccc32)cc1,5.51
CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,3.59
CN(C)CC\C=C1/C2=CC=CC=C2CCC2=C(Cl)C=CC=C12,5.55
c1ccc2C(=CCCN(C)C)c3ccccc3CCc2c1Cl,5.55
C[C@@H]1CCC[C@@H](C)N1C(=O)COC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl,4.38
c1cc(Cl)ccc1C2(O)CCN(CCNC(=O)c3ccc(F)cc3)CC2,2.85
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O)OC1=CC=C(Cl)C(Cl)=C1,2.15
CCOCCOC(=O)C1=CC=C(NC(=O)COC2=CC=C(C)C=C2Br)C=C1,5.36
COC1=C(OCCOC(=O)\C=C\C2=C(OC)C=CC=C2)C=CC(CN=O)=C1,3.56
COC1=CC(\C=N\O)=CC=C1OCCOC(=O)\C=C\C1=CC=CC=C1OC,3.56
COc1ccccc1C=CC(=O)OCCOc2ccc(C=NO)cc2OC,3.56
CC1C(=O)c2ccc(OC)c(CN(C)C)c2OC=1c1ccccc1,3.65
[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,-3.7
[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O,-1.5
O=C1C(Nc5cnccc5)=C(C)C(=O)C2=C1C(COC(=O)N)C3(OC)C(N4)C4CN23,0.52
CCCC1=C2C(OC(N)=C(C(=O)OC)[C@]22C(=O)N(CC(N)=O)C3=CC=CC=C23)=NN1,4.48
N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,-1.13
COC1(NC(=O)C(C(O)=O)C2=CC=C(O)C=C2)C2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,-0.58
CCN1C(SCC(=O)NC2=CC=C(C=C2)C(=O)OC)=NN=C1C1=CC=CC=C1,4.24
CC(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)OCC1=CC=C(C=C1)C#N,2.41
[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,2.2
COC1=CC2=C3N(C(=O)\C(=C4/SC(NC(C)=O)=NC4=O)C3=C1)C(C)(C)C=C2C,4.62
C1=CC=C2C(=C1)C(=CN2)C[C@H]3C(=O)N[C@H](C(=O)N3)CC4=CC=C(C=C4)O,1.05
OC1=CC=C(CC2NC(=O)C(CC3=CNC4=CC=CC=C34)NC2=O)C=C1,1.05
c1cnccc1c2cnc(NCCCOC(=O)c3ccccc3)cc2,4.06
Cl.[H]N=C1C=CC(C=C1C)=C(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,1.36
COC(=O)C1=C(NC(NC(=O)C2=CC=CN=C2)(C(F)(F)F)C(F)(F)F)SC2=C1CCCCC2,5.75
CO\N=C(/C(=O)OC)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,4.5
CO\N=C(\C(=O)OC)C1=C(CO\N=C(/C)C2=CC=CC(=C2)C(F)(F)F)C=CC=C1,4.5
CC(=NOCc1ccccc1C(=NOC)C(=O)OC)c1cc(ccc1)C(F)(F)F,4.5
COC1=CC(\C=C\C(\O)=C\C(=O)\C=C\C2=CC=C(O)C=C2)=CC=C1O,1.0
CC1=CC(=O)NN=C1C=CC1=CC=C(C=C1)N1C=NC2=C1CCCC2,3.1
OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27
c1cc2cc(OC)ccc2cc1C(C)C(=O)Oc3ccccc3,5.17
CC(=O)OCCN(CCC#N)C1=CC=C(C=C1)\N=N\C1=NC2=C(S1)C=C(C=C2)[N+]([O-])=O,4.08
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc1[n]c2ccc(cc2[s]1)[N+]([O-])=O,4.08
N#CC1=NC(=NC(=N1)N(C1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,5.38
N1=CNC=C1CCSC2=NC=C(c3ccc(OS(=O)(=O)c4ccccc4)cc3)N2,3.72
S1c2ccccc2C=C1CC(=O)NC3C4SCC(COC(=O)C)=C(C(=O)O)N4C3=O,1.68
n1c(c2ccc(OC)cc2)c(c3ccc(OC)cc3)nc(C(=O)OC)c1,3.41
CC1=C2C=CC=CC2=NC(SCC(=O)NCC2=CC=C3OCOC3=C2)=C1,4.15
CCCOC(=O)N1c2ccc(C(=O)c3ccccc3)cc2N=C1NC(=O)OC,3.43
[O-][N+](=O)C1=CC2=C(OCOC2)C(COC(=O)CCCNC2=NS(=O)(=O)C3=CC=CC=C23)=C1,3.52
CCOC1=CC=CC=C1OCC(=O)NC1=CC=C2C=CC=CC2=C1,4.73
COc1cc2OC(C)(C)C=Cc2c2c1C(=O)c1ccccc1N2C,3.67
CC1=CC(=O)NN=C1\C=C\C1=CC=C(C=C1)N1C=NC2=C1CCCC2,3.1
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C)ccc3n2)cc1,4.11
CCCC(=O)OCN1C(=O)C(c2ccccc2)(c3ccccc3)NC1=O,3.34
n1c(c2ccc(OC)cc2)c(c3ccc(OC)cc3)nc(OCC)c1,5.0
n1c(c2ccc(OC)cc2)c(c3ccc(OC)cc3)nc(CC)c1,4.22
n1c(c2ccc(OC)cc2)c(c3ccc(OC)cc3)nc(C)c1C,4.1
n1c(c2ccccc2)c(CC)nc(CC)c1c3ccccc3,4.83
CCC1=NC(C2=CC=CC=C2)=C(CC)N=C1C1=CC=CC=C1,4.94
CCCCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1ccc(cc1F)C#N,3.31
CCCCOC(=O)C(C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,3.31
CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,3.536
CN(Cc1c[n]c2[n]c(N)[n]c(N)c2[n]1)c1c(Cl)cc(cc1Cl)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-0.1
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=C(Cl)C=C(C=C1Cl)C(=O)NC(CCC(O)=O)C(O)=O,-0.1
CCOC(=O)C1=C2S[C@@H](C)C(=O)N2C(N)=C([C@@H]1C1=CC=C(Cl)C=C1Cl)C(=O)OCC,5.49
CN(SN(C)C(=O)C1=CC=C(Cl)C=C1Cl)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,4.9
CN(SC(=O)N(C)C1=CC=C(Cl)C=C1Cl)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,4.9
CN(C)C(=O)c2cn1c(Br)c(C)nc1c3OC(CCc23)c4ccccc4,3.4
COC1=CC=CC(NC(=O)[C@H](OC(=O)C2=COCCO2)C2=CC=CC=C2)=C1,3.81
CCOC(=O)CN1C(=O)CC1Oc2ccc(C(=O)c3ccccc3)cc2,3.0
c1cc(c2ncccc2)ccc1C(O)(CN3C=NC=C3)c4c(F)cc(F)cc4,3.65
c1cc(c2cnccc2)ccc1C(O)(CN3C=NC=C3)c4c(F)cc(F)cc4,3.31
NC1=C(C#N)[C@H](C2=CC=CC=C2F)C2=C(C[C@H](CC2=O)C2=CC=CC=C2)O1,3.07
COc1ccc(cc1)C3Cc2c(C)cccc2N(CCN(C)C)C(=O)C3OC(C)=O,3.7
[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,1.3
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC\C=C(/C)CCC=C(C)C,7.77
c1cc2cc(OC)ccc2cc1C(C)C(=O)OCC=C(C)CCC=C(C)C,7.77
CCOC(=O)[C@H](CCC(=O)OCC)NC(=O)c1ccc(cc1)N(C)Cc1c[n]c2[n]c(N)[n]c(N)c2[n]1,0.98
CCOC(=O)CCC(NC(=O)C1=CC=C(C=C1)N(C)CC1=CN=C2N=C(N)N=C(N)C2=N1)C(=O)OCC,0.98
CCCCCCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,3.54
COc1ccc(cc1)C3Cc2cc(OC)ccc2N(CCN(C)C)C(=O)C3OC(C)=O,3.2
COc1ccc(cc1)C3Cc2c(OC)cccc2N(CCN(C)C)C(=O)C3OC(C)=O,3.9
COc1ccc(cc1)C3Cc2cc(SC)ccc2N(CCN(C)C)C(=O)C3OC(C)=O,4.0
COc1ccc(cc1)C3Cc2ccccc2N(CCN(C)C)C(=O)C3CC=C,5.3
[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,3.4
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,3.6
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#C,2.0
C1CN(CCOCCO)CCN1CCCN2c3ccccc3Sc4ccc(C(F)(F)F)cc24,4.49
[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,2.48
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,2.48
CC(=O)NC(CCCN(Cc1ccccc1)C(=O)N(CCCl)N=O)C(=O)NCc2ccccc2,1.92
COC1=CC=C(CCNCC(O)COC2=CC=C(CCC3=NC=C(Br)N3)C=C2)C=C1OC,3.0
COC1=CC=C(CCNCC(O)COC2=CC=C(CCC3=NC(Br)=CN3)C=C2)C=C1OC,3.0
COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,3.6
BrC1=CC=CC(=C1)[C@H]1N(CCC2=CCCCC2)C(=O)CN(C2CCCCC2)C1=O,5.6
COCC2(CCN(CCc1ccccc1)CC2)N(C(=O)C(C)F)c3ccccc3,3.72
[O-][N+](=O)C1=CC(=CC=C1)N1CC2=CC=CC=C2C1=NC(=O)C(=C/C1=CC=C2OCOC2=C1)\C#N,5.4
CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,3.3
c1cc(C2=NC=C(COC)N2)ccc1OCC(O)CNCCc3cc(OC)c(OC)cc3,1.71
COCC1=CNC(=N1)C1=CC=C(OCC(O)CNCCC2=CC=C(OC)C(OC)=C2)C=C1,1.71
c1cc(C2=NC=C(C)N2)cc(OC)c1OCC(O)CNCCc3cc(OC)c(OC)cc3,1.89
COC1=CC=C(CCNCC(O)COC2=CC=C(C=C2OC)C2=NC(C)=CN2)C=C1OC,1.89
CN(CCN(C)C(=O)CCOCCC1=CC=CC=C1)CCC1=C2SC(=O)NC2=C(O)C=C1,2.59
COC1=CC=C(CCNCC(O)COC2=CC=C(CC3=NC=C(C)N3)C=C2)C=C1OC,2.5
COC1=CC=C(CCNCC(O)COC2=CC=C(CC3=NC(C)=CN3)C=C2)C=C1OC,2.5
COC1=CC=C(CCNCC(O)COC2=CC=C(C=C2)C2=NC(C)=C(C)N2)C=C1OC,3.22
CCC1=CC=CC(C)=C1N([C@@H](C)COC)C(=O)CN1C(=NC2=CC=CC=C12)[C@@H](C)O,4.48
NC(=O)C(CCCN2CC1CCC(CC1)C2)(c3ccccc3)c4ccccn4,2.88
CC1CC2C3CCC(OC(C)=O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12,1.5
[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,1.1
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CO,2.53
CC1(C)O[C@@]2([C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C)O1)C(=O)CO,2.53
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,2.53
[H]OC([H])([H])C(=O)[C@@]1(OC(=O)C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@@]3(F)[C@@]([H])(O[H])C([H])([H])[C@]12C([H])([H])[H],2.91
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(C)=O)C(=O)CO,2.91
[H:26][C@:24]1([CH3:25])[CH2:27][C@H:28]2[CH:29]3[CH2:30][CH2:31][C:32]4=[CH:33][C:2](=[O:1])[CH:3]=[CH:4][C@:5]4([CH3:6])[C@@:7]3([F:8])[C@@:9]([H:11])([OH:10])[CH2:12][C@@:13]2([CH3:14])[C@@:15]1([OH:23])[C:16](=[O:17])[CH2:18][O:19][C:20]([CH3:22])=[O:21],2.91
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,2.91
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C21,1.5
CCOC(=O)CO/N=C\C1=CC(=C(C=C1)OCCOC(=O)C2=CC(=C(C(=C2)OC)OC)OC)OC,3.26
CCOC(=O)CO\N=C\C1=CC(OC)=C(OCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)C=C1,3.26
c1cc(C=NOCC(=O)OCC)cc(OC)c1OCCOC(=O)c2cc(OC)c(OC)c(OC)c2,3.26
c1ccccc1COC(=O)C(CC)C(CC2=CN=CN2C)COC(=O)c3cnccc3,3.05
CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,3.13
COc1ccc(cc1)C3Cc2cc(ccc2N(CCN(C)C)C(=O)C3NC(C)=O)C(F)(F)F,3.6
COc1ccc(cc1)C3Cc2cc(OC(F)F)ccc2N(CCN(C)C)C(=O)C3OC(C)=O,3.8
COC(=O)C(NC(=O)COC(=O)CC1=CC(NC2=C(Cl)C=CC=CC2Cl)C=CC=C1)C(C)C,4.14
CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,3.6
CN(CCCNC(=O)C1=CC=CC2=C1N=CC=C2)CCCNC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=N1,0.15
NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,-2.7
CN(C1=CC=C(OCC(=O)N2CCN(CC2)C2=NC=CC=N2)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,4.46
CC(=O)NC(CC1=CNc2ccccc12)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)N,0.99
CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,5.01
CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,0.99
Cc1[n][n](C)c(Oc2ccccc2)c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C,5.01
COc1ccc(cc1)C3Cc2c(C#N)cccc2N(CCN(C)C)C(=O)C3OC(C)=O,3.3
COc1ccc(cc1)C3Cc2cc(ccc2N(CCN(C)C)C(=O)C3OC(C)=O)C(F)(F)F,4.8
COc1ccc(cc1)C3Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)C3OC(C)=O,4.9
COc1ccc(cc1)C3Cc2cc(ccc2N(CCN(C)C)C(=O)C3SC(C)=O)C(F)(F)F,5.4
CC1=C([C@H](C2=CC(=CC=C2Cl)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC[C@@H]1CCCO1,4.53
CCOC1=CC(N=NC2=C(C=C(C=C2Br)N(=O)=O)N(=O)=O)=C(NC(C)=O)C=C1N(CCOC(C)=O)CCOC(C)=O,4.8
COC(=O)C(\C)=C/C1C(C(=O)OCC2=CC(OC3=CC=CC=C3)=CC=C2)C1(C)C,6.48
COC(=O)C(\C)=C\C1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,6.48
CCOC(=O)C1=C(C)N=C(SC[C@@]2(O)CCCC[C@@H]2SC)C(C#N)=C1C1=CC=CC=C1,6.01
COC(=O)[C@H](CCSC)NC(=O)C1=CC2=C(CC(C)(C)CC2=O)N(C1=O)C1=CC=CC=C1,3.97
OC1=C2NC(=O)SC2=C(CCNCCS(=O)(=O)CCCOCCC2=CC3=CC=CC=C3O2)C=C1,2.86
COCCNC(=O)c2c(C)nc3c1OC(CCc1c(cn23)C(=O)N(C)C)c4ccccc4,2.15
CC(=O)NC(CC1=CC=CC=C1)C(=O)NCC(=O)NCC(=O)NC(CC1=CC=CC=C1)C(N)=O,-1.51
CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1)[C@H](C(C)C)C(O)=O,3.9
CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,1.499
C1CN(CCN1CCCCN2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@H]3C2=O)[C@@H]5[C@H]4C=C5)C6=NC=CN=C6,1.79
C1(=O)C2C(C=C3)C4C=CC4C3C2C(=O)N1CCCCN5CCN(c6ncccn6)CC5,1.79
COC1=CC=C(CCNCC(O)COC2=CC=C(C=C2)C2=NC=C(N2)C(C)=O)C=C1OC,2.7
COC1=CC=C(CCNCC(O)COC2=CC=C(C=C2)C2=NC(=CN2)C(C)=O)C=C1OC,2.7
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N1CC[C@H]2N(C1)C(=O)C1=CC=CC=C21,4.55
COC1=C(F)C=C(C=C1)C(CC(O)=O)N1CCN(CCCC2=NC3=C(CCCN3)C=C2)C1=O,0.82
CCC(=O)N(c1ccccc1)C3(CCN(CCc2ccccc2)CC3)C(=O)OCF,4.02
CCC2C(Cc1c(cccc1C(F)(F)F)N(CCN(C)C)C2=O)c3ccc(OC)cc3,6.3
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C(=C[C@@]53C)Cl)F)F)O,2.99
C1(=O)C=C2C(F)CC3C4CC5C(C(=O)CO)(OC(C)(C)O5)C4(C)CC(O)C3(F)C2(C)C=C1Cl,2.99
COc1ccc(cc1)C3Cc2c(ccc(Br)c2OC)N(CCN(C)C)C(=O)C3OC(C)=O,4.4
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,6.9
CC(C)(C)C(=O)OCOC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)O)CSC4=NN=NN4C,0.85
c1ccccc1C(O)C(=O)NC2C3SCC(CSC4=NN=NN4C)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O,0.85
C1C[C@H](N(C1)C(=O)[C@H](CC2=CN(C=N2)C(=O)OCC3=CC=CC=C3)NC(=O)[C@@H]4CCC(=O)N4)C(=O)N,-0.11
NC(=O)C1CCCN1C(=O)C(Cc2cn(cn2)C(=O)OCc3ccccc3)NC(=O)C4CCC(=O)N4,-0.11
COCC1=CN=C(N1)C2=CC=C(C=C2)OC[C@H](CNCCC3=CC(=C(C=C3)OC)OC)O,1.71
c1cc(COCC2=NC=CN2)ccc1OCC(O)CNCCc3cc(OC)c(OC)cc3,1.29
