,smiles,mu
31991,c1c(oc(n1)CN)CO,2.366
31992,c1cc([nH]c1CO)CO,1.4287
31993,c1cc(oc1CO)CO,0.1453
31994,c1c([nH]c(n1)CO)CO,4.0816
31995,c1c(oc(n1)CO)CO,2.3213
31996,CCc1ccc2n1CC2,1.9609
31997,CNc1ccc2n1CC2,1.938
31998,COc1ccc2n1CC2,1.0592
31999,COc1cnc2n1CC2,2.9622
32000,COc1ncc2n1CC2,2.5514
32001,c1cc(n2c1CC2)CO,3.1424
32002,c1c(n2c(n1)CC2)CO,2.3458
32003,c1c2n(c(n1)CO)CC2,3.1213
32004,CCC1=CC=CC(=N)O1,3.5549
32005,CCc1cccc(=O)[nH]1,4.5313
32006,CCc1cccc(=O)o1,4.4496
32007,CCC1=CC=NC(=N)O1,4.4218
32008,CCc1ccnc(=O)[nH]1,6.529
32009,CCc1ccnc(=O)o1,5.9222
32010,CCC1=CN=CC(=N)O1,1.9002
32011,CCc1cncc(=O)[nH]1,4.6848
32012,CCc1cncc(=O)o1,3.5722
32013,CCC1=NC=CC(=N)O1,2.1052
32014,CCc1[nH]c(=O)ccn1,3.0129
32015,CCc1nccc(=O)o1,2.7862
32016,CCC1=NC=NC(=N)N1,3.4306
32017,CCC1=NC=NC(=N)O1,2.7616
32018,CCc1[nH]c(=O)ncn1,5.2577
32019,CCc1ncnc(=O)o1,4.4046
32020,CNC1=CC=CC(=N)O1,5.069
32021,CNc1cccc(=O)o1,5.5425
32022,CNC1=CC=NC(=N)O1,5.8649
32023,CNc1ccnc(=O)[nH]1,8.4733
32024,CNc1ccnc(=O)o1,7.5087
32025,CNC1=CN=CC(=N)O1,3.6293
32026,CNc1cncc(=O)[nH]1,6.6092
32027,CNc1cncc(=O)o1,5.5828
32028,CNC1=NC=CC(=N)O1,4.0085
32029,CNc1[nH]c(=O)ccn1,4.6238
32030,CNc1nccc(=O)o1,4.1181
32031,CNC1=NC=NC(=N)O1,4.5264
32032,CNc1[nH]c(=O)ncn1,7.1285
32033,CNc1ncnc(=O)o1,6.2617
32034,COC1=CC=CC(=N)O1,3.0907
32035,COc1cccc(=O)[nH]1,4.2365
32036,COc1cccc(=O)o1,3.3883
32037,COC1=CC=NC(=N)O1,3.5796
32038,COc1ccnc(=O)[nH]1,6.5074
32039,COc1ccnc(=O)o1,5.1627
32040,COC1=CN=CC(=N)N1,3.557
32041,COC1=CN=CC(=N)O1,4.048
32042,COc1cncc(=O)[nH]1,5.1509
32043,COc1cncc(=O)o1,3.4978
32044,COC1=NC=CC(=N)N1,2.272
32045,COC1=NC=CC(=N)O1,3.0687
32046,COc1[nH]c(=O)ccn1,3.8132
32047,COc1nccc(=O)o1,4.127
32048,COC1=NC=NC(=N)N1,4.0242
32049,COC1=NC=NC(=N)O1,4.021
32050,COc1[nH]c(=O)ncn1,5.8341
32051,COc1ncnc(=O)o1,5.4999
32052,OCC1=CC=CC(=N)O1,2.7184
32053,c1cc([nH]c(=O)c1)CO,4.8228
32054,c1cc(oc(=O)c1)CO,3.8584
32055,OCC1=CC=NC(=N)O1,3.77
32056,c1cnc(=O)[nH]c1CO,7.0312
32057,c1cnc(=O)oc1CO,5.1656
32058,OCC1=CN=CC(=N)N1,1.9799
32059,OCC1=CN=CC(=N)O1,1.3983
32060,c1c([nH]c(=O)cn1)CO,5.4651
32061,c1c(oc(=O)cn1)CO,2.7821
32062,OCC1=NC=CC(=N)N1,1.2571
32063,OCC1=NC=CC(=N)O1,0.5078
32064,c1cnc([nH]c1=O)CO,0.6467
32065,c1cnc(oc1=O)CO,2.2767
32066,OCC1=NC=NC(=N)N1,1.0248
32067,OCC1=NC=NC(=N)O1,1.523
32068,c1nc([nH]c(=O)n1)CO,2.8366
32069,c1nc(oc(=O)n1)CO,2.386
32070,Cc1cccc(c1)CO,1.3457
32071,Cc1cc(ccn1)CO,1.4878
32072,Cc1cc(cnc1)CO,1.4542
32073,Cc1ccnc(c1)CO,1.0971
32074,Cc1cc(ncn1)CO,2.4789
32075,Cc1cccc(n1)CO,0.3357
32076,Cc1nccc(n1)CO,2.2897
32077,Cc1cncc(n1)CO,2.0971
32078,Cc1ccnc(n1)CO,4.1691
32079,Cc1ncnc(n1)CO,2.1705
32080,CCc1cccc(c1)C,0.2932
32081,CCc1cccc(n1)C,1.3444
32082,CCc1cccc(c1)N,1.497
32083,CCc1cccc(c1)O,1.4797
32084,CCc1cccc(n1)O,1.0421
32085,CCc1ccnc(c1)C,2.1998
32086,CCc1ccnc(n1)C,1.734
32087,CCc1ccnc(n1)N,0.8048
32088,CCc1ccnc(c1)O,1.5187
32089,CCc1ccnc(n1)O,2.1773
32090,CCc1cc(cnc1)C,2.4696
32091,CCc1cncc(n1)C,0.8386
32092,CCc1cc(cnc1)N,3.1066
32093,CCc1cncc(n1)N,1.9991
32094,CCc1cc(cnc1)O,3.5495
32095,CCc1cncc(n1)O,1.9322
32096,CCc1cc(ccn1)C,2.1545
32097,CCc1nccc(n1)C,1.802
32098,CCc1nccc(n1)N,3.1032
32099,CCc1cc(ccn1)O,2.3991
32100,CCc1nccc(n1)O,0.9119
32101,CCc1cc(ncn1)C,2.3473
32102,CCc1ncnc(n1)C,0.7386
32103,CCc1cc(ncn1)N,3.2808
32104,CCc1ncnc(n1)N,2.1506
32105,CCc1cc(ncn1)O,1.0898
32106,CCc1ncnc(n1)O,2.0563
32107,Cc1cccc(c1)NC,1.6007
32108,CNc1cccc(c1)N,1.4893
32109,CNc1cccc(c1)O,0.9347
32110,CNc1cccc(n1)O,2.453
32111,Cc1nccc(n1)NC,3.4923
32112,CNc1ccnc(c1)O,3.2022
32113,CNc1ccnc(n1)O,3.2885
32114,Cc1cc(cnc1)NC,3.4093
32115,Cc1cncc(n1)NC,2.3235
32116,CNc1cc(cnc1)N,3.4921
32117,CNc1cncc(n1)N,2.6256
32118,CNc1cc(cnc1)O,2.2129
32119,CNc1cncc(n1)O,3.6757
32120,Cc1ccnc(n1)NC,0.5579
32121,CNc1nccc(n1)N,2.0512
32122,CNc1cc(ccn1)O,3.0045
32123,CNc1nccc(n1)O,1.6498
32124,Cc1cc(ncn1)NC,3.7184
32125,Cc1ncnc(n1)NC,2.4312
32126,CNc1cc(ncn1)N,3.7043
32127,CNc1ncnc(n1)N,2.2964
32128,CNc1cc(ncn1)O,2.5057
32129,CNc1ncnc(n1)O,1.6344
32130,Cc1cccc(c1)OC,0.9075
32131,Cc1cccc(n1)OC,0.593
32132,COc1cccc(c1)N,1.0092
32133,COc1cccc(n1)N,1.8176
32134,COc1cccc(c1)O,1.7706
32135,COc1cccc(n1)O,0.8261
32136,Cc1cc(ccn1)OC,2.6518
32137,Cc1nccc(n1)OC,1.5786
32138,COc1ccnc(n1)N,1.7261
32139,COc1ccnc(c1)O,2.5444
32140,COc1ccnc(n1)O,3.0605
32141,Cc1cc(cnc1)OC,1.759
32142,Cc1cncc(n1)OC,2.0263
32143,COc1cc(cnc1)N,2.1902
32144,COc1cncc(n1)N,3.1617
32145,COc1cc(cnc1)O,0.5234
32146,COc1cncc(n1)O,3.0266
32147,Cc1ccnc(c1)OC,1.0696
32148,Cc1ccnc(n1)OC,1.7666
32149,COc1cc(ccn1)N,2.43
32150,COc1nccc(n1)N,2.4838
32151,COc1cc(ccn1)O,1.7474
32152,COc1nccc(n1)O,0.6213
32153,Cc1cc(ncn1)OC,1.5753
32154,Cc1ncnc(n1)OC,1.0625
32155,COc1cc(ncn1)N,2.0117
32156,COc1ncnc(n1)N,0.8267
32157,COc1cc(ncn1)O,0.6328
32158,COc1ncnc(n1)O,2.0244
32159,c1cc(cc(c1)N)CO,2.278
32160,c1cnc(cc1CO)N,0.735
32161,c1c(cncc1N)CO,2.6711
32162,c1c(ncnc1N)CO,2.7723
32163,c1cc(nc(c1)N)CO,1.169
32164,c1cnc(nc1CO)N,1.892
32165,c1c(nc(cn1)N)CO,2.8333
32166,c1cnc(nc1N)CO,5.4582
32167,c1nc(nc(n1)N)CO,3.9671
32168,c1cnc(nc1O)CN,2.102
32169,c1nc(nc(n1)O)CN,1.925
32170,c1cc(cc(c1)O)CO,0.7114
32171,c1cc(nc(c1)O)CO,1.4963
32172,c1cnc(cc1CO)O,2.3723
32173,c1cnc(nc1CO)O,1.893
32174,c1c(cncc1O)CO,2.2869
32175,c1c(nc(cn1)O)CO,3.2141
32176,c1cnc(cc1O)CO,2.0363
32177,c1cnc(nc1O)CO,3.0362
32178,c1c(ncnc1O)CO,1.3284
32179,c1nc(nc(n1)O)CO,0.7658
32180,CCc1cccn1C=O,2.7792
32181,CCc1cncn1C=O,3.6023
32182,CCc1nccn1C=O,1.6062
32183,CNc1cccn1C=O,3.6223
32184,CNc1cncn1C=O,4.0915
32185,CNc1nccn1C=O,2.2427
32186,COc1cccn1C=O,3.9296
32187,COc1cncn1C=O,4.2022
32188,COc1nccn1C=O,2.3185
32189,c1cn(c(n1)CN)C=O,2.4872
32190,c1cc(n(c1)C=O)CO,2.8898
32191,c1c(n(cn1)C=O)CO,4.3673
32192,c1cn(c(n1)CO)C=O,1.1902
32193,Cc1ccccc1CO,1.8669
32194,Cc1cccnc1CO,1.8855
32195,Cc1ccncc1CO,4.0465
32196,Cc1cnccc1CO,3.9291
32197,Cc1cncnc1CO,1.3204
32198,Cc1c(cccn1)CO,2.5616
32199,Cc1c(nccn1)CO,0.7941
32200,Cc1c(cncn1)CO,4.0924
32201,CCc1ccccc1C,0.5061
32202,CCc1ccccc1N,1.6043
32203,CCc1ccccc1O,1.5819
32204,CCc1cccnc1C,2.0391
32205,CCc1cccnc1N,2.0708
32206,CCc1cccnc1O,0.9344
32207,CCc1ccncc1C,2.7722
32208,CCc1ccncc1N,3.3354
32209,CCc1ccncc1O,3.8436
32210,CCc1cnccc1C,2.7205
32211,CCc1cnccc1O,2.9645
32212,CCc1cncnc1C,2.8927
32213,CCc1cncnc1N,3.8179
32214,CCc1cncnc1O,1.8105
32215,CCc1c(cccn1)C,1.9125
32216,CCc1c(cccn1)N,2.8597
32217,CCc1c(cccn1)O,1.1295
32218,CCc1c(nccn1)C,0.7956
32219,CCc1c(nccn1)N,1.9972
32220,CCc1c(nccn1)O,0.9767
32221,CCc1c(cncn1)C,2.7829
32222,CCc1c(cncn1)N,3.7449
32223,CCc1c(cncn1)O,3.1668
32224,Cc1ccccc1NC,1.8289
32225,CNc1ccccc1N,1.6534
32226,CNc1ccccc1O,1.3264
32227,Cc1c(cccn1)NC,3.1653
32228,CNc1cccnc1N,2.6329
32229,CNc1cccnc1O,1.9563
32230,Cc1ccncc1NC,3.6381
32231,CNc1cnccc1O,3.3819
32232,Cc1c(cncn1)NC,4.1954
32233,CNc1cncnc1N,3.6076
32234,CNc1cncnc1O,3.1609
32235,Cc1cccnc1NC,2.1071
32236,CNc1c(cccn1)N,2.5313
32237,CNc1c(cccn1)O,2.5433
32238,Cc1c(nccn1)NC,2.3556
32239,CNc1c(nccn1)N,2.2739
32240,CNc1c(nccn1)O,1.6145
32241,Cc1cncnc1NC,4.0937
32242,CNc1c(cncn1)N,4.012
32243,CNc1c(cncn1)O,3.6133
32244,Cc1ccccc1OC,1.2087
32245,COc1ccccc1N,1.6156
32246,COc1ccccc1O,2.5577
32247,Cc1c(cccn1)OC,3.1781
32248,COc1cccnc1N,2.9245
32249,COc1cccnc1O,2.2005
32250,Cc1cnccc1OC,3.2803
32251,COc1ccncc1N,3.672
32252,COc1ccncc1O,4.5408
32253,Cc1ccncc1OC,2.2105
32254,COc1cnccc1O,2.9405
32255,Cc1c(cncn1)OC,3.2538
32256,COc1cncnc1N,3.8811
32257,COc1cncnc1O,1.8726
32258,Cc1cccnc1OC,0.6559
32259,COc1c(cccn1)N,1.7818
32260,COc1c(cccn1)O,0.8278
32261,Cc1c(nccn1)OC,1.4274
32262,COc1c(nccn1)N,1.875
32263,COc1c(nccn1)O,0.4965
32264,Cc1cncnc1OC,2.2894
32265,COc1c(cncn1)N,3.1714
32266,COc1c(cncn1)O,3.1697
32267,c1ccc(c(c1)CO)N,1.8297
32268,c1cc(c(nc1)CO)N,2.4632
32269,c1cncc(c1CO)N,2.6351
32270,c1c(c(ncn1)CO)N,2.6985
32271,c1cc(c(nc1)N)CO,0.8317
32272,c1cnc(c(n1)CO)N,1.3012
32273,c1c(c(ncn1)N)CO,4.9435
32274,[NH3+]CC1=NC=NC=C1[O-],4.4091
32275,c1ccc(c(c1)CO)O,1.782
32276,c1cc(c(nc1)O)CO,1.2527
32277,c1cncc(c1CO)O,3.0879
32278,c1cncc(c1O)CO,3.9097
32279,c1c(c(ncn1)O)CO,3.1144
32280,c1cc(c(nc1)CO)O,1.0171
32281,c1cnc(c(n1)CO)O,2.9485
32282,c1c(c(ncn1)CO)O,2.562
32283,CCc1ccc[nH]c1=O,3.5596
32284,CCC1=CC=COC1=N,2.7553
32285,CCc1cccoc1=O,3.9843
32286,CCc1cnc[nH]c1=O,1.6796
32287,CCC1=CN=COC1=N,0.7102
32288,CCc1cncoc1=O,2.0593
32289,CCc1c(=O)[nH]ccn1,3.231
32290,CCC1=NC=COC1=N,1.9668
32291,CCc1c(=O)occn1,2.4951
32292,CNc1ccc[nH]c1=O,2.2167
32293,CNC1=CC=COC1=N,2.4975
32294,CNc1cccoc1=O,4.0317
32295,CNc1cnc[nH]c1=O,0.395
32296,CNC1=CN=COC1=N,1.1932
32297,CNc1cncoc1=O,2.6581
32298,CNc1c(=O)[nH]ccn1,1.1999
32299,CNC1=NC=COC1=N,0.1096
32300,CNc1c(=O)occn1,2.0077
32301,COc1ccc[nH]c1=O,4.0408
32302,COC1=CC=COC1=N,3.4827
32303,COc1cccoc1=O,5.0459
32304,COC1=CN=CNC1=N,1.7029
32305,COc1cnc[nH]c1=O,1.9848
32306,COC1=CN=COC1=N,1.5429
32307,COc1cncoc1=O,3.3479
32308,COC1=NC=CNC1=N,3.1794
32309,COc1c(=O)[nH]ccn1,3.2572
32310,COC1=NC=COC1=N,2.1371
32311,COc1c(=O)occn1,3.4688
32312,c1cc(c(=O)[nH]c1)CO,2.2831
32313,OCC1=CC=COC1=N,1.5373
32314,c1cc(c(=O)oc1)CO,3.0799
32315,c1c(c(=O)[nH]cn1)CO,0.7121
32316,OCC1=CN=COC1=N,0.562
32317,c1c(c(=O)ocn1)CO,1.731
32318,OCC1=NC=CNC1=N,6.0442
32319,c1cnc(c(=O)[nH]1)CO,2.4468
32320,OCC1=NC=COC1=N,4.0463
32321,c1coc(=O)c(n1)CO,1.2401
32322,CCc1c[nH]c(=O)n1C,3.7821
32323,CCC1=COC(=N)N1C,3.5914
32324,CCc1coc(=O)n1C,5.0773
32325,CN1C(=N)OC=C1CN,4.5387
32326,CN1C(=N)OC=C1CO,2.4359
32327,Cn1c(c[nH]c1=O)CO,2.5239
32328,Cn1c(coc1=O)CO,4.0658
32329,CNc1coc(=O)n1C,5.6477
32330,Cn1c(c[nH]c1=O)OC,3.7061
32331,COC1=COC(=N)N1C,4.2237
32332,Cn1c(coc1=O)OC,4.9919
32333,CCc1ccc(=O)[nH]c1,4.3189
32334,CCc1c[nH]c(=O)cn1,3.9792
32335,CCc1c[nH]c(=O)nc1,6.0827
32336,CCC1=COC(=N)C=C1,3.6009
32337,CCC1=COC(=N)C=N1,2.7184
32338,CCC1=COC(=N)N=C1,4.7449
32339,CCc1ccc(=O)oc1,4.8929
32340,CCc1coc(=O)cn1,3.4967
32341,CCc1cnc(=O)oc1,6.0601
32342,CNc1ccc(=O)[nH]c1,5.2852
32343,CNc1c[nH]c(=O)cn1,4.8857
32344,CNc1c[nH]c(=O)nc1,6.7416
32345,CNC1=COC(=N)C=C1,4.5438
32346,CNC1=COC(=N)C=N1,3.4707
32347,CNC1=COC(=N)N=C1,5.7505
32348,CNc1ccc(=O)oc1,5.8836
32349,CNc1coc(=O)cn1,4.5426
32350,CNc1cnc(=O)oc1,7.0658
32351,COC1=CNC(=N)C=N1,1.8286
32352,COc1ccc(=O)[nH]c1,4.8419
32353,COc1c[nH]c(=O)cn1,3.373
32354,COc1c[nH]c(=O)nc1,6.851
32355,COC1=COC(=N)C=C1,3.9182
32356,COC1=COC(=N)C=N1,2.0652
32357,COC1=COC(=N)N=C1,4.9617
32358,COc1ccc(=O)oc1,4.914
32359,COc1coc(=O)cn1,3.6336
32360,COc1cnc(=O)oc1,6.4738
32361,OCC1=CNC(=N)C=N1,1.5257
32362,c1cc(=O)[nH]cc1CO,5.2003
32363,c1c(ncc(=O)[nH]1)CO,3.177
32364,c1c(cnc(=O)[nH]1)CO,6.6452
32365,OCC1=COC(=N)C=C1,4.6078
32366,OCC1=COC(=N)C=N1,2.0524
32367,OCC1=COC(=N)N=C1,5.8473
32368,c1cc(=O)occ1CO,6.0785
32369,c1c(=O)occ(n1)CO,2.9103
32370,c1c(coc(=O)n1)CO,6.9991
32371,CCc1cc([nH]c1)C#C,1.5843
32372,CCc1cc([nH]c1)C#N,4.5947
32373,CCc1c[nH]c(n1)C#C,3.2686
32374,CCc1c[nH]c(n1)C#N,5.3823
32375,CCc1cc(oc1)C#C,1.3275
32376,CCc1cc(oc1)C#N,5.1817
32377,CCc1coc(n1)C#C,1.3521
32378,CCc1coc(n1)C#N,5.1965
32379,CNc1cc([nH]c1)C#C,1.6698
32380,CNc1cc([nH]c1)C#N,5.185
32381,CNc1c[nH]c(n1)C#C,2.8892
32382,CNc1c[nH]c(n1)C#N,5.7847
32383,CNc1cc(oc1)C#C,2.2688
32384,CNc1cc(oc1)C#N,6.0159
32385,CNc1coc(n1)C#C,1.7669
32386,CNc1coc(n1)C#N,5.842
32387,COc1cc([nH]c1)C#C,2.5618
32388,COc1cc([nH]c1)C#N,5.436
32389,COc1c[nH]c(n1)C#C,2.2689
32390,COc1c[nH]c(n1)C#N,4.2222
32391,COc1cc(oc1)C#C,1.5421
32392,COc1cc(oc1)C#N,5.6085
32393,COc1coc(n1)C#C,0.2095
32394,COc1coc(n1)C#N,4.1564
32395,C#Cc1cc(c[nH]1)CO,1.9041
32396,c1c(c[nH]c1C#N)CO,3.2829
32397,C#Cc1[nH]cc(n1)CO,2.099
32398,c1c(nc([nH]1)C#N)CO,5.0937
32399,C#Cc1cc(co1)CO,1.283
32400,c1c(coc1C#N)CO,4.1012
32401,C#Cc1nc(co1)CO,1.2041
32402,c1c(nc(o1)C#N)CO,5.3093
32403,Cc1c([nH]cc1CO)C,0.5863
32404,Cc1c(occ1CO)C,2.12
32405,Cc1c(c(c[nH]1)CO)N,1.5321
32406,Cc1c(c(co1)CO)N,3.1421
32407,Cc1c(c[nH]c1N)CO,1.13
32408,Cc1c(coc1N)CO,0.9996
32409,CC1=C([O-])C(C[NH3+])=CO1,3.3206
32410,Cc1c(c(c[nH]1)CO)O,1.7607
32411,Cc1c(c(co1)CO)O,1.7905
32412,Cc1c(c[nH]c1O)CO,1.1861
32413,CC1=C([O-])OC=C1C[NH3+],13.7415
32414,CCc1c[nH]c(c1C)C,1.7341
32415,CCc1c[nH]c(c1N)C,1.2613
32416,CCc1c[nH]c(c1O)C,1.6254
32417,CCc1c[nH]c(c1C)N,1.1019
32418,CCc1c[nH]c(c1O)N,0.6
32419,CCc1c[nH]c(c1C)O,0.7813
32420,CCc1c[nH]c(c1N)O,0.5109
32421,CCc1c[nH]c(c1O)O,1.2027
32422,CCc1coc(c1C)C,0.8117
32423,CCc1coc(c1N)C,1.5416
32424,CCc1coc(c1O)C,1.673
32425,CCc1coc(c1C)N,0.4905
32426,CCc1coc(c1N)N,1.0122
32427,CCc1coc(c1O)N,0.6683
32428,CCc1coc(c1N)O,0.3904
32429,Cc1c([nH]cc1NC)C,1.3122
32430,Cc1c(c(c[nH]1)NC)N,1.4744
32431,Cc1c(c(c[nH]1)NC)O,2.6084
32432,Cc1c(c[nH]c1N)NC,0.8564
32433,CNc1c[nH]c(c1O)N,1.6684
32434,Cc1c(c[nH]c1O)NC,0.8625
32435,CNc1c[nH]c(c1N)O,1.2028
32436,CNc1c[nH]c(c1O)O,0.4978
32437,Cc1c(occ1NC)C,1.5762
32438,Cc1c(c(co1)NC)N,2.477
32439,Cc1c(coc1N)NC,1.3263
32440,CNc1coc(c1N)N,0.4273
32441,CNc1coc(c1O)N,1.3837
32442,CNc1coc(c1N)O,0.4524
32443,Cc1c([nH]cc1OC)C,2.1876
32444,Cc1c(c(c[nH]1)OC)N,2.0965
32445,Cc1c(c(c[nH]1)OC)O,2.48
32446,Cc1c(c[nH]c1N)OC,1.1326
32447,COc1c[nH]c(c1O)N,1.5538
32448,Cc1c(c[nH]c1O)OC,0.9025
32449,COc1c[nH]c(c1N)O,1.2114
32450,COc1c[nH]c(c1O)O,1.6137
32451,Cc1c(occ1OC)C,0.5441
32452,Cc1c(c(co1)OC)N,1.6063
32453,Cc1c(c(co1)OC)O,2.1812
32454,Cc1c(coc1N)OC,1.1055
32455,COc1coc(c1N)N,1.3996
32456,COc1coc(c1O)N,1.9641
32457,COc1coc(c1N)O,1.002
32458,c1c(c(c(o1)N)N)CO,3.0963
32459,c1c(c(c([nH]1)N)O)CO,2.0128
32460,c1c(c(c(o1)N)O)CO,0.8851
32461,c1c(c(c([nH]1)O)N)CO,0.6125
32462,c1c(c(c(o1)O)N)CO,1.8592
32463,NC1=C([O-])C(C[NH3+])=CO1,3.4541
32464,[NH3+]CC1=COC([O-])=C1O,12.4307
32465,c1c(c(c([nH]1)O)O)CO,2.1657
32466,CCc1c[nH]c(=NC)o1,3.2306
32467,CCc1coc(=NC)[nH]1,3.6098
32468,CCc1coc(=NC)o1,3.2908
32469,CN=c1[nH]c(co1)CO,2.4311
32470,CN=c1[nH]cc(o1)CO,2.1948
32471,CN=c1occ(o1)CO,2.2054
32472,CNc1c[nH]c(=NC)o1,3.8253
32473,CNc1coc(=NC)[nH]1,4.115
32474,CNc1coc(=NC)o1,4.0674
32475,CN=c1[nH]cc(o1)OC,2.5389
32476,CN=c1[nH]c(co1)OC,3.0686
32477,CN=c1occ(o1)OC,2.6856
32478,CCc1cc([nH]c1)C=O,2.9171
32479,CCc1c[nH]c(n1)C=O,5.6106
32480,CCc1cc(oc1)C=O,4.5265
32481,CCc1coc(n1)C=O,3.7747
32482,CNc1cc([nH]c1)C=O,3.7956
32483,CNc1c[nH]c(n1)C=O,5.7421
32484,CNc1cc(oc1)C=O,5.4323
32485,CNc1coc(n1)C=O,4.6868
32486,COc1cc([nH]c1)C=O,3.4272
32487,COc1c[nH]c(n1)C=O,4.4677
32488,COc1cc(oc1)C=O,4.5187
32489,COc1coc(n1)C=O,3.4054
32490,c1c(c[nH]c1C=O)CO,1.6235
32491,c1c(nc([nH]1)C=O)CO,4.8802
32492,c1c(coc1C=O)CO,3.7369
32493,c1c(nc(o1)C=O)CO,4.3536
32494,CCc1c[nH]cc1C#C,2.6356
32495,CCc1c[nH]cc1C#N,6.0849
32496,CCc1cocc1C#C,0.5949
32497,CCc1cocc1C#N,3.7819
32498,CNc1c[nH]cc1C#C,2.2092
32499,CNc1c[nH]cc1C#N,5.7724
32500,CNc1cocc1C#C,1.5717
32501,CNc1cocc1C#N,3.7699
32502,COc1c[nH]cc1C#C,3.4779
32503,COc1c[nH]cc1C#N,7.1344
32504,COc1cocc1C#C,1.5308
32505,COc1cocc1C#N,4.9883
32506,C#Cc1c[nH]cc1CO,1.3422
32507,c1c(c(c[nH]1)C#N)CO,4.958
32508,C#Cc1cocc1CO,1.637
32509,c1c(c(co1)C#N)CO,3.0102
32510,CCc1c[nH]cc1C=O,4.5988
32511,CCc1cocc1C=O,3.2389
32512,CNc1c[nH]cc1C=O,4.7392
32513,CNc1cocc1C=O,3.8074
32514,COc1c[nH]cc1C=O,5.6856
32515,COc1cocc1C=O,4.2616
32516,c1c(c(c[nH]1)C=O)CO,3.7419
32517,c1c(c(co1)C=O)CO,3.2212
32518,CCc1c[nH]cc1CC,1.7247
32519,CCc1c[nH]cc1CO,0.6205
32520,CCc1c[nH]cc1NC,1.3487
32521,CCc1c[nH]cc1OC,2.3592
32522,CCc1cocc1CC,0.9724
32523,CCc1cocc1CO,2.2742
32524,CCc1cocc1NC,1.7959
32525,CCc1cocc1OC,1.0484
32526,CNc1c[nH]cc1CO,0.7755
32527,CNc1c[nH]cc1NC,1.7011
32528,CNc1c[nH]cc1OC,1.7846
32529,CNc1cocc1CO,2.5657
32530,CNc1cocc1NC,2.636
32531,CNc1cocc1OC,1.6315
32532,COc1c[nH]cc1CO,1.3091
32533,COc1c[nH]cc1OC,2.6864
32534,COc1cocc1CO,2.0886
32535,COc1cocc1OC,0.0562
32536,c1c(c(c[nH]1)CO)CO,0.9712
32537,c1c(c(co1)CO)CO,3.5934
32538,CCc1c[nH]ccc1=O,6.1054
32539,CCC1=CNC=NC1=N,5.5649
32540,CCc1c[nH]cnc1=O,6.9485
32541,CCc1coccc1=O,3.314
32542,CCC1=COC=NC1=N,2.7767
32543,CCc1cocnc1=O,4.4129
32544,CNc1c[nH]ccc1=O,5.3953
32545,CNC1=CNC=NC1=N,5.6153
32546,CNc1c[nH]cnc1=O,7.05
32547,CNc1coccc1=O,2.8054
32548,CNC1=COC=NC1=N,2.5144
32549,CNc1cocnc1=O,4.4271
32550,COc1c[nH]ccc1=O,6.9521
32551,COC1=CNC=NC1=N,6.4872
32552,COc1c[nH]cnc1=O,8.0221
32553,COC1=COC=CC1=N,2.9084
32554,COc1coccc1=O,4.2983
32555,COC1=COC=NC1=N,3.8787
32556,COc1cocnc1=O,5.6386
32557,c1c[nH]cc(c1=O)CO,4.9663
32558,OCC1=CNC=NC1=N,4.4823
32559,c1cocc(c1=O)CO,2.2837
32560,OCC1=COC=NC1=N,1.9236
32561,c1c(c(=O)nco1)CO,3.7899
32562,CCN1C(=N)OC=C1C,3.4571
32563,CCN1C(=N)OC=C1N,4.1469
32564,CCN1C(=N)OC=C1O,3.8539
32565,CCn1c(c[nH]c1=O)C,3.706
32566,CCn1c(c[nH]c1=O)N,4.5173
32567,CCn1c(c[nH]c1=O)O,4.4686
32568,CCn1c(coc1=O)C,4.9953
32569,CCn1c(coc1=O)N,5.6215
32570,CCn1c(ccc1C)C,2.0335
32571,CCn1c(ccc1N)C,1.5799
32572,CCn1c(ccc1O)C,1.0618
32573,CCn1c(cnc1O)C,2.5986
32574,CCn1c(ccc1N)N,0.4213
32575,CCn1c(ccc1O)N,0.3764
32576,CCn1c(cnc1O)N,2.1042
32577,CCn1c(ccc1O)O,0.2521
32578,CCn1c(ncc1O)C,3.0025
32579,CCn1c(cnc1O)O,1.8798
32580,CCn1cc(c(c1)C)C,1.728
32581,CCn1cc(c(c1)N)C,1.6609
32582,CCn1cc(c(c1)O)C,1.798
32583,CCn1cc(c(c1)N)N,1.2535
32584,CCn1cc(c(c1)O)N,3.1653
32585,CCn1cc(c(c1)O)O,2.9474
32586,CCn1cc(cc1C)C,1.9029
32587,CCn1cc(cc1N)C,1.5972
32588,CCn1cc(cc1O)C,1.0744
32589,CCn1cc(nc1C)C,3.5043
32590,CCn1cc(nc1O)C,2.2336
32591,CCn1cc(cc1C)N,1.7583
32592,CCn1cc(cc1N)N,1.8433
32593,CCn1cc(cc1O)N,1.1823
32594,CCn1cc(nc1C)N,3.0517
32595,CCn1cc(nc1O)N,1.888
32596,CCn1cc(cc1C)O,2.0066
32597,CCn1cc(cc1N)O,2.3402
32598,CCn1cc(cc1O)O,2.0777
32599,CCn1cc(nc1C)O,3.2225
32600,CCn1cc(nc1N)O,3.1986
32601,CCn1cc(nc1O)O,2.1045
32602,CCn1cc([nH]c1=O)C,3.7354
32603,CCN1C=C(C)OC1=N,3.257
32604,CCn1cc(oc1=O)C,4.6484
32605,CCn1cc([nH]c1=O)N,4.4691
32606,CCN1C=C(N)OC1=N,3.9581
32607,CCn1cc(oc1=O)N,5.0244
