,smiles,homo
40985,C1OC23C1C1C2C=CC31,-0.2256
40986,C1OC23C1N1C2C=CC31,-0.2245
40987,C1OC2C3C4C=CC3C124,-0.2287
40988,C1CC23C1C1C2CCC31,-0.2252
40989,C1CC23C1C1C2CCN31,-0.2265
40990,C1CC23C1C1C2COC31,-0.2279
40991,C1CC23C1N1C2CCC31,-0.2003
40992,C1CC23C4CCC2C4N13,-0.2061
40993,C1CC23C4COC2C4N13,-0.2141
40994,C1OC23C1C1C2CCC31,-0.2369
40995,C1OC23C1C1C2COC31,-0.2331
40996,C1OC23C1N1C2CCC31,-0.2194
40997,C1OC2C3C4CCC3C124,-0.2362
40998,C1OC2C3C4CCN3C124,-0.2377
40999,C1OC2C3C4COC3C124,-0.2397
41000,C1C2C3CC4OCC24C13,-0.2465
41001,C1C2N3CC4OCC24C13,-0.2373
41002,C1CC23C1CC1C2CC31,-0.2556
41003,C1CC23C1CC1C2CN31,-0.2223
41004,C1CC23C1CC1C2OC31,-0.2227
41005,C1CC23C1CN1C2CC31,-0.2267
41006,C1CC23C1OC1C2CC31,-0.236
41007,C1CC23C1OC1C2NC31,-0.2343
41008,C1CC23C1OC1C2OC31,-0.2339
41009,C1CC23C4OC2C4CN13,-0.2127
41010,C1NC23C1NC1C2OC31,-0.218
41011,C1NC23C1OC1C2NC31,-0.2321
41012,C1NC23C1OC1C2OC31,-0.2336
41013,C1OC23C1CC1C2CC31,-0.2383
41014,C1OC23C1CC1C2OC31,-0.229
41015,C1OC23C1CN1C2CC31,-0.2358
41016,C1OC23C1NC1C2NC31,-0.2235
41017,C1OC23C1NC1C2OC31,-0.2249
41018,C1OC23C1OC1C2CC31,-0.2422
41019,C1OC23C1OC1C2NC31,-0.241
41020,C1OC23C1OC1C2OC31,-0.2415
41021,C1OC2CC3C4CN3C124,-0.2337
41022,C1OC2CC3C4OC3C124,-0.2328
41023,C1CC23C1CC21CC3C1,-0.2246
41024,C1CC23C1CC21CC3O1,-0.2247
41025,C1CC23C1CC21CN3C1,-0.2056
41026,C1CC23C1OC21CN3C1,-0.2241
41027,C1CC23C4CC2(C4)CN13,-0.2019
41028,C1CC23C4CC2(C4)OC13,-0.2339
41029,C1CC23C4CC2(CN13)O4,-0.2144
41030,C1OC23C1CC21CC3C1,-0.2095
41031,C1OC23C1CC21CC3O1,-0.216
41032,C1OC23C4CC2(C4)NC13,-0.2045
41033,C1OC23C4CC2(C4)OC13,-0.2185
41034,C1OC2CC34CC(C3)C124,-0.232
41035,C1OC2CC34CC(O3)C124,-0.2339
41036,C1OC2CC34CN(C3)C124,-0.2185
41037,C1CC23C4C2C2C4C32C1,-0.2139
41038,C1CC23C4C2C2C4C32O1,-0.2081
41039,C1CC23C4C2N2C4C32C1,-0.2075
41040,C1CC23C4C5C(N24)C35O1,-0.2081
41041,C1OC23C4C2C2C4C32O1,-0.2169
41042,C1OCC23C4C5C(C24)C135,-0.227
41043,C1OCC23C4C5C(N24)C135,-0.2189
41044,C1CC23CC4C5C(N25)C134,-0.201
41045,C1CC23C4C5C4C12CC35,-0.2104
41046,C1CC23C4C5C4C12CN35,-0.1978
41047,C1CC23C4C5C4C12OC35,-0.2207
41048,C1CC23C4C5N4C2CC135,-0.2155
41049,C1CC23C4CC12C1C4N31,-0.2121
41050,C1CC23C4NC12C1C4N31,-0.2169
41051,C1CC23C4OC12C1C4N31,-0.2271
41052,C1NC23C4C5C4C12OC35,-0.2179
41053,C1OC23C4C5C2CC13N45,-0.213
41054,C1OC23C4C5C4C12CC35,-0.2249
41055,C1OC23C4C5C4C12NC35,-0.2285
41056,C1OC23C4C5C4C12OC35,-0.2359
41057,C1OC23C4C5N4C2CC135,-0.2314
41058,C1OC23CC4C5C2C5C134,-0.2257
41059,C1OC23CC4C5C2N5C134,-0.2257
41060,C1OC23CC4N5C2C5C134,-0.2323
41061,C1OC23CN4C5C2C5C134,-0.2102
41062,C1CC23C1C1C4C(C21)N34,-0.2227
41063,C1CC23C4C5C(C12)C3N45,-0.2209
41064,C1CC23C4C5C(C2N45)N13,-0.2167
41065,C1CC23C4C5C2C(C13)N45,-0.2227
41066,C1CC23C4C5C4C2C5C13,-0.2369
41067,C1CC23C4C5C4C2C5N13,-0.2104
41068,C1CC23C4C5C4N(C12)C35,-0.2097
41069,C1CC23C4C5C4N2C5C13,-0.2191
41070,C1OC23C4C5C(C12)C3N45,-0.2222
41071,C1OC23C4C5C2C(C13)N45,-0.2209
41072,C1OC23C4C5C4C2C5C13,-0.2235
41073,C1OC23C4C5C4N(C12)C35,-0.2177
41074,C1OC2C3C4C5C(N35)C124,-0.235
41075,C1OC2C3C4C5C3C12N45,-0.2346
41076,C1OC2C3C4C5C4C12C35,-0.2456
41077,C1OC2C3C4C5C4C12N35,-0.2288
41078,C1OC2C3C4C5N4C3C125,-0.2308
41079,C1C2CC3C1C21COC31,-0.243
41080,C1CC23C4CC(C12)C3O4,-0.2362
41081,C1CC23C4CC(C2O4)N13,-0.2188
41082,C1CC23C4CC2C(C4)C13,-0.2449
41083,C1CC23C4CC2C(O4)C13,-0.2348
41084,C1OC23C4CC(C12)C3O4,-0.2469
41085,C1OC23C4CC2C(C4)C13,-0.2256
41086,C1OC23C4CC2C(O4)C13,-0.2366
41087,C1OC23C4CC2N(C4)C13,-0.2144
41088,C1OC2C3CC4CN3C124,-0.225
41089,C1OC2C3CC4OC3C124,-0.2466
41090,C1OC2C3CN4CC3C124,-0.2296
41091,C1C2OC3C1C21COC31,-0.2443
41092,C1C2CC34CC1C23CO4,-0.2281
41093,C1C2CC34CN1C23CO4,-0.2069
41094,C1C2CC34COC23C1C4,-0.225
41095,C1CC23C4CC12CC3O4,-0.2178
41096,C1C2CC34CCC23C1C4,-0.2118
41097,C1CC23C4CC2OC13C4,-0.2261
41098,C1C2CC34CCC23N1C4,-0.1943
41099,C1C2OC34CCC23N1C4,-0.2073
41100,C1NC23C4CC2OC13C4,-0.2127
41101,C1OC23C4CC12CC3O4,-0.2322
41102,C1C2CC34COC23C1N4,-0.2153
41103,C1OC23C4CC2OC13C4,-0.2369
41104,C1OC23CC4OC(C2)C134,-0.2335
41105,C1CC23C=CC(C=C2)C13,-0.2166
41106,C1CC23C=CC(C=C2)N13,-0.2032
41107,C1OC23C=CC(C=C2)C13,-0.2267
41108,C1OC2C3C=CC12C=C3,-0.2277
41109,C1CC23C=CC4C(C12)N34,-0.2079
41110,C1CC23C=CC4C(C24)C13,-0.2112
41111,C1CC23C=CC4C(C24)N13,-0.2056
41112,C1CC23C=CC4C2N4C13,-0.2269
41113,C1CC23N=CN4C(C24)C13,-0.238
41114,C1OC23C=CC4C(C24)C13,-0.2231
41115,C1OC23C=CC4C2N4C13,-0.2383
41116,C1OC2C3C4C=CC12C34,-0.221
41117,C1OC2C3C4C=CC12N34,-0.2196
41118,C1OC2C3C4N3C=NC124,-0.2488
41119,C1CC23C=CC4C2C1C34,-0.2145
41120,C1CC23C=CC4C2C1N34,-0.2124
41121,C1CC23C=CC4C2N1C34,-0.2254
41122,C1OC23C=CC4C2C1C34,-0.2131
41123,C1OC2C3C4C=CC13C24,-0.2181
41124,C1CC23C=CC4C2CC134,-0.2047
41125,C1CC23C=CC4C2OC134,-0.2114
41126,C1CC23C=CC4N2CC134,-0.1972
41127,C1NC23C=CC4C2NC134,-0.21
41128,C1NC23C=CC4C2OC134,-0.2139
41129,C1OC23C=CC4C2CC134,-0.2178
41130,C1OC23C=CC4C2NC134,-0.2206
41131,C1OC23C=CC4C2OC134,-0.2249
41132,C1OC23CC4C2C=CC134,-0.2148
41133,C1OC23CN4C2C=CC134,-0.2173
41134,C1CC23C=CCC2CC13,-0.2231
41135,C1CC23C=CCC2OC13,-0.23
41136,C1CC23N=COC2CC13,-0.2339
41137,C1NC23C=CCC2OC13,-0.2141
41138,C1OC23C=CCC2CC13,-0.2266
41139,C1OC23C=CCC2NC13,-0.2185
41140,C1OC23C=CCC2OC13,-0.2329
41141,C1OC2CC3CC=CC123,-0.2336
41142,C1OC2CC3OC=NC123,-0.2464
41143,C1OC2CN3CC=CC123,-0.2111
41144,C1CC23CC(C2)C=CC13,-0.2294
41145,C1CC23CC(O2)C=CC13,-0.2245
41146,C1OC23CC(C2)C=CC13,-0.2343
41147,C1OC2C=CC3CC12C3,-0.2388
41148,C1OC2C=CC3CC12O3,-0.2411
41149,C1CC23CC(C2)CCC13,-0.2611
41150,C1CC23CC(C2)COC13,-0.2408
41151,C1CC23CC(C2)OCC13,-0.2356
41152,C1CC23CC(CCC12)O3,-0.2279
41153,C1CC23CC(COC12)O3,-0.2301
41154,C1OC23CC(C2)CCC13,-0.2386
41155,C1OC23CC(C2)COC13,-0.2447
41156,C1OC23CC(C2)OCC13,-0.2441
41157,C1OC2CCC3CC12C3,-0.239
41158,C1OC2CCC3CC12O3,-0.2379
41159,C1OC2COC3CC12C3,-0.2409
41160,C1CC23CC(C=CC2)C13,-0.2209
41161,C1CC23CC(N=CO2)C13,-0.229
41162,C1CC23CC=CC(O2)C13,-0.2339
41163,C1NC2C3CC12OC=N3,-0.2292
41164,C1OC23CC(C=CC2)C13,-0.2294
41165,C1OC2C3CC12CC=C3,-0.2304
41166,C1OC2C3CC12OC=N3,-0.2399
41167,C1OC2C3NC12CC=C3,-0.2309
41168,C1OC2C3OC12CC=C3,-0.2394
41169,C1CC23CC(CC12)C=C3,-0.2235
41170,C1CC23CC(OC12)C=C3,-0.2389
41171,C1CC23OC(CC12)C=C3,-0.2359
41172,C1CC23OC(OC12)C=C3,-0.2452
41173,C1OC23CC(CC12)C=C3,-0.2293
41174,C1OC23CC(OC12)C=C3,-0.2409
41175,C1OC2CC3CC12C=C3,-0.2341
41176,C1OC2CC3OC12C=C3,-0.2463
41177,C1CC23CC(CC=C2)C13,-0.215
41178,C1CC23CC(OC=N2)C13,-0.226
41179,C1CC23OC(CC=C2)C13,-0.2303
41180,C1NC2C3CC12N=CO3,-0.2216
41181,C1NC2C3CC=CC12O3,-0.223
41182,C1OC23CC(CC=C2)C13,-0.2259
41183,C1OC23CN(CC=C2)C13,-0.2139
41184,C1OC2C3CC12C=CC3,-0.2256
41185,C1OC2C3CC12N=CO3,-0.2377
41186,C1OC2C3CC=CC12N3,-0.2239
41187,C1OC2C3CC=CC12O3,-0.241
41188,C1CC23CC(CCC2)C13,-0.2235
41189,C1CC23CC(CCO2)C13,-0.2258
41190,C1CC23CC(COC2)C13,-0.2313
41191,C1CC23CC(COC2)N13,-0.1916
41192,C1CC23CC(OCC2)C13,-0.2283
41193,C1CC23CC(OCO2)C13,-0.2355
41194,C1CC23CCCC(O2)C13,-0.2344
41195,C1CC23CN(CCO2)C13,-0.1994
41196,C1CC23COCC(O2)C13,-0.2347
41197,C1NC2C3COCC12O3,-0.2365
41198,C1OC23CC(CCC2)C13,-0.2346
41199,C1OC23CC(COC2)C13,-0.2367
41200,C1OC23CC(OCC2)C13,-0.2411
41201,C1OC23CN(CCC2)C13,-0.2103
41202,C1OC2C3CC12CCC3,-0.2354
41203,C1OC2C3CC12CCO3,-0.2364
41204,C1OC2C3CC12COC3,-0.2397
41205,C1OC2C3CC12OCC3,-0.234
41206,C1OC2C3CC12OCO3,-0.2414
41207,C1OC2C3CCCC12O3,-0.2459
41208,C1OC2C3COCC12N3,-0.2336
41209,C1OC2C3COCC12O3,-0.2458
41210,C1CC23CC4(CCC24)C13,-0.182
41211,C1CC23CC4(CCN24)C13,-0.204
41212,C1CC23CC4(COC24)C13,-0.186
41213,C1CC23CC4(COC24)N13,-0.2197
41214,C1CC23CC4(OCC24)C13,-0.1814
41215,C1CC23NC4(COC24)C13,-0.2351
41216,C1CC23OC4(CCC24)C13,-0.2268
41217,C1CC23OC4(CNC24)C13,-0.2175
41218,C1CC23OC4(COC24)C13,-0.2282
41219,C1NC2C11OC22CNC12,-0.1917
41220,C1NC2C11OC22COC12,-0.2208
41221,C1OC23CC4(COC24)C13,-0.2371
41222,C1OC23CC4(OCC24)C13,-0.215
41223,C1OC2C11CC22COC12,-0.1954
41224,C1OC2C11NC22COC12,-0.1988
41225,C1OC2C11OC22COC12,-0.2314
41226,C1CC23CC4C(C12)N4C3,-0.2309
41227,C1CC23CC4C(C2)C4C13,-0.2535
41228,C1CC23CC4C(C2)N4C13,-0.2256
41229,C1CC23CC4C(O2)C4C13,-0.228
41230,C1OC23CC4C(C12)N4C3,-0.2282
41231,C1OC23CC4C(C2)C4C13,-0.2414
41232,C1OC23CC4C(C2)N4C13,-0.2329
41233,C1OC2C3C4CC12CC34,-0.2435
41234,C1OC2C3C4CC12CN34,-0.2422
41235,C1OC2C3C4CC12OC34,-0.2365
41236,C1C2C3CC4(COC24)C13,-0.2453
41237,C1C2C3OCC33CN2C13,-0.2369
41238,C1CC23CC4C(CC24)C13,-0.256
41239,C1CC23CC4C(OC24)C13,-0.2366
41240,C1CC23CN4C(CC24)C13,-0.2255
41241,C1CC23NC4C(OC24)C13,-0.2252
41242,C1CC23OC4C(CC24)C13,-0.2333
41243,C1CC23OC4C(NC24)C13,-0.2251
41244,C1CC23OC4C(OC24)C13,-0.236
41245,C1OC23CC4C(CC24)C13,-0.2378
41246,C1OC23CC4C(OC24)C13,-0.2257
41247,C1OC23CC4C2CN4C13,-0.2218
41248,C1OC23CN4C(CC24)C13,-0.2382
41249,C1C2C3OC4(COC24)C13,-0.2454
41250,C1C2C3CC4(COC24)N13,-0.2336
41251,C1OC2C3NC4C3NC124,-0.2251
41252,C1OC2C3NC4C3OC124,-0.2364
41253,C1OC2C3OC4C3CC124,-0.245
41254,C1OC2C3OC4C3NC124,-0.2394
41255,C1OC2C3OC4C3OC124,-0.2465
41256,C1C2CC34COC3C1C24,-0.2367
41257,C1C2CC34COC3C1N24,-0.2282
41258,C1C2OC34COC3C1C24,-0.2401
41259,C1CC23CC4CC(C12)C34,-0.2463
41260,C1CC23CC4CC(C12)N34,-0.2182
41261,C1CC23CC4CN(C12)C34,-0.2006
41262,C1CC23CC4OC(C12)C34,-0.2341
41263,C1CC23CN4CC(C12)C34,-0.2021
41264,C1CC23CN4CC(C24)N13,-0.2098
41265,C1CC23OC4CC(C12)C34,-0.2264
41266,C1CC23OC4CN(C12)C34,-0.2063
41267,C1OC23CC4CC(C12)C34,-0.2283
41268,C1OC23CC4CN(C12)C34,-0.2125
41269,C1OC23CC4OC(C12)C34,-0.2398
41270,C1OC23CN4CC(C12)C34,-0.212
41271,C1C2C3OCC33CN1C23,-0.2124
41272,C1OC2C3OC4CC12C34,-0.2362
41273,C1CC23CC4CC12CC34,-0.2346
41274,C1CC23CC4CC12CN34,-0.2083
41275,C1CC23CC4CC12OC34,-0.2342
41276,C1CC23CC4OC12CC34,-0.2305
41277,C1CC23CN4CC12CC34,-0.222
41278,C1CC23NC4CC12OC34,-0.2228
41279,C1CC23OC4CC12CC34,-0.2171
41280,C1CC23OC4CC12NC34,-0.2216
41281,C1CC23OC4CC12OC34,-0.2268
41282,C1OC23CC4C(C2)OC134,-0.2298
41283,C1OC23CC4C(CC124)C3,-0.2402
41284,C1OC23CC4CC12CC34,-0.2375
41285,C1OC23CC4CC12NC34,-0.2336
41286,C1OC23CC4CC12OC34,-0.2386
41287,C1OC23CC4N(CC124)C3,-0.2293
41288,C1OC23CC4OC12CC34,-0.2426
41289,C1OC23CN4C(CC124)C3,-0.2188
41290,C1OC23CN4CC12CC34,-0.24
41291,C1C2CC34COC3C2C14,-0.2462
41292,C1CC23CC4CC2C4C13,-0.242
41293,C1CC23CC4CC2N4C13,-0.2075
41294,C1CC23CC4OC2C4C13,-0.2341
41295,C1CC23CC4OC2C4N13,-0.2209
41296,C1CC23OC4CC2C4C13,-0.231
41297,C1OC23CC4CC2C4C13,-0.237
41298,C1OC23CC4CC2N4C13,-0.2183
41299,C1OC23CC4OC2C4C13,-0.2253
41300,C1OC23CN4CC2C4C13,-0.2259
41301,C1OC2C3C4CC12C3O4,-0.2399
41302,C1C2OC34COC3C2C14,-0.2431
41303,C1C2CC34COC3C2N14,-0.2294
41304,C1C2C3C4OCC24CN13,-0.2314
41305,C1CC23CC4CC2CC134,-0.216
41306,C1CC23CC4OC2CC134,-0.2251
41307,C1CC23OC4CC2CC134,-0.2204
41308,C1CC23OC4CC2NC134,-0.2123
41309,C1CC23OC4CC2OC134,-0.2299
41310,C1OC23CC4CC2CC134,-0.2295
41311,C1OC23CC4CC2NC134,-0.2147
41312,C1OC23CC4CC2OC134,-0.2356
41313,C1OC23CC4OC2CC134,-0.2397
41314,C1OC23CN4CC2CC134,-0.2113
41315,C1CC23CC=CC2CC13,-0.2305
41316,C1CC23CC=CC2OC13,-0.2349
41317,C1CC23OC=NC2CC13,-0.2366
41318,C1OC23CC=CC2CC13,-0.2325
41319,C1OC23CC=CC2NC13,-0.2208
41320,C1OC23CC=CC2OC13,-0.2377
41321,C1OC2CC3C=CCC123,-0.2369
41322,C1OC2CC3N=COC123,-0.2492
41323,C1OC2CN3C=NCC123,-0.228
41324,C1CC23CCC(C=C2)C13,-0.2291
41325,C1CC23COC(C=C2)C13,-0.2299
41326,C1CC23OCC(C=C2)C13,-0.2366
41327,C1OC23CCC(C=C2)C13,-0.2343
41328,C1OC23COC(C=C2)C13,-0.2363
41329,C1OC2C3CCC12C=C3,-0.2393
41330,C1OC2C3COC12C=C3,-0.2409
41331,C1OC2C3OCC12C=C3,-0.2491
41332,C1CC23CC(CO2)CC13,-0.2267
41333,C1CC23CC(CO2)OC13,-0.2357
41334,C1CC23CCC(C2)OC13,-0.2354
41335,C1CC23CCC(CC12)C3,-0.26
41336,C1CC23CCC(CC12)O3,-0.2463
41337,C1CC23CCC(OC12)O3,-0.2443
41338,C1CC23COC(C2)OC13,-0.2463
41339,C1CC23COC(CC12)C3,-0.2354
41340,C1CC23COC(CC12)O3,-0.248
41341,C1OC23CCC(C2)OC13,-0.2398
41342,C1OC23CCC(CC12)C3,-0.2362
41343,C1OC23COC(C2)OC13,-0.2509
41344,C1OC23COC(CC12)C3,-0.2465
41345,C1OC2CC3CC12CO3,-0.2438
41346,C1OC2CC3CCC12C3,-0.2425
41347,C1OC2CC3CCC12O3,-0.25
41348,C1OC2CC3COC12C3,-0.2364
41349,C1OC2CC3OCC12O3,-0.2561
41350,C1CC23CCC(CC2)C13,-0.2533
41351,C1CC23CCC(CO2)C13,-0.2286
41352,C1CC23CCC(OC2)C13,-0.2376
41353,C1CC23COC(CO2)C13,-0.2376
41354,C1CC23COC(OC2)C13,-0.2451
41355,C1OC23CCC(CC2)C13,-0.2382
41356,C1OC23CCC(OC2)C13,-0.2448
41357,C1OC23COC(OC2)C13,-0.2543
41358,C1OC2C3CCC12CC3,-0.248
41359,C1OC2C3CCC12CO3,-0.2396
41360,C1OC2C3CCC12OC3,-0.2439
41361,C1OC2C3CNC12CO3,-0.2275
41362,C1OC2C3COC12CO3,-0.2472
41363,C1OC2C3OCC12CO3,-0.2548
41364,C1CC23CCC12CC=C3,-0.232
41365,C1CC23CCC12OC=N3,-0.2411
41366,C1CC23COC12CC=C3,-0.2399
41367,C1CC23OCC12CC=C3,-0.2402
41368,C1NC23COC12C=CC3,-0.2217
41369,C1NC23COC12CC=C3,-0.2226
41370,C1OC23COC12CC=C3,-0.248
41371,C1CC23CCC12CCC3,-0.238
41372,C1CC23CCC12CCO3,-0.2357
41373,C1CC23CCC12COC3,-0.2453
41374,C1CC23CCC12OCO3,-0.2501
41375,C1CC23CCCC12CO3,-0.2396
41376,C1CC23COC12CCO3,-0.2453
41377,C1CC23COCC12CO3,-0.2476
41378,C1NC23COC12COC3,-0.23
41379,C1OC23COC12CCC3,-0.2461
41380,C1OC23COC12COC3,-0.2538
41381,C1CC23CCC2=CCC13,-0.2187
41382,C1CC23COC2=NCC13,-0.2429
41383,C1CC23COC2CC=C13,-0.2292
41384,C1CC23OCC2=CCC13,-0.231
41385,C1CC23OCC2CC=C13,-0.2275
41386,C1NC23COC2=NCC13,-0.2233
41387,C1NC23COC2CC=C13,-0.2233
41388,C1NC2=NCC3OCC123,-0.2323
41389,C1OC23CNC2=NCC13,-0.226
41390,C1OC23COC2=NCC13,-0.2437
41391,C1OC23COC2CC=C13,-0.2413
41392,C1OC2CN=C3OCC123,-0.252
41393,C1CC23CCC2C=CC13,-0.2287
41394,C1CC23COC2C=CC13,-0.2377
41395,C1CC23OCC2C=CC13,-0.2339
41396,C1OC23COC2C=CC13,-0.246
41397,C1OC2C=CC3OCC123,-0.2493
41398,C1CC23CCC2CCC13,-0.2579
41399,C1CC23CCC2OCC13,-0.2397
41400,C1CC23COC2CCC13,-0.2414
41401,C1CC23COC2COC13,-0.2473
41402,C1CC23OCC2CCC13,-0.2363
41403,C1CC23OCC2COC13,-0.2333
41404,C1CC23OCC2OCC13,-0.243
41405,C1NC23COC2COC13,-0.2275
41406,C1OC23COC2CCC13,-0.2482
41407,C1OC23COC2COC13,-0.2556
41408,C1OC2CCC3OCC123,-0.2487
41409,C1CC23CCC4C(C12)N34,-0.2283
41410,C1CC23CCC4C(C24)C13,-0.2433
41411,C1CC23CCC4C2N4C13,-0.216
41412,C1CC23CCN4C(C24)C13,-0.2329
41413,C1CC23COC4C(C24)C13,-0.2243
41414,C1CC23COC4C(C24)N13,-0.2106
41415,C1CC23OCC4C(C24)C13,-0.2271
41416,C1CC23OCC4C2N4C13,-0.2245
41417,C1OC23CCC4C(C24)C13,-0.235
41418,C1OC23CCC4C2N4C13,-0.2267
41419,C1OC23CCN4C(C24)C13,-0.2321
41420,C1OC23COC4C(C24)C13,-0.2348
41421,C1OC2C3C4CCC12C34,-0.2395
41422,C1OC2C3C4CCC12N34,-0.2414
41423,C1OC2C3C4COC12C34,-0.2398
41424,C1OC2C3C4N3CCC124,-0.2399
41425,C1OC2C3C4OCC12C34,-0.2339
41426,C1CC23CCC4C2C1C34,-0.2722
41427,C1CC23CCC4C2C1N34,-0.2206
41428,C1CC23CCN4C2C1C34,-0.2221
41429,C1CC23COC4C2C1C34,-0.2346
41430,C1CC23COC4C2N1C34,-0.2323
41431,C1CC23OCC4C2C1C34,-0.2302
41432,C1OC23CCN4C2C1C34,-0.2298
41433,C1OC23COC4C2C1C34,-0.2385
41434,C1OC2C3C4OCC13C24,-0.2356
41435,C1CC23CCC4C2CC134,-0.2205
41436,C1CC23CCC4N2CC134,-0.2006
41437,C1CC23CC4N2CCC134,-0.2116
41438,C1CC23COC4C2CC134,-0.2267
41439,C1CC23NC4C2OCC134,-0.2208
41440,C1CC23OC4C2CCC134,-0.2168
41441,C1CC23OC4C2OCC134,-0.2259
41442,C1CC23OCC4C2CC134,-0.2104
41443,C1CC23OCC4C2NC134,-0.2099
41444,C1CC23OCC4C2OC134,-0.2152
41445,C1NC23COC4C2NC134,-0.219
41446,C1NC23COC4C2OC134,-0.2225
41447,C1OC23CC4C2CCC134,-0.2337
41448,C1OC23CC4C2COC134,-0.222
41449,C1OC23CC4C2OCC134,-0.2366
41450,C1OC23CCC4C2CC134,-0.2311
41451,C1OC23CCC4C2NC134,-0.2245
41452,C1OC23CCC4C2OC134,-0.2272
41453,C1OC23CCN4C2CC134,-0.2234
41454,C1OC23CN4C2CCC134,-0.2202
41455,C1OC23COC4C2CC134,-0.2389
41456,C1OC23COC4C2NC134,-0.2319
41457,C1OC23COC4C2OC134,-0.2361
41458,C1CC23CCC=C2CC13,-0.2158
41459,C1CC23CCN=C2OC13,-0.244
41460,C1CC23OCC=C2CC13,-0.2118
41461,C1NC23CCN=C2OC13,-0.2249
41462,C1OC23CCC=C2CC13,-0.2278
41463,C1OC23CCN=C2NC13,-0.2273
41464,C1OC23CCN=C2OC13,-0.2421
41465,C1OC2CC3=CCCC123,-0.2269
41466,C1OC2CC3=CCOC123,-0.2248
41467,C1CC23CCCC2CC13,-0.2556
41468,C1CC23CCCC2OC13,-0.2357
41469,C1CC23CCOC2CC13,-0.2388
41470,C1CC23CCOC2CN13,-0.2122
41471,C1CC23COCC2CC13,-0.2454
41472,C1CC23COCC2OC13,-0.2435
41473,C1CC23OCCC2CC13,-0.2305
41474,C1CC23OCCC2OC13,-0.2339
41475,C1CC23OCOC2CC13,-0.2456
41476,C1NC23COCC2OC13,-0.2271
41477,C1OC23CCCC2CC13,-0.2286
41478,C1OC23CCCC2OC13,-0.2358
41479,C1OC23CCOC2CC13,-0.2347
41480,C1OC23COCC2CC13,-0.2367
41481,C1OC23COCC2NC13,-0.2284
41482,C1OC23COCC2OC13,-0.2435
41483,C1C2CCCC22COC12,-0.2366
41484,C1OC2CC3CCOC123,-0.243
41485,C1OC2CC3COCC123,-0.2438
41486,C1OC2CC3OCCC123,-0.2442
41487,C1OC2CC3OCOC123,-0.253
41488,C1OC2CN3CCCC123,-0.2115
41489,C1CCC2=C(C1)CCC2,-0.2132
41490,C1CC2=C(C1)COCC2,-0.2218
41491,C1CCC2=C(C1)COC2,-0.2183
41492,C1COCC2=C1COC2,-0.2265
41493,C1CC2=CC3CC(C3)C12,-0.2187
41494,C1CC2=CC3CC(O3)C12,-0.2243
41495,C1NC2=NC3CN(C3)C12,-0.2067
41496,C1OC2=NC3CC(C3)C12,-0.2382
41497,C1OC2=NC3CN(C3)C12,-0.2177
41498,C1C2CC1C1OCC1=C2,-0.2319
41499,C1OC2C3CC(O3)C=C12,-0.2338
41500,C1CC2=CC=CC=CC12,-0.2013
41501,C1OC2C=CC=CC=C12,-0.2152
41502,C1CC2=CC=CCCC12,-0.203
41503,C1CC2=CC=CCOC12,-0.211
41504,C1OC2CCC=CC=C12,-0.2149
41505,C1CC2=CCC=CCC12,-0.2252
41506,C1CC2=CCN=COC12,-0.2371
41507,C1OC2=NCC=CCC12,-0.237
41508,C1OC2CC=CCC=C12,-0.2331
41509,C1CC2=CCCC3C1C23,-0.2275
41510,C1CC2=CCOC3C1C23,-0.2326
41511,C1NC2=NCCN3C1C23,-0.2167
41512,C1OC2=NCCC3C1C23,-0.2437
41513,C1OC2=NCCC3C1N23,-0.2469
41514,C1OC2=NCCN3C1C23,-0.2331
41515,C1OC2C3CCC=C1C23,-0.2311
41516,C1OC2C3OCC=C1C23,-0.2233
41517,C1CC2=CCCC=CC12,-0.2266
41518,C1CC2=CCOC=NC12,-0.2341
41519,C1CN2C1=NCCN=C2,-0.2237
41520,C1OC2=NCCC=CC12,-0.2296
41521,C1OC2C=CCCC=C12,-0.2335
41522,C1CC=C2CCC=C2C1,-0.1979
41523,C1COC2=NCCC2=C1,-0.2289
41524,C1CC2=CCOCC2=C1,-0.2067
41525,C1CC2=CCOC2=NC1,-0.2282
41526,C1CC2=CCCCCC12,-0.2247
41527,C1CC2=CCCCOC12,-0.225
41528,C1CC2=CCCOCC12,-0.2336
41529,C1CC2=CCOCCC12,-0.2293
41530,C1CC2=CCOCOC12,-0.2357
41531,C1NC2=NCCCOC12,-0.2209
41532,C1OC2=NCCCCC12,-0.2396
41533,C1OC2=NCCCNC12,-0.2274
41534,C1OC2=NCCCOC12,-0.247
41535,C1OC2=NCCOCC12,-0.241
41536,C1OC2CCCCC=C12,-0.2307
41537,C1OC2CCOCC=C12,-0.2325
41538,C1OC2COCCC=C12,-0.2338
41539,C1CC2C1C1C3CC1C23,-0.2727
41540,C1CC2C1C1C3OC1C23,-0.226
41541,C1CN2C1C1C3OC1C23,-0.2133
41542,C1OC2C1C1C3CC1C23,-0.2419
41543,C1OC2C1C1C3CN1C23,-0.2323
41544,C1OC2C1C1C3OC1C23,-0.2309
41545,C1OC2C1N1C3CC1C23,-0.2365
41546,C1CC2C1C1C3CC2C13,-0.2469
41547,C1CC2C1C1C3OC2C13,-0.2245
41548,C1CN2C3C4OC(C34)C12,-0.1959
41549,C1OC2C1C1C3CC2C13,-0.2383
41550,C1OC2C1C1C3CC2N13,-0.2368
