,smiles,sublimation enthalpy_kj/mol
488,c1ccc2c(c1)-c1ccccc1-2,79.33651358
489,CC1(C)O[C@H]2[C@H](O)[C@H](CO)O[C@@]2(CO)O1,105.3976352
490,CC(C)=C1[C@@H]2C=C[C@H]1C1=C2c2ccccc2C2=C(c3ccccc31)[C@H]1C=C[C@@H]2C1=C(C)C,141.6895361
491,c1ccc(SCc2cccc(CSc3ccccc3)c2)cc1,159.8662169
492,Cc1ccccc1/C=C/C(=O)c1ccc(-c2ccccc2)cc1,142.4329559
493,COC(=O)c1cc(O)c(O)c(O)c1,110.2215187
494,c1csc(SCc2ccc(CSc3nccs3)cc2)n1,171.5322382
495,[OH+]=[S@@H+]([S])Sc1cccc2ccc[c]c12,109.119477
496,O=C1CCc2cccc(O)c21,78.3011148
497,O=C(OCc1c(F)cc(F)c(F)c1F)c1cc(C#Cc2ccccc2)c(C(=O)OCc2c(F)cc(F)c(F)c2F)cc1C#Cc1ccccc1,79.0699705
498,CCn1oc(=O)cc1-c1cccnc1,102.2741096
499,O=C1CC2(CCCCC2)CC(=O)N1,101.1753564
500,CC(=O)Oc1cccc2oc(N)c(-c3ccc(C)cc3)c12,119.2361375
501,c1ccc([C@H]2OC[C@H]3S[C@@H]4CO[C@H](c5ccccc5)O[C@@H]4[C@H]3O2)cc1,128.6034293
502,CO[C@H](C[C@H](C)CCO)[C@@H]1OC(C)(C)OC[C@@H]1O,104.3526979
503,CC(=O)[C@]1(C)C[C@@H]2O[C@H]1Cc1ccccc12,102.1883864
504,Cc1nn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(N)nc1=O,178.2274089
505,CC/C(=C(\c1ccccc1)c1ccncc1)c1ccccc1,116.7633277
506,Cn1c(-c2ccccc2)c(-c2ccccc2)ncc1=S,123.2210675
507,CCOC(=O)C[C@H]1CC[C@@H]([N+](=O)[O-])[C@H](c2ccccc2)[C@@]1(C)[N+](=O)[O-],110.4908168
508,C[C@@]12C[C@@H]3C[C@@H]4CCC(=O)C=C4C[C@H]3C[C@H]1CC[C@H]2O,132.1675134
509,COc1ccc(N([O])[C]2COO[C@@]2(C)c2ccccc2)cc1,120.8827036
510,Cc1cc2c3ccccc3c3c(C#N)cccc3c2s1,132.1600943
511,Nc1cc(/N=C/c2ccccc2O)ccc1[N+](=O)[O-],119.0328491
512,N#Cc1ccc(/C=N/CCC/N=C/c2ccc(C#N)cc2)cc1,152.8137433
513,Oc1ccc(C(O)(O)C(O)(O)c2ccc(O)cc2)cc1,163.1525661
514,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,111.8792739
515,N#CC1=C([NH])n2c3c(c(=O)n(-c4ccccc4)c-3nc3ccccc32)[C@H]1c1ccccc1,159.4657698
516,COc1ccc(C2=C(CC=C(C)C)C([O])=C3C(=C4C=CC(C)(C)OC4=CC3O)O2)c(OC)c1,137.2129233
517,N#Cc1c(F)c(F)c(C#N)c2c1NCCN2,107.8624593
518,CCCCCCOc1ccc(OCCCCCC)c2cc3cc4c(F)c(F)c(F)c(F)c4cc3cc12,138.8748646
519,C=CCOC(=O)CCC(=O)OCC=C,95.76574327
520,CC(=O)[C@]12C[C@H]3[C@@H]4C[C@]56C[C@]7(C(C)=O)C[C@H]8[C@@H]9C[C@](C1)([C@@H]3[C@H]85)[C@H]([C@@H]4C2)[C@H]6[C@@H]9C7,135.3645301
521,NC(=O)CCn1ccc(-c2ccccn2)n1,136.6897814
522,COc1ccc(-n2cc(-c3ccccn3)nn2)cc1,118.7834948
523,NCCN,63.36456996
524,O=C(O)[C@@H](O)[C@H](O)C(=O)O,107.9275724
525,c1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccccc2)cc1,144.5384851
526,Fc1ccc([C]2C[C@H](c3ccc(F)cc3)N(c3nc(-c4ccc(F)cc4)cc(-c4ccc(F)cc4)n3)[N]2)cc1,150.0264862
527,COC(=O)C1=C(C(=O)OC)[SH]=C(C2=[SH]C(C(=O)OC)=C(C(=O)OC)S2)S1,149.2639899
528,CC[C@H]1NC(=O)C[C@@H]1O,119.1046197
529,CCCNC(=O)NC(=O)CCC(C)C,113.5269728
530,CN1CC(=O)N[N][C]1c1ccccc1,106.6287377
531,C[C]([N][N][C]([C]([N]/N=C(\C)c1c[nH]c2ccccc12)c1ccccc1)c1ccccc1)c1c[nH]c2ccccc12,200.2390774
532,O=C1C2=Cc3ccccc3O[C@H]2C/C1=C\c1ccccc1O,150.963985
533,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,145.8180998
534,O=C1OC2(CCCCC2)/C(=C/c2ccccc2)S1,111.7943195
535,CCOC(=O)c1ccc(-n2cc(C3CC3)nn2)nc1,112.1871876
536,C[C@@H](c1ccccc1)N1CCCSC1=S,125.7849987
537,O=C1CCC=C1O,72.39391243
538,COc1ccc(CNC(=O)COc2cc(=O)oc3ccccc23)c(OC)c1,176.0494932
539,N#CCSc1nnc(SCC#N)s1,144.2854675
540,N#C[C](C#N)c1cc(F)c([C](C#N)C#N)c(F)c1,99.96225646
541,COC(=O)[C@H]1CCC(=O)N[C@@H]1c1ccccc1,114.4038905
542,CS[C@]1([C@](C)(O)C(C)=O)CCC[S@H]1[O],106.1127846
543,COc1ccccc1/C=C1\N=C(c2ccccc2)OC1=O,114.7194662
544,C[C@H]1[C@@](C)(O)CCC[C@]1(C)C#N,91.69405941
545,c1ccc(SCc2nc(CSc3ccccc3)c(CSc3ccccc3)nc2CSc2ccccc2)cc1,243.2396224
546,[NH3+]CC([O])=O,134.9578772
547,CC1=C(O)C([O])=CCN1C,109.7480872
548,CCOC(=O)COc1ccccc1-c1ccccc1OCC(=O)OCC,145.2512292
549,C[C@H]1c2ccccc2C(C)(C)C[C@H]1c1ccccc1,103.5778851
550,CSc1nc2ccccc2[nH]1,107.2249654
551,C1=C[N]C2=c3ncccc3=C([N]c3ccccc3)C2=C1,117.269059
552,C#CCO[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,88.96771575
553,CCOC(=O)N1C[C@H]2[C@@H](CO1)[C@H](C1OCCO1)C2(C)C,101.3383061
554,CC1(C)CC(=O)C2=C(C1)O[C@@]1(C)[C@@H]2CC(=O)N1c1ccccc1,119.8980084
555,O=C[C@H]1[C@@H]2CC(=O)CO[C@@H]2O[C@H]1c1ccccc1,108.9619466
556,CC(=O)O[C@@H]1[C@@H](C)CC(=O)O[C@@H](c2ccccc2)[C@H]1C,104.4771575
557,c1cncc(Oc2ccc(Oc3cccnc3)cc2)c1,120.837403
558,c1cc2cccc3c2c(c1)[C@H]1[C@@H]2c4cccc5cccc(c54)[C@@H]2[C@@H]31,128.1319388
559,CCOC(=O)C(=O)Nc1ccc(NC(=O)C(=O)OCC)cc1,140.8429375
560,FC(F)(F)Cc1c(C(F)(F)F)nnn1-c1ccccc1,36.34577607
561,Cc1ccc2nc(/C=N/c3ccccc3C)cc(C)c2c1,121.8655086
562,CCCOC(=O)CCC(=O)OCCC,101.5980891
563,CON1C(=O)CCC1=O,80.94785308
564,C1=[SH]c2c(sc3c(-c4csc5c4sc4ccsc45)csc23)C1,170.5603531
565,CCCCC(=O)[C@@]12CC[C@@H](C=C1C(=O)OC)[C@H](CCC)[C@]21OC(=O)C2=C[C@@H]3CC[C@@]21OO3,119.8464477
566,CC(C)[C@@H](C(=O)O)N1Cc2ccccc2C1=O,137.2438648
567,CC1(C)O[C@H]2[C@H](O)OC[C@@]2(c2ccccc2)O1,97.45288456
568,CCOC(=O)/C=C(/c1ccccc1)N1C(=O)c2ccccc2C1=O,127.2162174
569,CC(C)(C)[C@@H]1O[C@H]1[C@@H](O)c1ccc(F)cc1,78.1508006
570,C[C@@H]1C(=O)C[C@@H](c2ccccc2)N(C)[C@H]1c1ccccc1,110.9823901
571,CC1=CC(=O)O/C1=C\c1ccccc1C,99.65940958
572,O=C1N[C@@H]2C/C=C\C[C@H]1NC2=O,118.7745203
573,O=[N+]([O-])c1ccc(OCCOc2ccc([N+](=O)[O-])cc2)cc1,131.2987618
574,CCOC(=O)[C@H]1[C@@H](S(=O)(=O)c2ccc(C)cc2)C12CCCCC2,126.5981004
575,[O]N([N]c1nonc1N[N+](=O)[O-])c1nonc1N[N+](=O)[O-],114.6767331
576,Cc1ccc(S(=O)(=O)OC[C@H](C)c2ccccc2)cc1,114.9573911
577,CC(=O)/C=C(\O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,105.1643176
578,CCCCCC/C=C/C(=O)O,106.0516984
579,NC(=O)CC[C@H]([NH3+])C([O])=O,197.5706969
580,O=C(NCc1ccccn1)c1cnc(C(=O)NCc2ccccn2)cn1,168.8618408
581,O=C(O)C[C@@H]1CC[C@H]2CC(=O)CC[C@@H]2C1,119.1484019
582,CO[C]1[N][C@@H]2C(=O)N3[C@H](C(C)(C)C)OC[C@]13[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@H]21,103.2609982
583,c1ccc(CN2CCCc3cc(-c4ccc5c(c4)CCCN5Cc4ccccc4)ccc32)cc1,202.4263692
584,C[C@H]1[C@H]2CC[C@]3(O2)[C@@H]1C(=O)N(c1ccccc1)[C@@H]3c1ccccc1C=O,125.982509
585,CCCCCc1c2c(c(-c3ccccc3)c3c(C(C)=O)c(C)oc13)-c1ccccc1C2,159.716747
586,CSc1cc(-c2ccccc2)ccc1C(=O)O,134.6725535
587,c1ccc(Cn2cc(CCCCc3cc4ccccc4o3)nn2)cc1,170.5919661
588,COc1cc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc(OC)c1O,134.5335696
589,C=C1CC=C[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,120.1244333
590,O=Cc1ccc(O)cc1,97.60472664
591,CSc1ccc(SC)c2ccccc12,112.2070673
592,C=CCc1c2nc(c(-c3ccc(C)cc3)c3ccc([nH]3)c(CC=C)c3nc(c(-c4ccc(C)cc4)c4ccc1[nH]4)C=C3)C=C2,203.6834433
593,CCn1c2c(c3c4c(c5c6sccc6n(CC)c5c31)N=[SH]N=4)[SH]=CC=2,149.4843223
594,c1ccc(CNc2ccccc2/N=N/c2ccccc2NCc2ccccn2)nc1,167.0910366
595,O=C1OC(=O)c2c1ccc1ccccc21,87.51156023
596,C=CCSCC=C,62.91311814
597,c1ccc([N]c2cc(Nc3ccccc3)c([N]c3ccccc3)cc2Nc2ccccc2)cc1,176.9792458
598,CC(C)(C)OC(=O)C(C)(C)C(=O)c1ccccc1,86.33843269
599,CCN1C(=S)N2CCCCN3[C]2[SH]1N(CC)C3=S,140.4016223
600,COc1cc(/C=C2\N=C(c3ccccc3)OC2=O)cc(OC)c1OC,128.7944461
601,S=C1[N]N=NN1c1ccccc1,186.7188259
602,CCC[S@H]([O])CC[S@H]([O])CCC,138.1201457
603,N#C/C(Cc1ccccc1)=C(/N)c1cccnc1,145.3573102
604,O=c1c2nc[nH]c2nc2n1[C@@H](O)[C@H](O)N2,204.5982713
605,c1ccc2c(c1)CC[C@@H]1c3ccccc3-c3ccccc3[C@H]21,110.6313907
606,S=c1[nH]nc(Cc2ccccc2)n1-c1ccccc1,120.8345894
607,Cn1nc(-c2ccccc2)oc1=O,81.30006729
608,CC1C=CC2=C(C3=C(c4ccccc4)C(C4C=CCC=C4)=C(C4C=CCC=C4)[C@H]3c3ccccc3)OC(=O)C2=C1,164.3375249
609,O=C1CCC[C@@H](C[C@@H](O)CCO)N1,155.4692706
610,Cc1ccccc1-c1nc2ccccc2c2cnnn12,123.4791946
611,CSC1=C(SC)SC(=C2SC3=C(CSCCOCCOCCSC3)S2)S1,202.0642598
612,CC(=N\c1c(C)cc(C(C)(C)C)cc1C)/C(C)=N/c1c(C)cc(C(C)(C)C)cc1C,140.2619034
613,O=C(O)[C@@H](O)c1ccc(F)cc1,96.37187075
614,O=C1N[C@@]2(O)C(=O)c3ccccc3[C@@]2(O)N1,141.227112
615,c1ccc2ccccc2c1,69.68828766
616,COC(=O)[C@]1([C@H](OC(C)=O)C(C)C)[C@H](O)CC(=O)N1Cc1ccc(OC)cc1,148.4712412
617,CCNC(=O)NC(=O)CCC(C)C,115.7311049
618,COC(=O)c1ccc(-n2c(N)c(C#N)c3c4ccccc4ccc32)cc1,157.1008821
619,Cn1cnc2c3cccnc3c3ncccc3c21,135.6452703
620,Cc1cccn2c1nc1c(C#N)c(C#N)c(-c3ccc(C(C)C)cc3)c(-c3ccc(C(C)C)cc3)c12,187.3758199
621,CCCCOC(=O)c1ccnc(-c2cc(C(=O)OCCCC)ccn2)c1,156.2281678
622,Cc1ccc(CS/C(=C\C=C(/SCc2ccc(C)cc2)c2ccccc2)c2ccccc2)cc1,185.4167966
623,C=C(C)[C@H]1CC[C@@H](C)[C@@]23CC[C@@](C)(O)[C@]2(C1)O3,99.24790217
624,CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1,120.2956917
625,CN1CCN(/N=C/c2c[nH]c3ccccc23)CC1,121.3653162
626,Cc1cn(CC(N)=O)c(=O)[nH]c1=O,149.9671727
627,CC(C)[C@@H]1CC[C@@H](C)C/C1=N\NC(N)=S,115.8122049
628,CC#Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c2nc(N)[nH]c(=O)c12,223.1320809
629,CCCCc1ccc(CCCC)c2cc3c(CCCC)ccc(CCCC)c3cc12,162.8953076
630,CCNC(=S)N1[N][C]2/C(=C\c3ccccc3)CCC[C@@H]2[C@H]1c1ccccc1,150.3157513
631,C=CC(N)=O,73.29665397
632,CC(C)(C)[C@@H]1C[C@H](C(=O)O)[C@H](O)C1,118.5811707
633,CCCCc1ccc(N[C@H]2OC(=O)c3ccccc32)cc1,140.2298774
634,[NH3+][C@@H](CO)C([O])=O,151.5807135
635,COc1ccc2c(c1OC)c(=O)n(Cc1ccccc1)c1c2nc2cc(C)ccn21,163.7295197
636,C[C@@H](NC(=O)OC(C)(C)C)[C@H]1CC[C@@H](C(=O)O)O1,89.32235299
637,COc1nc(N)nc(Nc2ccc(C)cc2)c1[N][O],124.8335293
638,C(#CC=C(c1ccccc1)c1ccccc1)C=C(c1ccccc1)c1ccccc1,162.3142779
639,COc1ccc2c(c1)C(C)(C)C[C@H]1c3ccc(OC)cc3C(C)(C)C[C@H]21,143.0091874
640,Cn1c(/C=C/c2nc3ccccc3n2C)nc2ccccc21,145.8907846
641,c1cc2ccc3c(ccc4ccsc43)c2s1,108.0722597
642,Cc1ccc(C(=O)c2ccccc2)c(=O)c(-c2ccco2)c1,129.2452859
643,O=C(O)Cc1cc(O)ccc1O,131.276463
644,O=c1[nH]c(=O)c2ccccc2[nH]1,115.0231311
645,[NH3+][C@H](CO)C([O])=O,162.2104786
646,CSc1cc(C(=O)c2ccccc2)oc1-c1ccc(S(C)(=O)=O)cc1,163.0199273
647,NC(=O)CC(N)=O,113.2444449
648,NC(=O)c1ccc(O)cc1,120.3843946
649,C[C@H](NC(=O)[C@H]([C@@H](C)O)[C@@H](N)c1ccccc1)c1ccccc1,131.3583575
650,COc1ccccc1Sc1ccccc1C(=O)O,133.0329212
651,CCOC(=O)[C](/C=[NH+]/c1cccc([N+](=O)[O-])c1)C(=O)c1ccccc1,129.61
652,C[C@@H](CCC(=O)O)C(=O)O,107.8997081
653,C(=N/CC/N=C/c1ccccn1)\c1ccccn1,114.7300784
654,N#C/C(=C\O)c1ccccc1,121.1828667
655,c1ccc2c(c1)Sc1ccccc1S2,101.3581404
656,CC(C)(c1ccc[nH]1)[C@@H]1CCCN1,104.1777901
657,CCOC(=O)c1ccc(Cc2c(OCC)ccc3ccccc23)cc1,141.1226677
658,C1CC2=C(C1)[SH]=C(C1=[SH]C3=C(CCC3)S1)S2,151.5886954
659,O=C(O)/C=C/c1ccccc1,97.63830194
660,C1CS[C]([N][N][C]2SCCS2)S1,133.9021982
661,C[C@@]12CC[C@@H]3[C@H](CC[C@@H]4C[C@@H](O)[C@@]5(O)C[C@]43CO5)[C@H]1CC(=O)C2,154.0579904
662,COc1ccc2c(c1)C[C@@]1(CCc3ccccc3O1)O2,112.6064255
663,C[C@H](/N=C/c1ccc2ccccc2c1)c1ccc(F)cc1,113.1410836
664,COC(=O)/C=C/c1ccc(OC)cc1,89.47152479
665,COc1ccc(/C=N/c2ccc(N(CCO)CCO)cc2)cc1,183.609762
666,CCNC(=S)N/N=C/c1ccc(C)c(C)c1,128.2752129
667,O=C1CC[C@@]2(c3ccccc3)Nc3ccccc3N12,113.6375807
668,COc1ccc([C@H]2C/C(=C(/C)C(=O)c3cccs3)Oc3cc4c(cc32)OCO4)cc1,151.9467135
669,O=C(O)c1ccc(Oc2ccc(F)cc2)cc1,99.13850377
670,c1cc2c(s1)CCC[C]2[C]1CCCc2sccc21,124.5329108
671,COC(=O)CCC(=O)OC,70.73123011
672,C[C@]12OC[C@H](c3ccccc3)N1C(=O)c1cc3ccccc3n1-c1ccccc12,128.606763
673,C/C=C/C=N/Nc1ccccc1[N+](=O)[O-],87.66725069
674,C[C@H](c1ccccc1)N1C[C@@]2(C)C[C@@](C)(C1=O)N(Cc1ccccc1)O2,118.1887094
675,O=C(O)C[C@@H]1CCCCCCCCCCC1=O,117.3579915
676,N#Cc1ccc([C@H]2[C@H](c3ccncc3)[C@H](c3ccc(C#N)cc3)[C@H]2c2ccncc2)cc1,210.2063737
677,Cn1nnnc1SCSc1nnnn1C,135.7296193
678,O=Cc1ccccc1OCCOc1ccccc1C=O,135.7427702
679,COC(=O)c1nnn2c1[C@H]1OC(C)(C)O[C@H]1[C@@H](O)C2,109.2598333
680,c1cc2ccsc2cn1,78.7969475
681,CC1=C[C@@]23C=C(C)C[C@@H](O2)[C@@H]2COC(=O)[C@@]23CC1,101.6672341
682,CC1(C)CC(=O)C(C)(O)C(=O)C1,85.89520422
683,CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccco1,132.4342262
684,O=C1OCCN1C(=O)c1ccccc1,103.3292757
685,c1ccc(C(n2cccn2)n2cccn2)nc1,100.7919311
686,CC(C)[C@@H]1CC[C@@H]2[C@H]3CC[C@@H]4CCCC[C@@]4(C)[C@@H]3CC(=O)[C@@]12C,107.567184
687,CCC,29.85829944
688,COC(=O)Cc1[nH]nc2c1[C@H](c1ccc(OC)cc1)C(C#N)=C(N)O2,158.5212808
689,CCc1c(C)cc2c(c1O)c(=O)oc1ccccc12,105.4580144
690,c1ccc(-c2nnc(SCSc3nnc(-c4ccccc4)s3)s2)cc1,176.1617689
691,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,139.0629841
692,CCn1nc2ccccn2c1=S,89.00338361
693,CC(C)(C)C(=O)/C=C/c1ccc2c(c1)OCO2,101.762172
694,COC(=O)c1ccc(C(=O)N/N=C(\C)c2cnccn2)cc1,144.5957646
695,CCCCCc1nnn2c1C(=C(c1ccccc1)c1ccccc1)CC2,144.9906753
696,CCn1cc(C(=O)N/N=C/c2ccccc2)c(=O)c2ccc(C)nc21,148.8315767
697,Cc1ccc(C#Cc2nc3ccccc3nc2-c2ccc(C)cc2)cc1,142.3000137
698,COc1cc(C=O)ccc1OCCCCOc1ccc(C=O)cc1OC,154.6390766
699,COC(=O)c1nc(C(C)(C)NC(=O)OCc2ccccc2)nc(OC)c1O,132.3525456
700,CC(=O)O[C@H]1C[C@@H](C)[C@@]23CC=C(C)[C@@H](C[C@](C)(O)[C@H]12)C3,99.65765882
701,C[C@H]1CC[C@@H]([C@@H](O)[C@H](C)CO)C1,115.0547735
702,c1ccc(Cn2ccnc2)cc1,96.04309588
703,CC(=N\c1cc(C)ccc1C)/C(C)=N/c1cc(C)ccc1C,126.5719636
704,C1Cc2nnc3c4c(nnc(c24)C1)CCC3,121.0207278
705,Cc1cc(C)c(C(=O)c2c(C)c(C)c(C(=O)c3c(C)cc(C)cc3C)c(C)c2C)c(C)c1,158.2861584
706,Cc1cccc(Nc2nccc(-c3sc(N(C)c4ccccc4C)nc3C)n2)c1,156.5745634
707,CC(=O)O[C@H]1CCC(=O)O[C@H](C)[C@@H]1C,93.10824887
708,C1CN2CCN3CCN1C23,65.74341135
709,Cc1cc([N+](=O)[O-])ccc1O,94.84113609
710,COc1ccc(/C=C/C=C2\COc3ccccc3C2=O)cc1,134.4716148
711,C[C@@H]1CCCC(=O)CCC/C=C\c2cc(O)cc(O)c2C(=O)O1,123.2728231
712,COc1cccc(NC(=O)C(=O)Nc2cccc(OC)c2)c1,132.1130759
713,C=C[C@H]1c2cc(OC)c(OC)cc2N[C@@H]2[C@@H]1CC[C@]21C=CCNC(=O)C1,138.7819558
714,O=C(CCCOc1cccc2cccnc12)N/N=C/c1cccc([N+](=O)[O-])c1,150.0324351
715,C[C@H]1CC[C@H]2[C@@H](C)CC[C@H]3[C@H](C)C(=O)O[C@@]23[C@H]1O,105.7172986
716,COc1cc(/C=N/O)ccc1O,92.88162069
717,O=C1C[C@@H]2CCC[C@@H](C2)O1,78.03063255
718,CC(=O)n1ncc2cc([N+](=O)[O-])ccc21,89.68861909
719,Nc1ccnc(Oc2ccccc2)n1,97.76760127
720,Cn1c(=O)c(-c2ccccc2)c(O)c2ccccc21,122.4237457
721,Cc1ccc(=O)n(-c2ccccc2)c1,101.1424018
722,COc1cccc2c1O[C@@]1(C)C[C@@H]2CO1,89.88216309
723,C[C](C)C1=[SH]c2sc(=S)sc2S1,126.5527009
724,Cc1cccc2c1ccc1ccc3ccccc3c12,106.9850596
725,COC(=O)[C@H]1[C@@H](C)O[C@]2(C)N1C(=O)O[C@@]2(C)OC,77.12091476
726,CC(=O)n1ccnc1,78.17204197
727,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,68.76870672
728,CC(=O)OC[C@@]1(O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2C[C@@H]1CO2,108.4198112
729,C(=N/Nc1ccccn1)\c1cccnc1,112.391377
730,Nc1nc2[nH]c(=O)cnc2c(=O)[nH]1,176.8699333
731,O=C1C[C@H]([C@H](O)c2cccc([N+](=O)[O-])c2)CO1,137.0069212
732,C1=CC2=C([C]3[C@H]4CCC[C@@H]3CCC4)c3ccsc3C2=[SH]1,126.6701893
733,C[C@@H]1CC=CC2=CC(=O)[C@@H]3O[C@H]2[C@]12CCC(=O)[C@@H]32,107.0521774
734,COc1ccc(O)c(/C(C)=N/N=C(\C)c2cc(OC)ccc2O)c1,142.4489168
735,CCOC(=O)c1[nH]c(C)c(C(=O)OCC)c1-c1ccc(C)cc1,124.3371515
736,CC1=C(/C=N/O)C(C)(C)CCC1,90.49159645
737,O=[N+]([O-])c1c[nH]cn1,107.8392935
738,CC(=O)C1=C(N)c2ccccc2C1,104.9201177
739,CCCCCCOc1ccc(C(C)=O)cc1O,129.5244542
740,COC(=O)[C@H]1N[C@@H](c2ccc(C)cc2)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]12,132.195594
741,N#CC(C#N)=C1SCC2(CS1)CSC(=C(C#N)C#N)SC2,201.9153451
742,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,141.7277541
743,N#CCCSC1=[SH]C(=S)[SH]=C1,132.0398551
744,C[C@@H]([NH3+])C([O])=O,141.886998
745,CC(C)Sc1ccccc1C(=O)O,112.6152864
746,CC1(C)OC(=O)C(=Cc2c[nH]c3ccccc23)C(=O)O1,120.7573897
747,O=C1O[C@@H]2CCCC[C@@]34O[C@@H]3CC=C1[C@H]24,101.2494413
748,O=C1C=C(Nc2cccc([N+](=O)[O-])c2)CCC1,140.658903
749,O=[N+]([O-])c1ccnc2c1ncn2Cc1ccccc1,128.2220148
750,O=C1CC[C@H](C(=O)Nc2ccccc2)N1,141.3918728
751,[O]N1[CH]CC[C@]12CCOC2=O,105.9575975
752,CSC(=O)[C@@H]1[C@@H](c2ccc(C)cc2)[C@@H]2C=C[C@H]1C2,115.6918014
753,OC[C@H](O)[C@@H](O)[C@H](O)CO,167.803375
754,O=C([CH]/C(=[NH+]/c1ccccc1O)c1ccccc1)c1ccccc1,146.5354606
755,CCOC(=O)Cn1c(C)nc2ccccc21,110.3247844
756,COC(=O)c1cc(-c2ccc(OC)cc2)oc(=O)c1C(=O)OC,115.5639808
757,CCN(CC)C(=S)Nc1ccccc1C,117.6271391
758,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,112.2322036
759,O=S(=O)(Cc1ccccc1)Cc1ccccc1,130.4635718
760,O=c1[nH]cnc2cc([N+](=O)[O-])ccc12,113.2249704
761,N#C/C(=C\c1ccco1)C(N)=O,104.5533349
762,COC(=O)c1c(O)cc(OC(=O)c2c(OC)cc(OC)c(C)c2O)c(C)c1O,116.5373431
763,C/C=C/C=C/C=C/[C@@H]1C[C@H](O)CC(=O)[C@H]1C,120.2349227
764,OC[C@H]1O[C@H](CO)[C@H]2O[C@@H]12,119.2179027
765,C=C(C)[C@@H]1CCC2=Cc3c(cc(C)oc3=O)O[C@@H]2C1,111.931305
766,COc1ccc(Cn2ncc3c(-c4ccco4)ncnc32)cc1,128.897747
767,O=C1C=CC([N+](=O)[O-])=C[C]1/C=[NH+]/CCN1CCOCC1,150.2545347
768,CC1(C)O[C@H]2C[C@@]3(S(=O)(=O)c4ccccc4)O[C@H]3[C@H]2O1,106.2531908
769,CN1C(=O)c2ccccc2C1=O,79.99252371
770,COc1cc(OC)c(OC)cc1/C=N/c1onc(C)c1C,122.7085165
771,CC(C)(C)OC(=O)N1[C@@H]([C@H]2OCC=C2c2ccccc2)COC1(C)C,116.4772186
772,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,141.517042
773,O=c1cc(-c2ccccc2)oc2cc(OCc3ccccc3)cc(OCc3ccccc3)c12,164.2040168
774,O=C(O)c1cc([N+](=O)[O-])ccc1O,93.73104857
775,Cc1cccc2cn[nH]c12,88.65319611
776,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,174.8416492
777,O=c1ccc(O)n[nH]1,107.734672
778,CCO[C@H]1C/C(=C/c2ccc([N+](=O)[O-])cc2)CO1,109.1197896
779,NCCN,69.69829915
780,COCOc1ccc2ccccc2c1-c1c(OCOC)c(-c2ccc3c(c2)CC(C)(C)C3=O)cc2ccccc12,145.1904458
781,C[C@@H](NC(=O)OC(C)(C)C)C(=O)O[C@H](C)C(=O)OCc1ccccc1,120.2922162
782,Cc1ccc(-c2ccccc2C#N)cc1,98.99874693
783,COc1ccccc1[C@H]1C2=C(CCCC2=O)O[C@]2(O)CCCC(=O)[C@H]12,155.0739546
784,Cc1ccc([C@H]2c3cc4c(cc3CC[C@@H]2S(=O)(=O)c2ccccc2)OCO4)cc1,137.1030357
785,C/C([CH][C]1C(=O)OC(C)(C)OC1=O)=N\Nc1ccccc1,127.8644026
786,COc1ccccc1C1(c2ccccc2OC)C=C(C)c2ccc3ccccc3c2O1,138.8349991
787,CCOC(=O)C[C@@]1(O)O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100.6581089
788,C1CNCCN1,69.61321643
789,O=C(C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])c2nonc12)c1ccccc1,111.1759175
790,CO/C(=C1/C(=O)Oc2cc(OC)ccc21)c1ccccc1,122.800157
791,C[C@@H]([NH3+])C([O])=O,141.7351491
792,CN(C)c1ccc(/C=C/C(=O)c2cccc([N+](=O)[O-])c2)cc1,145.6136971
793,CO[C@H]1Oc2ccc(C)cc2[C@]23Oc4ccc5ccccc5c4[C@H](c4c(ccc5ccccc54)O2)[C@H]13,137.6955122
794,COc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(OC)cc2)cc1,131.5662585
795,CC(=O)CCC1=C2NC(=O)CC[C@H]2CCC1,130.4946681
