,smiles,cv
32599,CCn1cc(nc1C)O,34.291
32600,CCn1cc(nc1N)O,33.995
32601,CCn1cc(nc1O)O,32.972
32602,CCn1cc([nH]c1=O)C,34.224
32603,CCN1C=C(C)OC1=N,34.013
32604,CCn1cc(oc1=O)C,32.661
32605,CCn1cc([nH]c1=O)N,34.022
32606,CCN1C=C(N)OC1=N,33.977
32607,CCn1cc(oc1=O)N,32.69
32608,CCn1cc([nH]c1=O)O,33.237
32609,CCN1C=C(O)OC1=N,33.119
32610,CCn1cc(oc1=O)O,31.801
32611,CCN1C=CC(=N)N=C1,30.772
32612,CCn1ccc(=O)cc1,30.876
32613,CCn1ccc(=O)nc1,29.858
32614,CCN1C=NC(=N)N=C1,29.773
32615,CCn1cnc(=O)nc1,28.89
32616,CCn1ccc(c1)C#C,33.302
32617,CCn1ccc(c1)C#N,30.832
32618,CCn1cc(nc1)C#C,31.882
32619,CCn1cc(nc1)C#N,29.549
32620,CCn1ccc(c1C)C,36.996
32621,CCn1ccc(c1N)C,36.718
32622,CCn1ccc(c1O)C,36.052
32623,CCn1ccc(c1C)N,36.726
32624,CCn1ccc(c1O)N,35.625
32625,CCn1ccc(c1C)O,36.061
32626,CCn1ccc(c1N)O,35.69
32627,CCn1ccc(c1O)O,34.752
32628,CCn1cnc(c1C)C,35.619
32629,CCn1cnc(c1O)C,34.624
32630,CCn1cnc(c1C)N,35.25
32631,CCn1cnc(c1O)N,33.527
32632,CCn1cnc(c1C)O,34.164
32633,CCn1cnc(c1N)O,33.784
32634,CCn1cnc(c1O)O,33.492
32635,CCn1ccn(c1=O)C,33.516
32636,CCn1ccc(c1)C=O,31.596
32637,CCn1cc(nc1)C=O,30.326
32638,CCc1ccn(c1)CC,35.883
32639,CCn1ccc(c1)CO,34.411
32640,CCn1ccc(c1)NC,35.738
32641,CCn1ccc(c1)OC,34.448
32642,CCc1cn(cn1)CC,34.499
32643,CCn1cc(nc1)CO,33.35
32644,CCn1cc(nc1)NC,34.285
32645,CCn1cc(nc1)OC,33.001
32646,CCn1cccc1C#C,33.126
32647,CCn1cccc1C#N,30.702
32648,CCn1ccnc1C#C,31.729
32649,CCn1ccnc1C#N,29.488
32650,CCn1cncc1C#C,31.698
32651,CCn1cncc1C#N,29.381
32652,CCn1cccc1C=O,31.38
32653,CCn1ccnc1C=O,30.279
32654,CCn1cncc1C=O,30.161
32655,CCc1cccn1CC,35.747
32656,CCn1cccc1CO,34.566
32657,CCn1cccc1NC,35.302
32658,CCn1cccc1OC,34.32
32659,CCc1nccn1CC,34.401
32660,CCn1ccnc1CO,32.755
32661,CCn1ccnc1OC,32.897
32662,CCc1cncn1CC,34.34
32663,CCn1cncc1CO,32.744
32664,CCn1cncc1OC,32.815
32665,CCn1ccccc1=O,30.6
32666,CCn1cccnc1=O,29.569
32667,CCn1ccncc1=O,29.65
32668,CCn1cnccc1=O,29.439
32669,CCN1C=NC=NC1=N,29.339
32670,CCn1cncnc1=O,28.451
32671,CCn1ccoc1=NC,33.652
32672,CCC1CC2=CC=CN12,31.688
32673,CCC1CC2=CN=CN12,30.272
32674,CCC1CC2=NC=CN12,30.464
32675,OCC1CC2=CC=CN12,30.204
32676,OCC1CC2=CN=CN12,28.877
32677,OCC1CC2=NC=CN12,29.101
32678,CCC1CN2C=CC=C12,31.607
32679,CCC1CN2C=CN=C12,30.355
32680,CCC1CN2C=NC=C12,30.189
32681,CNC1CN2C=CN=C12,29.676
32682,COC1CN2C=CC=C12,29.838
32683,COC1CN2C=CN=C12,28.651
32684,COC1CN2C=NC=C12,28.463
32685,OCC1CN2C=CC=C12,30.065
32686,OCC1CN2C=CN=C12,28.526
32687,OCC1CN2C=NC=C12,28.705
32688,CCN=C1C=CNC=N1,31.37
32689,CCN=C1C=COC=C1,30.847
32690,CCN=c1ccocn1,29.938
32691,CCN=C1N=CNC=N1,30.352
32692,CCN=c1ncocn1,29.004
32693,CCN=c1[nH]c(co1)C,34.703
32694,CCN=c1[nH]c(co1)N,33.92
32695,CCN=c1[nH]c(co1)O,33.435
32696,CCN=c1[nH]cc(o1)C,34.455
32697,CCN=c1[nH]cc(o1)N,34.167
32698,CCN=c1[nH]cc(o1)O,33.299
32699,CCN=c1occ(o1)C,32.79
32700,CCN=c1occ(o1)N,32.499
32701,CCN=c1occ(o1)O,31.866
32702,CCN=c1n(cco1)C,33.589
32703,CCN=c1ccnc[nH]1,30.745
32704,CCN=C1NC=NC=N1,29.644
32705,CCN=c1cccco1,31.07
32706,CCN=C1OC=CC=N1,30.211
32707,CCN=C1OC=CN=C1,30.084
32708,CCN=C1OC=NC=C1,29.957
32709,CCN=C1OC=NC=N1,29.275
32710,CNC=Nc1cnco1,30.103
32711,CNC=Nc1ncco1,29.902
32712,COC=Nc1ccc[nH]1,31.362
32713,COC=Nc1ccco1,29.896
32714,COC=Nc1cnc[nH]1,29.854
32715,COC=Nc1cnco1,28.575
32716,COC=Nc1[nH]ccn1,29.817
32717,COC=Nc1ncco1,28.516
32718,COC=Nc1cc[nH]c1,31.493
32719,COC=Nc1c[nH]cn1,29.959
32720,COC=Nc1ccoc1,29.91
32721,COC=Nc1cocn1,28.566
32722,Cc1cc[nH]c1CCO,35.284
32723,Cc1c([nH]cn1)CCO,33.877
32724,Cc1ccoc1CCO,33.798
32725,Cc1c(ocn1)CCO,32.519
32726,CCCc1c(cc[nH]1)C,36.597
32727,CCCc1c(cco1)C,35.059
32728,CCCc1c(nc[nH]1)C,35.141
32729,CCCc1c(nco1)C,33.78
32730,CCCc1c(cc[nH]1)N,36.518
32731,CCCc1c(cco1)N,34.859
32732,CCCc1c(nc[nH]1)N,34.956
32733,CCCc1c(nco1)N,33.565
32734,CCCc1c(cc[nH]1)O,35.665
32735,CCCc1c(cco1)O,34.055
32736,CCCc1c(nc[nH]1)O,33.715
32737,CCCc1c(nco1)O,32.33
32738,CCNc1c(cc[nH]1)C,36.05
32739,CCNc1c(cco1)C,34.777
32740,CCNc1c(nco1)C,33.436
32741,CCNc1c(cco1)N,34.108
32742,CCNc1c(nco1)N,32.835
32743,CCNc1c(cc[nH]1)O,34.977
32744,CCNc1c(cco1)O,33.592
32745,CCNc1c(nc[nH]1)O,33.067
32746,CCNc1c(nco1)O,32.049
32747,CCOc1c(cc[nH]1)C,35.188
32748,CCOc1c(cco1)C,33.645
32749,CCOc1c(nc[nH]1)C,33.653
32750,CCOc1c(nco1)C,32.34
32751,CCOc1c(cc[nH]1)N,34.969
32752,CCOc1c(cco1)N,33.307
32753,CCOc1c(nc[nH]1)N,33.546
32754,CCOc1c(nco1)N,32.125
32755,CCOc1c(cc[nH]1)O,34.045
32756,CCOc1c(cco1)O,32.292
32757,CCOc1c(nc[nH]1)O,32.208
32758,CCOc1c(nco1)O,30.96
32759,C[NH2+]CC1=C([O-])C=CO1,35.598
32760,Cc1cc[nH]c1COC,34.566
32761,Cc1ccoc1COC,33.205
32762,Cc1c([nH]cn1)COC,33.195
32763,Cc1c(ocn1)COC,31.965
32764,COCc1c(cc[nH]1)N,34.512
32765,COCc1c(cco1)N,32.818
32766,COCc1c(nc[nH]1)N,33.023
32767,COCc1c(nco1)N,31.539
32768,COCc1c(cc[nH]1)O,33.614
32769,COCc1c(nc[nH]1)O,31.73
32770,COCc1c(nco1)O,30.419
32771,c1c[nH]c(c1N)CCO,35.204
32772,c1[nH]c(c(n1)N)CCO,33.652
32773,c1coc(c1N)CCO,33.067
32774,c1nc(c(o1)CCO)N,32.288
32775,c1c[nH]c(c1O)CCO,34.274
32776,c1coc(c1O)CCO,31.24
32777,c1[nH]c(c(n1)O)CCO,32.366
32778,c1nc(c(o1)CCO)O,31.066
32779,Cc1c(cc[nH]1)CCO,35.285
32780,Cc1c(cco1)CCO,33.782
32781,Cc1c(nc[nH]1)CCO,33.757
32782,Cc1c(nco1)CCO,32.438
32783,CCCc1cc[nH]c1C,36.592
32784,CCCc1c([nH]cn1)C,35.107
32785,CCCc1ccoc1C,35.052
32786,CCCc1c(ocn1)C,33.762
32787,CCCc1cc[nH]c1N,36.165
32788,CCCc1ccoc1N,34.989
32789,CCCc1c(ocn1)N,33.688
32790,CCCc1cc[nH]c1O,35.641
32791,CCCc1c([nH]cn1)O,34.079
32792,CCNc1cc[nH]c1C,36.311
32793,CCNc1c([nH]cn1)C,34.909
32794,CCNc1ccoc1C,34.663
32795,CCNc1c(ocn1)C,33.416
32796,CCNc1c([nH]cn1)N,34.119
32797,CCNc1ccoc1N,34.091
32798,CCNc1c(ocn1)N,32.887
32799,CCNc1cc[nH]c1O,35.19
32800,CCNc1c([nH]cn1)O,32.909
32801,CCNc1ccoc1O,33.387
32802,CCOc1cc[nH]c1C,35.239
32803,CCOc1c([nH]cn1)C,33.701
32804,CCOc1ccoc1C,33.675
32805,CCOc1c(ocn1)C,32.328
32806,CCOc1cc[nH]c1N,34.779
32807,CCOc1c([nH]cn1)N,33.266
32808,CCOc1ccoc1N,33.42
32809,CCOc1c(ocn1)N,32.133
32810,CCOc1cc[nH]c1O,34.045
32811,CCOc1c([nH]cn1)O,32.809
32812,C[NH2+]CC1=C([O-])OC=C1,31.542
32813,C[NH2+]CC1=C([O-])OC=N1,34.024
32814,Cc1c(cc[nH]1)COC,34.618
32815,Cc1c(nc[nH]1)COC,33.224
32816,Cc1c(cco1)COC,33.246
32817,Cc1c(nco1)COC,31.99
32818,COCc1cc[nH]c1N,34.13
32819,COCc1ccoc1N,32.907
32820,COCc1c(ocn1)N,31.612
32821,COCc1cc[nH]c1O,32.7
32822,c1c[nH]c(c1CCO)N,34.452
32823,c1coc(c1CCO)N,33.202
32824,c1nc(c(o1)N)CCO,32.371
32825,[NH3+]CCC1=C([O-])OC=C1,31.217
32826,[NH3+]CCC1=C([O-])OC=N1,29.782
32827,c1c[nH]c(c1CCO)O,32.887
32828,c1[nH]c(c(n1)CCO)O,30.988
32829,Cc1cc([nH]c1)CCO,35.321
32830,Cc1c[nH]c(n1)CCO,33.946
32831,Cc1cc(oc1)CCO,33.817
32832,Cc1coc(n1)CCO,32.711
32833,CCCc1cc(c[nH]1)C,36.622
32834,CCCc1cc(co1)C,35.073
32835,CCCc1cc(c[nH]1)N,36.677
32836,CCCc1cc(co1)N,34.963
32837,CCCc1cc(c[nH]1)O,35.688
32838,CCCc1cc(co1)O,34.036
32839,CCCc1[nH]cc(n1)C,35.312
32840,CCCc1nc(co1)C,33.89
32841,CCCc1nc(co1)N,33.751
32842,CCCc1[nH]cc(n1)O,33.815
32843,CCCc1nc(co1)O,32.431
32844,CCNc1cc(c[nH]1)C,36.062
32845,CCNc1cc(co1)C,34.947
32846,CCNc1cc(c[nH]1)N,36.362
32847,CCNc1cc(co1)N,34.88
32848,CCNc1cc(c[nH]1)O,35.537
32849,CCNc1cc(co1)O,34.022
32850,CCNc1nc(co1)C,33.674
32851,CCNc1nc(co1)N,33.609
32852,CCNc1[nH]cc(n1)O,33.839
32853,CCNc1nc(co1)O,32.342
32854,CCOc1cc(c[nH]1)C,35.289
32855,CCOc1cc(co1)C,33.863
32856,CCOc1cc(c[nH]1)N,35.38
32857,CCOc1cc(co1)N,33.791
32858,CCOc1cc(c[nH]1)O,34.603
32859,CCOc1[nH]cc(n1)C,33.971
32860,CCOc1nc(co1)C,32.455
32861,CCOc1[nH]cc(n1)N,33.983
32862,CCOc1nc(co1)N,32.385
32863,CCOc1[nH]cc(n1)O,32.682
32864,CCOc1nc(co1)O,31.025
32865,C[NH2+]CC1=CC([O-])=CO1,36.232
32866,Cc1coc(n1)CNC,33.045
32867,CNCc1nc(co1)N,32.917
32868,CNCc1nc(co1)O,31.577
32869,Cc1cc([nH]c1)COC,34.633
32870,Cc1cc(oc1)COC,33.237
32871,COCc1cc(c[nH]1)N,34.599
32872,COCc1cc(co1)N,33.262
32873,COCc1cc(c[nH]1)O,33.663
32874,Cc1c[nH]c(n1)COC,33.421
32875,Cc1coc(n1)COC,32.091
32876,COCc1[nH]cc(n1)N,33.292
32877,COCc1nc(co1)N,31.933
32878,COCc1[nH]cc(n1)O,31.964
32879,COCc1nc(co1)O,30.623
32880,c1c(c[nH]c1CCO)N,35.378
32881,c1c(nc([nH]1)CCO)N,33.826
32882,c1c(coc1CCO)N,33.707
32883,c1c(nc(o1)CCO)N,32.569
32884,[NH3+]CCC1=CC([O-])=CO1,32.352
32885,c1c(c[nH]c1CCO)O,34.372
32886,c1c(nc([nH]1)CCO)O,32.48
32887,c1c(nc(o1)CCO)O,31.201
32888,CCCc1ccn(c1)C,35.945
32889,CCCc1cn(cn1)C,34.531
32890,CCNc1ccn(c1)C,35.767
32891,CCNc1cn(cn1)C,34.297
32892,CCOc1ccn(c1)C,34.581
32893,CCOc1cn(cn1)C,33.164
32894,Cn1ccc(c1)CCO,34.651
32895,Cn1cc(nc1)CCO,33.236
32896,Cn1ccc(c1)COC,34.146
32897,Cn1cc(nc1)COC,32.79
32898,Cc1ccc([nH]1)CCO,35.201
32899,Cc1ccc(o1)CCO,33.799
32900,Cc1cnc(o1)CCO,32.597
32901,Cc1ncc(o1)CCO,32.559
32902,CCCc1ccc([nH]1)C,36.481
32903,CCCc1ccc(o1)C,35.059
32904,CCCc1ccc([nH]1)N,36.175
32905,CCCc1ccc(o1)N,34.963
32906,CCCc1ccc([nH]1)O,35.5
32907,CCCc1cnc(o1)C,33.803
32908,CCCc1cnc(o1)N,33.542
32909,CCCc1cnc([nH]1)O,33.619
32910,CCCc1cnc(o1)O,32.016
32911,CCCc1ncc(o1)C,33.791
32912,CCCc1ncc(o1)N,33.703
32913,CCCc1[nH]c(cn1)O,34.051
32914,CCNc1ccc([nH]1)C,35.908
32915,CCNc1ccc(o1)C,34.75
32916,CCNc1ccc([nH]1)N,35.63
32917,CCNc1ccc(o1)N,34.446
32918,CCNc1ccc([nH]1)O,34.94
32919,CCNc1cnc(o1)C,33.503
32920,CCNc1cnc(o1)N,33.064
32921,CCNc1cnc([nH]1)O,33.106
32922,CCNc1cnc(o1)O,31.698
32923,CCNc1ncc(o1)C,33.566
32924,CCNc1ncc(o1)N,33.306
32925,CCNc1[nH]c(cn1)O,33.656
32926,CCOc1ccc([nH]1)C,35.12
32927,CCOc1ccc(o1)C,33.62
32928,CCOc1ccc([nH]1)N,34.714
32929,CCOc1ccc(o1)N,33.434
32930,CCOc1ccc([nH]1)O,34.051
32931,CCOc1cnc([nH]1)C,33.626
32932,CCOc1cnc(o1)C,32.378
32933,CCOc1cnc(o1)N,32.049
32934,CCOc1cnc([nH]1)O,32.243
32935,CCOc1cnc(o1)O,30.605
32936,CCOc1[nH]c(cn1)C,33.719
32937,CCOc1ncc(o1)C,32.16
32938,CCOc1[nH]c(cn1)N,33.433
32939,CCOc1ncc(o1)N,31.888
32940,CCOc1[nH]c(cn1)O,32.762
32941,C[NH2+]CC1=CC=C([O-])O1,35.707
32942,C[NH2+]CC1=CN=C([O-])O1,34.208
32943,Cc1cnc(o1)CNC,32.929
32944,CNCc1ncc(o1)N,32.889
32945,Cc1ccc([nH]1)COC,34.526
32946,Cc1ccc(o1)COC,33.229
32947,COCc1ccc([nH]1)N,34.328
32948,COCc1ccc(o1)N,33.125
32949,COCc1ccc([nH]1)O,33.482
32950,Cc1[nH]c(cn1)COC,33.213
32951,Cc1ncc(o1)COC,31.98
32952,COCc1cnc(o1)N,31.722
32953,COCc1cnc([nH]1)O,31.607
32954,Cc1cnc([nH]1)COC,33.193
32955,Cc1cnc(o1)COC,31.947
32956,COCc1[nH]c(cn1)N,32.94
32957,COCc1ncc(o1)N,31.867
32958,COCc1[nH]c(cn1)O,32.137
32959,c1cc([nH]c1CCO)N,34.89
32960,c1cc(oc1CCO)N,33.687
32961,c1c(oc(n1)CCO)N,32.512
32962,c1c(oc(n1)N)CCO,32.276
32963,[NH3+]CCC1=CC=C([O-])O1,34.707
32964,[NH3+]CCC1=NC=C([O-])O1,33.15
32965,c1cc([nH]c1CCO)O,34.209
32966,c1c([nH]c(n1)O)CCO,32.343
32967,c1c(oc(n1)O)CCO,30.767
32968,c1c([nH]c(n1)CCO)O,32.716
32969,CCCc1cccn1C,35.789
32970,CCCc1cncn1C,34.344
32971,CCCc1nccn1C,34.463
32972,CCNc1cccn1C,35.183
32973,CCOc1cccn1C,34.279
32974,CCOc1cncn1C,32.874
32975,CCOc1nccn1C,33.103
32976,Cn1cccc1CCO,34.469
32977,Cn1ccnc1CCO,33.158
32978,Cn1cncc1CCO,33.067
32979,Cn1cccc1COC,34.041
32980,Cn1cncc1COC,32.501
32981,Cn1ccnc1COC,32.521
32982,CCCc1ccccc1,32.906
32983,CCCc1ccncc1,31.751
32984,CCCc1cccnc1,31.79
32985,CCCc1cnccn1,30.91
32986,CCCc1cncnc1,30.846
32987,CCCc1ccccn1,31.862
32988,CCCc1ncccn1,30.905
32989,CCCc1cnccn1,30.91
32990,CCCc1ccncn1,30.846
32991,CCCc1ncncn1,29.903
32992,CCNc1ccccc1,32.89
32993,CCNc1cccnc1,31.776
32994,CCNc1cnccn1,30.884
32995,CCNc1cncnc1,30.819
32996,CCNc1ccccn1,31.781
32997,CCNc1ncccn1,30.717
32998,CCNc1cnccn1,30.884
32999,CCNc1ccncn1,30.758
33000,CCNc1ncncn1,29.424
33001,CCOc1ccccc1,31.428
33002,CCOc1ccncc1,30.214
33003,CCOc1cccnc1,30.305
33004,CCOc1cnccn1,29.329
33005,CCOc1cncnc1,29.333
33006,CCOc1ccccn1,30.275
33007,CCOc1ncccn1,29.197
33008,CCOc1cnccn1,29.329
33009,CCOc1ccncn1,29.187
33010,CCOc1ncncn1,28.121
33011,CNCc1ncccn1,30.104
33012,CNCc1ncncn1,29.176
33013,COCc1ccccc1,31.164
33014,COCc1ccncc1,30.059
33015,COCc1cccnc1,30.04
33016,COCc1cnccn1,29.231
33017,COCc1cncnc1,29.116
33018,COCc1ccccn1,30.16
33019,COCc1ncccn1,29.122
33020,COCc1cnccn1,29.231
33021,COCc1ccncn1,29.165
33022,COCc1ncncn1,28.272
33023,c1ccc(cc1)CCO,31.618
33024,c1cnccc1CCO,30.474
33025,c1cc(cnc1)CCO,30.518
33026,c1cnc(cn1)CCO,29.573
33027,c1c(cncn1)CCO,29.557
33028,c1ccnc(c1)CCO,30.51
33029,c1cnc(nc1)CCO,29.665
33030,c1cnc(cn1)CCO,29.573
33031,c1cncnc1CCO,29.507
33032,c1ncnc(n1)CCO,28.673
33033,CCCC1=CNC(=N)O1,33.961
33034,CCCc1c[nH]c(=O)[nH]1,33.948
33035,CCCc1c[nH]c(=O)o1,32.42
33036,CCCC1=COC(=N)N1,33.948
33037,CCCC1=COC(=N)O1,32.015
33038,CCCc1coc(=O)[nH]1,32.383
33039,CCCc1coc(=O)o1,30.756
33040,CCNC1=CNC(=N)O1,33.547
33041,CCNc1c[nH]c(=O)o1,32.328
33042,CCNC1=COC(=N)O1,31.762
33043,CCNc1coc(=O)[nH]1,31.908
33044,CCNc1coc(=O)o1,30.518
33045,CCOC1=CNC(=N)O1,32.536
33046,CCOc1c[nH]c(=O)[nH]1,32.641
33047,CCOc1c[nH]c(=O)o1,31.137
33048,CCOC1=COC(=N)N1,32.226
33049,CCOC1=COC(=N)O1,30.608
33050,CCOc1coc(=O)[nH]1,31.023
33051,CCOc1coc(=O)o1,29.374
33052,COCC1=CNC(=N)O1,32.23
33053,COCc1c[nH]c(=O)[nH]1,32.246
33054,COCc1c[nH]c(=O)o1,30.69
33055,COCC1=COC(=N)N1,31.795
33056,COCC1=COC(=N)O1,30.316
33057,COCc1coc(=O)[nH]1,30.729
33058,COCc1coc(=O)o1,29.059
33059,OCCC1=CNC(=N)O1,32.632
33060,c1c([nH]c(=O)[nH]1)CCO,32.654
33061,c1c(oc(=O)[nH]1)CCO,31.109
33062,OCCC1=COC(=N)N1,32.63
33063,OCCC1=COC(=N)O1,30.734
33064,c1c([nH]c(=O)o1)CCO,31.112
33065,c1c(oc(=O)o1)CCO,29.479
33066,Cc1cc(c[nH]1)CCO,35.305
33067,Cc1cc(co1)CCO,33.832
33068,Cc1[nH]cc(n1)CCO,33.965
33069,Cc1nc(co1)CCO,32.598
33070,CCCc1cc([nH]c1)C,36.599
33071,CCCc1c[nH]c(n1)C,35.321
33072,CCCc1cc([nH]c1)N,36.32
33073,CCCc1cc([nH]c1)O,35.671
33074,CCCc1c[nH]c(n1)O,33.825
33075,CCCc1cc(oc1)C,35.099
33076,CCCc1coc(n1)C,33.917
33077,CCCc1cc(oc1)N,35.094
33078,CCCc1coc(n1)N,33.712
33079,CCCc1coc(n1)O,32.477
33080,CCNc1cc([nH]c1)C,36.552
33081,CCNc1c[nH]c(n1)C,35.181
33082,CCNc1cc([nH]c1)N,36.262
33083,CCNc1cc([nH]c1)O,35.696
33084,CCNc1c[nH]c(n1)O,33.767
33085,CCNc1cc(oc1)C,34.928
33086,CCNc1coc(n1)C,33.721
33087,CCNc1cc(oc1)N,34.948
33088,CCNc1coc(n1)N,33.545
33089,CCNc1coc(n1)O,32.289
33090,CCOc1cc([nH]c1)C,35.365
33091,CCOc1c[nH]c(n1)C,33.975
33092,CCOc1cc([nH]c1)N,35.08
33093,CCOc1c[nH]c(n1)N,33.8
33094,CCOc1cc([nH]c1)O,34.49
33095,CCOc1c[nH]c(n1)O,32.609
33096,CCOc1cc(oc1)C,33.681
33097,CCOc1coc(n1)C,32.552
33098,CCOc1cc(oc1)N,33.699
33099,CCOc1coc(n1)N,32.426
33100,C[NH2+]CC1=COC([O-])=C1,31.867
33101,C[NH2+]CC1=COC([O-])=N1,31.255
33102,Cc1cc(c[nH]1)COC,34.828
33103,Cc1[nH]cc(n1)COC,33.535
33104,COCc1cc([nH]c1)N,34.521
33105,COCc1cc([nH]c1)O,33.916
33106,COCc1c[nH]c(n1)O,32.051
33107,Cc1cc(co1)COC,33.337
33108,Cc1nc(co1)COC,32.194
33109,COCc1cc(oc1)N,33.363
33110,COCc1coc(n1)N,31.98
33111,c1c(c[nH]c1N)CCO,35.033
33112,c1c(coc1N)CCO,33.832
33113,c1c(nc(o1)N)CCO,32.411
33114,[NH3+]CCC1=COC([O-])=C1,32.112
33115,[NH3+]CCC1=COC([O-])=N1,31.009
33116,c1c(c[nH]c1O)CCO,34.373
33117,c1c(nc([nH]1)O)CCO,32.477
33118,c1c(nc(o1)O)CCO,31.118
33119,Cc1c[nH]cc1CCO,35.354
33120,Cc1cocc1CCO,33.81
33121,CCCc1c[nH]cc1C,36.623
33122,CCCc1c[nH]cc1N,36.607
33123,CCCc1c[nH]cc1O,35.716
33124,CCCc1cocc1C,35.066
33125,CCCc1cocc1N,34.896
33126,CCNc1c[nH]cc1C,36.522
33127,CCNc1c[nH]cc1N,36.284
33128,CCNc1c[nH]cc1O,34.403
33129,CCNc1cocc1C,34.779
33130,CCNc1cocc1N,34.787
33131,CCOc1c[nH]cc1C,35.44
33132,CCOc1c[nH]cc1N,35.188
33133,CCOc1c[nH]cc1O,34.394
33134,CCOc1cocc1C,33.616
33135,CCOc1cocc1N,33.514
33136,C[NH2+]CC1=COC=C1[O-],31.706
33137,Cc1c[nH]cc1COC,34.819
33138,COCc1c[nH]cc1N,34.528
33139,COCc1c[nH]cc1O,33.949
33140,Cc1cocc1COC,33.282
33141,COCc1cocc1N,33.051
33142,c1c(c(c[nH]1)N)CCO,35.038
33143,c1c(c(co1)N)CCO,33.444
33144,[NH3+]CCC1=COC=C1[O-],31.533
33145,c1c(c(c[nH]1)O)CCO,33.215
33146,Cc1ccn(c1)CCO,34.782
33147,Cc1cn(cn1)CCO,33.434
33148,CCCn1ccc(c1)C,36.031
33149,CCCn1ccc(c1)N,35.958
33150,CCCn1ccc(c1)O,35.027
33151,CCCn1cc(nc1)C,34.651
33152,CCCn1cc(nc1)N,34.46
33153,CCCn1cc(nc1)O,33.152
33154,c1cn(cc1N)CCO,34.731
33155,c1c(ncn1CCO)N,33.24
33156,c1cn(cc1O)CCO,33.794
33157,c1c(ncn1CCO)O,31.936
33158,Cc1cccn1CCO,34.573
33159,Cc1cncn1CCO,33.177
33160,Cc1nccn1CCO,33.319
33161,CCCn1cccc1C,35.82
33162,CCCn1cccc1N,35.637
33163,CCCn1cccc1O,34.918
33164,CCCn1ccnc1C,34.559
33165,CCCn1ccnc1O,33.056
33166,CCCn1cncc1C,34.421
33167,CCCn1cncc1O,33.383
33168,c1cc(n(c1)CCO)N,34.115
33169,c1cc(n(c1)CCO)O,33.606
33170,c1cn(c(n1)O)CCO,31.739
33171,c1c(n(cn1)CCO)O,32.111
33172,CCCn1cc[nH]c1=O,33.271
33173,CCCN1C=COC1=N,33.024
33174,CCCn1ccoc1=O,31.654
33175,c1cn(c(=O)[nH]1)CCO,31.715
33176,OCCN1C=COC1=N,31.608
33177,c1coc(=O)n1CCO,30.186
33178,CCCN=c1[nH]cco1,33.59
33179,CCCN=c1occo1,31.768
33180,c1coc(=NCCO)[nH]1,31.659
33181,c1coc(=NCCO)o1,29.837
33182,CCCCc1ccc[nH]1,35.374
33183,CCCCc1ccco1,33.915
33184,CCCCc1cnc[nH]1,33.914
33185,CCCCc1cnco1,32.555
33186,CCCCc1[nH]ccn1,33.982
33187,CCCCc1ncco1,32.66
33188,CCCNc1ccc[nH]1,34.821
33189,CCCNc1ccco1,33.771
33190,CCCNc1cnco1,32.387
33191,CCCNc1ncco1,32.64
33192,CCCOc1ccc[nH]1,34.043
33193,CCCOc1ccco1,32.682
33194,CCCOc1cnc[nH]1,32.584
33195,CCCOc1cnco1,31.209
33196,CCCOc1[nH]ccn1,32.692
33197,CCCOc1ncco1,31.119
33198,CCNCc1ncco1,31.875
33199,CCOCc1ccc[nH]1,33.507
33200,CCOCc1ccco1,32.191
33201,CCOCc1cnc[nH]1,32.302
33202,CCOCc1cnco1,30.998
33203,CCOCc1[nH]ccn1,32.231
33204,CCOCc1ncco1,30.918
33205,COCCc1ccc[nH]1,33.571
33206,COCCc1ccco1,32.134
33207,COCCc1cnc[nH]1,32.113
33208,COCCc1cnco1,30.806
33209,COCCc1[nH]ccn1,32.195
33210,COCCc1ncco1,30.98
33211,c1cc([nH]c1)CCCO,34.103
33212,c1cc(oc1)CCCO,32.666
33213,c1c([nH]cn1)CCCO,32.634
33214,c1c(ocn1)CCCO,31.316
33215,c1cnc([nH]1)CCCO,32.651
33216,c1coc(n1)CCCO,31.42
33217,c1cc([nH]c1)NCCO,33.253
33218,c1cc(oc1)NCCO,32.204
33219,c1c(ocn1)NCCO,30.798
33220,c1coc(n1)NCCO,30.989
33221,c1cc([nH]c1)OCCO,32.488
33222,c1cc(oc1)OCCO,30.928
33223,c1c([nH]cn1)OCCO,30.982
33224,c1c(ocn1)OCCO,29.537
33225,c1cnc([nH]1)OCCO,31.093
33226,c1coc(n1)OCCO,29.5
33227,CCCCc1cc[nH]c1,35.466
33228,CCCCc1c[nH]cn1,34.028
33229,CCCCc1ccoc1,33.951
33230,CCCCc1cocn1,32.631
33231,CCCNc1cc[nH]c1,35.413
33232,CCCNc1c[nH]cn1,33.946
33233,CCCNc1ccoc1,33.747
33234,CCCNc1cocn1,32.516
33235,CCCOc1cc[nH]c1,34.194
33236,CCCOc1c[nH]cn1,32.693
33237,CCCOc1ccoc1,32.473
33238,CCCOc1cocn1,31.271
33239,CCOCc1cc[nH]c1,33.8
33240,CCOCc1c[nH]cn1,32.403
33241,CCOCc1ccoc1,32.297
33242,CCOCc1cocn1,31.034
33243,COCCc1cc[nH]c1,33.625
33244,COCCc1c[nH]cn1,32.229
33245,COCCc1ccoc1,32.116
33246,COCCc1cocn1,30.863
33247,c1c[nH]cc1CCCO,34.193
33248,c1c(nc[nH]1)CCCO,32.781
33249,c1cocc1CCCO,32.688
33250,c1c(nco1)CCCO,31.432
33251,c1c[nH]cc1NCCO,33.855
