,smiles,zpve
13678,CC1CC1OCC=O,0.150663
13679,CC1CN1CCC=O,0.163236
13680,CC1NC1CNC=O,0.154155
13681,CC1NC1COC=O,0.141374
13682,CC1OC1CCC=O,0.151079
13683,CC1OC1CNC=O,0.141167
13684,CC1OC1COC=N,0.140557
13685,CC1OC1COC=O,0.128289
13686,CN1CC1CCC=O,0.163448
13687,CN1CC1CNC=O,0.153471
13688,CN1CC1COC=O,0.140524
13689,OC1CC1CCC=O,0.151684
13690,OC1CC1CNC=O,0.141661
13691,OC1CC1COC=N,0.140902
13692,OC1CC1COC=O,0.12895
13693,OC1CC1OCC=O,0.127097
13694,CN=COC1CC1C,0.163342
13695,CN=COC1CC1O,0.139668
13696,CC1CC1C#CCO,0.152374
13697,CC1NC1C#CCO,0.140911
13698,CC1OC1C#CCO,0.128091
13699,CCC#CC1CC1C,0.175821
13700,CCC#CC1CC1O,0.152014
13701,CCC#CC1CN1C,0.163973
13702,CCC#CC1NC1C,0.164387
13703,CCC#CC1OC1C,0.151512
13704,CN1CC1C#CCO,0.14056
13705,OCC#CC1CC1O,0.128479
13706,COC=NC1CC1C,0.16341
13707,COC=NC1CC1O,0.140055
13708,CC1CC1CCCO,0.19916
13709,CC1CC1OCCO,0.175682
13710,CC1CN1CCCO,0.18726
13711,CC1OC1CCCO,0.175072
13712,CCCCC1CC1C,0.222597
13713,CCCCC1CC1O,0.19898
13714,CCCCC1CN1C,0.210933
13715,CCCCC1OC1C,0.198528
13716,CCCCN1CC1C,0.210699
13717,CCCOC1CC1C,0.198452
13718,CCCOC1CC1O,0.175154
13719,CCOCC1CC1C,0.198685
13720,CCOCC1CC1O,0.175065
13721,CCOCC1CN1C,0.186928
13722,CCOCC1NC1C,0.187291
13723,CCOCC1OC1C,0.174344
13724,CN1CC1CCCO,0.187449
13725,COCCC1CC1C,0.198787
13726,COCCC1CC1O,0.175201
13727,COCCC1CN1C,0.187117
13728,COCCC1OC1C,0.174747
13729,COCCN1CC1C,0.186999
13730,OCCCC1CC1O,0.175586
13731,OCCOC1CC1O,0.153062
13732,CC(=O)C1CC1C#C,0.127806
13733,CC(=O)C1CC1C#N,0.117562
13734,CC(=O)C1NC1C#C,0.116372
13735,CC(=O)C1NC1C#N,0.106024
13736,CC(=O)C1OC1C#C,0.10324
13737,CC(=O)C1OC1C#N,0.092825
13738,CC(=O)N1CC1C#C,0.116026
13739,CC(=O)N1CC1C#N,0.10574
13740,NC(=O)C1CC1C#C,0.117768
13741,NC(=O)C1CC1C#N,0.107458
13742,NC(=O)C1NC1C#C,0.106391
13743,NC(=O)C1NC1C#N,0.096046
13744,NC(=O)C1OC1C#C,0.093495
13745,NC(=O)C1OC1C#N,0.083096
13746,NC(=O)N1CC1C#C,0.106117
13747,NC(=O)N1CC1C#N,0.09574
13748,CC(=O)C1CC1C=O,0.128087
13749,CC(=O)C1CN1C=O,0.116629
13750,CC(=O)C1NC1C=O,0.116363
13751,CC(=O)C1OC1C=O,0.103423
13752,CC(=O)N1CC1C=O,0.116329
13753,NC(=O)C1CC1C=O,0.117978
13754,NC(=O)C1CN1C=O,0.10644
13755,NC(=O)C1NC1C=O,0.106206
13756,NC(=O)C1OC1C=O,0.093291
13757,NC(=O)N1CC1C=O,0.106228
13758,[O-]C(=O)C1CN1C=[NH2+],0.109069
13759,CC(C)C1CC1C#C,0.17488
13760,CC(C)C1CC1C#N,0.164736
13761,CC(C)C1NC1C#C,0.163564
13762,CC(C)C1NC1C#N,0.153285
13763,CC(C)C1OC1C#C,0.150697
13764,CC(C)C1OC1C#N,0.140367
13765,CC(C)N1CC1C#C,0.163104
13766,CC(C)N1CC1C#N,0.152832
13767,CC(O)C1CC1C#C,0.151211
13768,CC(O)C1CC1C#N,0.1411
13769,CC(O)C1NC1C#C,0.139975
13770,CC(O)C1NC1C#N,0.129628
13771,CC(O)C1OC1C#C,0.127395
13772,CC(O)C1OC1C#N,0.117079
13773,CN(C)C1CC1C#N,0.15339
13774,CC(C)C1CC1C=O,0.175114
13775,CC(C)C1CN1C=O,0.164138
13776,CC(C)C1NC1C=O,0.163658
13777,CC(C)C1OC1C=O,0.150788
13778,CC(C)N1CC1C=O,0.163027
13779,CC(O)C1CC1C=O,0.151615
13780,CC(O)C1CN1C=O,0.140288
13781,CC(O)C1NC1C=O,0.140094
13782,CC(O)C1OC1C=O,0.12742
13783,CC(=O)C1CC1CO,0.151793
13784,CC(=O)C1NC1CO,0.140739
13785,CC(=O)C1OC1CO,0.127506
13786,CC(=O)N1CC1CO,0.140338
13787,CCC1CC1C(C)=O,0.175288
13788,CCC1CC1C(N)=O,0.165071
13789,CCC1CN1C(C)=O,0.163773
13790,CCC1CN1C(N)=O,0.153877
13791,CCC1NC1C(C)=O,0.163748
13792,CCC1NC1C(N)=O,0.153357
13793,CCC1OC1C(C)=O,0.150736
13794,CCC1OC1C(N)=O,0.141152
13795,CCN1CC1C(C)=O,0.163367
13796,CCN1CC1C(N)=O,0.153126
13797,C[NH2+]C1CC1C([O-])=O,0.142913
13798,COC1CC1C(C)=O,0.150964
13799,COC1CC1C(N)=O,0.141032
13800,NC(=O)C1CC1CO,0.141296
13801,NC(=O)C1NC1CO,0.130348
13802,NC(=O)C1OC1CO,0.117894
13803,NC(=O)N1CC1CO,0.131365
13804,[NH3+]CC1CC1C([O-])=O,0.140204
13805,[NH3+]CC1NC1C([O-])=O,0.13231
13806,[NH3+]CC1OC1C([O-])=O,0.119275
13807,CC(C)C1CC1CO,0.198626
13808,CC(C)C1NC1CO,0.188005
13809,CC(C)C1OC1CO,0.174905
13810,CC(C)N1CC1CO,0.18713
13811,CC(O)C1CC1CO,0.176658
13812,CC(O)C1NC1CO,0.164468
13813,CC(O)C1OC1CO,0.151281
13814,CCC1CC1C(C)C,0.222088
13815,CCC1CC1C(C)O,0.198991
13816,CCC1NC1C(C)O,0.188187
13817,CCC1OC1C(C)C,0.198037
13818,CCC1OC1C(C)O,0.175343
13819,CCN1CC1C(C)O,0.187196
13820,COC1CC1C(C)C,0.1981
13821,COC1CC1C(C)O,0.174627
13822,CC(=O)C1=CCCC1,0.153739
13823,CC(=O)C1=CCOC1,0.12943
13824,CC(=O)C1=CNCC1,0.142902
13825,CC(=O)C1=NCCN1,0.131167
13826,CC(=O)C1=NCCO1,0.118507
13827,C1CC=C(C1)C(=O)N,0.143551
13828,C1C=C(CO1)C(=O)N,0.119126
13829,C1CNC=C1C(=O)N,0.132784
13830,NC(=O)C1=NCCN1,0.121334
13831,C1COC(=N1)C(=O)N,0.108503
13832,[O-]C(=O)C1=CC[NH2+]C1,0.120888
13833,CC(=O)C1CC=CC1,0.153514
13834,CC(=O)C1CN=CO1,0.118503
13835,CC(=O)N1CC=CC1,0.142591
13836,NC(=O)C1CC=CC1,0.14333
13837,NC(=O)C1CN=CO1,0.108679
13838,C1C=CCN1C(=O)N,0.132388
13839,[O-]C(=O)C1C[NH+]=CN1,0.109569
13840,CC(=O)C1CCC=C1,0.153524
13841,CC(=O)C1COC=N1,0.118761
13842,CC(=O)C1OCC=C1,0.129144
13843,CC(=O)N1CCC=C1,0.142866
13844,NC(=O)C1CCC=C1,0.143225
13845,NC(=O)C1COC=N1,0.109159
13846,NC(=O)C1OCC=C1,0.119476
13847,C1CN(C=C1)C(=O)N,0.132584
13848,C1CN(C=N1)C(=O)N,0.1214
13849,[O-]C(=O)C1CNC=[NH+]1,0.10957
13850,[O-]C(=O)C1[NH2+]CC=C1,0.120892
13851,CC(=O)C1CCCC1,0.177536
13852,CC(=O)C1CCCO1,0.1536
13853,CC(=O)C1CCOC1,0.153797
13854,CC(=O)C1COCO1,0.129501
13855,CC(=O)C1OCCO1,0.129402
13856,CC(=O)N1CCCC1,0.166851
13857,C1COC(O1)C(=N)N,0.132477
13858,C1CCC(C1)C(=O)N,0.167112
13859,NC(=O)C1CCCO1,0.143833
13860,NC(=O)C1CCOC1,0.143632
13861,NC(=O)C1COCO1,0.119918
13862,C1COC(O1)C(=O)N,0.119724
13863,C1CCN(C1)C(=O)N,0.156655
13864,[O-]C(=O)C1CCC[NH2+]1,0.145066
13865,[O-]C(=O)C1CC[NH2+]C1,0.145445
13866,CC(C)C1=CCCC1,0.200811
13867,CC(C)C1=CCOC1,0.176626
13868,CC(C)C1=NCCO1,0.165842
13869,CC(O)C1=CCCC1,0.177189
13870,CC(O)C1=CCOC1,0.153159
13871,CC(O)C1=NCCO1,0.142455
13872,CC(C)C1CC=CC1,0.200899
13873,CC(C)C1CN=CO1,0.16593
13874,CC(O)C1CC=CC1,0.177253
13875,CC(O)C1CN=CO1,0.142753
13876,CC(C)C1CCC=C1,0.200924
13877,CC(C)C1COC=N1,0.165986
13878,CC(C)C1OCC=C1,0.176577
13879,CC(O)C1CCC=C1,0.177476
13880,CC(O)C1COC=N1,0.143011
13881,CC(O)C1OCC=C1,0.152926
13882,CC(C)C1CCCC1,0.224646
13883,CC(C)C1CCCO1,0.200641
13884,CC(C)C1CCOC1,0.200797
13885,CC(C)C1COCO1,0.177048
13886,CC(C)C1OCCO1,0.17671
13887,CC(O)C1CCCC1,0.201179
13888,CC(O)C1CCCO1,0.177753
13889,CC(O)C1CCOC1,0.177752
13890,CC(O)C1COCO1,0.153957
13891,CC(O)C1OCCO1,0.15359
13892,CC(C)C1C(C)C1C,0.221631
13893,CC(C)C1C(C)C1O,0.198347
13894,CC(C)C1C(C)N1C,0.20977
13895,CC(C)C1C(O)C1O,0.174969
13896,CC(O)C1C(C)C1C,0.198084
13897,CC(O)C1C(C)C1O,0.175959
13898,CC(O)C1C(C)N1C,0.186108
13899,CC(O)C1C(O)C1O,0.151588
13900,CC(=O)C1C(O)C1O,0.128204
13901,CC1C(C)C1C(C)=O,0.175112
13902,CC1C(C)C1C(N)=O,0.164704
13903,CC1C(C)N1C(C)=O,0.163098
13904,CC1C(C)N1C(N)=O,0.15316
13905,CC1C([NH3+])C1C([O-])=O,0.143082
13906,CC1C(N1C)C(C)=O,0.16247
13907,CC1C(N1C)C(N)=O,0.152827
13908,CC1C(O)C1C(C)=O,0.151815
13909,CC1C(O)C1C(N)=O,0.141508
13910,NC(=O)C1C(O)C1O,0.11841
13911,NC1C([NH3+])C1C([O-])=O,0.132279
13912,[NH3+]C1C(O)C1C([O-])=O,0.119039
13913,N=C1OCC11CCC1,0.143371
13914,N=C1OCC11CCN1,0.132283
13915,N=C1OCC11CCO1,0.119387
13916,N=C1OCC11COC1,0.119549
13917,C1CC2(C1)CCC2=O,0.153781
13918,O=C1CCC11CCO1,0.129851
13919,C1CC2(C1=O)COC2,0.129835
13920,C1CC2(C1)C(=O)CN2,0.142605
13921,C1C(=O)C2(N1)COC2,0.11861
13922,C1CC2(C1)C(=O)CO2,0.129942
13923,C1C(=O)C2(O1)COC2,0.105936
13924,C1CC2(C1)CNC2=O,0.14332
13925,O=C1NCC11CCO1,0.119425
13926,C1C2(COC2)C(=O)N1,0.119519
13927,C1CC2(C1)COC2=O,0.131471
13928,O=C1OCC11CCN1,0.120319
13929,O=C1OCC11CCO1,0.107489
13930,C1C2(CO1)COC2=O,0.107643
13931,CC1CCC11CCC1,0.201057
13932,CC1CCC11CCO1,0.177166
13933,CC1CCC11COC1,0.177167
13934,CC1COC11CCC1,0.177119
13935,CC1COC11COC1,0.153336
13936,CC1OCC11CCC1,0.177152
13937,CC1OCC11CCO1,0.153247
13938,CC1OCC11COC1,0.153302
13939,CN1CCC12COC2,0.165453
13940,OC1CCC11CCC1,0.177704
13941,OC1CCC11CCO1,0.153614
13942,OC1CCC11COC1,0.153734
13943,OC1CNC11COC1,0.142577
13944,OC1COC11CCC1,0.153484
13945,OC1COC11COC1,0.129633
13946,C#CCC12CC1CC2,0.153328
13947,C#CCC12CC1CO2,0.129171
13948,C#CCC12CC1OC2,0.12918
13949,C#CCC12CCC1N2,0.141961
13950,C#CCC12CCC1O2,0.128948
13951,N#CCC12CC1CC2,0.14315
13952,N#CCC12CC1CO2,0.118914
13953,N#CCC12CC1OC2,0.11894
13954,N#CCC12CCC1N2,0.131755
13955,N#CCC12CCC1O2,0.118684
13956,N#CCC12CN1CC2,0.131523
13957,N=COC12CC1CC2,0.142266
13958,N=COC12CC1OC2,0.118001
13959,O=CCC12CC1CC2,0.153192
13960,O=CCC12CC1CO2,0.128927
13961,O=CCC12CC1OC2,0.129041
13962,O=CCC12CCC1N2,0.141956
13963,O=CCC12CCC1O2,0.128763
13964,O=CCC12CN1CC2,0.141576
13965,O=CNC12CC1CC2,0.142994
13966,O=CNC12CC1OC2,0.118736
13967,O=COC12CC1CC2,0.130066
13968,O=COC12CC1OC2,0.105765
13969,CC#CC12CC1CC2,0.15338
13970,CC#CC12CC1CO2,0.129139
13971,CC#CC12CC1OC2,0.129238
13972,CC#CC12CCC1N2,0.141972
13973,CC#CC12CCC1O2,0.129025
13974,CC#CC12CN1CC2,0.141741
13975,CCCC12CC1CC2,0.200619
13976,CCCC12CC1CO2,0.176505
13977,CCCC12CC1OC2,0.176523
13978,CCCC12CCC1O2,0.176296
13979,CCOC12CC1CC2,0.176417
13980,CCOC12CC1OC2,0.152246
13981,COCC12CC1CC2,0.176866
13982,COCC12CC1CO2,0.152658
13983,COCC12CC1OC2,0.152766
13984,COCC12CCC1N2,0.165584
13985,COCC12CCC1O2,0.152512
13986,COCC12CN1CC2,0.165303
13987,OCCC12CC1CC2,0.177251
13988,OCCC12CC1CO2,0.153288
13989,OCCC12CC1OC2,0.153141
13990,OCCC12CCC1N2,0.166124
13991,OCCC12CCC1O2,0.153015
13992,OCCC12CN1CC2,0.165697
13993,C#CC1CC11CCC1,0.153075
13994,C#CC1CC11CCO1,0.129094
13995,C#CC1CC11COC1,0.129301
13996,C#CC1NC11CCC1,0.141768
13997,C#CC1NC11COC1,0.117839
13998,C#CC1OC11CCC1,0.128954
13999,C#CC1OC11COC1,0.105077
14000,N#CC1CC11CCC1,0.142985
14001,N#CC1CC11CCO1,0.118959
14002,N#CC1CC11COC1,0.119126
14003,N#CC1NC11CCC1,0.131533
14004,N#CC1NC11COC1,0.10752
14005,N#CC1OC11CCC1,0.118652
14006,N#CC1OC11COC1,0.094714
14007,O=CC1CC11CCC1,0.153267
14008,O=CC1CC11CCO1,0.129202
14009,O=CC1CC11COC1,0.129407
14010,O=CC1NC11CCC1,0.141883
14011,O=CC1NC11COC1,0.117914
14012,O=CC1OC11CCC1,0.128997
14013,O=CC1OC11COC1,0.105041
14014,C1CC2(C1)CN2C=O,0.142064
14015,C1C2(N1C=O)COC2,0.118179
14016,CCC1CC11CCC1,0.200261
14017,CCC1CC11CCO1,0.176333
14018,CCC1CC11COC1,0.176555
14019,CCC1NC11COC1,0.165184
14020,CCC1OC11CCC1,0.176265
14021,CCC1OC11COC1,0.152434
14022,CCN1CC12COC2,0.164743
14023,COC1CC11CCC1,0.176365
14024,COC1CC11CCO1,0.152355
14025,COC1CC11COC1,0.152696
14026,OCC1CC11CCC1,0.177003
14027,OCC1CC11CCO1,0.153143
14028,OCC1CC11COC1,0.153342
14029,OCC1NC11CCC1,0.16612
14030,OCC1NC11COC1,0.142241
14031,OCC1OC11CCC1,0.153228
14032,OCC1OC11COC1,0.129297
14033,C1CC2(C1)CC=CC2,0.178985
14034,C1CC2(C1)CN=CO2,0.144082
14035,C1CC2(CC=CC2)O1,0.154819
14036,C1C=CCC12COC2,0.15517
14037,C1C2(COC2)OC=N1,0.120165
14038,C1CC2(C1)CCC=C2,0.179129
14039,C1CC2(C1)COC=N2,0.14422
14040,C1CC2(C1)C=CCO2,0.154826
14041,C1CC2(CCC=C2)O1,0.155243
14042,C1CC2(COC2)C=C1,0.155316
14043,C1C2(CO1)COC=N2,0.120425
14044,C1C=CC2(O1)COC2,0.131035
14045,C1CCC2(C1)CCC2,0.202838
14046,C1CC2(C1)CCCO2,0.17896
14047,C1CC2(C1)CCOC2,0.179068
14048,C1CC2(C1)COCO2,0.155162
14049,C1CCC2(C1)CCO2,0.178888
14050,C1CC2(CCOC2)O1,0.155049
14051,C1CCC2(C1)COC2,0.179191
14052,C1CC2(COC2)OC1,0.155127
14053,C1COCC12COC2,0.155484
14054,C1C2(CO1)COCO2,0.131336
14055,CC1C(C)C11CCC1,0.199763
14056,CC1C(C)C11CCO1,0.175865
14057,CC1C(C)C11COC1,0.176189
14058,CC1C(O)C11CCC1,0.176354
14059,CC1C(O)C11CCO1,0.15253
14060,CC1C(O)C11COC1,0.152825
14061,CC1N(C)C11COC1,0.164186
14062,OC1C(O)C11CCC1,0.153259
14063,OC1C(O)C11CCO1,0.129195
14064,OC1C(O)C11COC1,0.129528
14065,CC1CC11CCC1=O,0.152789
14066,CC1CC11CNC1=O,0.142026
14067,CC1CC11COC1=N,0.142272
14068,CC1CC11COC1=O,0.13041
14069,CC1CC11NCC1=O,0.141377
14070,CC1CC11OCC1=O,0.128636
14071,CC1NC11CCC1=O,0.141549
14072,CC1NC11CNC1=O,0.130846
14073,CC1NC11COC1=N,0.130958
14074,CC1NC11COC1=O,0.119046
14075,CC1OC11CCC1=O,0.12852
14076,CC1OC11CNC1=N,0.129965
14077,CC1OC11CNC1=O,0.117861
14078,CC1OC11COC1=N,0.117892
14079,CC1OC11COC1=O,0.10601
14080,CN1CC11CCC1=O,0.140944
14081,CN1CC11CNC1=O,0.130228
14082,CN1CC11COC1=N,0.130289
14083,CN1CC11COC1=O,0.118414
14084,OC1CC11CCC1=O,0.12903
14085,OC1CC11CNC1=O,0.1185
14086,OC1CC11COC1=N,0.118596
14087,OC1CC11COC1=O,0.106683
14088,OC1CC11NCC1=O,0.118251
14089,OC1CC11OCC1=O,0.105096
14090,CC1CC11CCC1C,0.199721
14091,CC1CC11CCC1O,0.176601
14092,CC1CC11COC1C,0.175938
14093,CC1CC11OCC1C,0.175812
14094,CC1CC11OCC1O,0.152249
14095,CC1CCC11CC1O,0.176188
14096,CC1COC11CC1O,0.152252
14097,CC1NC11CCC1O,0.16534
14098,CC1NC11COC1C,0.164518
14099,CC1OC11CCC1C,0.175682
14100,CC1OC11CCC1O,0.152157
14101,CC1OC11COC1C,0.151711
14102,CC1OCC11CC1O,0.15239
14103,CC1OCC11CN1C,0.164248
14104,CN1CC11CCC1O,0.165235
14105,OC1CC11CCC1O,0.153064
14106,OC1CC11OCC1O,0.129128
14107,CC(=O)C12CC1CC2,0.153245
14108,CC(=O)C12CC1CO2,0.128877
14109,CC(=O)C12CC1OC2,0.12905
14110,CC(=O)C12CCC1N2,0.141816
14111,CC(=O)C12CCC1O2,0.128682
14112,CC(=O)C12CN1CC2,0.141692
14113,NC(=O)C12CC1CC2,0.143184
14114,NC(=O)C12CC1CO2,0.118966
14115,NC(=O)C12CC1OC2,0.118845
14116,NC(=O)C12CCC1N2,0.131889
14117,NC(=O)C12CCC1O2,0.118777
14118,NC(=O)C12CN1CC2,0.131884
14119,[O-]C(=O)C12CC1C[NH2+]2,0.12044
14120,[O-]C(=O)C12CC1[NH2+]C2,0.119887
14121,CC(C)C12CC1CC2,0.200103
14122,CC(C)C12CC1CO2,0.176162
14123,CC(C)C12CC1OC2,0.176047
14124,CC(C)C12CCC1O2,0.175862
14125,CC(O)C12CC1CC2,0.176808
14126,CC(O)C12CC1CO2,0.15262
14127,CC(O)C12CC1OC2,0.152625
14128,CC(O)C12CCC1N2,0.165295
14129,CC(O)C12CCC1O2,0.15224
14130,CC(O)C12CN1CC2,0.165111
14131,CN(C)C12CC1OC2,0.16437
14132,CC1CC11CC=CC1,0.177783
14133,CC1CC11CN=CO1,0.142763
14134,CC1OC11CC=CC1,0.153474
14135,OC1CC11CC=CC1,0.154285
14136,OC1CC11CN=CO1,0.119202
14137,CC1CC11CCC=C1,0.177965
14138,CC1CC11COC=N1,0.14301
14139,CC1CC11OCC=C1,0.153491
14140,CC1NC11CCC=C1,0.166661
14141,CC1OC11CCC=C1,0.153758
14142,OC1CC11CCC=C1,0.154438
14143,OC1CC11COC=N1,0.11955
14144,OC1CC11OCC=C1,0.130176
14145,CC1CC11CCCC1,0.201884
14146,CC1CC11CCCO1,0.177716
14147,CC1CC11CCOC1,0.178045
14148,CC1CC11COCO1,0.153831
14149,CC1NC11CCOC1,0.166659
14150,CC1OC11CCCC1,0.177608
14151,CC1OC11CCOC1,0.153789
14152,CN1CC11CCOC1,0.166269
14153,OC1CC11CCCC1,0.178329
14154,OC1CC11CCCO1,0.154312
14155,OC1CC11CCOC1,0.154283
14156,OC1CC11COCO1,0.130374
14157,CC1(C)C2CC1C=C2,0.177812
14158,CC1(C)C2OC1C=C2,0.153406
14159,CC1(O)C2CC1C=C2,0.154548
14160,CC1(O)C2NC1C=C2,0.142703
14161,CC1(O)C2OC1C=C2,0.129609
14162,CC1(C)C2CC1CC2,0.202394
14163,CC1(C)C2CC1OC2,0.178131
14164,CC1(C)C2CCC1O2,0.178008
14165,CC1(O)C2CC1CC2,0.17853
14166,CC1(O)C2CC1OC2,0.155014
14167,CC1(O)C2CCC1O2,0.154615
14168,CC1(C)C2CC=CC12,0.177632
14169,CC1(C)C2OC=NC12,0.142433
14170,CC1(O)C2CC=CC12,0.153913
14171,CC1(O)C2OC=NC12,0.118688
14172,CC1(C)C2CCCC12,0.201525
14173,CC1(C)C2CCOC12,0.177404
14174,CC1(C)C2COCC12,0.177809
14175,CC1(C)C2OCOC12,0.153181
14176,CC1(O)C2CCCC12,0.177699
14177,CC1(O)C2CCOC12,0.153588
14178,CC1(O)C2COCC12,0.153976
14179,CC1(O)C2OCOC12,0.129473
14180,CC12CC3C1CC23C,0.176744
14181,CC12CC3C1CC23O,0.153411
14182,CC12CC3C1OC23C,0.152441
14183,CC12CC3N1CC23O,0.141649
14184,CC12CN3C1CC23C,0.165031
14185,CC12NC3C1NC23C,0.153992
14186,CC12NC3C1OC23C,0.140942
14187,CC12OC3C1CC23O,0.12885
14188,CC12OC3C1OC23C,0.127771
14189,OC12CC3C1CC23O,0.130008
14190,CC12CC3C(C1)OC23,0.155631
14191,CC12CC3C(CC13)C2,0.179698
14192,CC12CC3C(CC13)O2,0.155311
14193,CC12CC3CC1C3O2,0.155573
14194,CC12CC3NC1C3O2,0.144194
14195,CC12CC3OC1C3N2,0.144176
14196,CC12CC3OC1C3O2,0.131244
14197,CC12CN3C(CC13)C2,0.168112
14198,OC12CC3C(C1)OC23,0.131938
14199,OC12CC3C(CC13)C2,0.156084
14200,OC12CC3C1CN3C2,0.144454
14201,OC12CN3C(CC13)C2,0.14448
14202,CC12C3CC1CC23O,0.153971
14203,CC12C3CN1CC23O,0.142316
14204,CC12C3OC1CC23O,0.129743
14205,CC12CC3CC1C23C,0.177482
14206,CC12CC3CC1C23O,0.154027
14207,CC12CC3CN1C23C,0.165658
14208,CC12CC3OC1C23C,0.153193
14209,CC12CC3OC1C23O,0.129828
14210,CC12CN3CC1C23C,0.165769
14211,CC12OC3CC1C23C,0.153177
14212,CC12OC3CC1C23O,0.129727
14213,OC12CC3CC1C23O,0.130426
14214,OC12CC3NC1C23O,0.119195
14215,OC12CC3OC1C23O,0.106238
14216,CC12CC3C1C2C3=O,0.13066
14217,CC12CC3C1N2C3=O,0.118932
14218,CC12CC3N1C2C3=O,0.11913
14219,CC12CN3C1C2C3=O,0.119004
14220,CC12OC3C1C2C3=O,0.106122
14221,OC12CC3C1C2C3=O,0.107071
14222,OC12CN3C1C2C3=O,0.095538
14223,CC12CC3C(O)C1N23,0.142727
14224,CC12CC3C1C2C3O,0.154121
14225,CC12OC3C1C2C3O,0.129745
14226,CC1C2C3C1CC23C,0.177533
14227,CC1C2C3C1CC23O,0.153985
14228,CC1C2C3C1OC23C,0.153217
14229,CC1C2C3N1CC23C,0.165872
14230,CC1C2C3N1CC23O,0.142391
14231,CC1C2CC3(C)C2N13,0.165838
14232,CC1C2N3C1CC23C,0.1661
14233,CN1C2C3C1CC23C,0.165662
14234,OC1C2C3C1CC23O,0.130532
14235,CC1CC2C(C)CC12,0.200983
14236,CC1CC2C(C)OC12,0.177231
14237,CC1CC2C(O)CC12,0.177566
14238,CC1OC2C(C)OC12,0.153246
14239,CC1OC2C(O)CC12,0.154257
14240,CN1CC2C1CN2C,0.17692
14241,OC1CC2C(O)CC12,0.155151
14242,CC1CC2C1CC2=O,0.153801
14243,CC1CC2C1NC2=O,0.143378
14244,CC1CC2C1OC2=N,0.143139
14245,CC1CC2C1OC2=O,0.131187
14246,CC1CC2N1CC2=O,0.141994
14247,CC1CN2C1CC2=O,0.142935
14248,CC1NC2C1OC2=N,0.131492
14249,CC1NC2C1OC2=O,0.119521
14250,CC1OC2C1CC2=O,0.129697
14251,CC1OC2C1NC2=N,0.131224
14252,CC1OC2C1NC2=O,0.119166
14253,CC1OC2C1OC2=N,0.119021
14254,CC1OC2C1OC2=O,0.107036
14255,CN1CC2C1CC2=O,0.141696
14256,OC1CC2C1CC2=O,0.130164
14257,OC1CC2C1NC2=O,0.119806
14258,OC1CC2C1OC2=N,0.119878
14259,OC1CC2C1OC2=O,0.107467
14260,OC1CN2C1CC2=O,0.119282
14261,C1C2CC1C=CC=C2,0.157772
14262,C1C2OC1C=CC=C2,0.13355
14263,C1C2CC1C=CCC2,0.180922
14264,C1C2CC1C=CCO2,0.156441
14265,C1C2CC1N=COC2,0.145321
14266,C1C2CCC=CC1O2,0.156963
14267,C1C2CC1CC=CC2,0.180654
14268,C1C2CC1OC=NC2,0.145351
14269,C1C2CC=CCC1O2,0.156672
14270,C1C2CC1CCCC2,0.204909
14271,C1C2CC1COCC2,0.180981
14272,C1C2CC1OCCC2,0.180713
14273,C1C2CC1OCCO2,0.156436
14274,C1C2CC1OCOC2,0.157073
14275,C1C2CCCCC1O2,0.18083
14276,C1C2CCOCC1O2,0.156867
14277,CC1C2CC(=N)OC12,0.143577
14278,CC1C2CC(=O)CC12,0.154515
14279,CC1C2CC(=O)CN12,0.142603
14280,CC1C2CC(=O)NC12,0.143903
14281,CC1C2CC(=O)OC12,0.13133
14282,CC1C2NC(=O)NC12,0.132637
14283,CC1C2NC(=O)OC12,0.120068
14284,CC1C2OC(=N)OC12,0.119545
14285,CC1C2OC(=O)OC12,0.107654
14286,CN1C2CC(=O)CC12,0.142469
14287,OC1C2CC(=N)OC12,0.119831
14288,OC1C2CC(=O)CC12,0.130993
14289,OC1C2CC(=O)NC12,0.119963
14290,OC1C2CC(=O)OC12,0.107761
14291,OC1C2NC(=O)NC12,0.108945
14292,OC1C2NC(=O)OC12,0.096564
14293,OC1C2OC(=N)OC12,0.095712
14294,OC1C2OC(=O)OC12,0.084067
14295,CC1=CC2C(O)C2C1,0.154321
14296,CC1=NC2C(O)C2O1,0.118743
14297,CC1C2CC(C)=CC12,0.177698
14298,CC1C2OC(C)=NC12,0.142447
14299,CC1C2OC(N)=NC12,0.132073
14300,NC1=NC2C(O)C2O1,0.108633
14301,NC1C2OC(N)=NC12,0.121277
14302,CC1C2CC(C)CC12,0.201904
14303,CC1C2CC(C)OC12,0.177647
14304,CC1C2CC(O)CC12,0.178524
14305,CC1C2CC(O)CN12,0.166948
14306,CC1C2OC(C)OC12,0.153153
14307,CC1CC2C(O)C2C1,0.178447
14308,CC1CC2C(O)C2O1,0.154549
14309,CC1OC2C(O)C2O1,0.130029
14310,CN1C2CC(O)CC12,0.166544
14311,OC1C2CC(O)CC12,0.155913
14312,N=C1OC2CCC2=C1,0.120989
14313,N=C1OC2CNC2=C1,0.108961
14314,O=C1CC2CCC2=C1,0.132097
14315,O=C1CC2CNC2=C1,0.121288
14316,O=C1CC2OCC2=C1,0.108032
14317,O=C1[CH-][NH+]2CCC2=C1,0.120238
14318,O=C1NC2CCC2=C1,0.121382
14319,O=C1NC2CNC2=C1,0.110392
14320,O=C1OC2CCC2=C1,0.108878
14321,N=C1CC2CCC2O1,0.144672
