,ATS0Z,nHeavyAtom,nF,nHetero,nO,SZ,ATS0dv,ATS0m,ATSC0se,SsF,AATS0se,ATSC0i,SM1_Dzp,ATS2dv,SM1_DzZ,ATS4dv,ATS3dv,AMID_X,ATS0s,AATS1se,target
3878,400.0,9,0,4,1,11.333333333333332,128.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,159.0,0.6785714285714287,34.0,117.0,0.0,82.30555555555556,8.14859,-435.2698
3879,400.0,9,0,4,1,11.333333333333332,136.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,156.0,0.6785714285714287,63.0,87.0,0.0,83.55555555555556,8.099061111111112,-435.26935
3880,400.0,9,0,4,1,11.333333333333332,138.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,168.0,0.6785714285714287,22.0,117.0,0.0,67.80555555555556,8.156358444444445,-435.2689
3881,400.0,9,0,4,1,11.333333333333332,134.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,165.0,0.6785714285714287,35.0,99.0,0.0,82.27777777777777,8.09906111111111,-435.268
3882,400.0,9,0,4,1,11.333333333333332,138.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,159.0,0.6785714285714287,43.0,86.0,0.0,62.05555555555556,8.102996666666666,-435.26697
3883,400.0,9,0,4,1,11.333333333333332,132.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,133.0,0.6785714285714287,72.0,70.0,0.0,83.02777777777777,8.09906111111111,-435.2662
3884,400.0,9,0,4,1,11.333333333333332,134.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,152.0,0.6785714285714287,63.0,86.0,0.0,82.27777777777777,8.09906111111111,-435.26562
3885,400.0,9,0,4,1,11.333333333333332,128.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,89.0,0.6785714285714287,69.0,71.0,0.0,114.77777777777776,8.031989647058824,-435.2649
3886,400.0,9,0,4,1,11.333333333333332,122.0,1575.0213289999997,1.598355777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,131.0,0.6785714285714287,60.0,135.0,0.0,117.08333333333334,8.065261999999999,-435.2642
3887,400.0,9,0,4,1,11.333333333333332,134.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,138.0,0.6785714285714287,62.0,66.0,0.0,82.27777777777777,8.09906111111111,-435.26324
3888,400.0,9,0,4,1,11.333333333333332,132.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,109.0,0.6785714285714287,71.0,105.0,0.0,108.05555555555554,8.006687777777778,-435.2614
3889,400.0,9,0,4,1,11.333333333333332,134.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,95.0,0.6785714285714287,66.0,86.0,0.0,100.52777777777776,8.036048,-435.26035
3890,400.0,9,0,4,1,11.333333333333334,124.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,121.0,0.6785714285714287,73.0,75.0,0.0,96.86111111111111,8.039637894736842,-435.25934
3891,400.0,9,0,4,1,11.333333333333332,138.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,167.0,0.6785714285714287,44.0,78.0,0.0,62.05555555555556,8.103295333333332,-435.25766
3892,400.0,9,0,4,1,11.333333333333332,138.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,129.0,0.6785714285714287,77.0,64.0,0.0,59.75,8.106829555555557,-435.25705
3893,400.0,9,0,4,1,11.333333333333332,138.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,163.0,0.6785714285714287,55.0,82.0,0.0,62.05555555555556,8.103295333333334,-435.25577
3894,400.0,9,0,4,1,11.333333333333334,128.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,117.0,0.6785714285714287,73.0,75.0,0.0,95.08333333333334,8.04326905263158,-435.25427
3895,400.0,9,0,4,1,11.333333333333332,126.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,175.0,0.6785714285714287,16.0,132.0,0.0,79.11805555555556,8.10612,-435.2533
3896,400.0,9,0,4,1,11.333333333333332,132.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,164.0,0.6785714285714287,35.0,98.0,0.0,68.30555555555556,8.163974444444442,-435.25177
3897,400.0,9,0,4,1,11.333333333333332,126.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,158.0,0.6785714285714287,35.0,135.0,0.0,128.15277777777777,8.061429111111108,-435.2488
3898,400.0,9,0,4,1,11.333333333333332,128.0,1575.0213289999997,1.598355777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,98.0,0.6785714285714287,54.0,102.0,0.0,102.30555555555554,8.002854888888889,-435.24673
3899,400.0,9,0,4,1,11.333333333333332,128.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,122.0,0.6785714285714287,51.0,99.0,0.0,95.08333333333331,8.04326905263158,-435.2434
3900,400.0,9,0,4,1,11.333333333333332,136.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,170.0,0.6785714285714287,27.0,109.0,0.0,60.30555555555556,8.167807333333334,-435.24213
3901,400.0,9,0,4,1,11.333333333333332,122.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,111.0,0.6785714285714287,68.0,118.0,0.0,117.08333333333334,8.065261999999999,-435.2383
3902,400.0,9,0,4,1,11.333333333333332,124.0,1575.0213289999997,1.598355777777777,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,117.0,0.6785714285714287,85.0,144.0,0.0,117.34027777777776,8.065261999999999,-435.2359
3903,400.0,9,0,4,1,11.333333333333332,130.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,140.0,0.6785714285714287,55.0,133.0,0.0,104.61805555555556,8.069197555555554,-435.23224
3904,400.0,9,0,4,1,11.333333333333334,142.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264934,-2.636839718884606,161.0,0.6785714285714287,53.0,60.0,0.0,63.05555555555556,8.072532666666667,-435.22787
3905,400.0,9,0,4,1,11.333333333333332,142.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,161.0,0.6785714285714287,41.0,84.0,0.0,60.27777777777778,8.129727333333333,-435.2203
3906,400.0,9,0,4,1,11.333333333333332,126.0,1575.0213289999997,1.5983557777777777,0.0,7.895854444444445,25.59614745526493,-2.636839718884606,173.0,0.6785714285714287,20.0,122.0,0.0,101.89583333333334,8.102391578947367,-435.20303
3907,400.0,9,0,4,1,11.333333333333332,126.0,1575.0213289999997,1.5983557777777773,0.0,7.895854444444445,25.596147455264926,-2.636839718884606,130.0,0.6785714285714287,67.0,120.0,0.0,78.61111111111111,8.127432421052632,-435.15222
3908,388.0,8,1,5,0,9.666666666666666,172.0,1581.5640751497697,1.8394749090909088,11.85388888888889,9.053043999999998,34.50050442147052,-4.070931940590826,195.0,0.904761904761905,68.0,152.0,0.2183640409959218,125.80555555555554,8.750463636363639,-434.87506
3909,388.0,8,0,4,3,9.666666666666666,172.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,212.0,0.8928571428571429,75.0,127.0,0.0,122.80555555555554,8.769495272727275,-434.6104
3910,388.0,8,0,4,3,9.666666666666664,172.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,206.0,0.8928571428571429,33.0,177.0,0.0,122.80555555555554,8.769495272727275,-434.58636
3911,388.0,8,0,4,3,9.666666666666664,174.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,196.0,0.8928571428571429,36.0,180.0,0.0,128.61111111111111,8.567720333333334,-434.577
3912,388.0,8,0,4,3,9.666666666666664,174.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,208.0,0.8928571428571429,30.0,174.0,0.0,115.05555555555554,8.775935272727274,-434.56058
3913,388.0,8,0,4,3,9.666666666666664,176.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,185.0,0.8928571428571429,78.0,99.0,0.0,100.27777777777776,8.819187636363637,-434.5409
3914,388.0,8,0,4,3,9.666666666666666,180.0,1544.2047279999997,2.0775985454545447,0.0,9.143112727272726,16.39355486853417,-3.765064611199274,199.0,0.8928571428571429,78.0,141.0,0.0,145.80555555555554,8.741335272727275,-434.4768
3915,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,174.0,0.6785714285714287,76.0,111.0,0.0,103.58333333333334,8.11350775,-434.1594
3916,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,175.0,0.6785714285714287,68.0,126.0,0.0,109.83333333333334,8.11350775,-434.15292
3917,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,174.0,0.6785714285714287,67.0,126.0,0.0,102.55555555555556,8.117819749999999,-434.14954
3918,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,159.0,0.6785714285714287,79.0,87.0,0.0,95.05555555555554,8.117819749999999,-434.1483
3919,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,180.0,0.6785714285714287,81.0,107.0,0.0,102.55555555555556,8.117819749999999,-434.14624
3920,398.0,9,0,4,1,11.0,136.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,173.0,0.6785714285714287,57.0,151.0,0.0,110.58333333333334,8.18177175,-434.14526
3921,398.0,9,0,4,1,11.0,154.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,193.0,0.6785714285714287,44.0,121.0,0.0,95.55555555555554,8.049555750000001,-434.14352
3922,398.0,9,0,4,1,11.0,134.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,177.0,0.6785714285714287,54.0,138.0,0.0,100.33333333333334,8.256291749999999,-434.14246
3923,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,177.0,0.6785714285714287,64.0,118.0,0.0,70.80555555555556,8.196767249999999,-434.1403
3924,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,181.0,0.6785714285714287,38.0,150.0,0.0,93.33333333333334,8.18802775,-434.13947
3925,398.0,9,0,4,1,11.0,138.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,178.0,0.6785714285714287,81.0,117.0,0.0,109.55555555555554,8.186083749999998,-434.13812
3926,398.0,9,0,4,1,11.000000000000002,138.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,155.0,0.6785714285714287,90.0,140.0,0.0,117.83333333333331,8.10919575,-434.13718
3927,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,135.0,0.6785714285714287,75.0,72.0,0.0,94.52777777777776,8.117819749999999,-434.13596
3928,398.0,9,0,4,1,11.0,134.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,173.0,0.6785714285714287,58.0,148.0,0.0,100.33333333333334,8.256291749999999,-434.13486
3929,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,171.0,0.6785714285714287,61.0,118.0,0.0,103.58333333333334,8.11350775,-434.13406
3930,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,138.0,0.6785714285714287,74.0,85.0,0.0,119.80555555555554,8.040931749999999,-434.13306
3931,398.0,9,0,4,1,11.0,136.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,165.0,0.6785714285714287,75.0,115.0,0.0,110.58333333333334,8.18177175,-434.1322
3932,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,134.0,0.6785714285714287,76.0,70.0,0.0,94.52777777777776,8.117819749999999,-434.1305
3933,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,184.0,0.6785714285714287,60.0,123.0,0.0,99.58333333333334,8.18802775,-434.12927
3934,398.0,9,0,4,1,11.000000000000002,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,172.0,0.6785714285714287,46.0,146.0,0.0,103.58333333333331,8.126051749999998,-434.1281
3935,398.0,9,0,4,1,11.0,154.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,192.0,0.6785714285714287,45.0,115.0,0.0,95.55555555555556,8.04955575,-434.12732
3936,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,193.0,0.6785714285714287,50.0,112.0,0.0,87.55555555555554,8.087919058823529,-434.1267
3937,398.0,9,0,4,1,11.0,154.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,183.0,0.6785714285714287,64.0,102.0,0.0,95.55555555555556,8.06209975,-434.12546
3938,398.0,9,0,4,1,11.0,136.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,153.0,0.6785714285714287,75.0,105.0,0.0,102.05555555555554,8.18608375,-434.12482
3939,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,172.0,0.6785714285714287,72.0,122.0,0.0,103.58333333333331,8.11350775,-434.12402
3940,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,170.0,0.6785714285714287,44.0,130.0,0.0,84.80555555555556,8.192339749999999,-434.12314
3941,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,171.0,0.6785714285714287,54.0,138.0,0.0,70.80555555555556,8.19676725,-434.12244
3942,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,173.0,0.6785714285714287,44.0,135.0,0.0,102.55555555555554,8.117819749999999,-434.12183
3943,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,121.0,0.6785714285714287,101.0,118.0,0.0,142.05555555555554,7.992278933333334,-434.12097
3944,398.0,9,0,4,1,11.0,150.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,185.0,0.6785714285714287,48.0,112.0,0.0,95.02777777777776,8.04955575,-434.1206
3945,398.0,9,0,4,1,11.0,138.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,159.0,0.6785714285714287,70.0,140.0,0.0,92.80555555555556,8.18802775,-434.1198
3946,398.0,9,0,4,1,11.0,138.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,150.0,0.6785714285714287,86.0,150.0,0.0,109.30555555555556,8.11350775,-434.11914
3947,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,168.0,0.6785714285714287,46.0,130.0,0.0,70.80555555555556,8.19676725,-434.11847
3948,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,166.0,0.6785714285714287,80.0,134.0,0.0,124.05555555555554,8.04093175,-434.11807
3949,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,189.0,0.6785714285714287,53.0,123.0,0.0,85.58333333333334,8.19245525,-434.1177
3950,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,184.0,0.6785714285714287,57.0,96.0,0.0,70.80555555555556,8.19676725,-434.11682
3951,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,186.0,0.6785714285714287,40.0,134.0,0.0,85.58333333333334,8.19245525,-434.11655
3952,398.0,9,0,4,1,11.0,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,171.0,0.6785714285714287,76.0,126.0,0.0,109.80555555555554,8.045243750000001,-434.1155
3953,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,192.0,0.6785714285714287,50.0,118.0,0.0,85.58333333333334,8.19245525,-434.11487
3954,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,173.0,0.6785714285714287,75.0,122.0,0.0,110.55555555555556,8.04524375,-434.11438
3955,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,181.0,0.6785714285714287,68.0,90.0,0.0,70.80555555555556,8.19676725,-434.11392
3956,398.0,9,0,4,1,11.0,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,149.0,0.6785714285714287,83.0,77.0,0.0,96.05555555555556,8.05778775,-434.11325
3957,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,185.0,0.6785714285714287,56.0,115.0,0.0,70.80555555555556,8.196767249999999,-434.11252
3958,398.0,9,0,4,1,11.0,138.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,165.0,0.6785714285714287,78.0,120.0,0.0,109.55555555555554,8.18608375,-434.11206
3959,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,110.0,0.6785714285714287,74.0,102.0,0.0,149.30555555555554,7.987679466666666,-434.11148
3960,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,171.0,0.6785714285714287,79.0,88.0,0.0,77.05555555555556,8.19676725,-434.11087
3961,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,177.0,0.6785714285714287,65.0,122.0,0.0,77.05555555555556,8.19676725,-434.11023
3962,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,160.0,0.6785714285714287,87.0,120.0,0.0,116.80555555555554,8.11350775,-434.10965
3963,398.0,9,0,4,1,11.000000000000002,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,175.0,0.6785714285714287,41.0,147.0,0.0,96.05555555555556,8.05778775,-434.1088
3964,398.0,9,0,4,1,11.0,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,193.0,0.6785714285714287,47.0,111.0,0.0,78.05555555555556,8.124191249999999,-434.10806
3965,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,177.0,0.6785714285714287,66.0,84.0,0.0,62.27777777777778,8.20107925,-434.10754
3966,398.0,9,0,4,1,11.0,154.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,189.0,0.6785714285714287,32.0,129.0,0.0,95.55555555555554,8.06209975,-434.10684
3967,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,177.0,0.6785714285714287,69.0,87.0,0.0,77.05555555555556,8.19676725,-434.10623
3968,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,99.0,0.6785714285714287,93.0,92.0,0.0,139.75,7.9968784,-434.10553
3969,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467927,-2.636839718884606,165.0,0.6785714285714287,47.0,127.0,0.0,95.05555555555554,8.130363749999999,-434.10516
3970,398.0,9,0,4,1,11.000000000000002,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,113.0,0.6785714285714287,97.0,110.0,0.0,140.27777777777777,7.996878399999999,-434.10443
3971,398.0,9,0,4,1,11.0,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,104.0,0.6785714285714287,106.0,107.0,0.0,126.52777777777776,7.996878399999999,-434.10394
3972,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,154.0,0.6785714285714287,72.0,110.0,0.0,95.55555555555556,8.11987925,-434.10358
3973,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,170.0,0.6785714285714287,56.0,145.0,0.0,103.58333333333334,8.126051749999998,-434.10324
3974,398.0,9,0,4,1,11.0,142.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,147.0,0.6785714285714287,80.0,154.0,0.0,119.80555555555554,8.040931749999999,-434.10303
3975,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,170.0,0.6785714285714287,50.0,148.0,0.0,99.58333333333334,8.20057175,-434.10236
3976,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,148.0,0.6785714285714287,87.0,150.0,0.0,138.61805555555554,8.032307750000001,-434.1017
3977,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,168.0,0.6785714285714287,75.0,127.0,0.0,102.55555555555556,8.13036375,-434.1012
3978,398.0,9,0,4,1,11.0,152.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,164.0,0.6785714285714287,81.0,135.0,0.0,123.08333333333334,8.03661975,-434.10083
3979,398.0,9,0,4,1,11.0,136.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,181.0,0.6785714285714287,49.0,131.0,0.0,92.58333333333334,8.26071925,-434.10025
3980,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,181.0,0.6785714285714287,68.0,94.0,0.0,76.02777777777777,8.20107925,-434.09958
3981,398.0,9,0,4,1,11.000000000000002,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,182.0,0.6785714285714287,35.0,146.0,0.0,70.80555555555556,8.19676725,-434.09894
3982,398.0,9,0,4,1,11.0,150.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,181.0,0.6785714285714287,58.0,115.0,0.0,95.02777777777776,8.07464375,-434.09863
3983,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,215.0,0.6785714285714287,32.0,114.0,0.0,69.55555555555556,8.162222588235295,-434.09824
3984,398.0,9,0,4,1,11.0,152.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,171.0,0.6785714285714287,77.0,109.0,0.0,96.58333333333331,8.070331750000001,-434.09747
3985,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,189.0,0.6785714285714287,50.0,136.0,0.0,72.08333333333334,8.158164235294118,-434.09708
3986,398.0,9,0,4,1,11.0,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,153.0,0.6785714285714287,70.0,90.0,0.0,62.27777777777778,8.20107925,-434.0966
3987,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,216.0,0.6785714285714287,32.0,103.0,0.0,62.30555555555556,8.230529411764705,-434.09598
3988,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,160.0,0.6785714285714287,66.0,138.0,0.0,118.58333333333331,8.18177175,-434.09537
3989,398.0,9,0,4,1,11.000000000000002,146.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,160.0,0.6785714285714287,63.0,95.0,0.0,62.27777777777778,8.20107925,-434.09515
3990,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,144.0,0.6785714285714287,78.0,90.0,0.0,103.05555555555556,8.12605175,-434.0948
3991,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,123.0,0.6785714285714287,75.0,105.0,0.0,129.08333333333331,8.03661975,-434.09454
3992,398.0,9,0,4,1,11.0,152.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,166.0,0.6785714285714287,63.0,113.0,0.0,123.08333333333331,8.03661975,-434.09418
3993,398.0,9,0,4,1,11.000000000000002,132.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,156.0,0.6785714285714287,64.0,120.0,0.0,98.05555555555556,8.26060375,-434.0935
3994,398.0,9,0,4,1,11.0,144.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.050502144467924,-2.636839718884606,119.0,0.6785714285714287,69.0,96.0,0.0,127.30555555555554,8.04093175,-434.09296
3995,398.0,9,0,4,1,11.0,150.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,222.0,0.6785714285714287,19.0,103.0,0.0,56.05555555555556,8.178087058823529,-434.0925
3996,398.0,9,0,4,1,11.0,140.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,133.0,0.6785714285714287,61.0,82.0,0.0,94.52777777777776,8.11781975,-434.09186
3997,398.0,9,0,4,1,11.0,148.0,1572.989201,1.5064457499999997,0.0,8.043028249999999,25.05050214446792,-2.636839718884606,144.0,0.6785714285714287,67.0,148.0,0.0,135.05555555555554,7.992278933333334,-434.09155
