,NdUnfilled_max_value,phi_composition_average,SpaceGroupNumber_composition_average,phi_max_value,NpValence_composition_average,SecondIonizationEnergy_min_value,ThermalExpansionCoefficient_difference,ElasticModulus_composition_average,IsAlkali_arithmetic_average,Electronegativity_composition_average,Group_composition_average,Column_composition_average,ElasticModulus_min_value,ThirdIonizationEnergy_min_value,NUnfilled_arithmetic_average,NdUnfilled_composition_average,SecondIonizationEnergy_difference,HeatFusion_difference,NValance_min_value,BoilingT_difference,IonicRadii_min_value,n_ws^third_composition_average,MendeleevNumber_min_value,SecondIonizationEnergy_arithmetic_average,SecondIonizationEnergy_composition_average,target
3100,0.0,4.004,159.0,6.86,2.0,18.759,731.0,4.800000000000002,0.25,2.4680000000000004,11.8,11.8,2.0,34.202,1.5,0.0,16.357999999999997,2.075,1.0,883.79,1.02,1.028,4.0,27.68925,28.0716,1.46
3101,0.0,1.85,79.2,5.05,2.4,18.211,768.7,64.60000000000001,0.0,2.778,12.4,12.4,22.0,34.202,0.6666666666666666,0.0,16.906,7.675,2.0,2652.9,0.45,0.5820000000000001,67.0,24.029,28.4642,1.46
3102,3.0,3.452,116.2,6.86,2.6,17.06,1795.3,129.8,0.0,2.8760000000000003,14.0,14.0,208.0,33.5,2.8,0.6,18.057,49.98,3.0,4195.79,0.23,1.0299999999999998,58.0,28.3804,28.3804,1.18
3103,2.0,1.91,92.0,5.4,2.8000000000000003,14.632,771.8,79.8,0.0,2.74,14.200000000000005,14.200000000000005,19.0,30.502,2.75,0.4,20.485,26.37,6.0,3877.9,0.29,0.6,59.0,22.78975,25.2552,1.18
3104,7.0,3.3120000000000003,135.0,6.86,2.4000000000000004,14.65,1791.6,51.2,0.0,2.858,12.6,12.6,127.0,29.31,2.6,1.4,20.467,21.28,5.0,3602.79,0.54,0.992,46.0,26.7936,26.7936,0.8
3105,7.0,2.962,128.2,6.86,2.4000000000000004,20.428,773.7,39.0,0.0,2.608,13.0,13.0,12.0,29.829,4.25,1.4,14.688999999999997,36.35,5.0,5653.79,0.64,0.8799999999999999,48.0,21.2865,24.0526,0.8
3106,6.0,3.272,134.8,6.86,2.6,16.345,777.4,112.6,0.0,2.8360000000000003,13.4,13.4,162.0,33.492,3.75,1.2,18.772,52.09,4.0,5750.79,0.26,0.992,51.0,20.26575,23.236,1.46
3107,0.0,1.66,102.6,4.2,2.6,17.964000000000002,756.9,36.9,0.0,2.544,14.6,14.6,19.0,28.447,2.25,0.0,17.153,10.49,3.0,2701.9,0.29,0.542,69.0,23.80975,26.0712,1.46
3108,5.0,1.62,91.8,4.65,2.4,15.035,775.2,73.28,0.0,2.758,11.2,11.2,44.4,27.16,2.6666666666666665,1.0,20.082,37.26,2.0,4821.9,0.59,0.588,50.0,22.20433333333333,27.3694,0.78
3109,5.0,4.9140000000000015,163.8,6.86,2.0,18.563,773.8,127.2,0.0,2.74,12.6,12.6,175.0,47.448,3.0,1.2,16.554000000000002,33.86,5.0,5791.79,0.53,1.386,54.0,20.82025,22.5764,0.78
3110,8.0,1.73,84.8,5.05,2.4,14.925,774.1,88.0,0.0,2.638,10.8,10.8,139.0,23.32,3.333333333333333,1.6,20.192,26.98,2.0,4785.9,0.45,0.6239999999999999,45.0,22.751,27.6974,0.98
3111,8.0,1.66,92.0,4.7,3.0,14.925,1797.4,60.2,0.0,2.812,13.400000000000002,13.400000000000002,139.0,23.32,3.75,1.6,20.192,49.99,4.0,4791.12,0.26,0.59,45.0,25.33925,27.294799999999995,0.98
3112,8.0,4.513999999999999,157.6,6.86,2.0,13.13,774.9,128.8,0.0,2.61,11.6,11.6,94.0,22.99,4.25,2.4000000000000004,21.986999999999995,57.63,4.0,5207.79,0.63,1.3119999999999998,44.0,19.462,21.4898,1.32
3113,6.0,1.92,86.8,4.8,3.2,18.633,1795.5,88.0,0.0,3.08,14.0,14.0,39.0,28.351,3.0,1.2,16.483999999999998,52.09,6.0,5743.12,0.58,0.6499999999999999,51.0,22.18,24.7674,1.32
3114,0.0,5.526000000000002,195.4,6.86,2.4,18.633,224.6,8.28,0.3333333333333333,2.4240000000000004,12.2,12.2,2.4,28.351,2.333333333333333,0.0,12.992,24.085,1.0,954.79,0.58,1.408,3.0,26.61966666666667,27.8122,0.2
3115,9.0,1.4,96.4,3.8,2.4000000000000004,12.24,771.4,38.68,0.0,2.444,11.000000000000002,11.000000000000002,19.0,20.52,5.25,3.4000000000000004,22.876999999999995,13.93,3.0,3527.9,0.29,0.546,12.0,21.06675,23.8768,0.2
3116,9.0,1.03,92.4,3.2,2.6,12.24,1788.7,13.24,0.25,2.574,10.6,10.6,1.8,20.52,3.25,1.8,22.876999999999995,11.17,1.0,3533.12,1.02,0.352,5.0,26.85675,28.5088,1.38
3117,0.0,1.2839999999999998,91.8,4.1,2.4,10.004,759.4,21.6,0.0,2.572,12.4,12.4,13.0,39.722,0.6666666666666666,0.0,25.113000000000003,6.9,2.0,2052.9,0.74,0.4260000000000001,9.0,21.02833333333333,26.6638,1.38
3118,0.0,3.032,115.6,6.86,2.2,17.964000000000002,749.8,23.4,0.0,2.714,14.2,14.2,22.0,34.202,1.25,0.0,17.153,6.848,5.0,1102.79,0.74,0.8420000000000001,69.0,25.36025,27.3116,1.96
3119,9.0,4.294,163.8,6.86,2.4000000000000004,12.24,774.3,35.88,0.0,2.55,12.6,12.6,64.4,20.52,4.5,1.8,22.876999999999995,36.72,3.0,3540.79,0.53,1.176,12.0,23.222999999999995,24.4986,1.96
3120,0.0,5.956,200.2,6.86,1.8,16.908,225.8,28.06,0.0,2.6700000000000004,13.6,13.6,62.0,37.48,1.3333333333333333,0.0,12.692999999999998,12.195,5.0,3051.79,0.85,1.5519999999999998,66.0,22.34333333333333,25.2464,0.56
3121,0.0,1.39,97.2,4.55,2.8,11.03,774.3,26.0,0.0,2.656,12.8,12.8,15.0,34.22,2.0,0.0,24.087,36.72,2.0,3002.9,0.53,0.442,8.0,20.693666666666665,26.463,0.56
3122,0.0,5.506,194.6,6.86,2.4,11.871,229.0,17.6,0.0,2.4340000000000006,12.4,12.4,21.0,25.3,2.0,0.0,17.729999999999997,19.435,2.0,1782.79,0.76,1.4240000000000002,7.0,19.334,23.4408,1.66
3123,5.0,3.322,127.4,6.86,2.6,15.934,774.3,115.2,0.0,2.766,13.6,13.6,115.0,34.22,3.5,1.0,19.183,36.72,5.0,5791.79,0.53,0.974,54.0,20.163,23.1538,1.66
3124,0.0,3.012,101.4,6.86,2.8000000000000003,15.028,760.3,6.2,0.0,2.8120000000000003,14.8,14.8,11.0,30.71,3.5,0.0,20.089,5.365,5.0,2399.79,0.62,0.8220000000000001,74.0,25.064000000000004,27.0746,0.42
3125,1.0,4.7040000000000015,153.2,6.86,2.4,14.632,771.2,45.0,0.0,2.752,14.0,14.0,50.0,30.502,2.75,0.2,20.485,21.955,5.0,4020.79,0.63,1.264,63.0,24.47825,25.5028,0.42
3126,4.0,6.062,195.4,6.86,2.4,16.18,228.2,50.0,0.0,2.6260000000000003,13.6,13.6,39.0,28.351,3.333333333333333,0.8,13.421,24.085,5.0,3056.79,0.55,1.6319999999999997,55.0,21.47133333333333,24.7232,1.1
3127,9.0,4.37,164.6,6.86,2.0,12.24,768.7,55.08000000000001,0.0,2.514,11.4,11.4,64.4,20.52,4.5,2.6,22.876999999999995,13.59,3.0,3540.79,0.55,1.2559999999999998,12.0,23.2845,24.5478,1.1
3128,6.0,3.112,135.2,6.86,2.2,14.32,775.2,85.2,0.0,2.736,11.6,11.6,104.0,25.04,4.5,2.2,20.797,37.26,5.0,4939.79,0.59,1.012,47.0,23.87475,26.1232,0.56
3129,4.0,3.3440000000000003,135.79999999999998,6.86,2.4000000000000004,16.18,1788.2,84.4,0.0,2.824,12.8,12.8,211.0,30.651,2.5,1.6,18.937,13.59,5.0,3056.79,0.55,1.0379999999999998,55.0,28.967,26.4096,0.56
3130,6.0,1.38,99.4,4.05,2.6,14.32,1792.7,22.8,0.25,2.688,11.0,11.0,10.0,25.04,2.75,1.2,62.31800000000001,29.78,1.0,4932.12,0.64,0.524,1.0,40.26125,39.2324,1.06
3131,3.0,3.3919999999999995,134.20000000000002,6.86,2.8,15.934,1794.3,129.6,0.0,2.934,14.2,14.2,115.0,34.22,2.6,0.6,19.183,40.9,5.0,4623.79,0.53,0.97,60.0,23.1244,23.1244,1.06
3132,9.0,2.5620000000000003,128.8,6.86,2.4000000000000004,12.8,1790.0,17.0,0.2,2.55,10.4,10.4,5.0,24.76,3.2,1.8,34.486000000000004,13.88,1.0,3025.79,0.75,0.748,2.0,31.9548,31.9548,0.74
3133,0.0,2.772,92.4,6.86,3.0,16.687,1786.6,8.8,0.2,2.692,12.8,12.8,10.0,25.559,2.0,0.0,59.95100000000001,10.886,1.0,1759.79,0.76,0.758,1.0,38.6026,38.6026,0.74
3134,0.0,3.292,110.0,6.86,3.4,18.633,764.6,15.6,0.0,2.8560000000000003,15.4,15.4,39.0,28.351,2.6666666666666665,0.0,16.483999999999998,24.22,5.0,809.79,0.58,0.906,82.0,27.783666666666665,27.4202,1.0
3135,6.0,1.274,110.4,4.05,2.4000000000000004,10.004,772.7,27.200000000000006,0.0,2.39,11.0,11.0,13.0,25.04,2.75,1.2,25.113000000000003,29.78,2.0,4926.9,0.29,0.49,9.0,20.69275,23.5776,1.0
3136,7.0,1.63,92.4,4.25,2.8000000000000003,14.65,1791.6,28.2,0.0,2.822,13.4,13.4,12.0,29.31,3.75,1.4,20.467,21.28,5.0,3595.12,0.54,0.552,46.0,26.29125,28.0564,0.98
3137,6.0,6.086,201.0,6.86,1.8,18.211,235.5,140.4,0.0,2.6100000000000003,10.6,10.6,301.0,47.448,3.0,1.2,11.39,51.95500000000001,2.0,5750.79,0.45,1.686,51.0,15.937333333333331,21.4028,0.98
3138,3.0,3.362,127.4,6.86,2.6,15.934,774.3,109.0,0.0,2.826,13.8,13.8,115.0,28.47,3.25,0.6,19.183,38.37000000000001,5.0,4345.79,0.53,0.97,56.0,24.353,26.5058,0.92
3139,0.0,1.54,108.8,5.15,2.4000000000000004,11.871,765.8,23.66,0.0,2.6,12.2,12.2,19.0,34.83,1.25,0.0,23.245999999999995,12.33,2.0,3038.9,0.29,0.496,7.0,22.70975,25.1912,0.92
3140,0.0,4.996,180.00000000000003,6.86,3.2,16.53,229.0,21.4,0.0,2.6540000000000004,15.2,15.2,40.0,25.3,2.6666666666666665,0.0,13.070999999999998,19.435,5.0,1782.79,0.76,1.242,82.0,21.577,24.7866,0.64
3141,2.0,3.2920000000000003,134.2,6.86,2.6,18.08,1791.8,80.1,0.0,2.87,14.0,14.0,70.5,28.447,2.8,0.4,17.037,26.37,3.0,3890.79,0.54,0.96,59.0,27.3192,27.3192,0.64
3142,6.0,1.98,92.4,5.1,2.6,17.06,1795.5,121.8,0.0,3.02,12.8,12.8,208.0,33.5,3.0,1.7999999999999998,18.057,52.09,6.0,5743.12,0.6,0.7120000000000001,51.0,21.78675,24.4528,0.42
3143,8.0,4.254,163.8,6.86,2.4,13.13,774.3,22.8,0.0,2.636,12.8,12.8,20.0,22.99,4.25,1.6,21.986999999999995,20.78,4.0,4604.79,0.84,1.172,44.0,23.219,24.4954,0.42
3144,5.0,3.342,126.4,6.86,2.4000000000000004,15.64,1794.9,149.6,0.0,2.842,12.6,12.6,198.0,33.667,3.0,1.8,19.477,57.63,5.0,5207.79,0.63,1.0219999999999998,52.0,23.0656,23.0656,0.88
3145,4.0,3.322,128.0,6.86,2.4000000000000004,21.49,1794.9,126.0,0.0,2.918,13.4,13.4,80.0,34.83,2.2,0.8,13.627,57.63,5.0,5207.79,0.63,0.972,57.0,24.2356,24.2356,0.88
3146,9.0,4.766000000000001,185.6,6.86,2.6,12.8,230.0,24.0,0.0,2.516,12.8,12.8,40.0,24.76,4.666666666666667,1.8,16.801,17.025,3.0,3025.79,0.75,1.2439999999999998,11.0,20.333666666666662,24.0406,0.52
3147,2.0,3.252,134.20000000000002,6.86,2.6,18.168,1786.6,55.7,0.0,2.7960000000000003,14.2,14.2,70.5,28.447,2.6,0.4,16.948999999999998,17.26,3.0,3108.79,0.54,0.958,61.0,27.3368,27.3368,0.52
3148,0.0,0.96,110.4,2.85,2.4000000000000004,23.33,734.0,6.16,0.5,2.246,10.0,10.0,1.8,34.83,1.5,0.0,53.30800000000001,2.78,1.0,1524.9,0.29,0.306,1.0,40.04625,39.0604,1.42
3149,3.0,3.422,128.0,6.86,2.4000000000000004,17.06,1787.0,57.26000000000001,0.0,2.9760000000000004,13.6,13.6,78.3,33.5,2.0,0.6,18.057,15.98,5.0,3122.79,0.65,0.994,58.0,27.4538,27.4538,1.42
3150,7.0,6.046,201.0,6.86,1.8,14.65,234.9,135.8,0.0,2.5900000000000003,11.6,11.6,129.0,29.31,4.666666666666666,2.2,14.951,57.49500000000001,5.0,5207.79,0.54,1.6879999999999995,46.0,14.750333333333336,20.6906,1.36
3151,0.0,3.3920000000000003,110.6,6.86,3.2,18.633,1795.3,96.0,0.0,2.9360000000000004,15.2,15.2,39.0,28.351,2.8,0.0,16.483999999999998,49.98,3.0,4195.79,0.23,0.968,72.0,28.695,28.695,1.36
3152,5.0,4.324,164.6,6.86,2.0,29.601,773.8,93.2,0.25,2.47,10.8,10.8,5.0,47.448,2.75,1.0,17.685000000000006,33.86,1.0,5791.79,0.53,1.194,2.0,28.001,28.321,0.84
3153,0.0,3.022,128.0,6.86,2.6,16.908,1776.9,26.5,0.0,2.752,14.6,14.6,62.0,28.447,2.2,0.0,18.209,10.49,3.0,2714.79,0.54,0.856,70.0,27.0848,27.0848,0.84
3154,3.0,4.3340000000000005,164.6,6.86,2.0,17.06,767.0,43.6,0.25,2.476,11.2,11.2,10.0,33.5,2.25,0.6,59.578,15.98,1.0,3122.79,0.65,1.206,1.0,39.604,37.6034,1.04
3155,5.0,2.872,135.2,6.86,2.2,16.5,775.1,53.8,0.25,2.512,10.8,10.8,10.0,30.96,3.0,1.0,60.13800000000001,20.78,1.0,2866.79,0.62,0.872,1.0,39.464,38.5946,1.04
3156,0.0,1.5,85.39999999999998,4.05,2.6,15.035,1775.2,21.28,0.0,2.772,12.6,12.6,44.4,37.48,0.75,0.0,20.082,8.26,2.0,1278.12,0.72,0.482,68.0,25.5075,27.4294,0.96
3157,7.0,4.474,159.0,6.86,2.6,14.65,771.6,39.2,0.0,2.64,13.2,13.2,67.0,25.3,3.75,1.4,20.467,21.28,5.0,3602.79,0.54,1.2399999999999998,46.0,23.9745,25.0998,0.96
3158,9.0,1.52,79.2,4.4,3.0,12.24,769.0,26.28,0.0,2.718,13.2,13.2,64.4,20.52,4.666666666666666,1.8,22.876999999999995,19.57,3.0,3527.9,0.76,0.494,12.0,21.295666666666676,26.8242,1.62
3159,0.0,4.474,170.0,6.86,2.2,18.828,763.5,38.9,0.0,2.6060000000000003,14.0,14.0,70.5,28.447,2.75,0.0,16.288999999999998,13.38,3.0,3122.79,0.54,1.2319999999999998,64.0,25.9595,26.6878,1.62
3160,3.0,2.04,79.2,5.4,3.0,16.76,773.6,93.8,0.0,2.94,14.2,14.2,39.0,28.351,3.0,0.6,18.357,38.37000000000001,6.0,4332.9,0.58,0.6539999999999999,56.0,23.50333333333333,28.1488,1.56
3161,2.0,1.65,98.0,5.4,2.4,18.08,771.8,68.0,0.3333333333333333,2.716,11.6,11.6,10.0,31.06,2.0,0.4,58.55800000000001,26.37,1.0,3877.9,0.67,0.5479999999999999,1.0,43.27833333333333,40.0138,1.56
3162,8.0,1.75,91.6,5.15,2.6,14.925,1794.1,43.46,0.0,2.94,12.8,12.8,78.3,23.32,3.0,1.6,20.192,26.98,6.0,4791.12,0.83,0.604,45.0,26.38325,28.13000000000001,0.4
3163,9.0,4.268000000000002,162.2,6.86,2.0,11.059,774.8,49.6,0.0,2.434,11.2,11.2,50.0,19.174,4.75,2.8,24.058000000000003,12.69,3.0,3659.79,0.67,1.218,13.0,22.85425,24.2036,0.4
3164,0.0,1.02,97.2,2.55,2.4,11.871,757.7,8.4,0.0,2.464,10.4,10.4,21.0,50.908,1.0,0.0,23.245999999999995,8.319999999999999,2.0,1666.9,1.0,0.364,7.0,23.494,25.8186,1.04
3165,8.0,4.1240000000000006,157.6,6.86,2.0,13.13,774.3,27.68,0.0,2.432,10.400000000000002,10.400000000000002,44.4,22.99,3.25,1.6,21.986999999999995,20.78,2.0,4604.79,0.72,1.176,44.0,23.220749999999995,24.4968,1.04
3166,9.0,4.244,164.6,6.86,2.0,12.8,771.6,41.8,0.0,2.502,10.8,10.8,80.0,24.76,5.25,3.2,22.317,21.28,3.0,3602.79,0.54,1.242,11.0,23.042,24.3538,1.04
3167,9.0,1.06,91.8,3.2,2.4,12.24,768.7,13.28,0.3333333333333333,2.4720000000000004,10.4,10.4,2.0,20.52,4.0,1.8,22.876999999999995,11.17,1.0,3527.9,1.02,0.362,4.0,24.879,28.9742,1.04
3168,0.0,1.5,84.8,4.05,2.4,15.035,755.2,21.28,0.0,2.664,12.4,12.4,44.4,37.48,0.6666666666666666,0.0,20.082,8.26,2.0,1272.9,0.72,0.482,68.0,22.35333333333333,27.4588,0.86
3169,0.0,1.65,34.0,4.15,3.2,16.687,766.6,12.8,0.0,2.658,15.2,15.2,11.0,25.559,3.0,0.0,18.43,10.886,6.0,2386.9,0.29,0.494,74.0,23.911,26.1522,0.86
3170,4.0,6.162000000000001,195.4,6.86,2.0,16.18,235.3,130.4,0.0,2.5980000000000003,13.2,13.2,211.0,30.651,4.0,0.8,13.421,49.84500000000001,3.0,4195.79,0.23,1.694,55.0,23.645,26.0274,1.86
3171,0.0,1.6700000000000002,42.8,4.2,3.0,16.687,766.6,11.2,0.0,2.8680000000000003,15.0,15.0,22.0,25.559,1.6666666666666663,0.0,18.43,10.886,6.0,1746.9,1.02,0.48,71.0,23.521,28.1594,1.86
3172,0.0,4.343999999999999,120.6,6.86,2.4000000000000004,18.869,760.3,5.0,0.0,2.622,14.4,14.4,11.0,28.03,3.75,0.0,16.247999999999998,5.365,5.0,2399.79,0.62,1.156,74.0,26.02425,26.7396,1.18
3173,8.0,2.842,110.2,6.86,2.4000000000000004,13.13,774.3,21.6,0.0,2.6060000000000003,12.8,12.8,14.0,22.99,4.5,1.6,21.986999999999995,20.78,4.0,4604.79,0.8,0.8459999999999999,44.0,24.17925,26.3668,1.18
3174,4.0,3.178,102.8,6.86,2.6,16.18,1788.2,44.40000000000001,0.0,2.8200000000000003,13.8,13.8,11.0,30.651,3.0,0.8,18.937,13.59,5.0,3056.79,0.55,0.946,55.0,27.2756,27.2756,0.64
3175,9.0,1.454,59.39999999999999,4.1,2.8,11.059,1794.8,12.2,0.0,2.754,13.0,13.0,11.0,19.174,4.25,1.8,24.058000000000003,5.98,3.0,3652.12,0.62,0.498,13.0,25.414,27.3546,0.64
3176,9.0,4.254,163.8,6.86,2.0,12.24,768.7,28.88000000000001,0.0,2.5340000000000003,11.999999999999998,11.999999999999998,64.4,20.52,3.75,1.8,22.876999999999995,11.17,3.0,3540.79,1.02,1.1740000000000002,12.0,24.612,25.6098,0.9
3177,0.0,3.142,92.0,6.86,3.4,16.345,1797.4,39.2,0.0,2.8760000000000003,15.400000000000002,15.400000000000002,34.0,25.559,2.6,0.0,18.772,49.99,4.0,3095.79,0.26,0.8619999999999999,78.0,26.544,26.544,0.9
3178,0.0,4.604,127.4,6.86,2.6,16.687,766.6,22.46,0.0,2.8160000000000003,14.4,14.4,34.0,25.559,2.25,0.0,18.43,12.33,5.0,3051.79,0.85,1.206,66.0,25.4815,26.3054,1.32
3179,2.0,1.4700000000000002,98.6,5.4,2.6,18.08,1791.8,66.36,0.25,2.786,11.8,11.8,1.8,31.06,1.75,0.4,17.037,26.37,1.0,3883.12,0.67,0.462,5.0,28.31675,29.6768,1.32
3180,0.0,1.44,98.0,4.35,2.4,21.49,761.1,18.0,0.3333333333333333,2.6460000000000004,12.0,12.0,10.0,34.83,1.3333333333333333,0.0,55.14800000000001,11.08,1.0,2344.9,0.76,0.4679999999999999,1.0,44.415,40.6958,1.82
3181,0.0,1.95,91.4,5.05,2.8,16.345,777.4,92.6,0.0,2.758,12.8,12.8,162.0,33.492,2.0,0.0,18.772,49.99,2.0,3082.9,0.26,0.6339999999999999,67.0,23.22433333333333,27.9814,1.82
3182,0.0,2.882,95.2,6.86,2.4000000000000004,15.035,760.3,11.079999999999998,0.0,2.608,12.4,12.4,11.0,30.71,2.5,0.0,20.082,8.26,2.0,2399.79,0.62,0.826,68.0,25.06575,27.076,1.7
3183,3.0,2.19,102.6,5.55,2.4000000000000004,16.76,773.6,196.4,0.0,2.772,13.0,13.0,19.0,28.47,2.75,1.2,18.357,40.9,6.0,4610.9,0.29,0.732,56.0,18.80175,22.0648,1.7
3184,2.0,5.9860000000000015,163.8,6.86,2.4,16.687,226.6,48.4,0.0,2.6100000000000003,14.0,14.0,34.0,25.559,2.6666666666666665,0.4,12.913999999999998,17.125,5.0,3108.79,0.69,1.5719999999999998,61.0,21.48533333333333,24.7316,1.12
3185,5.0,1.86,58.8,5.2,2.6,20.51,773.8,94.4,0.0,2.806,13.6,13.6,11.0,30.71,4.0,1.0,14.606999999999996,33.86,6.0,5778.9,0.53,0.632,54.0,18.54233333333333,25.1722,1.12
3186,7.0,2.722,135.8,6.86,2.4000000000000004,29.601,1793.7,37.6,0.2,2.5779999999999994,10.8,10.8,5.0,47.448,2.8,1.4,17.685000000000006,36.35,1.0,5653.79,0.64,0.8199999999999998,2.0,29.3948,29.3948,2.16
3187,0.0,3.492,110.6,6.86,2.8,25.154,1795.3,176.4,0.0,2.9080000000000004,14.8,14.8,441.0,37.93,2.75,0.0,9.962999999999996,49.98,3.0,4195.79,0.23,1.0299999999999998,72.0,31.2105,29.9992,2.16
3188,5.0,1.67,79.0,4.45,2.8,15.64,1778.3,42.4,0.0,2.838,13.8,13.8,14.0,28.03,3.25,1.0,19.477,12.69,6.0,2260.12,0.67,0.556,52.0,26.149,27.9426,0.68
3189,4.0,6.066000000000002,200.2,6.86,1.8,21.49,234.9,126.0,0.0,2.6500000000000004,12.8,12.8,80.0,34.83,2.6666666666666665,0.8,8.111,57.49500000000001,5.0,5207.79,0.63,1.632,57.0,17.03033333333333,22.0586,0.68
3190,8.0,1.4500000000000002,85.39999999999998,3.8,2.6,13.13,1794.3,40.8,0.0,2.746,11.400000000000002,11.400000000000002,94.0,22.99,4.75,3.2,21.986999999999995,20.78,4.0,4597.12,0.61,0.586,43.0,24.19925,26.3828,1.34
3191,0.0,3.1020000000000003,102.0,6.86,3.0,15.934,1794.3,25.2,0.0,2.8560000000000003,15.0,15.0,11.0,30.71,3.0,0.0,19.183,36.72,5.0,3015.79,0.53,0.866,74.0,27.2264,27.2264,1.34
3192,6.0,1.8,98.6,4.8,2.8,18.828,1795.5,94.3,0.0,2.966,13.6,13.6,70.5,28.447,3.5,1.2,16.288999999999998,52.09,3.0,5743.12,0.54,0.6399999999999999,51.0,22.22875,24.8064,0.98
3193,0.0,5.03,208.0,6.86,1.8,10.004,219.4,3.08,0.3333333333333333,2.1660000000000004,9.6,9.6,2.4,45.72,1.3333333333333333,0.0,21.621,6.7650000000000015,1.0,2065.79,1.42,1.2819999999999998,3.0,23.74333333333333,26.0864,0.98
3194,0.0,1.2999999999999998,108.8,4.1,2.8,11.03,757.5,10.8,0.0,2.548,12.8,12.8,15.0,31.943,2.0,0.0,24.087,7.21,2.0,1931.9,0.29,0.398,8.0,21.12625,23.9244,1.52
3195,9.0,5.526000000000002,194.0,6.86,1.8,12.8,231.4,38.0,0.0,2.404,10.4,10.4,80.0,24.76,6.666666666666666,3.4000000000000004,16.801,13.795,3.0,3482.79,0.61,1.5479999999999998,11.0,18.66033333333333,23.0366,1.52
3196,5.0,3.192,134.4,6.86,2.2,16.461,775.2,89.2,0.0,2.7960000000000003,12.8,12.8,124.0,27.16,3.0,1.0,18.656,37.26,5.0,4834.79,0.59,0.978,50.0,25.36775,27.3176,1.08
3197,0.0,1.4240000000000002,86.8,4.8,3.2,10.004,1784.6,10.4,0.0,2.786,13.2,13.2,13.0,28.351,1.5,0.0,25.113000000000003,24.22,2.0,2058.12,0.58,0.45,9.0,24.681,26.7682,1.08
3198,7.0,1.36,98.0,4.25,2.4,11.871,771.6,30.0,0.0,2.5900000000000003,11.0,11.0,21.0,29.31,3.0,1.4,23.245999999999995,21.28,2.0,3589.9,0.54,0.51,7.0,20.546,26.3744,0.46
3199,0.0,2.6420000000000003,102.8,6.86,2.6,20.51,1780.3,2.68,0.2,2.6179999999999994,12.4,12.4,2.4,30.71,2.4,0.0,14.606999999999996,5.365,1.0,2399.79,0.62,0.722,3.0,30.3646,30.3646,0.46
3200,6.0,2.722,135.2,6.86,2.2,25.1,775.5,80.56,0.25,2.614,10.8,10.8,1.8,47.448,3.0,1.2,10.016999999999996,52.09,1.0,5750.79,0.6,0.8019999999999999,5.0,22.4545,24.987,0.72
3201,0.0,2.06,108.8,5.15,2.4000000000000004,20.521,765.8,35.12,0.0,2.908,14.0,14.0,19.0,34.83,1.6666666666666663,0.0,14.595999999999997,12.33,6.0,3038.9,0.29,0.628,66.0,26.32266666666667,26.9212,0.72
3202,7.0,1.314,98.8,4.25,2.4,10.004,771.6,28.4,0.0,2.568,11.0,11.0,13.0,29.31,3.0,1.4,25.113000000000003,21.28,2.0,3589.9,0.54,0.49,9.0,19.923666666666666,26.001,0.72
3203,3.0,2.902,128.0,6.86,2.4000000000000004,11.871,1787.0,45.8,0.0,2.668,11.8,11.8,21.0,33.5,1.7999999999999998,0.6,23.245999999999995,15.98,2.0,3122.79,0.65,0.862,7.0,25.7238,25.7238,0.72
3204,8.0,5.756,188.40000000000003,6.86,2.4,13.58,231.4,35.4,0.0,2.5420000000000003,12.8,12.8,67.0,25.3,4.666666666666666,1.6,16.021,19.435,4.0,3482.79,0.61,1.546,43.0,19.903666666666663,23.7826,1.38
3205,6.0,3.262,135.2,6.86,2.2,16.5,775.5,132.0,0.0,2.7880000000000003,11.8,11.8,259.0,30.96,4.25,2.2,18.617,52.09,5.0,5750.79,0.6,1.0379999999999998,49.0,20.3045,23.267,1.38
3206,4.0,2.842,128.8,6.86,2.4000000000000004,25.1,1794.9,110.36,0.2,2.69,11.4,11.4,1.8,47.448,2.2,0.8,10.016999999999996,57.63,1.0,5207.79,0.63,0.8099999999999999,5.0,24.9576,24.9576,1.28
3207,4.0,1.946,86.2,4.93,3.0,16.18,768.2,50.0,0.0,2.866,14.2,14.2,39.0,28.351,3.0,0.8,18.937,24.22,6.0,3043.9,0.55,0.6419999999999999,55.0,23.31,28.0328,1.28
3208,9.0,2.8020000000000005,121.2,6.86,2.4000000000000004,12.8,770.0,18.4,0.0,2.58,12.6,12.6,12.0,24.76,4.75,1.8,22.317,13.88,3.0,3025.79,0.75,0.8079999999999999,11.0,24.4865,26.6126,0.32
3209,9.0,5.6560000000000015,200.2,6.86,1.8,12.8,230.0,40.8,0.0,2.476,11.8,11.8,80.0,24.76,4.333333333333333,1.8,16.801,13.745,3.0,3122.79,0.73,1.5379999999999998,11.0,20.897666666666662,24.379,0.32
3210,0.0,1.29,109.6,4.35,2.4000000000000004,21.49,761.1,20.2,0.25,2.442,12.0,12.0,2.0,34.83,1.5,0.0,13.627,11.08,1.0,2344.9,0.29,0.392,4.0,26.80425,28.4668,1.06
3211,9.0,3.152,128.0,6.86,2.4000000000000004,12.8,1791.2,51.0,0.0,2.8199999999999994,12.2,12.2,80.0,24.76,3.4000000000000004,2.0,22.317,21.955,3.0,4020.79,0.63,0.94,11.0,26.2102,26.2102,1.06
