,nH,nAtom,ATS2i,ATS3i,ETA_epsilon_5,AATSC0s,ATS3p,NssssC,StCH,NssCH2,NaaCH,GATS1i,TIC0,SMR_VSA7,NaaO,ATS3d,ETA_dEpsilon_D,SMR_VSA6,EState_VSA10,SlogP_VSA2,target
722,5,13,3254.8956327626,3343.078852904998,0.8900000000000002,3.6288625904010505,20.982448851698003,0,0.0,1,1,1.619396654592014,23.74118835923392,22.507690996788792,1,46.0,0.1474999999999998,0.0,4.794537184071822,10.090505915787915,0.095448
723,5,13,3028.85758228875,3639.481635912448,0.8703703703703703,3.564760026298487,23.072305776547,0,0.0,1,0,0.9285171731690116,22.88643538696057,12.152040213667762,0,50.0,0.0712962962962963,0.0,4.794537184071822,16.70218297391293,0.095481
724,5,14,4215.817946952598,4499.354143149399,1.1476190476190478,8.184948979591836,22.223826571698,2,0.0,2,0,1.0822356174360126,26.938440932206177,0.0,0,60.0,0.0941798941798941,13.213763929025836,13.17124514302446,30.097640652293705,0.09553
725,5,13,3198.0955888465496,3091.5482167595483,0.9416666666666668,2.569033530571992,21.451355909698,0,0.0,1,2,1.558814223391633,22.88643538696057,18.350730489278043,1,45.0,0.0,0.0,4.794537184071822,11.270139044076764,0.095566
726,5,13,3775.345082624749,3957.58135113405,0.8703703703703703,3.67094017094017,23.485384878848997,1,0.0,1,0,1.3446197487214084,22.88643538696057,0.0,0,57.0,0.0712962962962963,6.544756405912575,4.794537184071822,40.01917094724831,0.095601
727,5,13,3475.1601212527994,3229.816847482294,0.8458333333333333,1.02991452991453,20.911458312245,0,5.010787037037037,1,0,1.25020344831039,20.986300857070454,0.0,0,48.0,0.0,0.0,0.0,18.043552561253875,0.095632
728,5,13,3051.960247882401,3702.357298736648,0.7851851851851852,2.672912557527942,27.888142386547,0,4.980046296296297,0,0,1.118175848972113,20.986300857070454,12.152040213667762,0,51.0,0.0606481481481482,0.0,4.794537184071822,11.949020558499466,0.095656
729,5,14,2884.712443392247,3458.6554408662505,0.8533333333333335,4.296378968253968,31.111478128,1,4.675138888888889,0,0,1.0160926434974746,24.183553430042707,0.0,0,48.0,0.0614814814814814,0.0,4.794537184071822,16.490823152189336,0.095671
730,5,13,3127.890923260148,3095.9944747301943,0.8458333333333334,1.918145956607496,21.961519261094,0,0.0,2,0,1.1054215893390071,20.986300857070454,0.0,0,44.0,0.0,6.606881964512918,0.0,12.71084835226122,0.095699
731,5,13,3851.437988927397,3930.986534839249,0.9416666666666668,4.278435239973702,25.070585487698,0,0.0,2,0,1.5615653769636624,22.88643538696057,0.0,0,56.0,0.0,13.08951281182515,9.589074368143644,35.59775326455347,0.09572
732,5,13,3841.230290205849,3730.827346254697,0.8458333333333334,2.3754109138724524,25.913831010547,0,0.0,1,0,1.267370029758149,20.986300857070454,11.64912463690315,0,62.0,0.0,0.0,4.794537184071822,22.890771118497906,0.09575
733,5,13,3451.245018140098,3467.7862788651,0.9555555555555556,3.2905982905982905,22.544950396,0,0.0,2,0,1.6275735243214855,23.74118835923392,0.0,0,53.0,0.0819444444444443,13.213763929025836,4.794537184071822,25.08081456133529,0.095775
734,5,13,3351.996941343298,2547.32667744165,0.9458333333333336,0.7928994082840237,20.200502126000003,0,0.0,0,2,1.899405062514916,23.74118835923392,18.07819002186137,1,46.0,0.0,7.04767198267719,0.0,17.188313760749843,0.095797
735,5,13,3114.5257205826474,3013.5969354247,0.8703703703703703,3.1262327416173576,23.64516706200001,0,0.0,0,0,1.194179953472983,22.88643538696057,11.64912463690315,0,43.0,0.0712962962962963,0.0,4.794537184071822,11.86705063230946,0.095837
736,6,12,3207.8067943324486,3286.2122758875457,0.9555555555555556,2.840084876543209,18.446063596245,0,0.0,2,0,1.5489962283202092,17.509775004326936,0.0,0,36.0,0.0,13.213763929025836,4.794537184071822,19.49992445215539,0.095867
737,5,13,3214.3084836568005,3498.5951612075974,0.8703703703703705,1.942143326758712,21.931670090547,0,0.0,0,0,0.9851407144491232,22.88643538696057,12.152040213667762,0,56.0,0.0712962962962963,0.0,0.0,23.1268708030446,0.095902
738,5,13,3049.952548448098,1954.4268336014504,0.8458333333333333,0.6617357001972386,19.872618156,0,0.0,0,2,1.346372944334266,20.986300857070454,18.350730489278043,1,36.0,0.0,0.0,0.0,4.9839785209472085,0.09593
739,5,13,3258.6246310749,3723.9267637472,0.8703703703703703,4.175213675213676,25.748108872848995,0,0.0,1,0,1.3170515206576023,22.88643538696057,11.773059419889716,0,51.0,0.0712962962962963,0.0,9.589074368143644,12.19334025248106,0.095968
740,5,14,2771.1931604548995,3696.9838906166506,0.8250000000000002,4.922229308390023,28.629766438,1,4.586388888888889,0,0,1.0000426723432194,25.32880045776937,0.0,0,49.0,0.1749999999999998,0.0,9.589074368143644,22.90091845830546,0.09602
741,5,13,3064.6717405600493,3652.183896341197,0.7696969696969697,3.7932281393819856,22.190793132547,0,0.0,0,0,1.3484025608382946,23.74118835923392,0.0,0,45.0,0.1761363636363636,0.0,4.794537184071822,17.990861387647428,0.096046
742,5,13,3363.733327189848,3348.5560206393006,0.9392857142857144,3.2925706771860628,23.676621060999995,0,0.0,0,2,1.2193996006507326,22.88643538696057,24.035312482271976,0,49.0,0.0,0.0,4.39041504767482,9.967957041894415,0.096076
743,5,13,3449.2198667016974,2196.8361219703006,0.9458333333333336,0.7928994082840237,19.658490170000007,0,0.0,0,2,2.235201555878938,23.74118835923392,18.40546245219028,1,45.0,0.0,7.04767198267719,0.0,17.015629024571606,0.096121
744,5,13,2713.702580601349,3169.500146158648,0.7944444444444447,4.694937541091389,17.997495607698003,0,0.0,0,0,1.7793337086823355,24.98630085707045,0.0,0,37.0,0.247222222222222,0.0,9.589074368143644,18.15289482122489,0.096141
745,5,13,3443.5262161900982,3596.6039751851504,0.9555555555555556,3.2905982905982905,21.700790052,0,0.0,2,0,1.6275735243214855,23.74118835923392,0.0,0,50.0,0.0819444444444443,13.213763929025836,4.794537184071822,25.08081456133529,0.096156
746,5,13,3273.7057580783003,3450.0525632560475,0.8740740740740741,2.4921104536489147,21.277697736547,0,0.0,1,1,1.081885466497079,23.74118835923392,11.890771566461538,0,46.0,0.0717592592592593,0.0,4.794537184071822,21.6969092353865,0.096169
747,5,13,3436.8689106048982,3047.292640792301,0.9458333333333334,2.4536489151873764,23.278895349999992,0,0.0,0,1,1.4148894832009844,23.74118835923392,11.890771566461538,0,46.0,0.0,0.0,4.794537184071822,21.280030362230647,0.096193
748,5,13,3009.6857861211506,3393.2287079217485,0.8703703703703703,3.467455621301774,24.807265175698,0,0.0,0,3,1.5514843254477793,22.88643538696057,18.3295777085363,0,50.0,0.0712962962962963,0.0,4.794537184071822,16.083722348748182,0.096208
749,5,13,4256.56675602515,4354.285220748595,0.8458333333333333,0.5890861275476659,25.491197711094003,0,0.0,0,0,1.0939280172715913,20.986300857070454,0.0,0,76.0,0.0,0.0,0.0,18.043552561253875,0.096226
750,5,13,2920.58443133775,3385.5740953683485,0.8133333333333335,3.487836949375409,24.235437185698,0,0.0,0,2,1.1868500555291297,22.88643538696057,17.82666213177168,0,50.0,0.1283333333333333,0.0,4.794537184071822,16.376666438917468,0.096248
751,5,13,3317.235980857148,2617.5218250026005,0.8500000000000001,0.8698224852071005,22.540955059999995,0,4.974814814814815,0,1,1.5633790012007458,20.131547884797108,12.151724572764468,0,40.0,0.0,0.0,0.0,14.76446326439343,0.096283
752,5,13,3043.1269670612974,2917.9656726709504,0.8458333333333334,1.824128862590401,26.322539706,0,0.0,0,2,1.1054215893390071,20.986300857070454,23.653228974672103,1,44.0,0.0,0.0,0.0,0.0,0.096334
753,5,13,3530.8279649134474,2631.102990864749,0.8777777777777778,0.7159763313609468,18.704207044849003,0,0.0,0,1,1.973494497772989,20.131547884797108,11.945503529373775,0,45.0,0.0722222222222221,7.04767198267719,0.0,27.44239921588134,0.096362
754,5,13,3826.5884709036977,3788.0685671404985,0.9416666666666668,2.647271531886916,24.649128843698,0,0.0,2,0,1.44747035029223,22.88643538696057,0.0,0,60.0,0.0,13.151638370425491,4.794537184071822,24.832628661148046,0.096388
755,5,13,3374.4510936298475,3243.935521419301,0.9392857142857144,3.292570677186063,24.621111060999997,0,0.0,0,2,1.2193996006507328,22.88643538696057,24.035312482271976,0,50.0,0.0,0.0,4.39041504767482,9.967957041894415,0.096399
756,5,13,3423.765730789848,3100.715960606799,0.9458333333333332,2.4536489151873764,18.199422962849,0,0.0,0,2,1.4148894832009844,23.74118835923392,12.393687143226153,0,43.0,0.0,0.0,4.794537184071822,20.9010495684526,0.096429
757,5,13,3499.361825431899,3272.8537131817984,0.9458333333333334,2.4674556213017755,21.327844831697995,0,0.0,1,2,1.8811520470754977,23.74118835923392,12.654640149529085,0,45.0,0.0,0.0,4.794537184071822,21.050623787522987,0.096464
758,5,13,3339.0082468963487,3679.042172871148,0.788888888888889,2.422419460881,26.986982394546995,0,0.0,1,0,1.36934151801989,20.131547884797108,0.0,0,56.0,0.0611111111111111,6.544756405912575,0.0,23.32212675166828,0.096492
759,5,13,3125.5627176798475,2256.2223683663,0.7888888888888888,0.5848126232741617,19.97048276,0,0.0,0,1,0.8534979762530287,20.131547884797108,11.890771566461538,0,37.0,0.0611111111111111,0.0,0.0,15.410748712256945,0.096526
760,5,13,3077.2637035828498,3823.170382818347,0.8703703703703705,3.143655489809336,25.227004790547,0,0.0,1,0,1.194179953472983,22.88643538696057,12.152040213667762,0,54.0,0.0712962962962963,0.0,4.794537184071822,11.86705063230946,0.096552
761,5,13,3179.4788817723497,3306.916722756097,0.8393939393939397,2.9444444444444446,19.503660869698,0,0.0,1,0,1.157370221749724,24.98630085707045,5.693927994848461,0,46.0,0.202272727272727,0.0,0.0,25.623803501938355,0.096578
762,5,13,3197.1635220420494,3259.4139384610976,0.8740740740740741,1.8658777120315584,22.235820869698,0,0.0,1,2,1.5291136451953238,23.74118835923392,18.21809164122608,0,49.0,0.0717592592592593,0.0,0.0,20.28786953238999,0.096616
763,5,13,3304.989909636948,3205.8302101760014,0.8200000000000001,1.3399079552925708,22.050083049999994,0,0.0,0,0,1.140458027069935,20.131547884797108,11.18163494630623,0,50.0,0.1300000000000001,0.0,0.0,20.62413380791181,0.096649
764,5,14,3213.2717620299472,3404.3835290630486,1.0,4.779478458049886,22.091101712849,0,0.0,0,0,1.504268568761581,25.32880045776937,0.0,0,45.0,0.0,0.0,9.589074368143644,18.35943219882971,0.096674
765,5,13,2837.9276324661005,3824.7918589182977,0.8645502645502645,4.2905982905982905,26.727927501546997,0,0.0,0,4,0.7652114463205926,20.986300857070454,30.082689114892336,0,55.0,0.0705687830687831,0.0,4.39041504767482,5.106527394840706,0.096709
766,5,13,2874.8671571679497,3060.3858223952006,0.6999999999999998,1.1318211702827088,23.38089966,0,4.975092592592593,0,1,0.8831501039710214,20.131547884797108,11.760295063310071,0,43.0,0.15,5.733667477162185,0.0,10.197363616602075,0.096745
767,6,12,3240.2403894279464,2824.762025602796,0.8333333333333334,1.8541666666666667,18.941550699396,0,0.0,3,0,1.8298202011501363,17.509775004326936,0.0,0,33.0,0.0,19.634269217737724,0.0,24.5341789485882,0.096776
768,5,13,2933.1666601879497,3089.117772819949,0.6999999999999998,1.1318211702827088,22.958896244849,0,4.975092592592593,0,1,1.2972684404320007,20.131547884797108,11.890771566461538,0,44.0,0.15,5.733667477162185,0.0,9.967957041894415,0.0968
769,5,13,3318.2243407717,3220.616328538398,0.8740740740740741,2.4921104536489147,21.213156841698,0,0.0,1,1,1.081885466497079,23.74118835923392,11.890771566461538,0,45.0,0.0717592592592593,0.0,4.794537184071822,21.6969092353865,0.096826
770,5,13,3744.78991021815,4233.730152819745,0.8703703703703703,2.639381985535832,24.173400467094,0,0.0,0,0,1.256194434642627,22.88643538696057,0.0,0,70.0,0.0712962962962963,0.0,4.794537184071822,24.156953333996075,0.096867
771,5,14,2916.553391673397,3614.607797174001,0.8533333333333335,4.131696428571429,29.252983354,1,0.0,0,0,1.0160926434974746,24.183553430042707,0.0,0,46.0,0.0614814814814814,0.0,4.794537184071822,16.99373872895395,0.096899
772,5,14,2853.0090270205005,3975.281932092448,0.8533333333333335,4.336734693877551,31.896145776547,0,4.714074074074074,0,0,1.0160926434974746,24.183553430042707,0.0,0,52.0,0.0614814814814814,0.0,4.794537184071822,17.496654305718565,0.096925
773,5,13,3530.8279649134474,2643.8264692468,0.8777777777777779,0.7159763313609468,18.99306644,0,0.0,0,1,1.973494497772989,20.131547884797108,11.945503529373775,0,46.0,0.0722222222222223,7.04767198267719,0.0,27.44239921588134,0.096947
774,5,13,3723.0152960724495,4421.323294517394,0.8703703703703705,4.301446416831033,24.517648781094003,0,0.0,1,0,1.2229764120392022,22.88643538696057,0.0,0,57.0,0.0712962962962963,0.0,9.589074368143644,17.732265504864404,0.096968
775,5,13,4018.983469323649,4044.323112714897,0.9416666666666668,2.6005917159763308,24.07470664339599,0,0.0,1,0,1.5722108019054566,22.88643538696057,0.0,0,68.0,0.0,6.544756405912575,4.794537184071822,35.601619470759125,0.097009
776,6,13,2779.2232570662973,3477.2776625669007,0.8416666666666667,3.85207100591716,25.740627664,1,4.685555555555555,0,0,1.1381687963020637,18.98630085707045,0.0,0,36.0,0.0773809523809524,0.0,4.794537184071822,16.99373872895395,0.097041
777,5,14,2942.8815832962973,2829.4085287631992,0.8533333333333335,4.153202947845805,24.521315060849,0,0.0,0,0,1.0160926434974746,24.183553430042707,0.0,0,41.0,0.0614814814814814,0.0,4.794537184071822,16.993738728953947,0.097094
778,5,13,3086.6004061890994,3318.8436994015005,0.7696969696969699,2.681130834976988,21.71001196,0,0.0,0,1,1.115271278901038,23.74118835923392,11.760295063310071,0,44.0,0.1761363636363635,5.733667477162185,4.794537184071822,16.48352413973163,0.09711
779,5,14,2879.2913746735994,3875.857481629798,0.8533333333333335,4.347080498866213,28.707165462547,0,4.750294784580499,1,0,1.0160926434974746,24.183553430042707,0.0,0,49.0,0.0614814814814814,0.0,4.794537184071822,16.993738728953947,0.097123
780,5,13,3141.8367553225,3272.13741684315,0.7696969696969699,2.681130834976988,22.524680264849,0,0.0,0,1,1.581533842775551,23.74118835923392,12.021248069613002,0,47.0,0.1761363636363636,5.733667477162185,4.794537184071822,16.25411756502397,0.097148
781,5,14,2641.2757779993503,3559.800860672048,0.7766666666666666,3.069302721088435,34.31064488569799,0,9.712314814814814,0,0,0.8599536826239815,22.04184397996642,0.0,0,49.0,0.0529629629629629,0.0,0.0,11.210493782589008,0.09717
782,5,14,4552.718055488449,5058.061395583343,1.1566137566137566,7.73968962585034,24.003926970094,1,0.0,1,0,0.9272963539800844,25.32880045776937,0.0,0,76.0,0.0,0.0,13.17124514302446,18.38423129294008,0.097218
783,5,13,3597.76048665055,4051.860355819496,0.8458333333333334,1.8957922419460889,27.781040202245,0,0.0,1,0,1.0264629043862208,20.986300857070454,11.64912463690315,0,60.0,0.0,0.0,0.0,12.207932775496603,0.097237
784,5,13,3065.63801802085,3577.3842624896483,0.8114285714285714,3.4898093359631828,25.360512295849,0,0.0,0,3,0.995084299642031,22.88643538696057,24.277275052733657,0,52.0,0.1278571428571429,5.733667477162185,4.39041504767482,4.9839785209472085,0.097284
785,5,13,2878.6442779678,3470.920625943,0.7696969696969699,1.6318211702827088,23.535975950848997,0,0.0,0,2,1.1335242943404564,23.74118835923392,17.68676051240697,1,52.0,0.1761363636363636,5.733667477162185,0.0,5.156663257125445,0.0973
786,5,13,3496.845160737147,3202.767056289401,0.8777777777777779,1.3136094674556216,22.297011039999997,0,0.0,0,1,1.973494497772989,20.131547884797108,11.945503529373775,0,50.0,0.0722222222222223,0.0,0.0,19.9778483600483,0.09732
787,5,14,2879.2913746735994,3875.590472523448,0.8533333333333335,4.347080498866213,28.598729448547004,0,4.713396636432351,1,0,1.0160926434974744,24.183553430042707,0.0,0,50.0,0.0614814814814814,0.0,4.794537184071822,16.993738728953947,0.097331
788,5,14,2853.0090270205005,4012.9026461381977,0.8533333333333335,4.336734693877551,32.070793452547,0,4.76837962962963,0,0,1.0160926434974746,24.183553430042707,0.0,0,51.0,0.0614814814814814,0.0,4.794537184071822,17.496654305718565,0.097351
789,5,13,3175.7017609725,3313.7748335728497,0.8166666666666668,2.658777120315582,21.992980554848995,0,0.0,0,2,1.4482752956049434,23.74118835923392,12.263210640074686,0,45.0,0.1291666666666666,5.733667477162185,4.794537184071822,16.190580049562342,0.097377
790,5,14,2617.6290513377994,2631.2154191518493,0.7611111111111114,3.581774376417234,23.530679046849,0,4.703636621315193,0,0,0.8025940282933168,24.183553430042707,0.0,0,39.0,0.1537037037037035,0.0,4.794537184071822,17.117673511940517,0.097413
791,5,13,3875.6001288024495,3957.763627527996,0.8703703703703705,1.5447074293228131,21.503646005396,0,0.0,0,0,1.1497057430826234,22.88643538696057,0.0,0,59.0,0.0712962962962963,0.0,0.0,24.20964450760252,0.097438
792,5,13,4242.4104480137,4338.788280343845,0.8458333333333334,2.407626561472716,24.135841126245,0,0.0,0,0,1.1881594028982645,20.986300857070454,0.0,0,64.0,0.0,0.0,4.794537184071822,28.8086771646593,0.097452
793,5,13,2761.949126966601,3435.9362487885,0.8133333333333332,2.874424720578568,24.739235942849,0,0.0,0,3,1.1660076968969504,22.88643538696057,18.3295777085363,0,52.0,0.1283333333333334,0.0,0.0,15.19703331062862,0.097473
794,5,13,3056.180991960849,3718.7385626280975,0.8114285714285714,3.4898093359631828,24.500246580698,0,0.0,0,3,0.995084299642031,22.88643538696057,24.14679854958219,0,53.0,0.1278571428571429,5.733667477162185,4.39041504767482,4.9839785209472085,0.09749
795,5,13,3244.702461216448,3265.6815653549,0.788888888888889,1.747205785667324,24.686199949999995,0,0.0,0,1,1.474675480944497,20.131547884797108,17.715176064461463,0,45.0,0.0611111111111111,0.0,0.0,9.967957041894415,0.097519
796,6,12,2937.6377807353474,2640.8327334931,0.8277777777777778,0.5345293209876544,19.583696920849,0,0.0,0,3,1.2593907475233663,15.900134529890126,24.15614455143672,1,32.0,0.0,0.0,0.0,0.0,0.097541
797,5,13,3053.11783807425,3642.4248756233496,0.8114285714285716,3.4898093359631828,25.549249995849003,0,0.0,0,3,0.9950842996420312,22.88643538696057,24.277275052733657,0,53.0,0.1278571428571429,5.733667477162185,4.39041504767482,4.9839785209472085,0.097566
798,5,14,3187.035258346649,3799.030275494848,1.0,4.8062641723356005,26.486045118547004,0,0.0,1,0,1.504268568761581,25.32880045776937,0.0,0,51.0,0.0,0.0,9.589074368143644,18.862347775594323,0.097591
799,5,14,3001.5843569785984,2939.9712601817005,0.914814814814815,3.5494614512471645,22.440658094,0,4.767417800453515,2,0,1.2724307699853168,24.183553430042707,0.0,0,41.0,0.0,6.606881964512918,4.794537184071822,12.576187252464766,0.097615
800,5,13,2918.510285839701,3668.676820602649,0.7888888888888889,1.238658777120316,30.746456584849,0,0.0,0,4,1.474675480944497,20.131547884797108,30.14460473475861,0,59.0,0.0611111111111111,0.0,0.0,9.967957041894415,0.09764
801,5,14,3406.318341739749,3934.992734920848,1.0,5.394557823129253,28.267133766547,0,0.0,0,0,1.7646650461513458,25.32880045776937,0.0,0,61.0,0.0,0.0,14.383611552215466,35.96600774152163,0.097654
802,5,13,4061.809525855501,4453.210086768345,0.8703703703703705,2.639381985535832,23.577436158245003,0,0.0,0,0,1.256194434642627,22.88643538696057,0.0,0,65.0,0.0712962962962963,0.0,4.794537184071822,24.15695333399607,0.097679
803,5,14,3012.564026325297,2808.0387851681007,0.914814814814815,3.520549886621314,26.10812982200001,0,4.786435185185185,0,0,1.2724307699853168,24.183553430042707,0.0,0,43.0,0.0,7.109797541277533,4.794537184071822,13.079102829229384,0.097691
804,5,14,3001.5843569785984,2932.2524582317005,0.914814814814815,3.549461451247165,21.945898094,0,4.762834467120181,2,0,1.2724307699853168,24.183553430042707,0.0,0,41.0,0.0,6.606881964512918,4.794537184071822,12.576187252464766,0.097707
805,5,13,2921.573439726301,3694.345617140799,0.788888888888889,1.238658777120316,30.571381159698,0,0.0,0,4,1.474675480944497,20.131547884797108,30.14460473475861,0,61.0,0.0611111111111111,0.0,0.0,9.967957041894415,0.097735
806,5,13,2888.10216718795,3425.526589227951,0.7696969696969697,2.0618014464168306,23.728379656,0,0.0,0,2,1.0962368937247693,23.74118835923392,12.263210640074686,0,49.0,0.1761363636363636,5.733667477162185,0.0,15.30389101144278,0.09775
807,5,14,3070.2091887300994,3611.244739235349,0.8533333333333335,3.055732709750567,32.04471227569799,1,4.855972222222222,1,0,1.0635267462227844,24.183553430042707,0.0,0,58.0,0.0614814814814814,6.606881964512918,0.0,23.418426558085617,0.097778
808,5,13,2888.237732255801,3813.359241720848,0.8458333333333333,2.390532544378698,33.075853766547,0,0.0,0,5,1.2213986793410667,20.986300857070454,40.81611592458334,0,63.0,0.0,0.0,4.794537184071822,4.9839785209472085,0.097803
809,5,13,3456.578809008149,4152.721998187997,0.8166666666666668,2.527942143326759,25.249554342547004,0,0.0,1,0,1.5691935224711266,23.74118835923392,0.0,0,53.0,0.1291666666666667,6.606881964512918,0.0,18.670402921005056,0.097832
810,5,13,4145.7598644212985,4223.791813043046,0.9416666666666668,2.6005917159763308,23.553186949396,0,0.0,1,0,1.5722108019054566,22.88643538696057,0.0,0,65.0,0.0,6.544756405912575,4.794537184071822,35.601619470759125,0.097854
811,5,13,2893.750488914051,3266.2108368566987,0.8458333333333333,2.390532544378698,28.591065519698,0,0.0,0,4,1.2213986793410665,20.986300857070454,30.08987277184637,0,53.0,0.0,0.0,4.794537184071822,11.270139044076764,0.097876
812,5,13,3141.8367553225,3227.618834149749,0.7696969696969699,2.681130834976988,22.904752274848995,0,0.0,0,1,1.581533842775551,23.74118835923392,12.021248069613002,0,48.0,0.1761363636363635,5.733667477162185,4.794537184071822,16.25411756502397,0.097888
813,5,13,2886.0958763606504,3394.7619085048477,0.8458333333333333,2.390532544378698,27.656750094547,0,0.0,0,4,1.2213986793410665,20.986300857070454,30.08987277184637,0,53.0,0.0,0.0,4.794537184071822,11.270139044076764,0.097906
814,5,13,3177.9078062642498,3365.174813157298,0.8166666666666667,2.658777120315582,20.546568511698,0,0.0,0,3,1.4482752956049434,23.74118835923392,18.46005421168776,0,47.0,0.1291666666666666,0.0,4.794537184071822,15.811599255784294,0.09793
815,5,13,2962.0862829996,3152.4472258385504,0.7696969696969697,1.6318211702827088,24.231579076000003,0,0.0,0,2,1.469320787704478,23.74118835923392,18.14450944588735,1,51.0,0.1761363636363636,5.733667477162185,0.0,4.9839785209472085,0.097945
816,5,14,2699.399073933599,3369.7840116879474,0.7766666666666666,2.8759920634920637,27.336409456547,0,4.755334467120181,1,0,0.8599536826239813,22.04184397996642,0.0,0,44.0,0.0529629629629629,0.0,0.0,11.210493782589008,0.097972
817,5,13,3222.74966932345,3372.103611346597,0.788888888888889,1.758382642998027,24.173669779698,0,0.0,1,2,1.474675480944497,20.131547884797108,18.21809164122608,0,47.0,0.0611111111111111,0.0,0.0,9.967957041894415,0.098
818,5,14,3065.1745656012963,2199.2341533971003,0.914814814814815,3.3317743764172323,20.30158615,0,0.0,1,0,1.2724307699853168,24.183553430042707,0.0,0,37.0,0.0,6.606881964512918,4.794537184071822,12.576187252464766,0.098015
819,5,13,3601.785038806848,2962.6696412369006,0.9458333333333334,2.4536489151873764,25.452007410000007,0,0.0,0,2,2.347414610950011,23.74118835923392,23.138920731804376,0,51.0,0.0,0.0,4.794537184071822,14.53505668968577,0.098047
820,5,13,3167.5133201900503,3384.827089728649,0.788888888888889,1.7583826429980267,24.462529174849003,0,0.0,1,2,1.060557144483518,20.131547884797108,17.957138634923147,0,47.0,0.0611111111111111,0.0,0.0,10.197363616602075,0.098078
821,5,13,3167.51332019005,3416.622194039998,0.788888888888889,1.7583826429980267,23.793597769698,0,0.0,1,2,1.060557144483518,20.131547884797108,17.957138634923147,0,47.0,0.0611111111111111,0.0,0.0,10.197363616602075,0.098096
822,5,13,3085.74329759425,3268.483035217098,0.7696969696969697,2.681130834976988,20.734884541698,0,0.0,0,2,1.1152712789010375,23.74118835923392,17.957138634923147,0,47.0,0.1761363636363636,0.0,4.794537184071822,16.10454334595358,0.098118
823,6,12,3486.7585436663494,3872.631243509144,0.8277777777777778,0.5038580246913579,18.613893997943,0,0.0,1,0,1.1625145361754152,15.900134529890126,12.152040213667762,0,43.0,0.0,0.0,0.0,12.207932775496603,0.098138
824,5,14,3223.552517145099,3860.0650685239975,0.8533333333333335,3.055732709750567,31.105976842547,1,4.912222222222223,1,0,1.0635267462227846,24.183553430042707,0.0,0,57.0,0.0614814814814814,6.606881964512918,0.0,23.418426558085613,0.098153
825,5,14,3046.287739532397,2541.99321927795,0.93,4.028486394557822,20.331625508000005,0,4.60521447467876,0,0,1.6571276938545665,25.32880045776937,0.0,0,42.0,0.0699999999999999,7.109797541277533,9.589074368143644,19.11021734156745,0.098174
826,5,14,3425.99588870815,3813.78253301095,0.93,3.5234197845804998,25.335283648,1,0.0,1,0,1.083425082546302,25.32880045776937,0.0,0,64.0,0.0699999999999999,0.0,4.794537184071822,28.910115749409535,0.098194
827,5,13,3433.4269862864994,3719.616393603547,0.8458333333333333,0.5913872452333989,27.713723024547004,0,0.0,1,1,0.9279331401442164,20.986300857070454,23.596562589018397,1,61.0,0.0,0.0,0.0,5.156663257125445,0.098213
828,5,13,2943.5439981608497,3463.386858480099,0.7000000000000001,1.9681130834976996,27.000413509698,0,0.0,0,2,1.0902092722015106,20.131547884797108,17.957138634923147,0,50.0,0.15,5.733667477162185,0.0,4.9839785209472085,0.098233
829,5,14,3223.5525171450995,3798.662559766251,0.8533333333333335,3.055732709750567,32.009243358,1,4.902916666666667,1,0,1.0635267462227846,24.183553430042707,0.0,0,57.0,0.0614814814814814,6.606881964512918,0.0,23.418426558085613,0.098257
830,5,14,2708.3454315158,2741.021770685948,0.7,1.0812074829931972,27.860693194547,0,9.95242819349962,0,0,0.9299383062935338,17.693328434369647,0.0,0,46.0,0.0444444444444445,0.0,0.0,12.08368165829592,0.098281
831,5,14,2829.362300358949,3117.501308758899,0.8250000000000002,4.815192743764172,22.421879022849,0,0.0,0,0,1.0000426723432194,25.32880045776937,0.0,0,42.0,0.1749999999999998,0.0,9.589074368143644,23.403834035070076,0.098291
832,6,13,3017.330541680148,3726.438209041145,0.9375,5.322485207100592,19.472907219094,0,0.0,2,0,1.4454144982351018,19.8410538293438,0.0,0,37.0,0.0910714285714286,6.606881964512918,9.589074368143644,23.78281482884812,0.09831
833,5,14,3276.475525062801,4196.012375043196,0.93,4.375850340136055,26.047234033396,0,0.0,0,0,1.2701666499813942,25.32880045776937,0.0,0,58.0,0.0699999999999999,0.0,4.794537184071822,29.70458708121517,0.098331
834,5,14,3345.641190504599,3660.018576258045,0.93,5.4143990929705215,23.801090046245,0,0.0,1,0,1.4099651314550616,25.32880045776937,0.0,0,54.0,0.0699999999999999,6.544756405912575,14.383611552215466,30.43924765091997,0.098364
835,6,13,2625.6591479491976,2096.9677588274494,0.7458333333333333,2.0877712031558184,20.398347384849,0,4.755601851851852,0,0,0.9289444336905166,17.086166327180326,0.0,0,29.0,0.0636904761904761,0.0,0.0,11.210493782589008,0.098387
836,5,14,3273.6480458933497,3893.4990029738506,0.93,4.478351757369615,31.236564016,1,0.0,1,0,1.2904411645807836,25.32880045776937,0.0,0,62.0,0.0699999999999999,6.606881964512918,9.589074368143644,25.07694835512964,0.098409
837,5,14,3065.1745656012963,2574.3239023585,0.914814814814815,3.3317743764172323,20.545165156,0,0.0,1,0,1.2724307699853168,24.183553430042707,0.0,0,39.0,0.0,6.606881964512918,4.794537184071822,12.576187252464766,0.098431
