,n_ws^third_difference,GSenergy_pa_arithmetic_average,BCCenergy_pa_max_value,GSenergy_pa_composition_average,BCCenergy_pa_composition_average,BCCenergy_pa_min_value,GSenergy_pa_max_value,GSenergy_pa_min_value,NpValence_difference,SecondIonizationEnergy_composition_average,NpValence_min_value,n_ws^third_min_value,AtomicRadii_composition_average,phi_difference,BCCvolume_padiff_max_value,AtomicRadii_arithmetic_average,SecondIonizationEnergy_min_value,NUnfilled_arithmetic_average,ICSDVolume_difference,ElectronAffinity_difference,BCCenergy_pa_arithmetic_average,BCCfermi_composition_average,IonicRadii_min_value,BCCfermi_difference,NUnfilled_composition_average,target
1039,0.24,-4.33369349,-3.64288728,-4.502932856,-3.088803988,-3.64288728,-3.68065482,-3.68065482,0.0,27.5144,4.0,1.23,1.045,1.23,0.095,1.255,11.929,1.6666666666666663,18.8,91.1,-3.50817224,3.35190407,0.73,1.3052061999999998,1.8,-3.491
1040,0.59,-3.4223445216666666,-3.64288728,-3.956123475,-2.57034579,-3.64288728,-3.68065482,-3.68065482,0.0,27.3776,4.0,0.88,1.102,1.95,0.01,1.35,11.245,3.333333333333333,36.7,91.1,-2.644075243333333,3.206727928,0.73,1.94444026,2.8,-4.049
1041,0.3,-5.574310361666667,-3.64288728,-5.2473029790000005,-3.861525294,-3.64288728,-3.68065482,-3.68065482,0.0,28.3646,4.0,1.47,0.9418,0.4799999999999995,0.01,1.083,16.18,2.333333333333333,5.600000000000001,117.1,-4.796041083333334,4.010166726,0.55,3.3779599300000003,2.2,-4.049
1042,0.1599999999999999,-3.8165673425,-3.64288728,-4.1926571675,-2.800106574,-3.64288728,-3.68065482,-3.68065482,3.0,29.230600000000003,1.0,1.31,0.9756,0.3500000000000005,0.01,1.1393333333333333,20.292,2.6666666666666665,7.800000000000001,112.1,-3.027009883333333,3.509839386,0.62,1.3052061999999998,2.4,-5.202
1043,0.26,-4.363956011666667,-3.64288728,-4.521090369,-3.10656583,-3.64288728,-3.68065482,-3.68065482,0.0,27.547600000000003,4.0,1.21,1.054,1.25,0.58,1.27,12.095,6.333333333333333,21.1,91.1,-3.53777531,3.39956448,0.73,1.3052061999999998,4.6000000000000005,-5.202
1044,0.0999999999999998,-4.35116209,-3.64288728,-4.5134140160000005,-3.0601014,-3.64288728,-3.68065482,-3.68065482,2.0,28.3154,2.0,1.37,0.9676,0.0999999999999996,0.01,1.126,15.934,2.333333333333333,10.4,22.8,-3.460334593333333,3.595876552,0.53,1.3065090599999998,2.2,-4.972
1045,0.02,-6.13058202,-3.64288728,-5.581065974,-4.1593582940000005,-3.64288728,-3.68065482,-3.68065482,0.0,28.1136,4.0,1.45,1.0064,0.8500000000000001,0.01,1.1906666666666668,14.925,3.6666666666666665,10.599999999999998,0.0,-5.292429416666667,3.666402154,0.73,1.65913707,3.0,-4.972
1046,0.2299999999999999,-2.895850762471333,-3.64288728,-3.6402272194828,-2.236394614,-3.64288728,-3.68065482,-3.68065482,0.0,28.8804,4.0,1.24,1.0136,0.25,0.01,1.2026666666666668,18.759,1.0,12.0,22.8,-2.08748995,3.37349541,0.73,1.3052061999999998,1.4,-8.264
1047,0.25,-4.338287867223333,-3.64288728,-4.505689482334001,-3.0913732620000003,-3.64288728,-3.68065482,-3.68065482,0.0,27.4896,4.0,1.22,1.0468,1.23,0.586666667,1.258,11.805,2.0,19.3,91.1,-3.512454363333333,3.346890854,0.73,1.3052061999999998,2.0,-8.264
1048,0.3,-3.701416228333333,-3.64288728,-4.123566499000001,-2.735209446,-3.64288728,-3.68065482,-3.68065482,3.0,28.9024,1.0,1.17,1.0255999999999998,0.5500000000000003,0.17,1.2226666666666668,18.869,2.6666666666666665,14.3,112.1,-2.9188480033333333,4.399521566,0.73,5.32473413,2.4,-1.666
1049,0.3600000000000001,-5.761986058333333,-3.64288728,-5.359908397,-3.849859536,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.965,1.0999999999999996,0.42,1.1216666666666666,20.292,2.0,5.5,31.700000000000003,-4.7765981533333335,4.647864986,0.63,6.56645123,2.0,-1.666
1050,0.82,-3.178328812776667,-3.64288728,-3.809714049666,-2.423731622,-3.64288728,-3.68065482,-3.68065482,0.0,31.4536,4.0,0.65,1.1636,2.2,0.01,1.4526666666666668,20.292,1.3333333333333333,63.8,92.74,-2.399718296666667,2.709052218,0.73,4.43281881,1.6,-3.77
1051,0.29,-4.454997636666667,-3.64288728,-4.575715344000001,-3.163601326,-3.64288728,-3.68065482,-3.68065482,0.0,27.3404,4.0,1.18,1.069,1.2800000000000002,0.5725,1.2950000000000002,11.059,4.0,25.6,91.1,-3.63283447,4.274858569999999,0.73,4.70141915,3.2,-3.77
1052,0.49,-3.435777878333333,-3.64288728,-3.964183489,-2.5775353780000003,-3.64288728,-3.68065482,-3.68065482,0.0,40.4562,4.0,0.98,1.0036,1.6,0.01,1.1860000000000002,20.292,1.3333333333333333,9.8,81.3,-2.65605789,2.765309766,0.73,4.15153107,1.6,-5.439
1053,0.2299999999999999,-4.320148915,-3.64288728,-4.494806111,-3.081410204,-3.64288728,-3.68065482,-3.68065482,0.0,27.9062,4.0,1.24,1.0404,1.23,0.485,1.2473333333333334,13.888,4.0,17.7,91.1,-3.4958492666666667,3.313299724,0.73,1.4115812799999996,3.2,-5.439
1054,0.3,-3.3265730116666665,-3.64288728,-3.898660569000001,-2.507162588,-3.64288728,-3.68065482,-3.68065482,0.0,28.1356,4.0,1.17,1.0136,1.0,0.01,1.2026666666666668,15.035,1.0,11.599999999999998,371.1,-2.538769906666667,3.53715912,0.72,1.3052061999999998,1.4,1.025
1055,0.1400000000000001,-5.819337325113334,-3.64288728,-5.394319157068001,-3.978510574,-3.64288728,-3.68065482,-3.68065482,0.0,28.2566,4.0,1.47,0.9416,0.0,0.022413793,1.0826666666666669,15.64,2.6666666666666665,5.5,0.0,-4.99101655,4.234856576,0.67,4.5014091800000005,2.4,1.025
1056,0.3,-6.427851498333333,-3.64288728,-5.759427661,-4.373649976,-3.64288728,-3.68065482,-3.68065482,0.0,28.4208,4.0,1.47,0.966,0.2000000000000001,0.01,1.1233333333333333,16.461,3.0,5.5,45.1,-5.64958222,4.447267611999999,0.59,5.563464359999999,2.6,-0.712
1057,0.65,-3.232562702776667,-3.64288728,-3.842254383666,-2.455325362,-3.64288728,-3.68065482,-3.68065482,0.0,34.5858,4.0,0.82,1.0736,1.75,0.01,1.3026666666666666,20.292,1.3333333333333333,27.9,88.39999999999999,-2.45237453,2.982917876,0.73,3.06349052,1.6,-0.712
1058,0.1699999999999999,-6.176922751666667,-3.64288728,-5.608870413,-4.223092728,-3.64288728,-3.68065482,-3.68065482,0.0,27.9926,4.0,1.47,0.9794,0.4000000000000003,0.01,1.1456666666666666,14.32,3.333333333333333,6.300000000000001,45.1,-5.398653473333334,3.700232454,0.64,1.82828857,2.8,-8.183
1059,0.27,-4.399932688333333,-3.64288728,-4.542676375,-3.130578882,-3.64288728,-3.68065482,-3.68065482,0.0,27.274,4.0,1.2,1.0578,1.2600000000000002,0.16,1.276333333333333,10.727,4.333333333333334,22.4,91.1,-3.5777970633333336,3.409151008,0.73,1.3052061999999998,3.4000000000000004,-8.183
1060,0.28,-4.6612570983333335,-3.64288728,-4.699471021000001,-3.29225623,-3.64288728,-3.68065482,-3.68065482,0.0,28.7622,4.0,1.47,0.9428,0.75,0.01,1.084666666666667,18.168,1.6666666666666663,6.5,30.099999999999994,-3.84725931,3.739026542,0.69,2.02225901,1.8,-5.075
1061,0.0,-7.125920360399999,-3.64288728,-6.17826897824,-4.704144726,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9556,0.0,0.01,1.106,20.292,7.333333333333333,7.399999999999999,22.8,-6.200406803333333,6.428670584000001,0.73,15.47047922,5.2,-5.075
1062,0.3800000000000001,-6.5527169050000005,-3.64288728,-5.834346905,-4.270901554,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9616,0.9500000000000002,0.49,1.116,20.292,2.333333333333333,5.5,31.099999999999994,-5.47833485,4.47533247,0.63,5.70378865,2.2,-4.696
1063,0.0,-5.978286398333333,-3.64288728,-5.489688601,-4.0679546040000005,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,1.0148,0.0,0.01,1.2046666666666668,20.292,8.0,13.099999999999998,22.8,-5.140089933333334,5.309360936000001,0.73,9.87393098,5.6000000000000005,-4.696
1064,0.32,-4.022158778333333,-3.64288728,-4.316012029,-2.920983336,-3.64288728,-3.68065482,-3.68065482,2.0,28.1342,2.0,1.15,1.0436,0.3500000000000005,0.01,1.2526666666666668,15.028,2.333333333333333,18.5,31.099999999999994,-3.228471153333333,4.380568708,0.73,5.229969840000001,2.2,-0.806
1065,0.1999999999999999,-4.525073765,-3.64288728,-4.617761021,-3.222631002,-3.64288728,-3.68065482,-3.68065482,0.0,29.0546,4.0,1.47,0.9686,1.0,0.06,1.1276666666666666,19.63,1.0,5.5,81.1,-3.731217263333333,3.757265876,0.64,2.1134556800000004,1.4,-0.806
1066,0.26,-4.3940226891666665,-3.64288728,-4.5391303755,-3.1260381720000003,-3.64288728,-3.68065482,-3.68065482,0.0,27.3092,4.0,1.21,1.0556,1.2600000000000002,0.2575,1.2726666666666668,10.903,4.0,21.8,91.1,-3.570229213333333,3.39252125,0.73,1.3052061999999998,3.2,-17.883
1067,0.27,-4.403758894999999,-3.64288728,-4.544972099000001,-3.13413639,-3.64288728,-3.68065482,-3.68065482,0.0,27.2388,4.0,1.2,1.0592,1.2600000000000002,0.215,1.2786666666666668,10.551,4.666666666666667,22.7,91.1,-3.583726243333333,3.438272868,0.73,1.3052061999999998,3.6000000000000005,-17.883
1068,0.31,-4.821985468333334,-3.64288728,-4.795908043000001,-3.38945602,-3.64288728,-3.68065482,-3.68065482,0.0,28.8412,4.0,1.47,0.9696,1.2000000000000002,0.05,1.1293333333333333,18.563,1.6666666666666663,5.5,87.00000000000001,-4.00925896,4.263886394,0.63,4.64655827,1.8,-5.623
1069,0.03,-7.58802701,-3.64288728,-6.455532968,-4.94728271,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.44,0.9956,0.6500000000000004,0.01,1.1726666666666667,20.292,3.6666666666666665,8.2,22.8,-6.605636776666667,6.534271582000001,0.73,15.99848421,3.0,-5.623
1070,0.87,-3.1335939166666664,-3.64288728,-3.782873112,-2.396815836,-3.64288728,-3.68065482,-3.68065482,0.0,30.5846,4.0,0.6,1.1896,2.35,0.01,1.496,20.292,1.3333333333333333,81.2,94.21,-2.3548586533333333,2.738044768,0.73,4.287856059999999,1.6,-8.178
1071,0.3800000000000001,-6.951491496666667,-3.64288728,-6.07361166,-4.624784032,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9676,0.75,0.145,1.126,20.292,2.6666666666666665,5.5,127.1,-6.06813898,4.46920753,0.53,5.673163949999999,2.4,-8.178
1072,0.29,-5.230364081666667,-3.64288728,-5.040935211000001,-3.586425204,-3.64288728,-3.68065482,-3.68065482,0.0,28.7446,4.0,1.47,0.9626,0.9500000000000002,0.3,1.1176666666666666,18.08,2.0,5.800000000000001,22.8,-4.337540933333334,4.193632912,0.67,4.29529086,2.0,-4.57
1073,0.3600000000000001,-5.877360098333334,-3.64288728,-5.4291328210000005,-3.918614898,-3.64288728,-3.68065482,-3.68065482,0.0,28.480600000000003,4.0,1.47,0.9586,0.9500000000000002,0.4,1.111,16.76,2.333333333333333,5.5,31.099999999999994,-4.891190423333334,4.471924094,0.62,5.686746770000001,2.2,-4.57
1074,0.2099999999999999,-4.184936355,-3.64288728,-4.4136785750000005,-2.982411448,-3.64288728,-3.68065482,-3.68065482,1.0,28.4346,3.0,1.26,1.0116,0.0499999999999998,0.01,1.1993333333333334,16.53,2.0,18.4,40.1,-3.33085134,4.397700404,0.73,5.31562832,2.0,-5.252
1075,0.1999999999999999,-4.907653271666667,-3.64288728,-4.847308725,-3.438846654,-3.64288728,-3.68065482,-3.68065482,0.0,27.6886,4.0,1.27,1.0148,1.2000000000000002,0.01,1.2046666666666668,12.8,4.0,13.099999999999998,123.0,-4.091576683333334,3.610228248,0.73,1.3782675400000004,3.2,-5.252
1076,0.03,-4.620788243333333,-3.64288728,-4.675189708,-3.1848305000000003,-3.64288728,-3.68065482,-3.68065482,2.0,28.3976,2.0,1.47,0.9576,0.25,0.01,1.1093333333333333,16.345,2.333333333333333,8.2,22.8,-3.6682164266666666,4.702750976,0.26,6.84088118,2.2,-1.718
1077,0.26,-4.383608786666667,-3.64288728,-4.532882034,-3.119076682,-3.64288728,-3.68065482,-3.68065482,0.0,27.3424,4.0,1.21,1.054,1.25,0.34,1.27,11.069,3.6666666666666665,21.3,91.1,-3.5586267300000003,3.371245702,0.73,1.3052061999999998,3.0,-1.718
1078,0.2299999999999999,-4.132831271666666,-3.64288728,-4.382415525000001,-2.98341351,-3.64288728,-3.68065482,-3.68065482,2.0,28.055,2.0,1.24,1.0176,0.2999999999999998,0.01,1.2093333333333334,14.632,2.333333333333333,15.2,22.8,-3.332521443333333,4.529977496,0.71,5.97701378,2.2,2.844
1079,0.63,-3.3734201083333333,-3.64288728,-3.926768827,-2.540016404,-3.64288728,-3.68065482,-3.68065482,0.0,27.3346,4.0,0.84,1.1236,2.0500000000000003,0.01,1.386,11.03,1.0,44.2,309.1,-2.5935262666666667,3.061981942,0.73,2.66817019,1.4,2.844
1080,0.1599999999999999,-6.762948755,-3.64288728,-5.960486015,-4.57470833,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9796,0.4000000000000003,0.01,1.146,20.292,3.333333333333333,5.800000000000001,81.1,-5.984679476666667,3.80711675,0.64,2.3627100500000005,2.8,-6.244
1081,0.25,-4.355554807223333,-3.64288728,-4.516049646334,-3.101389798,-3.64288728,-3.68065482,-3.68065482,0.0,27.4336,4.0,1.22,1.05,1.2400000000000002,0.383333333,1.2633333333333334,11.525,2.6666666666666665,20.1,91.1,-3.52914859,3.393300508,0.73,1.3052061999999998,2.4,-6.244
1082,0.3400000000000001,-6.264199306666667,-3.64288728,-5.661236346,-4.222780698,-3.64288728,-3.68065482,-3.68065482,0.0,28.1806,4.0,1.47,0.9652,0.8499999999999996,0.155,1.122,15.26,2.6666666666666665,5.5,71.1,-5.398133423333333,4.528695612,0.56,5.970604359999999,2.4,0.656
1083,0.0,-3.859583077223333,-3.64288728,-4.218466608334,-2.7712521060000004,-3.64288728,-3.68065482,-3.68065482,0.0,28.8486,4.0,1.47,1.0136,0.0,0.01,1.2026666666666668,18.6,1.6666666666666663,22.1,71.85000000000001,-2.9789191033333333,4.3114508780000005,0.73,4.88438069,1.8,0.656
1084,0.1899999999999999,-5.283329928333333,-3.64288728,-5.072714719,-3.657737784,-3.64288728,-3.68065482,-3.68065482,0.0,27.4294,4.0,1.28,1.0532,1.1500000000000004,0.58,1.2686666666666668,11.504,3.6666666666666665,21.0,22.8,-4.456395233333334,4.204894769999999,0.73,4.35160015,3.0,-5.982
1085,0.05,-5.404224615,-3.64288728,-5.145251531,-3.736682044,-3.64288728,-3.68065482,-3.68065482,0.0,27.8446,4.0,1.47,0.9832,0.6500000000000004,0.15,1.152,13.58,3.6666666666666665,5.800000000000001,121.1,-4.587969,3.31509823,0.61,1.4025887499999996,3.0,-5.982
1086,0.3499999999999998,-3.570041418333333,-3.64288728,-4.044741613,-2.655007968,-3.64288728,-3.68065482,-3.68065482,3.0,29.2142,1.0,1.12,1.0356,0.5500000000000003,0.01,1.2393333333333334,20.292,2.6666666666666665,16.7,111.1,-2.7851788733333334,4.24166119,0.73,4.53543225,2.4,-3.345
1087,0.24,-4.303775071666666,-3.64288728,-4.484981805,-3.070592244,-3.64288728,-3.68065482,-3.68065482,0.0,27.5394,4.0,1.23,1.0496,1.23,0.15,1.2626666666666668,12.054,1.3333333333333333,18.3,91.1,-3.4778193333333336,3.340586298,0.73,1.3052061999999998,1.6,-3.345
1088,0.04,-6.57659556,-3.64288728,-5.848674098,-4.407911282000001,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9706,0.5500000000000003,0.205,1.131,20.292,7.666666666666667,9.3,22.8,-5.706684396666667,5.6936965740000005,0.73,11.79560917,5.4,2.367
1089,0.1699999999999999,-5.792235805,-3.64288728,-5.378058245,-3.99228056,-3.64288728,-3.68065482,-3.68065482,0.0,28.0586,4.0,1.47,0.9578,0.2000000000000001,0.01,1.1096666666666666,14.65,3.333333333333333,5.5,91.1,-5.013966526666667,4.010872436,0.54,3.38148848,2.8,2.367
1090,0.3400000000000001,-7.132082448333333,-3.64288728,-6.1819662310000005,-4.796188546,-3.64288728,-3.68065482,-3.68065482,0.0,25.1286,4.0,1.47,0.9676,0.3499999999999996,0.01,1.126,20.292,3.0,5.5,81.1,-6.35381317,4.195763341999999,0.6,4.30594301,2.6,0.808
1091,0.26,-4.967348833333333,-3.64288728,-4.8831260620000005,-3.4724879260000003,-3.64288728,-3.68065482,-3.68065482,0.0,27.5766,4.0,1.21,1.0556,1.25,0.165,1.2726666666666668,12.24,4.0,21.1,0.0,-4.1476454700000005,3.366285928,0.73,1.3052061999999998,3.2,0.808
1092,0.5499999999999999,-3.303850268333333,-3.64288728,-3.885026923,-2.497930714,-3.64288728,-3.68065482,-3.68065482,0.0,27.5662,4.0,0.92,1.0816,1.87,0.01,1.316,12.188,1.0,29.3,91.1,-2.52338345,3.090958402,0.73,2.52328789,1.4,4.253
1093,0.1499999999999999,-3.2258155466666665,-3.64288728,-3.83820609,-2.435846722,-3.64288728,-3.68065482,-3.68065482,0.0,28.7214,4.0,1.32,0.96,0.3500000000000005,0.2,1.1133333333333333,17.964,1.0,5.5,0.0,-2.41991013,3.502882696,0.73,1.3052061999999998,1.4,4.253
1094,0.06,-5.661135093333334,-3.64288728,-5.299397818,-3.897883396,-3.64288728,-3.68065482,-3.68065482,0.0,27.7546,4.0,1.41,1.0136,1.0,0.01,1.2026666666666668,13.13,3.6666666666666665,11.4,91.1,-4.856637920000001,3.56547817,0.73,1.3052061999999998,3.0,-3.813
1095,0.0,-4.487782885276667,-4.45538074,-4.595386493166,-3.15910523,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.8294,4.0,1.22,1.1682,0.0,-0.03,1.4603333333333337,11.67,5.0,20.1,91.1,-3.625340976666667,3.747088186,1.03,3.0835936200000003,3.8,-3.813
1096,0.1400000000000001,-4.041246639443333,-4.45538074,-4.327464745666,-2.910922948,-4.45538074,-4.60155445333,-4.60155445333,0.0,27.7022,4.0,1.22,1.0814,1.1399999999999997,-0.03,1.3156666666666668,11.67,2.333333333333333,14.6,91.1,-3.21170384,3.326214722,1.03,0.9792262999999995,2.2,-3.355
1097,0.1699999999999999,-4.367923159443333,-4.45538074,-4.523470657666,-3.09696454,-4.45538074,-4.60155445333,-4.60155445333,3.0,27.1698,1.0,1.22,1.0786,0.9900000000000002,-0.03,1.311,11.67,3.6666666666666665,15.0,96.1,-3.5217731600000004,4.068477445999999,0.54,4.69053992,3.0,-3.355
1098,0.2199999999999999,-4.669745157776667,-4.45538074,-4.704563856666001,-3.209919912,-4.45538074,-4.60155445333,-4.60155445333,1.0,27.1308,3.0,1.22,1.0706,1.59,-0.03,1.2976666666666667,11.67,3.0,14.3,91.1,-3.710032113333334,3.810591858,0.58,3.4011119800000005,2.6,-5.832
1099,0.3500000000000001,-4.189346322776666,-4.45538074,-4.416324555666,-3.003817678,-4.45538074,-4.60155445333,-4.60155445333,0.0,27.5084,4.0,1.22,1.081,1.9400000000000004,-0.03,1.315,11.67,2.333333333333333,14.700000000000005,172.74,-3.36652839,3.71661399,0.85,2.93122264,2.2,-5.832
1100,0.53,-5.345348170833334,-4.45538074,-5.1099256645,-3.360213366,-4.45538074,-4.60155445333,-4.60155445333,3.0,28.435,1.0,1.22,0.9886,2.09,-0.03,1.161,11.67,3.6666666666666665,23.9,114.1,-3.9605212033333337,4.567584154,0.23,7.186073459999999,3.0,-6.027
1101,0.4099999999999999,-3.760622872776666,-4.45538074,-4.159090485666001,-2.7516315660000004,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.405,4.0,0.81,1.2366,0.8900000000000001,-0.03,1.5743333333333334,10.004,2.0,45.5,193.1,-2.9462182033333333,2.8355909,1.03,1.75807262,2.0,-6.027
1102,0.4499999999999999,-4.37112835111,-4.45538074,-4.525393772666,-3.097981496,-4.45538074,-4.60155445333,-4.60155445333,0.0,27.0464,4.0,1.22,1.0166,1.84,-0.03,1.2076666666666669,11.67,2.0,23.5,381.1,-3.523468086666667,4.134884574,0.45,5.02257556,2.0,-1.793
1103,0.06,-4.44401358611,-4.45538074,-4.569124913666,-3.146003862,-4.45538074,-4.60155445333,-4.60155445333,1.0,26.7416,3.0,1.16,1.1325999999999998,0.9400000000000004,-0.03,1.401,11.67,3.0,17.999999999999996,91.1,-3.603505363333333,4.20829422,1.03,5.38962379,2.6,-1.793
1104,0.3099999999999999,-3.7688919744433336,-4.45538074,-4.164051946666,-2.7523789560000003,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.7784,4.0,0.91,1.1866,0.6600000000000001,-0.03,1.491,11.67,2.0,26.8,297.1,-2.9474638533333337,3.094747476,1.0,0.4622897399999996,2.0,-1.6
1105,0.02,-3.3901735277766667,-4.45538074,-3.936820878666,-2.514994922,-4.45538074,-4.60155445333,-4.60155445333,0.0,26.7858,4.0,1.22,1.0904,0.8399999999999999,-0.03,1.3306666666666669,11.67,2.0,14.3,0.0,-2.5518237966666666,3.303321622,0.95,0.8647608,2.0,-1.6
1106,0.03,-4.711638669443333,-4.45538074,-4.729699963666,-3.2979634100000004,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.5744,4.0,1.19,1.1576,0.0299999999999998,-0.03,1.4426666666666663,10.851,9.333333333333332,17.099999999999998,91.1,-3.856771276666667,3.246663652,1.03,0.5814709499999999,6.4,-17.157
1107,0.51,-6.28802096611,-4.45538074,-5.675529341666,-4.26788863,-4.45538074,-4.60155445333,-4.60155445333,0.0,26.7042,4.0,1.22,1.0424,1.4400000000000004,-0.03,1.2506666666666668,11.67,4.0,19.6,91.1,-5.47331331,4.111071296,0.62,4.90350917,3.2,-17.157
1108,0.25,-4.34633372611,-4.45538074,-4.510516997666,-3.09550457,-4.45538074,-4.60155445333,-4.60155445333,0.0,27.4626,4.0,1.22,1.0482,1.2400000000000002,-0.03,1.2603333333333333,11.67,2.333333333333333,19.8,91.1,-3.519339876666667,3.391410702,0.73,1.3052061999999998,2.2,1.989
1109,0.0,-4.679173179165,-4.45538074,-4.694696924332,-3.258003262,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.7382,4.0,1.22,1.1472,0.0,-0.03,1.2515,11.67,3.0,14.3,91.1,-3.457566175,3.187205424,1.03,0.2841798099999999,2.8,1.989
1110,0.01,-4.640660034443334,-4.45538074,-4.687112782666,-3.25130268,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.79,4.0,1.22,1.144,0.0100000000000002,-0.03,1.4200000000000002,11.67,2.6666666666666665,14.3,91.1,-3.779003393333333,3.147698792,1.0,0.2841798099999999,2.4000000000000004,-1.58
1111,0.3399999999999999,-3.72931106611,-4.45538074,-4.140303401666,-2.732844482,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.6532,4.0,0.88,1.2009999999999998,0.71,-0.03,1.515,11.245,4.333333333333334,31.2,91.1,-2.914906396666667,3.00252265,1.03,0.9234138699999996,3.4000000000000004,-1.58
1112,0.55,-5.88127690611,-4.45538074,-5.431482905666,-4.024023986,-4.45538074,-4.60155445333,-4.60155445333,0.0,26.6402,4.0,1.22,1.0408,1.7199999999999998,-0.03,1.248,11.67,3.333333333333333,19.9,117.1,-5.066872236666667,3.805961448,0.55,3.3779599300000003,2.8,0.043
1113,0.09,-4.123533886943333,-4.45538074,-4.376837094166,-2.962605266,-4.45538074,-4.60155445333,-4.60155445333,3.0,27.5062,1.0,1.22,1.0746,0.8899999999999997,-0.03,1.3043333333333331,11.67,3.6666666666666665,14.3,112.1,-3.297841036666667,3.305634108,0.62,0.8763232300000001,3.0,0.043
1114,0.01,-4.67092255611,-4.45538074,-4.705270295666001,-3.269064522,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.8232,4.0,1.21,1.153,0.0099999999999997,-0.03,1.435,11.67,7.333333333333333,15.599999999999998,91.1,-3.8086064633333336,3.195359202,1.03,0.3249487000000002,5.2,-0.43
1115,0.1500000000000001,-4.658128634443333,-4.45538074,-4.697593942666,-3.2226000920000004,-4.45538074,-4.60155445333,-4.60155445333,2.0,26.591,2.0,1.22,1.0666,1.34,-0.03,1.291,11.67,3.333333333333333,14.3,91.1,-3.731165746666667,3.391671274,0.53,1.3065090599999998,2.8,-0.43
1116,0.2299999999999999,-6.4375485644433335,-4.45538074,-5.765245900666001,-4.321856986,-4.45538074,-4.60155445333,-4.60155445333,0.0,26.3892,4.0,1.22,1.1054,0.3900000000000001,-0.03,1.3556666666666668,11.67,4.666666666666667,14.3,0.0,-5.56326057,3.462196876,0.83,1.65913707,3.6000000000000005,-4.176
1117,0.02,-3.2028173069146666,-4.45538074,-3.824407146148801,-2.398893306,-4.45538074,-4.60155445333,-4.60155445333,0.0,27.156,4.0,1.22,1.1126,0.9900000000000002,-0.03,1.3676666666666668,11.67,2.0,14.3,91.1,-2.3583211033333336,3.169290132,1.02,0.2841798099999999,2.0,-4.176
1118,0.0,-4.6452544116666665,-4.45538074,-4.689869409,-3.253871954,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.7652,4.0,1.22,1.1458,0.0100000000000002,-0.03,1.423,11.67,3.0,14.3,91.1,-3.783285516666667,3.142685576,1.02,0.2841798099999999,2.6,4.114
1119,0.05,-4.008382772776667,-4.45538074,-4.307746425666,-2.8977081380000005,-4.45538074,-4.60155445333,-4.60155445333,3.0,27.178,1.0,1.17,1.1245999999999998,0.69,-0.03,1.3876666666666668,11.67,3.6666666666666665,14.3,112.1,-3.189679156666667,4.195316288,0.8,5.32473413,3.0,4.114
1120,0.6100000000000001,-6.068952602776667,-4.45538074,-5.544088323666,-4.012358228,-4.45538074,-4.60155445333,-4.60155445333,0.0,23.4042,4.0,1.22,1.0639999999999998,2.34,-0.03,1.2866666666666666,11.67,3.0,17.8,100.0,-5.047429306666667,4.443659708,0.63,6.56645123,2.6,-5.733
1121,0.57,-3.48529535722,-4.45538074,-3.993893976332,-2.586230314,-4.45538074,-4.60155445333,-4.60155445333,0.0,29.7292,4.0,0.65,1.2626,0.96,-0.03,1.6176666666666668,11.67,2.333333333333333,58.3,92.74,-2.67054945,2.50484694,1.03,3.41179242,2.2,-5.733
1122,0.04,-4.761964181110001,-4.45538074,-4.759895270666,-3.326100018,-4.45538074,-4.60155445333,-4.60155445333,0.0,25.616,4.0,1.18,1.168,0.04,-0.03,1.4600000000000002,11.059,5.0,20.1,91.1,-3.9036656233333336,4.070653291999999,1.03,4.70141915,3.8,-1.064
1123,0.24,-3.742744422776667,-4.45538074,-4.148363415666,-2.74003407,-4.45538074,-4.60155445333,-4.60155445333,0.0,38.7318,4.0,0.98,1.1026,0.3599999999999999,-0.03,1.3510000000000002,11.67,2.333333333333333,14.3,91.1,-2.926889043333333,2.561104488,0.76,3.13050468,2.2,-1.064
1124,0.02,-4.627115459443333,-4.45538074,-4.678986037666,-3.243908896,-4.45538074,-4.60155445333,-4.60155445333,0.0,26.1818,4.0,1.22,1.1394,0.0100000000000002,-0.03,1.4123333333333334,11.67,5.0,14.3,91.1,-3.76668042,3.1090944460000003,0.98,0.3905548899999997,3.8,-10.413
