,BCCvolume_pa_difference,BCCefflatcnt_max_value,BCCefflatcnt_difference,BCCvolume_pa_max_value,n_ws^third_difference,CovalentRadius_difference,ICSDVolume_max_value,AtomicRadii_difference,AtomicRadii_max_value,CovalentRadius_max_value,ICSDVolume_difference,valence_max_value,MendeleevNumber_arithmetic_average,NdUnfilled_arithmetic_average,GSenergy_pa_max_value,BCCenergy_pa_max_value,GSenergy_pa_min_value,valence_arithmetic_average,BCCfermi_arithmetic_average,BCCenergy_pa_min_value,valence_composition_average,ElasticModulus_difference,BCCfermi_composition_average,MendeleevNumber_composition_average,n_ws^third_arithmetic_average,target
335,14.999999999999998,7.095825092999999,2.2009533240000003,22.33,0.21,109.0,23.8,0.8700000000000001,1.6,175.0,6.5,4.0,67.66666666666667,2.6666666666666665,-0.250105562414,-0.15983096,-0.250105562414,2.6666666666666665,3.691446973333333,-0.15983096,2.4000000000000004,117.0,3.444281584,75.4,0.8966666666666667,1.77554
336,15.42,7.140036982000001,2.245165213,22.75,0.1699999999999999,109.0,23.8,0.8700000000000001,1.6,175.0,6.5,4.0,67.33333333333334,2.6666666666666665,-0.250105562414,-0.15983096,-0.250105562414,2.6666666666666665,3.5232403333333333,-0.15983096,2.4000000000000004,72.0,3.3433576,75.2,0.8833333333333333,3.23433
337,14.999999999999998,7.095825092999999,2.2009533240000003,22.33,0.28,94.0,23.8,0.8700000000000001,1.6,160.0,6.5,4.0,67.0,2.6666666666666665,-0.250105562414,-0.15983096,-0.250105562414,2.6666666666666665,3.105940433333333,-0.15983096,2.4000000000000004,88.0,3.09297766,75.0,0.92,3.23433
338,17.1,7.311634665,2.416762896,24.43,0.2000000000000001,76.0,26.1,0.93,1.66,142.0,8.8,4.0,80.33333333333333,0.0,-4.616039545,-4.27836489,-4.616039545,3.0,5.283947896666667,-4.27836489,2.6,101.0,4.399782138,83.0,0.8466666666666667,2.19246
339,11.49,6.702649876000001,1.807778107,18.82,0.0199999999999998,55.0,22.2,0.7,1.43,121.0,5.599999999999998,4.0,79.66666666666666,0.0,-4.616039545,-4.27836489,-4.616039545,3.0,5.072549826666666,-4.27836489,2.6,44.5,4.2729432959999984,82.6,0.92,2.19246
340,11.49,6.702649876000001,1.807778107,18.82,0.06,56.0,22.2,0.6799999999999999,1.41,122.0,4.899999999999999,4.0,80.0,0.0,-4.616039545,-4.27836489,-4.616039545,3.0,3.801144263333333,-4.27836489,2.6,104.0,3.510099958,82.80000000000003,0.8933333333333334,1.88806
341,11.49,6.702649876000001,1.807778107,18.82,0.3999999999999999,66.0,22.2,0.6400000000000001,1.37,132.0,10.5,6.0,73.66666666666666,1.3333333333333333,-4.616039545,-4.27836489,-4.616039545,4.0,4.635023163333333,-4.27836489,3.2,96.0,4.010427298,79.0,1.0466666666666666,1.88806
342,11.49,6.702649876000001,1.807778107,18.82,0.24,73.0,22.2,0.6400000000000001,1.37,139.0,10.0,7.0,72.66666666666666,1.6666666666666667,-4.616039545,-4.27836489,-4.616039545,4.333333333333334,5.009506246666667,-4.27836489,3.4000000000000004,83.0,4.2351171480000005,78.4,0.9933333333333334,2.28201
343,11.49,6.702649876000001,1.807778107,18.82,0.48,85.0,22.2,0.6400000000000001,1.37,151.0,7.5,7.0,73.33333333333333,1.6666666666666667,-4.616039545,-4.27836489,-4.616039545,4.333333333333334,5.40009117,-4.27836489,3.4000000000000004,346.0,4.469468102,78.80000000000003,1.0733333333333337,2.28201
344,11.49,6.702649876000001,1.807778107,18.82,0.3599999999999999,73.0,22.2,0.6400000000000001,1.37,139.0,10.2,6.0,71.66666666666666,1.6666666666666667,-4.616039545,-4.27836489,-4.616039545,4.0,5.143539576666667,-4.27836489,3.2,144.0,4.3155371460000005,77.80000000000003,1.0333333333333334,2.20493
345,11.49,6.702649876000001,1.807778107,18.82,0.3999999999999999,88.0,22.2,0.6400000000000001,1.37,154.0,6.699999999999998,6.0,72.0,1.6666666666666667,-4.616039545,-4.27836489,-4.616039545,4.0,5.36352464,-4.27836489,3.2,207.0,4.447528183999999,78.0,1.0466666666666666,2.20493
346,11.49,6.702649876000001,1.807778107,18.82,0.44,96.0,22.2,0.6400000000000001,1.37,162.0,6.399999999999999,6.0,72.33333333333333,2.0,-4.616039545,-4.27836489,-4.616039545,4.0,4.9443508566666665,-4.27836489,3.2,286.0,4.196023914,78.2,1.06,1.80509
347,11.49,6.702649876000001,1.807778107,18.82,0.2599999999999998,104.0,22.2,0.7,1.43,170.0,4.899999999999999,5.0,71.33333333333333,2.333333333333333,-4.616039545,-4.27836489,-4.616039545,3.6666666666666665,4.296606536666666,-4.27836489,3.0,68.0,3.807377322,77.6,1.0,1.80509
348,11.49,6.702649876000001,1.807778107,18.82,0.2699999999999998,87.0,22.2,0.6400000000000001,1.37,153.0,8.399999999999999,5.0,70.66666666666666,2.333333333333333,-4.616039545,-4.27836489,-4.616039545,3.6666666666666665,4.636199346666666,-4.27836489,3.0,14.0,4.011133008,77.2,1.0033333333333334,6.90997
349,11.49,6.702649876000001,1.807778107,18.82,0.2699999999999998,98.0,22.2,0.6990000000000001,1.429,164.0,4.899999999999999,5.0,71.0,2.0,-4.616039545,-4.27836489,-4.616039545,3.6666666666666665,4.118466043333333,-4.27836489,3.0,11.0,3.700493026,77.4,1.0033333333333334,6.90997
350,14.54,7.046761753999999,2.1518899850000004,21.87,0.0799999999999998,109.0,22.4,0.8340000000000001,1.564,175.0,5.099999999999998,4.0,70.33333333333333,2.6666666666666665,-4.616039545,-4.27836489,-4.616039545,3.333333333333333,4.06208221,-4.27836489,2.8,24.0,3.666662726,77.0,0.94,5.53766
351,15.42,7.140036982000001,2.245165213,22.75,0.0399999999999998,109.0,23.2,0.8700000000000001,1.6,175.0,5.899999999999999,4.0,70.0,2.6666666666666665,-4.616039545,-4.27836489,-4.616039545,3.333333333333333,3.89387557,-4.27836489,2.8,21.0,3.565738742,76.80000000000003,0.9266666666666667,5.53766
352,11.49,6.702649876000001,1.807778107,18.82,0.1499999999999999,94.0,22.2,0.718,1.4480000000000002,160.0,4.899999999999999,4.0,69.66666666666666,2.6666666666666665,-4.616039545,-4.27836489,-4.616039545,3.333333333333333,3.47657567,-4.27836489,2.8,5.0,3.315358802,76.6,0.9633333333333334,3.75888
353,19.76,7.567916457999999,2.673044689,27.09,0.1399999999999999,79.0,30.2,0.98,1.71,145.0,12.9,5.0,82.66666666666666,0.0,-2.27267753,-2.25289773,-2.27267753,3.333333333333333,6.357220356666668,-2.25289773,2.8,55.0,5.0437456140000005,84.4,0.7933333333333333,3.75888
354,14.87,7.08202821,2.187156441,22.2,0.1,104.0,24.9,0.8760000000000001,1.606,170.0,7.599999999999998,4.0,59.0,3.0,-4.616039545,-4.27836489,-4.616039545,3.0,3.968459033333333,-4.27836489,2.6,35.0,3.61048882,70.2,0.8800000000000001,3.58736
355,18.92,7.488872387000001,2.594000618,26.25,0.25,79.0,28.5,0.98,1.71,145.0,11.2,4.0,80.66666666666666,0.0,-2.27267753,-2.25289773,-2.27267753,3.0,5.02084727,-2.25289773,2.6,103.0,4.2419217620000005,83.2,0.8300000000000001,3.58736
356,18.92,7.488872387000001,2.594000618,26.25,0.0499999999999998,79.0,28.5,0.98,1.71,145.0,11.2,3.0,79.33333333333333,0.0,-2.27267753,-2.25289773,-2.27267753,2.6666666666666665,6.3602556266666666,-2.25289773,2.4,2.0,5.045566775999999,82.4,0.7633333333333333,3.86031
357,18.92,7.488872387000001,2.594000618,26.25,0.1199999999999998,79.0,28.5,0.98,1.71,145.0,11.2,4.0,81.0,0.0,-2.27267753,-2.25289773,-2.27267753,3.0,6.577682176666666,-2.25289773,2.6,38.0,5.176022706,83.4,0.7866666666666666,3.86031
358,18.92,7.488872387000001,2.594000618,26.25,0.6499999999999999,79.0,28.5,0.98,1.71,145.0,16.8,6.0,72.66666666666666,1.3333333333333333,-2.27267753,-2.25289773,-2.27267753,3.6666666666666665,5.711330893333333,-2.25289773,3.0,199.0,4.656211936,78.4,0.9633333333333334,4.0981
359,18.92,7.488872387000001,2.594000618,26.25,0.1899999999999999,79.0,28.5,0.98,1.71,145.0,11.2,3.0,79.0,0.0,-2.27267753,-2.25289773,-2.27267753,2.6666666666666665,4.877451993333334,-2.25289773,2.4,1.0,4.155884596,82.2,0.81,4.0981
360,18.92,7.488872387000001,2.594000618,26.25,0.2699999999999998,79.0,28.5,0.98,1.71,145.0,11.9,3.0,78.66666666666666,0.0,-2.27267753,-2.25289773,-2.27267753,2.6666666666666665,6.148857556666666,-2.25289773,2.4,58.5,4.918727934,82.0,0.8366666666666667,2.7789200000000003
361,18.92,7.488872387000001,2.594000618,26.25,0.49,79.0,28.5,0.98,1.71,145.0,16.3,7.0,71.66666666666666,1.6666666666666667,-2.27267753,-2.25289773,-2.27267753,4.0,6.085813976666668,-2.25289773,3.2,186.0,4.880901786000001,77.80000000000003,0.91,2.7789200000000003
362,18.92,7.488872387000001,2.594000618,26.25,0.73,85.0,28.5,0.98,1.71,151.0,13.8,7.0,72.33333333333333,1.6666666666666667,-2.27267753,-2.25289773,-2.27267753,4.0,6.4763989,-2.25289773,3.2,449.0,5.115252740000002,78.2,0.99,2.34163
363,17.9,7.39058945,2.4957176810000004,25.23,0.3899999999999999,104.0,27.0,0.8900000000000001,1.62,170.0,9.7,5.0,71.66666666666667,2.333333333333333,-3.96104709,-3.89492544,-3.96104709,3.6666666666666665,5.853441443333333,-3.89492544,3.0,133.0,4.7414782660000006,77.80000000000003,0.9566666666666668,2.34163
364,17.9,7.39058945,2.4957176810000004,25.23,0.53,88.0,27.0,0.8900000000000001,1.62,154.0,11.5,6.0,72.33333333333334,1.6666666666666667,-3.96104709,-3.89492544,-3.96104709,4.0,6.920359546666666,-3.89492544,3.2,272.0,5.381629127999999,78.2,1.0033333333333334,2.97868
365,17.9,7.39058945,2.4957176810000004,25.23,0.3999999999999999,98.0,27.0,0.8900000000000001,1.62,164.0,9.7,5.0,71.33333333333334,2.0,-3.96104709,-3.89492544,-3.96104709,3.6666666666666665,5.67530095,-3.89492544,3.0,54.0,4.63459397,77.6,0.96,2.97868
366,17.9,7.39058945,2.4957176810000004,25.23,0.3999999999999999,87.0,27.0,0.8900000000000001,1.62,153.0,13.2,5.0,71.0,2.333333333333333,-3.96104709,-3.89492544,-3.96104709,3.6666666666666665,6.193034253333333,-3.89492544,3.0,79.0,4.9452339520000015,77.4,0.96,2.82674
367,17.9,7.39058945,2.4957176810000004,25.23,0.21,109.0,27.0,0.8900000000000001,1.62,175.0,9.7,4.0,70.66666666666667,2.6666666666666665,-3.96104709,-3.89492544,-3.96104709,3.333333333333333,5.618917116666666,-3.89492544,2.8,89.0,4.60076367,77.2,0.8966666666666667,2.82674
368,17.9,7.39058945,2.4957176810000004,25.23,0.1699999999999999,109.0,27.0,0.8900000000000001,1.62,175.0,9.7,4.0,70.33333333333334,2.6666666666666665,-3.96104709,-3.89492544,-3.96104709,3.333333333333333,5.450710476666666,-3.89492544,2.8,44.0,4.4998396860000005,77.0,0.8833333333333333,1.6973599999999998
369,17.9,7.39058945,2.4957176810000004,25.23,0.03,104.0,27.0,0.8900000000000001,1.62,170.0,9.7,4.0,59.33333333333334,3.0,-3.96104709,-3.89492544,-3.96104709,3.0,5.52529394,-3.89492544,2.6,30.0,4.544589764,70.4,0.8366666666666667,1.6973599999999998
370,11.49,6.702649876000001,1.807778107,18.82,0.06,56.0,22.2,0.6799999999999999,1.41,122.0,4.899999999999999,4.0,80.0,0.0,-3.0122553025,-2.97839076,-3.0122553025,3.0,3.801144263333333,-2.97839076,2.6,104.0,3.510099958,82.80000000000003,0.8933333333333334,1.92911
371,17.9,7.39058945,2.4957176810000004,25.23,0.28,94.0,27.0,0.8900000000000001,1.62,160.0,9.7,4.0,70.0,2.6666666666666665,-3.96104709,-3.89492544,-3.96104709,3.333333333333333,5.033410576666666,-3.89492544,2.8,60.0,4.249459745999999,76.80000000000003,0.92,1.92911
372,19.76,7.567916457999999,2.673044689,27.09,0.1100000000000001,73.0,30.2,0.8600000000000001,1.59,139.0,12.9,5.0,83.66666666666666,0.0,-4.616039545,-4.27836489,-4.616039545,3.6666666666666665,5.280912626666667,-4.27836489,3.0,48.0,4.397960976,85.0,0.8766666666666667,1.97875
373,17.1,7.311634665,2.416762896,24.43,0.1400000000000001,76.0,26.1,0.93,1.66,142.0,8.8,3.0,78.66666666666667,0.0,-3.0122553025,-2.97839076,-3.0122553025,2.6666666666666665,5.14055262,-2.97839076,2.4,3.0,4.313744972,82.0,0.8266666666666667,1.97875
374,10.61,6.596508714,1.7016369449999995,17.94,0.0,56.0,19.6,0.6799999999999999,1.41,122.0,2.3000000000000007,3.0,80.5,0.0,-3.0122553025,-2.97839076,-3.0122553025,2.5,3.511695115,-2.97839076,2.4,0.0,3.424062792,81.80000000000003,0.655,2.5467
375,10.61,6.596508714,1.7016369449999995,17.94,0.0,56.0,19.6,0.6799999999999999,1.41,122.0,2.3000000000000007,3.0,80.5,0.0,-3.0122553025,-2.97839076,-3.0122553025,2.5,3.511695115,-2.97839076,2.4,0.0,3.424062792,81.80000000000003,0.655,2.5467
376,10.61,6.596508714,1.7016369449999995,17.94,0.46,66.0,19.6,0.6799999999999999,1.41,132.0,7.900000000000002,6.0,72.0,1.3333333333333333,-3.0122553025,-2.97839076,-3.0122553025,3.6666666666666665,4.491627886666667,-2.97839076,3.0,200.0,3.924390132,78.0,1.0266666666666666,2.34901
377,10.61,6.596508714,1.7016369449999995,17.94,0.0799999999999998,56.0,19.6,0.7,1.43,122.0,3.0,3.0,78.0,0.0,-3.0122553025,-2.97839076,-3.0122553025,2.6666666666666665,4.92915455,-2.97839076,2.4,59.5,4.1869061300000014,81.6,0.9,2.34901
378,10.61,6.596508714,1.7016369449999995,17.94,0.54,85.0,19.6,0.6799999999999999,1.41,151.0,4.900000000000002,7.0,71.66666666666667,1.6666666666666667,-3.0122553025,-2.97839076,-3.0122553025,4.0,5.256695893333333,-2.97839076,3.2,450.0,4.383430936,77.80000000000003,1.0533333333333337,2.18143
379,10.61,6.596508714,1.7016369449999995,17.94,0.5,96.0,19.6,0.6799999999999999,1.41,162.0,3.8000000000000007,6.0,70.66666666666667,2.0,-3.0122553025,-2.97839076,-3.0122553025,3.6666666666666665,4.80095558,-2.97839076,3.0,390.0,4.109986748000002,77.2,1.04,2.18143
380,10.61,6.596508714,1.7016369449999995,17.94,0.3,73.0,19.6,0.6799999999999999,1.41,139.0,7.400000000000002,7.0,71.0,1.6666666666666667,-3.0122553025,-2.97839076,-3.0122553025,4.0,4.86611097,-2.97839076,3.2,187.0,4.149079982,77.4,0.9733333333333334,2.3438
381,10.61,6.596508714,1.7016369449999995,17.94,0.4199999999999999,73.0,19.6,0.6799999999999999,1.41,139.0,7.600000000000001,6.0,70.0,1.6666666666666667,-3.0122553025,-2.97839076,-3.0122553025,3.6666666666666665,5.0001443000000005,-2.97839076,3.0,248.0,4.22949998,76.80000000000003,1.0133333333333334,2.3438
382,10.61,6.596508714,1.7016369449999995,17.94,0.46,88.0,19.6,0.6799999999999999,1.41,154.0,4.100000000000001,6.0,70.33333333333334,1.6666666666666667,-3.0122553025,-2.97839076,-3.0122553025,3.6666666666666665,5.220129363333333,-2.97839076,3.0,311.0,4.3614910180000015,77.0,1.0266666666666666,2.7858400000000003
383,10.79,6.618497239,1.72362547,18.12,0.3199999999999998,104.0,19.6,0.7,1.43,170.0,2.3000000000000007,5.0,69.66666666666667,2.333333333333333,-3.0122553025,-2.97839076,-3.0122553025,3.333333333333333,4.15321126,-2.97839076,2.8,172.0,3.721340156,76.6,0.98,2.7858400000000003
384,10.61,6.596508714,1.7016369449999995,17.94,0.3299999999999998,87.0,19.6,0.6799999999999999,1.41,153.0,5.800000000000002,5.0,69.0,2.333333333333333,-3.0122553025,-2.97839076,-3.0122553025,3.333333333333333,4.49280407,-2.97839076,2.8,118.0,3.925095842,76.2,0.9833333333333334,2.70942
385,14.54,7.046761753999999,2.1518899850000004,21.87,0.1399999999999999,109.0,22.4,0.8340000000000001,1.564,175.0,5.099999999999998,4.0,68.66666666666667,2.6666666666666665,-3.0122553025,-2.97839076,-3.0122553025,3.0,3.918686933333333,-2.97839076,2.6,128.0,3.58062556,76.0,0.92,2.70942
386,10.85,6.625794375,1.730922606,18.18,0.3299999999999998,98.0,19.6,0.6990000000000001,1.429,164.0,2.3000000000000007,5.0,69.33333333333334,2.0,-3.0122553025,-2.97839076,-3.0122553025,3.333333333333333,3.975070766666666,-2.97839076,2.8,93.0,3.61445586,76.4,0.9833333333333334,9.74539
387,11.49,6.702649876000001,1.807778107,18.82,0.0,54.0,22.2,0.6400000000000001,1.37,120.0,4.899999999999999,4.0,83.0,0.0,-4.616039545,-4.27836489,-4.616039545,3.0,3.72678803,-4.27836489,2.8,0.0,3.596137124,83.80000000000003,0.685,9.74539
388,11.49,6.702649876000001,1.807778107,18.82,0.0,54.0,22.2,0.6400000000000001,1.37,120.0,4.899999999999999,4.0,83.0,0.0,-4.616039545,-4.27836489,-4.616039545,3.0,3.72678803,-4.27836489,2.8,0.0,3.596137124,83.80000000000003,0.685,6.15415
389,17.1,7.311634665,2.416762896,24.43,0.4400000000000001,76.0,26.1,0.93,1.66,142.0,13.900000000000002,7.0,71.33333333333333,1.6666666666666667,-2.66680196,-2.65390512,-2.66680196,4.0,6.348914603333332,-2.65390512,3.2,184.0,5.038762161999999,77.6,0.9266666666666667,6.15415
390,17.1,7.311634665,2.416762896,24.43,0.56,76.0,26.1,0.93,1.66,142.0,14.1,6.0,70.33333333333333,1.6666666666666667,-2.66680196,-2.65390512,-2.66680196,3.6666666666666665,6.4829479333333335,-2.65390512,3.0,245.0,5.119182159999999,77.0,0.9666666666666666,6.54188
391,17.1,7.311634665,2.416762896,24.43,0.6800000000000002,85.0,26.1,0.93,1.66,151.0,11.400000000000002,7.0,72.0,1.6666666666666667,-2.66680196,-2.65390512,-2.66680196,4.0,6.739499526666666,-2.65390512,3.2,447.0,5.273113115999999,78.0,1.0066666666666666,6.54188
392,17.1,7.311634665,2.416762896,24.43,0.6400000000000001,96.0,26.1,0.93,1.66,162.0,10.3,6.0,71.0,2.0,-2.66680196,-2.65390512,-2.66680196,3.6666666666666665,6.283759213333332,-2.65390512,3.0,387.0,4.999668928,77.4,0.9933333333333334,7.0122
393,17.1,7.311634665,2.416762896,24.43,0.6000000000000001,88.0,26.1,0.93,1.66,154.0,10.6,6.0,70.66666666666667,1.6666666666666667,-2.66680196,-2.65390512,-2.66680196,3.6666666666666665,6.702932996666666,-2.65390512,3.0,308.0,5.251173198,77.2,0.98,7.0122
394,17.1,7.311634665,2.416762896,24.43,0.47,87.0,26.1,0.93,1.66,153.0,12.3,5.0,69.33333333333334,2.333333333333333,-2.66680196,-2.65390512,-2.66680196,3.333333333333333,5.975607703333332,-2.65390512,2.8,115.0,4.8147780220000005,76.4,0.9366666666666664,5.53077
395,17.1,7.311634665,2.416762896,24.43,0.46,104.0,26.1,0.93,1.66,170.0,8.8,5.0,70.0,2.333333333333333,-2.66680196,-2.65390512,-2.66680196,3.333333333333333,5.636014893333334,-2.65390512,2.8,169.0,4.611022336,76.80000000000003,0.9333333333333332,5.53077
396,17.1,7.311634665,2.416762896,24.43,0.47,98.0,26.1,0.93,1.66,164.0,8.8,5.0,69.66666666666666,2.0,-2.66680196,-2.65390512,-2.66680196,3.333333333333333,5.457874400000001,-2.65390512,2.8,90.0,4.50413804,76.6,0.9366666666666664,5.53077
397,17.1,7.311634665,2.416762896,24.43,0.28,109.0,26.1,0.93,1.66,175.0,8.8,4.0,69.0,2.6666666666666665,-2.66680196,-2.65390512,-2.66680196,3.0,5.401490566666666,-2.65390512,2.6,125.0,4.47030774,76.2,0.8733333333333333,5.53077
398,17.1,7.311634665,2.416762896,24.43,0.24,109.0,26.1,0.93,1.66,175.0,8.8,4.0,68.66666666666666,2.6666666666666665,-2.66680196,-2.65390512,-2.66680196,3.0,5.233283926666667,-2.65390512,2.6,80.0,4.369383756,76.0,0.8599999999999999,5.29859
399,17.1,7.311634665,2.416762896,24.43,0.1,104.0,26.1,0.93,1.66,170.0,8.8,3.0,57.66666666666667,3.0,-2.66680196,-2.65390512,-2.66680196,2.6666666666666665,5.30786739,-2.65390512,2.4,66.0,4.414133833999999,69.4,0.8133333333333332,5.29859
400,17.1,7.311634665,2.416762896,24.43,0.3500000000000001,94.0,26.1,0.93,1.66,160.0,8.8,4.0,68.33333333333334,2.6666666666666665,-2.66680196,-2.65390512,-2.66680196,3.0,4.8159840266666665,-2.65390512,2.6,96.0,4.119003815999998,75.80000000000003,0.8966666666666667,5.2893300000000005
401,17.9,7.39058945,2.4957176810000004,25.23,0.07,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,80.33333333333334,0.0,-3.0122553025,-2.97839076,-3.0122553025,3.0,5.35797917,-2.97839076,2.6,39.0,4.444200902,83.0,0.8500000000000001,5.2893300000000005
402,19.76,7.567916457999999,2.673044689,27.09,0.02,73.0,30.2,0.8900000000000001,1.62,139.0,12.9,5.0,84.0,0.0,-3.96104709,-3.89492544,-3.96104709,3.6666666666666665,6.837747533333332,-3.89492544,3.0,17.0,5.332061919999999,85.2,0.8333333333333333,6.1334300000000015
403,19.76,7.567916457999999,2.673044689,27.09,0.05,73.0,30.2,0.8600000000000001,1.59,139.0,12.9,5.0,82.0,0.0,-3.0122553025,-2.97839076,-3.0122553025,3.333333333333333,5.13751735,-2.97839076,2.8,56.0,4.31192381,84.0,0.8566666666666667,6.1334300000000015
404,17.9,7.39058945,2.4957176810000004,25.23,0.0,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,83.5,0.0,-3.96104709,-3.89492544,-3.96104709,3.0,6.06204039,-3.89492544,2.8,0.0,5.464339012000001,84.2,0.62,4.81001
405,17.9,7.39058945,2.4957176810000004,25.23,0.0,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,83.5,0.0,-3.96104709,-3.89492544,-3.96104709,3.0,6.06204039,-3.89492544,2.8,0.0,5.464339012000001,84.2,0.62,4.81001
406,17.9,7.39058945,2.4957176810000004,25.23,0.1300000000000001,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,82.0,0.0,-3.96104709,-3.89492544,-3.96104709,3.333333333333333,5.5013744466666665,-3.89492544,2.8,65.0,4.530238068,84.0,0.8700000000000001,6.54502
407,17.9,7.39058945,2.4957176810000004,25.23,0.07,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,80.33333333333334,0.0,-3.96104709,-3.89492544,-3.96104709,3.0,5.35797917,-3.89492544,2.6,39.0,4.444200902,83.0,0.8500000000000001,6.54502
408,17.9,7.39058945,2.4957176810000004,25.23,0.07,76.0,27.0,0.93,1.66,142.0,9.7,4.0,80.66666666666667,0.0,-3.96104709,-3.89492544,-3.96104709,3.0,6.840782803333332,-3.89492544,2.6,36.0,5.333883082,83.2,0.8033333333333332,6.61885
409,17.9,7.39058945,2.4957176810000004,25.23,0.53,73.0,27.0,0.8900000000000001,1.62,139.0,15.3,6.0,74.0,1.3333333333333333,-3.96104709,-3.89492544,-3.96104709,4.0,6.19185807,-3.89492544,3.2,161.0,4.9445282420000005,79.2,1.0033333333333334,6.61885
410,17.9,7.39058945,2.4957176810000004,25.23,0.1499999999999999,73.0,27.0,0.8900000000000001,1.62,139.0,10.4,4.0,80.0,0.0,-3.96104709,-3.89492544,-3.96104709,3.0,6.629384733333334,-3.89492544,2.6,20.5,5.20704424,82.80000000000003,0.8766666666666667,7.0784600000000015
411,17.9,7.39058945,2.4957176810000004,25.23,0.3700000000000001,73.0,27.0,0.8900000000000001,1.62,139.0,14.8,7.0,73.0,1.6666666666666667,-3.96104709,-3.89492544,-3.96104709,4.333333333333334,6.566341153333332,-3.89492544,3.4000000000000004,148.0,5.169218092,78.6,0.95,7.0784600000000015
412,17.9,7.39058945,2.4957176810000004,25.23,0.5700000000000001,96.0,27.0,0.8900000000000001,1.62,162.0,11.2,6.0,72.66666666666667,2.0,-3.96104709,-3.89492544,-3.96104709,4.0,6.501185763333333,-3.89492544,3.2,351.0,5.130124858,78.4,1.0166666666666666,9.09043
413,17.9,7.39058945,2.4957176810000004,25.23,0.6100000000000001,85.0,27.0,0.8900000000000001,1.62,151.0,12.3,7.0,73.66666666666667,1.6666666666666667,-3.96104709,-3.89492544,-3.96104709,4.333333333333334,6.956926076666666,-3.89492544,3.4000000000000004,411.0,5.403569045999999,79.0,1.03,9.09043
414,17.9,7.39058945,2.4957176810000004,25.23,0.49,73.0,27.0,0.8900000000000001,1.62,139.0,15.0,6.0,72.0,1.6666666666666667,-3.96104709,-3.89492544,-3.96104709,4.0,6.7003744833333325,-3.89492544,3.2,209.0,5.24963809,78.0,0.99,5.96167
415,20.590000000000003,7.644430422999999,2.7495586540000003,27.92,0.48,104.0,30.3,1.02,1.75,170.0,13.0,5.0,72.0,2.333333333333333,-3.62902961,-3.58277457,-3.62902961,3.6666666666666665,5.604426796666668,-3.58277457,3.0,163.0,4.592069478000001,78.0,0.9266666666666666,5.96167
416,22.58,7.821897703999999,2.9270259350000005,29.91,0.23,82.0,35.3,0.97,1.7,148.0,18.7,5.0,82.0,0.0,-3.9736944,-3.89538374,-3.9736944,3.333333333333333,6.43358807,-3.89538374,2.8,36.5,5.089566242,84.0,0.85,9.08166
417,22.58,7.821897703999999,2.9270259350000005,29.91,0.4500000000000002,82.0,35.3,0.97,1.7,148.0,23.1,7.0,75.0,1.6666666666666667,-3.9736944,-3.89538374,-3.9736944,4.666666666666667,6.37054449,-3.89538374,3.6,164.0,5.051740094,79.80000000000003,0.9233333333333332,9.08166
418,20.590000000000003,7.644430422999999,2.7495586540000003,27.92,0.49,98.0,30.3,1.02,1.75,164.0,13.0,5.0,71.66666666666666,2.0,-3.62902961,-3.58277457,-3.62902961,3.6666666666666665,5.426286303333334,-3.58277457,3.0,84.0,4.485185182,77.80000000000003,0.93,8.18367
419,22.58,7.821897703999999,2.9270259350000005,29.91,0.6900000000000002,85.0,35.3,0.97,1.7,151.0,20.6,7.0,75.66666666666667,1.6666666666666667,-3.9736944,-3.89538374,-3.9736944,4.666666666666667,6.761129413333332,-3.89538374,3.6,427.0,5.286091047999999,80.2,1.0033333333333334,8.18367
420,20.590000000000003,7.644430422999999,2.7495586540000003,27.92,0.49,87.0,30.3,1.02,1.75,153.0,16.5,5.0,71.33333333333334,2.333333333333333,-3.62902961,-3.58277457,-3.62902961,3.6666666666666665,5.944019606666666,-3.58277457,3.0,109.0,4.795825164,77.6,0.93,1.97297
421,20.590000000000003,7.644430422999999,2.7495586540000003,27.92,0.1200000000000001,104.0,30.3,1.02,1.75,170.0,13.0,4.0,59.66666666666667,3.0,-3.62902961,-3.58277457,-3.62902961,3.0,5.276279293333333,-3.58277457,2.6,60.0,4.395180976000002,70.6,0.8066666666666666,1.97297
422,20.590000000000003,7.644430422999999,2.7495586540000003,27.92,0.3,109.0,30.3,1.02,1.75,175.0,13.0,4.0,71.0,2.6666666666666665,-3.62902961,-3.58277457,-3.62902961,3.333333333333333,5.36990247,-3.58277457,2.8,119.0,4.451354882,77.4,0.8666666666666667,2.00571
423,18.92,7.488872387000001,2.594000618,26.25,0.6499999999999999,88.0,28.5,0.98,1.71,154.0,13.0,6.0,71.0,1.6666666666666667,-2.27267753,-2.25289773,-2.27267753,3.6666666666666665,6.43983237,-2.25289773,3.0,310.0,5.093312822,77.4,0.9633333333333334,2.00571
424,18.92,7.488872387000001,2.594000618,26.25,0.5099999999999998,104.0,28.5,0.98,1.71,170.0,11.2,5.0,70.33333333333333,2.333333333333333,-2.27267753,-2.25289773,-2.27267753,3.333333333333333,5.372914266666667,-2.25289773,2.8,171.0,4.453161960000001,77.0,0.9166666666666669,1.96738
