,n_ws^third_composition_average,HeatFusion_composition_average,GSenergy_pa_arithmetic_average,AtomicVolume_difference,ICSDVolume_composition_average,MeltingT_composition_average,MeltingT_min_value,ElasticModulus_composition_average,BulkModulus_min_value,GSenergy_pa_composition_average,SecondIonizationEnergy_composition_average,BCCenergy_pa_arithmetic_average,AtomicRadii_composition_average,phi_composition_average,ShearModulus_min_value,ShearModulus_max_value,MeltingT_difference,BCCefflatcnt_composition_average,BCCfermi_composition_average,BoilingT_composition_average,HeatVaporization_composition_average,ThermalExpansionCoefficient_composition_average,n_ws^third_arithmetic_average,MeltingT_max_value,ElasticModulus_min_value,target
734,1.6275,18.75125,-3.785390995,7.861829588892499,17.174999999999994,1761.8000000000004,923.0,142.35,45.0,-4.9069503375000005,17.680999999999994,-3.71940441,1.435,5.1000000000000005,17.0,61.0,1118.4,6.4564905265,6.8116826775,3414.25,414.7375,12.8,1.475,2041.4,44.4,94.80117862
735,1.3385714285714283,13.654285714285717,-4.397958915,9.4967832848792,20.0,1298.4285714285716,923.0,126.0,45.0,-3.174093227142857,15.905,-4.21182737,1.5271428571428571,4.007142857142857,17.0,150.0,1314.0,6.842433606714287,5.024275102857144,2107.285714285714,232.6828571428572,20.057142857142857,1.465,2237.0,44.4,94.80117862
736,1.296923076923077,7.285230769230768,-1.3911361125,8.0166093608242,16.376923076923074,728.1138461538461,692.68,87.21538461538462,45.0,-1.2865033603846154,17.513384615384613,-1.3353811649999998,1.3732307692307693,4.0,17.0,43.0,230.32000000000005,6.2589008858461535,3.94143976,1208.1538461538462,117.19230769230772,29.36923076923077,1.245,923.0,44.4,58.45904524
737,1.7625000000000002,29.3125,-9.049876645,1.775370877054801,12.5,2401.75,2237.0,328.0,230.0,-8.1517610825,17.67525,-8.87804584,1.34925,5.2125,20.0,150.0,659.0,6.1254493175,7.685867735,4204.0,519.1425,7.35,1.765,2896.0,322.0,58.45904524
738,1.6375000000000002,29.8975,-7.40357743,11.465904574262302,18.375,2298.27,505.08,254.0,58.0,-9.1248426,16.00375,-7.370516605,1.4265,4.525,18.0,20.0,2390.92,6.57889382525,8.740385215,4402.75,515.3924999999998,9.1,1.505,2896.0,50.0,198.7402956
739,1.4266666666666667,14.712,-5.6666607225000005,2.7964492455143013,16.1,1378.4533333333334,692.68,98.0,70.0,-4.19110712,16.749333333333333,-5.625206515,1.3643333333333334,4.083333333333333,38.0,43.0,2057.32,6.272748977000001,4.243989543333333,2459.0,306.9,22.566666666666663,1.48,2750.0,95.0,198.7402956
740,1.255,8.3625,-3.5843615333333334,6.845671811311599,18.625,917.225,453.69,54.375,11.0,-3.1557428775,47.9335,-3.53557827,1.47625,3.8375,4.2,44.0,1374.36,6.360541480249999,3.351369965,2314.5,244.575,31.725,1.346666666666667,1828.05,10.0,100.2970627
741,1.3575,10.29,-3.5843615333333334,6.845671811311599,17.375,1037.17,453.69,69.5,11.0,-3.62462693,33.481,-3.53557827,1.44625,4.175,4.2,44.0,1374.36,6.37371141975,5.2355861625,2608.75,280.5,26.0,1.346666666666667,1828.05,10.0,100.2970627
742,1.2825,9.72125,-3.881273236666667,6.183594573141098,18.725,970.5625,453.69,66.375,11.0,-3.378426655,47.66675,-3.813619966666667,1.4775,3.8875,4.2,61.0,1587.71,6.38147245825,3.9846456125,2530.0,273.8625,30.975,1.3833333333333333,2041.4,10.0,59.89239506
743,1.385,11.64875,-3.881273236666667,6.183594573141098,17.475,1090.5075000000004,453.69,81.5,11.0,-3.8473107075,33.21425,-3.813619966666667,1.4475,4.225,4.2,61.0,1587.71,6.394642397749999,5.86886181,2824.25,309.7875,25.25,1.3833333333333333,2041.4,10.0,59.89239506
744,1.2775,10.825,-4.28965185,7.818548269127799,17.825000000000006,1019.4625,453.69,105.125,11.0,-3.684710615,47.54600000000001,-4.14190194,1.46875,3.825,4.2,150.0,1783.31,6.3415656062500005,3.89682876,2497.5,270.0975,30.825,1.3766666666666667,2237.0,10.0,262.21163
745,1.38,12.7525,-4.28965185,7.818548269127799,16.575000000000006,1139.4075,453.69,120.25,11.0,-4.1535946675,33.09350000000001,-4.14190194,1.43875,4.1625,4.2,150.0,1783.31,6.3547355457500005,5.7810449575,2791.75,306.0225000000001,25.1,1.3766666666666667,2237.0,10.0,262.21163
746,1.6566666666666667,23.35,-8.494587055,3.3483432906201984,15.666666666666664,2315.366666666667,1828.05,145.66666666666669,180.0,-7.37564956,13.086666666666664,-8.47120622,1.393333333333333,4.983333333333333,44.0,69.0,1461.95,6.2997611110000005,5.27007397,4067.666666666667,507.86666666666673,9.966666666666669,1.65,3290.0,127.0,117.5480063
747,1.66,21.6975,-8.494587055,3.3483432906201984,15.425,2193.5375,1828.05,141.0,180.0,-6.8161808125,14.7225,-8.47120622,1.38875,5.1000000000000005,44.0,69.0,1461.95,6.259919095,5.2493027725,3859.75,479.225,10.425,1.65,3290.0,127.0,117.5480063
748,1.61,15.704,-6.456500845000001,2.9379308902424004,15.86,1873.23,1828.05,120.2,110.0,-6.19275559,17.21,-6.376140505,1.4042,4.790000000000001,44.0,44.0,112.95000000000005,6.2677688362,4.302653888,3365.6,406.06,10.52,1.595,1941.0,110.0,119.6217585
749,1.456,13.160000000000002,-4.994778385,11.6063217553304,22.24,1119.6080000000004,505.08,100.0,58.0,-4.788032126,16.2044,-4.910031715,1.524,4.75,18.0,61.0,1536.3200000000004,6.9240004536,8.518365075999997,3364.2,378.402,16.72,1.51,2041.4,50.0,119.6217585
750,1.73,26.97333333333333,-8.93995461,2.6862660524496977,15.933333333333335,2457.600000000001,2041.4,177.66666666666669,200.0,-7.969472966666666,12.375333333333332,-8.888268765,1.3966666666666665,5.116666666666667,61.0,69.0,1248.6,6.3555770523333335,6.95880903,4642.333333333333,585.9666666666667,7.966666666666668,1.705,3290.0,175.0,109.5897154
751,1.7425,25.77375,-8.93995461,2.6862660524496977,15.725,2353.55,2041.4,177.0,200.0,-7.484232145,13.922249999999998,-8.888268765,1.3924999999999998,5.250000000000001,61.0,69.0,1248.6,6.322712029,7.149129715,4506.25,567.0875,8.175,1.705,3290.0,175.0,109.5897154
752,1.6825,19.165625,-6.901868400000001,2.2758536520719,16.0375,2003.75,1941.0,150.625,110.0,-6.68352872,16.694375,-6.79320305,1.4055,4.95625,44.0,61.0,100.40000000000008,6.312135294375,5.941113962499999,3896.25,478.48125,8.725,1.65,2041.4,110.0,206.4852056
753,1.7511111111111108,21.28333333333333,-6.901868400000001,2.2758536520719,15.377777777777776,2030.2444444444443,1941.0,167.77777777777774,110.0,-6.222589395555557,18.009333333333334,-6.79320305,1.3875555555555554,5.4444444444444455,44.0,61.0,100.40000000000008,6.250196465777777,7.192987234444446,4038.222222222222,500.97777777777776,8.777777777777779,1.65,2041.4,110.0,206.4852056
754,1.665,18.39825,-3.6342547975,0.1547797719317003,15.1,1704.2200000000007,692.68,155.0,70.0,-4.83138223875,18.41325,-3.541114745,1.368,5.262500000000001,43.0,61.0,1348.7200000000005,6.19214428875,6.7688371475,3368.5,411.6625,14.15,1.55,2041.4,95.0,186.2669255
755,1.7725,33.02,-10.10622307,2.1332246132476005,12.575,2601.5,2237.0,347.75,310.0,-8.679934295,13.56,-9.934392265,1.35125,5.250000000000001,150.0,161.0,1458.0,6.1374200385,7.3714873975,4433.0,477.1875,7.274999999999999,1.785,3695.0,330.0,186.2669255
756,1.55,26.345,-7.74007333,11.4414365092915,19.45,2210.5,1814.0,255.0,57.0,-7.74007333,14.78,-7.37151177,1.4655,4.325,29.0,173.0,793.0,6.5710821070000005,6.606040655000001,3763.0,436.285,8.2,1.55,2607.0,80.0,194.0009942
757,1.5325,29.215000000000003,-7.906223315,8.920055702880703,19.950000000000006,2593.77,505.08,149.75,58.0,-9.8788114275,3.658,-7.873162489999999,1.4775,4.074999999999998,18.0,69.0,2784.92,6.81152029175,6.3398194825,5017.0,625.3425,10.225,1.435,3290.0,50.0,194.0009942
758,1.4266666666666667,11.816666666666665,-5.8681371050000015,9.3304681032585,20.73333333333333,1462.36,505.08,90.0,58.0,-6.503833776666667,13.930666666666667,-5.778096775,1.5053333333333332,3.916666666666667,18.0,44.0,1435.92,6.769418163333333,5.000949726666667,3331.666666666667,380.25666666666666,13.066666666666665,1.38,1941.0,50.0,125.402
759,1.3866666666666667,9.428666666666668,-4.5076135175,2.4306334240036005,15.933333333333335,1108.7866666666666,692.68,100.0,70.0,-3.4184089833333338,16.502666666666666,-4.409179805,1.3706666666666667,4.0,43.0,44.0,1248.3200000000004,6.217095025333332,3.60209917,1973.333333333333,218.6,23.0,1.42,1941.0,95.0,125.402
760,1.462222222222222,13.48222222222222,-5.0896303025,1.3607855138223002,14.522222222222224,1355.0444444444445,692.68,110.11111111111111,70.0,-4.661893592777777,16.49111111111111,-5.048176095,1.3271111111111111,4.166666666666666,43.0,47.0,1490.3200000000004,6.020797254888889,5.043939368888889,2291.1111111111118,262.5888888888889,20.511111111111116,1.48,2183.0,95.0,180.6598962
761,1.2925,8.1485,-3.852299845,17.807529147717105,19.55,969.26,692.68,87.35,41.0,-2.54614988,16.532999999999998,-3.74869451,1.4515000000000002,3.875,26.0,43.0,1106.3200000000004,6.583150970749999,3.74432732,1789.5,184.8,25.475,1.265,1799.0,64.4,180.6598962
762,1.3016666666666667,7.788333333333332,-3.852299845,17.807529147717105,18.066666666666663,877.0666666666666,692.68,89.9,41.0,-2.1107665583333333,17.009999999999998,-3.74869451,1.4116666666666668,3.95,26.0,43.0,1106.3200000000004,6.420842739833332,3.80124264,1586.3333333333337,161.63333333333333,27.05,1.265,1799.0,64.4,44.50458607
763,1.3115384615384615,7.4004615384615375,-3.852299845,17.807529147717105,16.46923076923077,777.7815384615384,692.68,92.64615384615384,41.0,-1.6418922119230768,17.523692307692304,-3.74869451,1.368769230769231,4.030769230769232,26.0,43.0,1106.3200000000004,6.246049260384615,3.862536061538462,1367.5384615384614,136.68461538461537,28.74615384615384,1.265,1799.0,64.4,44.50458607
764,1.436,29.958,-6.3810544333333326,19.287703071772107,23.46,1841.8,1687.0,156.56,41.0,-6.206536216,15.05,-6.05076394,1.521,4.24,26.0,150.0,550.0,6.894521001000001,6.732366519999999,3510.0,399.99799999999993,7.2,1.49,2237.0,64.4,103.7981445
765,1.6575,60.36375000000001,-7.682819435000001,9.177043265025082,13.225,2925.30875,933.47,63.4375,33.0,-8.968481275624997,18.657125,-6.2050902500000005,1.2345,4.89,26.0,38.0,2889.53,5.894026329500001,6.67495163375,4470.0,649.5250000000002,6.9125,1.6,3823.0,7.0,103.7981445
766,1.3666666666666667,24.10333333333333,-5.211646966666667,16.418788365009707,23.16666666666667,1473.156666666667,933.47,98.96666666666668,41.0,-5.211646966666667,15.804333333333332,-4.964165013333334,1.52,4.033333333333333,26.0,26.0,865.53,6.891033952333332,6.970192513333332,3194.333333333333,347.7,12.333333333333336,1.3666666666666667,1799.0,64.4,205.1246262
767,1.4484615384615385,11.647692307692306,-6.35050048678,12.796606452993098,15.884615384615383,1181.3661538461538,933.47,110.46153846153848,57.0,-5.563935311643077,17.383384615384614,-6.23089635,1.3850769230769229,4.203846153846154,26.0,78.0,880.53,6.224059940769231,7.451089163076923,2675.0,270.01230769230773,21.661538461538463,1.4233333333333331,1814.0,70.5,205.1246262
768,1.655,15.7825,-7.079169910169999,2.4856818029652,14.075,1750.7875,1519.0,144.75,120.0,-6.108472240085,18.6325,-6.9807118300000015,1.34125,5.2,44.0,78.0,309.0499999999999,5.985194658999999,5.783977555,3010.5,349.91,14.275000000000002,1.64,1828.05,127.0,56.92250591
769,1.1566666666666667,7.5859999999999985,-2.3831255233333337,27.7315035676691,28.73333333333333,770.92,505.08,55.33333333333334,17.0,-2.3831255233333337,14.822333333333331,-2.326425383333333,1.6406666666666667,3.6,7.4,43.0,609.9200000000002,7.289950089666665,5.287014709999999,1937.333333333333,186.78,24.83333333333333,1.1566666666666667,1115.0,21.0,56.92250591
770,1.635,12.81,-7.017157576780001,4.8170595479676015,13.05,1518.6175,933.47,172.625,76.0,-7.334239272585,16.707,-6.935360750000001,1.288,4.6275,26.0,82.0,877.53,5.7760842857500005,7.06050074,2848.5,302.385,17.1,1.59,1811.0,70.5,124.6227722
771,1.6125,13.12,-6.602044866666668,5.8589521892638015,14.4,1624.1175,933.47,150.625,76.0,-7.02290474,16.192,-6.532313200000001,1.34,4.465,26.0,82.0,1007.53,6.010892542000001,5.9108028075,3155.0,353.75,13.825,1.56,1941.0,70.5,124.6227722
772,1.69375,51.5225,-9.1918593125,4.157643292617701,17.375,2942.0,1687.0,311.375,100.0,-10.133594639375,6.129375,-8.930405505,1.35125,4.7625,161.0,161.0,2008.0,6.282681942375,8.330078323750001,4832.375,398.7375,3.7875,1.655,3695.0,162.0,80.30992451
773,1.5833333333333333,82.06333333333333,-7.837156715,24.188123167227893,14.7,3148.333333333333,1799.0,26.133333333333336,33.0,-8.294675695,20.335333333333327,-5.606029805,1.21,5.226666666666667,26.0,26.0,2024.0,5.832417017666667,6.861419006666666,4072.666666666666,607.7666666666668,4.433333333333334,1.49,3823.0,7.0,80.30992451
774,1.3312499999999998,8.65625,-3.013542203333333,10.019721645584102,22.5375,810.75,453.69,55.6125,11.0,-3.4178941375000003,24.591125,-2.98163768,1.5445000000000002,4.362500000000002,4.2,27.0,883.6399999999999,6.914117251375001,6.80545827125,2812.75,285.23375,22.075,1.2633333333333332,1337.33,10.0,103.9614127
775,1.5533333333333332,25.46,-7.154776463333333,16.4659136330416,19.933333333333334,1963.5933333333328,903.78,167.0,42.0,-7.154776463333333,16.310000000000002,-6.964406856666668,1.4546666666666666,4.616666666666666,20.0,150.0,1846.22,6.752733461333332,6.88660275,3615.0,417.82,8.833333333333332,1.5533333333333332,2750.0,67.0,103.9614127
776,1.5766666666666669,26.62666666666667,-7.417085533333332,16.623549034489,19.333333333333336,1897.926666666667,903.78,208.66666666666669,42.0,-7.417085533333332,15.98,-7.133369399999999,1.412,4.683333333333334,20.0,173.0,1703.22,6.518187812666668,7.868154690000001,3321.0,360.8133333333333,8.6,1.5766666666666669,2607.0,67.0,72.01245916
777,1.5133333333333332,28.52666666666667,-7.755431748333335,16.623549034489,22.2,2005.5933333333328,903.78,212.0,42.0,-7.755431748333335,16.07166666666667,-7.411832289999999,1.493,4.466666666666667,20.0,173.0,1703.22,6.891604738666668,7.294037553333334,3719.666666666666,432.27,7.766666666666667,1.5133333333333332,2607.0,67.0,72.01245916
778,1.5366666666666666,24.17666666666667,-7.029074343333334,16.623549034489,20.6,1817.26,903.78,202.3333333333333,42.0,-7.029074343333334,15.623333333333337,-6.707371873333333,1.4543333333333333,4.533333333333333,20.0,173.0,1703.22,6.695628327333332,6.7085310133333325,3281.0,353.64666666666665,8.666666666666666,1.5366666666666666,2607.0,67.0,71.91814191
779,1.5466666666666666,24.18666666666667,-7.683050341666666,19.19556276067589,19.633333333333333,1987.26,903.78,152.66666666666666,42.0,-7.683050341666666,11.196666666666667,-7.573800413333332,1.4243333333333332,4.516666666666667,20.0,75.0,2386.2200000000007,6.5645772596666685,6.65527337,3597.0,392.75666666666666,10.1,1.5466666666666666,3290.0,67.0,71.91814191
780,1.5499999999999998,21.996666666666663,-7.097024338333332,19.19556276067589,19.8,1807.26,903.78,126.33333333333331,42.0,-7.097024338333332,15.970000000000002,-6.98777441,1.4240000000000002,4.516666666666667,20.0,75.0,1846.22,6.5670096383333325,6.477132876666667,3359.0,377.1233333333333,10.433333333333332,1.5499999999999998,2750.0,67.0,57.11490849
781,1.202,6.57,-3.013542203333333,10.019721645584102,22.82,650.9739999999998,453.69,39.66,11.0,-2.974312122,40.6122,-2.98163768,1.5564,3.83,4.2,27.0,883.6399999999999,6.811729251400001,4.912053592,2421.8,239.874,30.04,1.2633333333333332,1337.33,10.0,57.11490849
782,1.24375,7.19625,-3.5488436575,3.4292854627965994,21.925,746.6925,594.22,64.25,42.0,-1.496341583125,16.3945,-3.4562151,1.503625,3.95,19.0,29.0,1219.78,6.83505167425,4.0024826425,1297.875,125.48625,28.2,1.255,1814.0,62.0,137.7139243
783,1.5825,65.71375,-7.926903701666667,16.184221203299874,13.599999999999998,2818.125,1811.0,59.875,33.0,-7.997609781249999,19.014,-6.443112536666668,1.2123750000000002,4.955,29.0,82.0,2012.0,5.713822924624998,6.8139039637500005,3705.375,515.4875,5.725,1.603333333333333,3823.0,7.0,137.7139243
784,1.25,11.99125,-4.005252976666666,14.8309599370549,22.125,963.14,453.69,65.5,11.0,-3.47141146,47.09225,-3.8935293,1.5175,3.9375,4.2,61.0,1587.71,6.65619054025,4.1409177125,2297.0,218.155,27.95,1.34,2041.4,10.0,138.9962637
785,1.625,17.205,-8.97991297017,1.6321937553816994,13.0,1851.0,1519.0,163.5,120.0,-8.97991297017,15.145,-8.904835725,1.2805,4.35,47.0,78.0,664.0,5.7230552355,7.0149823300000005,3007.0,333.22,15.05,1.625,2183.0,129.0,138.9962637
786,1.29,21.306666666666672,-3.6800760116666655,4.949633562365398,19.4,1024.72,453.69,80.83333333333333,11.0,-3.6800760116666655,37.27033333333333,-3.472577433333333,1.4333333333333331,3.916666666666667,4.2,26.0,1233.31,6.348513726666668,5.968565576666666,2526.666666666667,265.6333333333333,23.9,1.29,1687.0,10.0,131.04907749999998
787,1.5,16.87,-5.607346305,13.2412754513171,19.25,1371.04,505.08,190.0,58.0,-5.607346305,16.355999999999998,-5.402454675,1.4825,4.775,18.0,150.0,1731.92,6.727539500500001,8.20968582,3421.5,392.88,15.1,1.5,2237.0,50.0,131.04907749999998
788,1.2666666666666666,23.153333333333336,-3.706223563333333,26.3427627849617,26.9,1245.1566666666668,933.47,84.5,17.0,-3.706223563333333,15.681333333333336,-3.4931522433333333,1.5733333333333333,3.8166666666666655,7.4,26.0,753.53,7.004070449666668,6.857970556666666,2574.0,268.1566666666667,16.0,1.2666666666666666,1687.0,21.0,243.3774697
789,1.37,36.94,-4.616039545,0.0,22.2,1211.4,1211.4,115.0,0.0,-4.616039545,15.934,-4.27836489,1.37,4.55,0.0,0.0,0.0,6.702649876000001,4.38004256,3093.0,334.3,5.7,1.37,1211.4,115.0,243.3774697
790,1.6935294117647055,65.98823529411766,-9.6515175925,9.177043265025082,12.952941176470588,3191.8235294117653,2750.0,64.05882352941177,33.0,-9.729482993235292,18.463588235294115,-7.482541810000002,1.2152941176470589,4.951764705882352,38.0,38.0,1073.0,5.843799103764706,6.455929837058822,4721.764705882353,700.3529411764706,4.705882352941177,1.705,3823.0,7.0,141.4182736
791,1.544,34.111999999999995,-6.910121298333332,8.81122744351438,15.0,2115.894,933.47,81.5,33.0,-7.256163626999999,16.7902,-5.394405776666666,1.3367999999999998,4.368,26.0,44.0,2889.53,6.1144409384,5.073722011999999,3554.4,456.28,9.98,1.56,3823.0,7.0,141.4182736
792,1.83,38.59,-9.19463357,0.0,14.0,2607.0,2607.0,430.0,220.0,-9.19463357,16.76,-8.57093238,1.325,5.4,173.0,173.0,0.0,6.060136003999999,8.76028027,4423.0,567.77,6.4,1.83,2607.0,430.0,28.66574489
793,1.33,12.405,-5.015468105,8.414886401081699,20.75,1373.735,933.47,75.25,57.0,-5.015468105,15.814,-4.911139145,1.518,3.725,26.0,29.0,880.53,6.7755361700000005,6.10793723,2947.5,297.8,16.55,1.33,1814.0,70.5,28.66574489
794,1.663333333333333,18.273333333333333,-9.1198918475,10.491346224898502,15.266666666666666,2042.6666666666663,1811.0,187.0,110.0,-8.841756018333333,15.761666666666668,-9.03006686,1.348666666666667,4.486666666666666,30.0,82.0,695.0,6.054151757333332,5.878552476666667,3714.666666666667,453.35666666666674,9.833333333333334,1.61,2506.0,139.0,118.61305690000002
795,1.63,19.92,-7.559070601666668,7.050868876070697,14.1,1939.8675,933.47,167.375,76.0,-7.439400237499999,13.236999999999998,-7.493891079999999,1.3415,4.6125,26.0,75.0,2356.53,6.025544383250001,6.370286612499998,3730.75,443.6,13.85,1.59,3290.0,70.5,118.61305690000002
796,1.43,27.802,-5.190057533333333,21.183270950619704,19.3,1577.708,1357.77,127.28,41.0,-4.935149085,17.102800000000002,-4.96173173,1.4012,4.3,26.0,48.0,441.23,6.3198906826000005,6.363679639999999,3272.8,342.46,9.9,1.393333333333333,1799.0,64.4,115.2175358
797,0.464,14.8704,-3.5574984533350005,1.5267703596592028,34.459999999999994,651.356,544.4,37.6,31.0,-3.474259264002,17.8348,-3.36475108,1.64,1.66,12.0,16.0,178.26,7.736132260400001,8.16001143,1491.4,101.978,16.64,0.58,722.66,34.0,115.2175358
798,1.5459999999999998,32.998000000000005,-6.3810544333333326,19.287703071772107,19.18,1929.4,1687.0,209.68,41.0,-6.364345365,16.217999999999996,-6.05076394,1.4280000000000002,4.68,26.0,150.0,550.0,6.498633901400001,7.5597135039999985,3580.0,420.416,6.58,1.49,2237.0,64.4,92.15223632
799,0.4833333333333333,9.213333333333331,-7.35554562,18569.92845529496,19.0,871.8666666666667,54.8,46.33333333333334,110.0,-6.489294381666667,28.38633333333333,-6.117200485,1.008,1.2,30.0,30.0,2451.2,5.612168430666667,3.62657919,1685.4,222.6306,521.9666666666667,0.725,2506.0,139.0,92.15223632
800,1.2999999999999998,13.956666666666669,-3.113429823333333,18.3614815118892,21.8,1061.5166666666669,903.78,78.46666666666667,42.0,-3.113429823333333,17.285666666666668,-3.0154910800000003,1.4893333333333334,4.1000000000000005,17.0,48.0,453.99,6.779719730333332,5.618118973333332,2141.0,165.35666666666663,17.433333333333334,1.2999999999999998,1357.77,44.4,242.4065117
801,0.7725,11.42,-5.24730067,15.115867151934,22.15,1100.7325,494.0,94.75,8.3,-4.80317348,20.0925,-5.0418426200000015,1.37325,2.25,3.7,115.0,1686.0,6.43180246025,5.8133309025000015,1823.75,160.6925,28.45,1.03,2180.0,20.0,242.4065117
802,0.5642857142857143,4.397142857142857,-3.348162445,18575.60274197189,17.97142857142857,429.87714285714287,54.8,26.485714285714284,45.0,-4.00861231,27.59414285714285,-2.54120319,1.0542857142857145,1.6928571428571428,17.0,26.0,878.6700000000002,5.667312366428572,4.558390891428571,1043.9142857142856,103.26337142857145,455.8571428571429,0.8533333333333333,933.47,44.4,69.25991167
803,1.485,12.705,-5.48221439678,4.7644825856100015,13.1,1292.0025,933.47,129.125,76.0,-5.031824502585,18.763,-5.38782839,1.3065,4.3875,26.0,78.0,585.53,5.8059766582500005,6.024123875,2881.5,277.885,19.45,1.49,1519.0,70.5,69.25991167
804,0.98,9.14,-4.2187233625000005,18580.3672245575,13.633333333333333,923.4466666666666,54.8,82.66666666666667,140.0,-4.039367181666666,25.233666666666664,-3.051319445,1.0953333333333333,2.966666666666667,48.0,48.0,1302.97,5.376711592333334,3.9436709666666654,2163.366666666667,201.4703,271.0,0.735,1357.77,124.0,299.0018244
805,1.462,28.486,-6.665305151666668,13.2319459490493,20.3,1762.6,1687.0,139.0,57.0,-6.34126931,14.893999999999998,-6.453195303333334,1.4186,4.166,29.0,82.0,127.0,6.408433707,7.036784974,3137.2,335.42,7.4,1.5133333333333332,1814.0,80.0,299.0018244
806,1.625,14.005,-6.61545917178,5.5985638343967,12.75,1497.1175,933.47,171.125,76.0,-6.731691665085,17.147000000000002,-6.5002281533333335,1.294,4.7125,26.0,78.0,834.53,5.75081994725,6.904961395,2881.5,314.285,17.7,1.5833333333333337,1768.0,70.5,126.8957065
807,1.575,18.65,-5.49953432,2.8689147067623995,14.05,1585.235,933.47,200.25,76.0,-5.49953432,18.454,-5.28008552,1.3875,4.800000000000002,26.0,150.0,1303.53,6.266766840500001,7.56644889,3380.0,393.095,15.65,1.575,2237.0,70.5,126.8957065
808,1.63,24.19,-6.76017809,9.0205170334996,14.95,1791.0,1687.0,172.0,100.0,-6.8402308537500005,16.011249999999997,-6.5144550233333325,1.3185,4.675,44.0,75.0,254.0,5.908400340499999,6.2928487775,3283.25,382.7,9.3,1.59,1941.0,110.0,160.5253716
809,1.3816666666666668,11.671666666666669,-3.06132474,15.136843330164702,16.266666666666666,1143.1933333333334,505.08,98.4,45.0,-3.37098978,18.4725,-3.017161183333333,1.3886666666666667,4.233333333333333,17.0,48.0,852.69,6.169121115833334,5.108660246666666,2839.666666666666,269.995,18.8,1.2933333333333332,1357.77,44.4,160.5253716
810,1.7000000000000002,17.94,-5.998216286666668,3.5830985371919013,13.425,1812.8925,1357.77,171.25,140.0,-6.005789634999998,18.3995,-5.9511698766666665,1.31975,5.17,48.0,82.0,683.6300000000001,5.9059280452500005,6.5676041675,3632.5,417.725,11.475,1.6733333333333331,2041.4,124.0,133.393521
811,1.745,22.00625,-7.483885185,1.5155652857540003,14.775,2076.8,2041.4,163.5,160.0,-6.7561974325000005,17.58475,-7.432199339999999,1.36525,5.300000000000002,47.0,61.0,141.5999999999999,6.149715463250001,7.4038243225,3993.5,494.5125,8.700000000000001,1.71,2183.0,129.0,133.393521
812,1.5816666666666668,47.99333333333333,-6.910121298333332,8.81122744351438,13.433333333333335,2400.411666666667,933.47,69.08333333333333,33.0,-7.581755298333333,18.055666666666667,-5.394405776666666,1.2656666666666665,4.68,26.0,44.0,2889.53,5.883144615666666,5.674115641666668,3678.666666666667,499.4,8.483333333333334,1.56,3823.0,7.0,184.1510591
813,1.5025,13.4125,-5.775649775,15.9709245789514,18.525,1463.77,505.08,136.5,57.0,-6.1018346175,15.388,-5.682367723333334,1.433,4.4,18.0,75.0,1308.92,6.371813456,6.44579445,3094.5,335.4425,14.5,1.4200000000000002,1814.0,50.0,184.1510591
814,1.6525,63.64875000000001,-8.268845438333333,9.22163984389218,12.975,3195.30875,933.47,102.9375,33.0,-9.847520280624998,11.497125,-6.791116253333333,1.235,4.89,26.0,69.0,2889.53,5.8903777615,6.94216237375,4827.0,672.975,6.4125,1.596666666666667,3823.0,7.0,69.63756486
815,1.665,44.40000000000001,-7.3097757875,6.448503307312702,17.0,2147.0,1687.0,296.0,100.0,-7.3097757875,16.552500000000002,-6.736471385,1.3225,5.050000000000002,173.0,173.0,920.0,6.110134341,9.337347475,3798.0,463.385,4.5,1.665,2607.0,162.0,69.63756486
816,1.39,26.064,-3.570871145,6.627868578116799,19.32,1232.788,923.0,101.88,45.0,-3.976590912,17.0762,-3.35528945,1.42,4.25,17.0,26.0,764.0,6.482392968999998,7.88868632,2658.600000000001,285.44,15.239999999999998,1.3533333333333333,1687.0,44.4,220.9482937
817,1.486,27.526,-6.97002767678,20.800508416921105,19.46,1642.2,1519.0,156.88,41.0,-7.071113257136,15.242,-6.704239556666668,1.386,4.3,26.0,78.0,280.0,6.280677879,7.642160832,2926.4,310.15599999999995,11.98,1.44,1799.0,64.4,220.9482937
818,1.5125000000000002,38.21250000000001,-6.981995955,18.14169554677288,16.95,2052.52,505.08,69.25,33.0,-7.180303746250001,16.54375,-5.475985213333333,1.3565,4.4975000000000005,18.0,44.0,3317.92,6.258729373,5.9197332425,3573.75,463.9425,10.05,1.51,3823.0,7.0,225.23046090000005
819,1.585,33.475,-5.2813462875,5.317991448049102,17.35,1757.525,1687.0,144.5,100.0,-5.2813462875,17.987499999999994,-4.996511645,1.3475,5.075,44.0,44.0,141.04999999999995,6.1502628625,7.550701930000002,3204.5,376.15,7.2,1.585,1828.05,127.0,225.23046090000005
820,1.5739999999999998,38.81,-6.91267641,18.864662413906903,20.1,2130.2,1687.0,290.88,41.0,-7.002291737,8.985999999999997,-6.48982116,1.4328,4.74,26.0,210.0,1052.0,6.5380150078,8.468177652,3873.2,447.692,5.86,1.5133333333333332,2739.0,64.4,39.54834269
821,0.62,11.795,-1.976738365835,12.3766632667522,27.7,658.44,594.22,51.0,42.0,-1.976738365835,17.754,-1.7872287299999998,1.5445000000000002,2.025,16.0,19.0,128.43999999999994,7.239362305,5.948104245,1150.5,75.25,24.8,0.62,722.66,40.0,39.54834269
