,GSenergy_pa_composition_average,IsAlkali_arithmetic_average,MiracleRadius_min_value,IsAlkali_composition_average,GSenergy_pa_arithmetic_average,IonicRadii_composition_average,NsUnfilled_composition_average,BoilingT_max_value,BCCenergy_pa_arithmetic_average,NsValence_composition_average,GSmagmom_composition_average,Polarizability_arithmetic_average,NUnfilled_difference,ElectronAffinity_composition_average,HHIp_difference,ElasticModulus_max_value,IonicRadii_min_value,BCCmagmom_composition_average,Electronegativity_arithmetic_average,IonicRadii_max_value,BoilingT_composition_average,NValance_composition_average,IonicRadii_arithmetic_average,HeatVaporization_max_value,Column_arithmetic_average,target
2878,-6.051732718333334,0.0,114.0,0.0,-6.051732718333334,0.65,0.3333333333333333,3968.0,-5.78681332,1.6666666666666663,2.1166666666666666e-06,10.746666666666664,6.0,86.03333333333332,2300.0,330.0,0.53,0.1234523,1.883333333333333,0.75,3388.0,8.666666666666668,0.65,495.39,8.666666666666668,4.28e-05
2879,-3.0719133816650004,0.0,160.0,0.0,-3.0719133816650004,0.875,0.0,2840.0,-2.984525785,2.0,0.0,17.633333333350002,4.0,-90.0,4200.0,63.0,0.72,0.0,1.265,1.03,2101.5,7.0,0.875,230.0,2.5,4.28e-05
2880,-5.327131706666667,0.0,132.0,0.0,-4.3638748,0.7766666666666667,0.6666666666666666,3968.0,-4.188747685,1.3333333333333333,0.0,14.75,3.0,96.66666666666669,6300.0,330.0,0.67,0.2469046,1.77,0.99,3135.0,11.333333333333332,0.8300000000000001,495.39,6.0,9.12e-05
2881,-7.119973582334,0.0,77.0,0.0,-7.030858957223335,0.67,0.6,4300.0,-5.422184293333332,1.4,0.0,11.923333333333336,2.0,106.46,9000.0,330.0,0.16,0.22221414,2.013333333333333,1.18,3941.4,8.4,0.6699999999999999,715.0,8.666666666666668,9.12e-05
2882,-7.8119921350000014,0.0,72.0,0.0,-7.8119921350000014,1.38,0.0,5093.0,-5.661865710000002,2.0,0.0,16.6,5.0,-3.5,0.0,73.0,1.05,0.0,2.17,1.71,2585.105,4.5,1.38,543.92,9.0,3.89e-05
2883,-4.039367181666666,0.0,64.0,0.0,-4.2187233625000005,0.9533333333333333,0.6666666666666666,3200.0,-3.051319445,1.3333333333333333,0.0,3.4760000000000004,1.0,125.9,1100.0,124.0,0.73,0.0,2.67,1.4,2163.366666666667,9.333333333333332,1.065,300.5,13.5,3.89e-05
2884,-9.4658943425,0.0,125.0,0.0,-9.4658943425,0.645,0.0,5731.0,-9.415743055,2.0,0.7742356,10.3,4.0,65.0,800.0,208.0,0.64,0.8420186,1.69,0.65,4465.5,14.0,0.645,737.0,7.0,3.15e-05
2885,-4.8854260641666665,0.0,125.0,0.0,-4.8854260641666665,0.7566666666666667,0.0,3200.0,-4.79345172,2.0,0.5161570666666667,12.773333333333332,3.0,49.66666666666666,6400.0,208.0,0.62,0.5613457333333333,1.6433333333333335,1.0,2939.333333333333,12.0,0.7566666666666667,373.3,8.333333333333332,3.15e-05
2886,-1.791767056665,0.6666666666666666,155.0,0.75,-2.02317617111,1.38,0.75,1860.0,-1.9463442533333333,1.25,0.0,36.41666666666667,2.0,60.8025,6200.0,67.0,0.76,0.0,1.2199999999999998,1.74,1217.0,4.5,1.336666666666667,76.9,5.666666666666668,2.78e-05
2887,-3.541145390833333,0.0,102.0,0.0,-3.541145390833333,0.5399999999999999,0.3333333333333333,3200.0,-3.27986477,1.6666666666666663,0.0,6.8488888889,0.0,-13.33333333333334,3700.0,124.0,0.17,0.0,1.8,0.73,1705.5,6.0,0.5399999999999999,300.5,9.333333333333332,2.78e-05
2888,-4.236349495,0.0,141.0,0.0,-4.154528432499999,0.8160000000000001,0.0,3141.0,-4.036032479999999,2.0,0.0,14.75,3.0,48.0,7900.0,73.0,0.54,0.0,1.425,1.0,3001.4,9.6,0.77,292.88,8.0,4.4e-05
2889,-6.336707340113334,0.0,132.0,0.0,-6.336707340113334,0.67,0.3333333333333333,4098.0,-6.2301580633333336,1.6666666666666663,0.0001033735632183,7.653333333333332,3.0,108.76666666666668,3900.0,198.0,0.63,0.2728576333333333,1.93,0.71,3102.333333333333,15.0,0.67,510.45,10.333333333333334,4.4e-05
2890,-5.944963983666001,0.0,110.0,0.0,-6.291661302776668,0.488,0.0,4701.0,-5.861515566666667,2.0,0.0,12.543333333333331,1.0,120.16,4800.0,533.0,0.26,0.0966171,1.7733333333333334,1.03,3412.0,9.4,0.64,563.58,8.666666666666668,5.379999999999999e-05
2891,-8.27232811,0.0,110.0,0.0,-8.27232811,0.5633333333333332,0.3333333333333333,4912.0,-8.071797676666668,1.6666666666666663,0.0,12.076666666666664,4.0,93.2,2300.0,322.0,0.26,0.0,1.7966666666666669,0.84,4255.666666666667,4.666666666666666,0.5633333333333332,590.5,8.0,5.379999999999999e-05
2892,-7.633017177499998,0.0,158.0,0.0,-7.633017177499998,0.92,0.0,4200.0,-7.45639902,2.0,0.0,12.65,17.0,55.0,0.0,186.0,0.81,0.0,1.7,1.03,3018.5,17.5,0.92,422.58,9.0,3.12e-05
2893,-4.450784542916667,0.0,103.0,0.0,-4.450784542916667,0.5633333333333334,0.0,3236.0,-3.994572393333333,1.3333333333333333,0.0,4.766666666666667,1.0,120.47333333333331,7200.0,127.0,0.29,0.0,2.2766666666666664,0.76,1937.906666666667,10.333333333333334,0.5633333333333334,393.3,13.666666666666664,3.12e-05
2894,-2.612301037142857,0.0,139.0,0.0,-6.0430538425,0.7185714285714285,0.1428571428571428,4912.0,-6.001599635,1.857142857142857,0.0,3.4916666666500005,6.0,13.714285714285715,800.0,322.0,0.59,0.0,1.905,0.74,1713.142857142857,11.142857142857144,0.665,590.4,9.0,9.1e-05
2895,-9.07265921,0.0,135.0,0.0,-7.99863682,0.7999999999999999,0.0,5285.0,-7.49377357,2.0,0.0,19.05,18.0,90.0,4000.0,550.0,0.63,0.0,1.66,1.14,4734.333333333334,16.0,0.885,627.6,5.5,9.1e-05
2896,-6.097688741,0.0,110.0,0.0,-6.505733710000001,0.5479999999999999,0.0,4682.0,-6.269474766666668,2.0,0.23815788,10.076666666666666,6.0,107.84,3700.0,208.0,0.26,0.02582688,1.7133333333333334,0.84,3480.0000000000005,6.4,0.5966666666666667,590.5,9.333333333333334,3.9e-05
2897,-6.866282853333333,0.0,114.0,0.0,-6.866282853333333,0.6633333333333333,0.3333333333333333,4876.0,-6.65938408,1.6666666666666663,0.0,9.513333333333332,6.0,108.43333333333334,2100.0,175.0,0.53,0.0,1.8633333333333333,0.83,4022.333333333333,18.666666666666668,0.6633333333333333,661.07,9.333333333333334,3.9e-05
2898,-3.826223993333333,0.0,126.0,0.0,-3.89900858,0.74,0.6666666666666666,3200.0,-3.766401205,1.3333333333333333,0.0,6.375,2.0,112.53333333333332,6300.0,124.0,0.73,0.0,1.975,0.76,2753.333333333333,12.333333333333332,0.745,300.5,13.0,7.5e-05
2899,-5.23636534175,0.0,64.0,0.0,-5.046507237916666,0.918,0.0,3103.0,-3.87821064,2.0,2.54e-06,7.167333333333334,7.0,103.764,5000.0,80.0,0.29,0.0,2.46,1.4,1420.784,4.8,0.8133333333333332,304.8,11.666666666666664,7.5e-05
2900,-4.1734887866650014,0.0,141.0,0.0,-4.1734887866650014,0.785,0.0,2840.0,-4.052783935,2.0,0.0,15.65,1.0,47.5,7900.0,70.5,0.54,0.0,1.415,1.03,2816.0,7.5,0.785,290.8,8.0,4.93e-05
2901,-5.0004990353125,0.0,64.0,0.0,-4.2681390058333335,1.3275,0.0,3618.0,-3.2662269733333336,2.0,0.0,8.850666666666667,8.0,111.125,9300.0,64.4,1.02,0.0,2.54,1.96,1443.3,6.25,1.46,393.3,12.0,4.93e-05
2902,-7.903515834446668,0.0,88.0,0.0,-8.516424674585,0.34,0.0,4538.0,-7.52909632,2.0,0.0,7.215,0.0,41.33333333333333,0.0,441.0,0.23,0.0,1.97,0.56,4361.333333333333,4.333333333333334,0.395,507.8,10.0,4.54e-05
2903,-4.477069636416286,0.0,102.0,0.0,-3.596129724971333,0.6271428571428572,0.0,3236.0,-3.3112933533333333,0.5714285714285714,0.0,4.596666666666667,3.0,53.1,3500.0,127.0,0.17,0.0,2.13,1.02,2480.461428571429,11.571428571428571,0.6100000000000001,393.3,12.333333333333336,4.54e-05
2904,-5.559007380625001,0.0,141.0,0.0,-6.725179215,0.63625,0.0,4200.0,-6.5862047766666665,0.75,0.0,12.166666666666664,0.0,48.75,1600.0,186.0,0.54,0.0,1.73,0.81,3245.5,7.75,0.6633333333333333,422.58,8.666666666666666,2.13e-05
2905,-3.9652601475,0.0,64.0,0.0,-3.701416228333333,1.0825,0.25,3200.0,-2.9188480033333333,1.75,0.0,5.534000000000002,4.0,107.375,2800.0,124.0,0.73,0.0,2.373333333333333,1.4,1431.3,9.0,0.9766666666666666,300.5,13.333333333333332,2.13e-05
2906,-6.388658605002857,0.0,88.0,0.0,-5.666059732085,0.3471428571428571,0.0,4273.0,-4.73855915,2.0,0.0,13.265,11.0,30.285714285714285,6600.0,441.0,0.23,0.0,1.62,1.05,4165.857142857143,4.0,0.64,507.8,8.0,0.000141836
2907,-3.73213247,0.0,64.0,0.0,-3.2198027525,1.3533333333333333,0.0,1655.0,-2.0688457600000003,2.0,0.0,13.175999999999998,2.0,38.066666666666656,3700.0,15.0,1.26,0.0,2.195,1.4,611.7333333333332,4.666666666666667,1.33,136.9,9.0,0.000141836
2908,-6.08745969,0.0,110.0,0.0,-6.4187305325,0.5233333333333334,0.0,5093.0,-6.084278599999999,2.0,0.0,18.815,4.0,89.06666666666666,0.0,162.0,0.26,0.0,1.6,1.05,3813.0,4.0,0.655,543.92,8.5,8.04e-05
2909,-8.62595429125,0.0,102.0,0.0,-8.62595429125,0.405,0.0,5731.0,-8.26721787,2.0,0.0,8.365,4.0,65.85,300.0,183.0,0.17,0.0,1.845,0.64,3142.25,12.0,0.405,737.0,10.0,8.04e-05
2910,-8.20776186,0.0,136.0,0.0,-7.56701227,0.66,0.0,4701.0,-7.199623365000001,2.0,1.5875e-06,12.7,6.0,117.025,0.0,533.0,0.63,0.362314125,1.7800000000000002,0.75,4301.5,18.0,0.69,563.58,6.0,6.02e-05
2911,-7.331121349375,0.0,115.0,0.0,-6.7950749025,0.5549999999999999,0.0,3680.0,-6.5771123399999984,2.0,0.0,8.355,4.0,60.125,0.0,129.0,0.54,0.0,1.905,0.58,2632.625,8.75,0.56,446.7,10.0,6.02e-05
2912,-3.9066734675,0.0,140.0,0.0,-3.888548926666666,0.7949999999999999,0.0,3618.0,-3.797438153333333,2.0,0.0,7.9811111111,9.0,60.5,8200.0,95.0,0.71,0.0,1.61,1.02,2637.0,10.75,0.8233333333333334,393.3,9.666666666666668,0.000196152
2913,-2.530275871875,0.5,103.0,0.5,-2.530275871875,0.95,0.5,961.0,-1.98236311,1.5,0.0,25.085,1.0,123.655,5300.0,19.0,0.29,0.0,1.7,1.61,839.36,3.5,0.95,69.2,8.5,0.000196152
2914,-5.213375625,0.0,64.0,0.0,-5.213375625,0.9833333333333334,0.0,5093.0,-4.209013176666667,2.0,0.0,12.224,6.0,112.02,1700.0,73.0,0.5,0.0,2.43,1.4,2047.033333333333,8.666666666666666,0.9833333333333334,543.92,11.666666666666664,3.5700000000000014e-05
2915,-2.412058053335,0.0,140.0,0.0,-2.412058053335,1.115,0.0,1655.0,-2.256029165,2.0,0.0,15.525,0.0,11.075000000000005,1300.0,40.0,0.97,0.0,1.525,1.26,1458.0,9.0,1.115,136.9,9.0,3.5700000000000014e-05
2916,-2.11974882,0.0,144.0,0.0,-2.11974882,1.0699999999999998,0.5,2435.0,-2.093745315,1.5,0.0,13.945,1.0,87.85,8300.0,80.0,0.99,0.0,1.595,1.15,1952.0,13.5,1.0699999999999998,250.63,7.0,5.18e-05
2917,-6.877854209334,0.0,72.0,0.0,-6.255095592223332,1.298,0.0,5093.0,-4.71928328,2.0,0.0,12.900000000000002,6.0,35.23000000000001,1600.0,73.0,0.97,0.0,2.1466666666666665,1.71,2320.284,6.800000000000002,1.2433333333333334,543.92,11.333333333333332,5.18e-05
2918,-3.5407462133333336,0.0,118.0,0.0,-3.575723365,0.5766666666666667,0.3333333333333333,3200.0,-3.271814195,1.6666666666666663,0.0,4.96,1.0,169.40666666666667,600.0,124.0,0.5,0.0,2.225,0.73,1705.3333333333337,14.333333333333332,0.615,300.5,13.5,7.159999999999999e-05
2919,-4.319043445332,0.0,110.0,0.0,-3.85624825611,0.66,0.0,3173.0,-3.62368732,2.0,0.0,13.5988888889,0.0,27.44,4800.0,162.0,0.26,0.0,1.4766666666666666,1.03,2677.8,6.800000000000002,0.6699999999999999,359.0,6.333333333333334,7.159999999999999e-05
2920,-0.862104821207,0.0,152.0,0.0,-0.862104821207,1.005,0.0,1469.0,-0.8136712100000001,2.0,0.0,13.13,0.0,25.0,4000.0,22.0,0.99,0.0,1.63,1.02,1049.365,21.0,1.005,128.0,7.5,9.48e-05
2921,-2.76539356,0.0,144.0,0.0,-2.76539356,1.15,1.0,2435.0,-2.71997917,1.0,0.0,6.99,0.0,125.7,0.0,80.0,1.15,0.0,1.93,1.15,2435.0,11.0,1.15,250.63,11.0,9.48e-05
2922,-1.8271603325,0.5,152.0,0.5,-1.8271603325,1.285,0.5,1615.0,-1.41004024,1.5,0.0,13.2575,0.0,204.3,1400.0,10.0,0.76,0.0,2.0700000000000003,1.81,926.98,4.0,1.285,147.1,9.0,3.09e-05
2923,-8.551420102,0.0,72.0,0.0,-7.915222476666668,0.84,0.8,4098.0,-6.49571006,1.2,0.0,6.4,4.0,78.06,4200.0,259.0,0.62,0.0,2.3266666666666667,1.71,2601.442,9.4,0.9866666666666666,510.45,10.333333333333334,3.09e-05
2924,-3.4333197015000003,0.0,103.0,0.0,-3.6599908729166666,0.7669999999999999,0.5,2435.0,-3.2042278166666662,1.5,0.0,5.496666666666666,2.0,153.118,7200.0,80.0,0.29,0.0,2.1866666666666665,1.15,1690.588,9.4,0.7333333333333334,250.63,14.0,5.93e-05
2925,-4.9420208133333325,0.0,114.0,0.0,-4.9420208133333325,0.6966666666666668,0.0,3618.0,-4.7562831800000005,2.0,0.0,11.78,5.0,55.0,8200.0,115.0,0.53,0.0,1.6133333333333333,1.02,3167.666666666666,6.666666666666668,0.6966666666666668,393.3,10.0,5.93e-05
2926,-3.5416613212500003,0.0,102.0,0.0,-3.5416613212500003,0.715,0.0,1655.0,-3.180488055,2.0,0.0,14.59,3.0,-48.15,2200.0,15.0,0.17,0.0,1.5699999999999998,1.26,1104.25,3.5,0.715,136.9,8.5,5.91e-05
2927,-4.79696904875,0.0,64.0,0.0,-4.81036143,1.1675,0.25,3618.0,-3.9948339833333337,1.75,0.0,9.767333333333331,8.0,126.235,9300.0,78.3,0.85,0.0,2.4,1.4,1731.8,10.0,1.09,393.3,10.0,5.91e-05
2928,-5.8011871725000015,0.0,142.0,0.0,-5.8011871725000015,0.8300000000000001,0.0,3618.0,-5.71565521,1.0,0.0,13.75,0.0,30.0,6600.0,127.0,0.64,0.0,1.71,1.02,3427.0,6.5,0.8300000000000001,393.3,6.5,6.59e-05
2929,-5.098376574,0.0,115.0,0.0,-4.529116078333334,0.752,0.4,3968.0,-4.2676292700000005,1.6,0.0,12.82,3.0,45.2,1000.0,330.0,0.58,0.1481427599999999,1.8033333333333328,1.26,2273.0,10.0,0.8366666666666667,495.39,8.666666666666666,6.59e-05
2930,-4.051524993,0.3333333333333333,64.0,0.2,-3.5813470516666666,1.144,0.2,1860.0,-2.738400506666667,1.7999999999999998,0.0,10.579,2.0,116.82,7400.0,67.0,0.76,0.0,2.1566666666666667,1.4,749.06,6.800000000000002,0.9733333333333334,147.1,10.666666666666666,4.01e-05
2931,-3.5764136633333337,0.0,142.0,0.0,-3.5764136633333337,0.7966666666666666,0.0,3236.0,-3.482813163333333,1.3333333333333333,0.0,10.766666666666666,3.0,70.33333333333333,6300.0,127.0,0.64,0.0,1.8366666666666664,0.99,2188.333333333333,13.666666666666668,0.7966666666666666,393.3,9.333333333333334,4.01e-05
2932,-4.082986522593333,0.0,64.0,0.0,-3.27387222389,1.3066666666666664,0.0,2143.0,-2.40579743,2.0,0.0,15.334,0.0,130.54444444444445,2500.0,40.0,0.97,0.0,2.143333333333333,1.42,578.4,7.777777777777778,1.2633333333333332,140.2,11.333333333333332,7.269999999999999e-05
2933,-7.33854776,0.0,139.0,0.0,-6.901868400000001,0.615,0.25,4098.0,-6.79320305,1.75,1.6899999999975e-05,10.55,6.0,66.325,4400.0,175.0,0.61,0.0,1.91,0.63,3694.5,9.0,0.62,510.45,7.0,7.269999999999999e-05
2934,-5.663357401333999,0.0,114.0,0.0,-5.48236731389,0.684,0.4,3968.0,-5.2076910000000005,1.6,0.0,12.68,1.0,106.0,6300.0,330.0,0.53,0.1481427599999999,1.84,1.02,3419.0,11.8,0.7400000000000001,495.39,8.666666666666668,6.2e-05
2935,-3.63727423667,0.0,140.0,0.0,-3.88526010167,1.04,0.0,3503.0,-3.65946265,2.0,0.0,15.5,3.0,143.43333333333334,6600.0,57.0,0.97,0.0,1.655,1.18,2008.333333333333,14.333333333333332,1.075,50.63,9.5,6.2e-05
2936,-5.369096808068,0.0,118.0,0.0,-6.63463340678,0.644,0.0,5093.0,-6.345899559999999,2.0,6.202413793100001e-05,15.09,6.0,116.976,600.0,198.0,0.5,0.16371458,1.8,1.05,2060.2,11.8,0.74,543.92,8.666666666666666,2.660000000000001e-05
2937,-1.3138021958333337,0.0,140.0,0.0,-1.4614067575,0.8266666666666667,0.0,1655.0,-1.417515705,2.0,0.0,9.86666666665,0.0,-28.0,2600.0,95.0,0.74,0.0,1.2999999999999998,1.26,1259.1666666666667,10.333333333333334,1.0,136.9,7.0,2.660000000000001e-05
2938,-3.0191535985714286,0.3333333333333333,64.0,0.4285714285714285,-3.231273776666667,1.437142857142857,0.4285714285714285,1837.0,-2.4390241400000003,1.5714285714285714,0.0,16.157333333333334,2.0,96.28142857142856,5500.0,34.0,1.03,0.0,2.0933333333333333,1.61,712.9,7.142857142857144,1.346666666666667,179.0,10.666666666666666,3.88e-05
2939,-7.032670600387693,0.0,88.0,0.0,-8.985019054584997,0.2746153846153846,0.0,4273.0,-7.99192278,2.0,0.0,13.965,15.0,24.923076923076927,0.0,441.0,0.23,0.0,1.71,0.81,4267.384615384615,3.2307692307692317,0.52,507.8,8.0,3.88e-05
2940,-5.915565924792499,0.0,88.0,0.0,-5.877918006390001,0.6625,0.5,4273.0,-5.22914459,1.5,0.0,13.543333333333331,7.0,121.9,6600.0,441.0,0.23,0.000201275,1.8066666666666664,1.16,4051.5,13.5,0.6733333333333333,510.45,8.666666666666666,4.75e-05
2941,-2.8958058416666663,0.0,144.0,0.0,-2.8958058416666663,1.0599999999999998,0.3333333333333333,2435.0,-2.8475407066666665,1.6666666666666663,0.0,11.0411111111,3.0,26.566666666666663,4100.0,80.0,1.0,0.0,1.65,1.15,2009.6666666666663,13.999999999999998,1.0599999999999998,250.63,9.333333333333332,4.75e-05
2942,-9.001680575,0.0,135.0,0.0,-7.8921688675000015,0.7533333333333333,0.0,5285.0,-7.377121745,2.0,0.0,15.6,2.0,90.0,4000.0,550.0,0.63,0.0,1.7200000000000002,1.0,4570.333333333334,19.33333333333333,0.815,627.6,5.5,5.25e-05
2943,-7.808479422085,0.0,88.0,0.0,-7.808479422085,0.385,0.0,4273.0,-6.952845975,2.0,0.0,7.715,2.0,38.5,400.0,441.0,0.23,0.0,1.835,0.54,3976.5,4.0,0.385,507.8,9.0,5.25e-05
2944,-4.62937380375,0.0,64.0,0.0,-4.586901103333333,1.2174999999999998,0.0,3200.0,-3.7877868133333337,2.0,0.3871178,16.000666666666667,1.0,75.05,2600.0,208.0,0.65,0.4210093,2.0700000000000003,1.42,1380.8,5.75,1.1566666666666665,373.3,9.0,4.51e-05
2945,-4.518007561666667,0.0,139.0,0.0,-4.518007561666667,0.7066666666666667,0.3333333333333333,4098.0,-4.4181068833333335,1.6666666666666663,2.1166666666666666e-06,6.161111111099999,9.0,74.46666666666667,3900.0,175.0,0.63,0.0,1.7633333333333332,0.75,2793.666666666666,13.0,0.7066666666666667,510.45,8.333333333333334,4.51e-05
2946,-6.267081405625,0.0,102.0,0.0,-5.7643661675,0.5375,0.0,3560.0,-5.41140648,2.0,1.126666666665e-05,8.276666666666666,5.0,53.175,6800.0,110.0,0.17,0.0,1.9266666666666663,0.76,2383.375,7.0,0.5133333333333334,425.2,11.333333333333336,5.85e-05
2947,-5.24205937,0.0,72.0,0.0,-5.24205937,1.65,0.0,1746.0,-3.15504117,2.0,0.0,4.325,2.0,11.5,5200.0,12.0,1.59,0.0,2.33,1.71,911.605,16.0,1.65,162.09,14.0,5.85e-05
2948,-4.016289006785714,0.0,112.0,0.0,-5.5837908775,0.4928571428571429,0.0,5093.0,-5.4609093600000005,2.0,0.0,18.85,0.0,-222.8571428571429,0.0,301.0,0.45,0.0,1.435,1.05,2910.857142857143,2.142857142857143,0.75,543.92,2.5,2.77e-05
2949,-3.5742746204166664,0.0,103.0,0.0,-3.5742746204166664,0.9266666666666667,0.0,3737.0,-2.8755336,2.0,0.0,11.519,8.0,192.80666666666667,8800.0,50.0,0.29,0.0002683666666666,2.553333333333333,1.33,1513.2,5.333333333333334,0.9266666666666667,399.57,12.0,2.77e-05
2950,-4.38483450389,0.0,114.0,0.0,-4.38483450389,0.7533333333333334,0.0,3093.0,-4.20267151,2.0,0.0,12.166666666666668,1.0,97.0,6900.0,115.0,0.53,0.0,1.7333333333333332,1.02,2980.333333333333,13.666666666666668,0.7533333333333334,334.3,10.333333333333334,7.52e-05
2951,-5.8887051106250015,0.0,64.0,0.0,-6.2660095125,1.10375,0.0,3560.0,-5.06050986,2.0,8.4499999999875e-06,7.701,6.0,95.6875,600.0,110.0,0.61,0.0,2.49,1.4,1391.3125,5.25,1.005,425.2,10.0,7.52e-05
2952,-2.9346088058350004,0.0,140.0,0.0,-2.9346088058350004,0.96,0.0,3503.0,-2.82094919,2.0,0.0,9.84166666665,5.0,25.0,7900.0,95.0,0.74,0.0,1.43,1.18,2341.5,11.5,0.96,115.3,7.5,3.08e-05
2953,-9.903922421666667,0.0,77.0,0.0,-10.251026805,0.3766666666666667,0.0,4300.0,-7.944588195,2.0,0.0,13.285,16.0,81.53333333333333,0.0,186.0,0.16,0.0,1.965,0.81,4266.666666666666,4.666666666666666,0.485,715.0,8.5,3.08e-05
2954,-2.0448916374713333,0.0,152.0,0.0,-2.0448916374713333,1.05,0.0,2875.0,-1.992759553333333,2.0,0.0,17.373333333333335,0.0,23.000000000000004,2900.0,50.0,0.71,0.0,1.6166666666666667,1.42,1882.5766666666668,14.0,1.05,290.37,9.333333333333334,3.08e-05
2955,-9.794986605,0.0,110.0,0.0,-8.920972885000003,0.4287500000000001,0.0,5869.0,-8.50189422,2.0,0.0,7.615,1.0,58.85,1400.0,461.0,0.26,0.0,1.9,0.53,4858.0,14.625,0.395,707.1,10.5,3.08e-05
2956,-7.2831210839999985,0.0,110.0,0.0,-8.521923136666668,0.4440000000000001,0.0,4701.0,-8.048860086666668,2.0,0.0,12.676666666666666,17.0,110.16,800.0,533.0,0.26,0.0966171,1.8266666666666669,0.81,3684.0,8.2,0.5666666666666667,563.58,8.666666666666668,0.0001674779999999
2957,-2.784483065,0.0,64.0,0.0,-2.784483065,1.1749999999999998,0.0,1040.0,-1.600045325,2.0,0.0,4.061,0.0,70.55,1200.0,62.0,0.95,0.0,2.565,1.4,565.05,9.0,1.1749999999999998,99.87,14.0,0.0001674779999999
2958,-7.88467393,0.0,141.0,0.0,-6.8498612275,0.7333333333333334,0.0,4876.0,-6.712418245,2.0,0.0,11.5,3.0,15.0,1800.0,139.0,0.54,0.0,1.455,0.83,4181.333333333333,13.0,0.685,661.07,8.5,3.48e-05
2959,-8.943507669666667,0.0,72.0,0.0,-8.7105774325,0.5733333333333334,0.0,4300.0,-4.4644733500000005,2.0,0.0,1.385,1.0,87.82000000000002,800.0,7.0,0.16,0.0,2.795,1.71,3173.922666666667,4.266666666666667,0.935,715.0,14.5,3.48e-05
2960,-7.3780191125,0.0,77.0,0.0,-7.3780191125,0.425,0.0,4300.0,-5.155450565,2.0,0.29769735,4.234999999999999,2.0,116.65,500.0,208.0,0.16,0.0322836,2.23,0.69,3743.0,7.0,0.425,715.0,12.0,5.820000000000001e-05
2961,-9.635335918333334,0.0,135.0,0.0,-8.8426518825,0.76,0.0,5285.0,-8.33633159,2.0,0.0,15.6,5.0,73.33333333333333,4300.0,550.0,0.63,0.0,1.71,1.02,4729.333333333334,15.666666666666664,0.825,627.6,5.5,5.820000000000001e-05
2962,-9.89778177,0.0,110.0,0.0,-9.89778177,0.4766666666666667,0.0,5869.0,-9.618395993333332,2.0,0.0,9.443333333333332,3.0,69.19999999999999,2400.0,461.0,0.26,0.0,1.7666666666666666,0.64,4924.333333333333,14.666666666666668,0.4766666666666667,737.0,8.666666666666666,3.43e-05
2963,-3.88769673875,0.0,143.0,0.0,-4.113698115,0.88,0.5,3618.0,-4.05955182,1.5,0.0,12.716666666666669,8.0,118.62,8700.0,78.3,0.8,0.0,1.846666666666667,1.02,3055.25,16.5,0.8900000000000001,393.3,9.0,3.43e-05
2964,-1.18001443875,0.5,264.0,0.5,-1.18001443875,1.97,0.5,944.0,-0.95305264,1.5,0.0,32.222500000000004,0.0,170.395,1100.0,1.8,1.74,0.0,1.725,2.2,700.65,9.0,1.97,67.74,9.0,4.61e-05
2965,-4.412006259719999,0.0,132.0,0.0,-4.2224580661100015,0.9566666666666668,0.1666666666666666,3968.0,-4.035234563333334,1.8333333333333333,0.0,13.473333333333333,1.0,53.33333333333334,7800.0,330.0,0.67,0.06172615,1.73,1.03,2728.0,11.5,0.8833333333333333,495.39,8.0,4.61e-05
2966,-4.955539858125,0.0,141.0,0.0,-5.115932488333334,0.6625000000000001,0.0,3618.0,-5.027165849999999,0.75,0.0,11.433333333333335,0.0,48.75,8200.0,127.0,0.54,0.0,1.6766666666666667,1.02,3172.75,7.375,0.7333333333333334,393.3,8.666666666666666,7.38e-05
2967,-4.346992901666667,0.0,126.0,0.0,-3.7473270675,0.7933333333333332,0.0,3186.0,-3.683199125,2.0,0.3969298000000001,16.26666666665,0.0,22.0,2900.0,208.0,0.69,0.0430448,1.455,1.0,2709.6666666666665,7.333333333333334,0.845,377.5,6.0,7.38e-05
2968,-4.883496133335,0.0,142.0,0.0,-4.883496133335,0.91,0.0,3503.0,-4.78790989,1.0,0.0,15.15,0.0,55.0,6300.0,127.0,0.64,0.0,1.705,1.18,3369.5,10.5,0.91,393.3,6.5,4.14e-05
2969,-1.991671708125,0.3333333333333333,134.0,0.25,-2.1414715075,0.705,0.25,2477.0,-2.11919879,1.75,0.0,14.407222222233331,5.0,-92.8,2600.0,44.4,0.62,0.0,1.3666666666666667,0.76,1704.5,4.5,0.7,256.06,5.333333333333333,4.14e-05
2970,-0.3289561142730435,0.5,152.0,0.1304347826086956,-0.552366011207,1.113913043478261,0.1304347826086956,944.0,-0.506216295,1.869565217391304,0.0,32.39,1.0,5.933478260869565,500.0,22.0,1.02,0.0,1.395,1.74,670.7217391304347,22.73913043478261,1.38,67.74,6.5,5.91e-05
2971,-4.03080023111,0.0,141.0,0.0,-4.1734887866650014,0.7033333333333334,0.0,2840.0,-4.052783935,2.0,0.0,15.65,1.0,46.66666666666667,7900.0,70.5,0.54,0.0,1.415,1.03,2808.0,6.0,0.785,290.8,8.0,5.91e-05
2972,-5.1825740385,0.0,77.0,0.0,-5.5952009008333325,0.7559999999999999,0.0,4300.0,-4.090676893333333,2.0,0.0,10.83,3.0,60.26,9000.0,73.0,0.16,0.0,1.8666666666666667,1.0,3240.0,11.8,0.5933333333333333,715.0,10.0,3.7e-05
