,GSenergy_pa_max_value,GSenergy_pa_min_value,MeltingT_max_value,HeatFusion_min_value,n_ws^third_arithmetic_average,ElasticModulus_arithmetic_average,BCCenergy_pa_max_value,HeatVaporization_max_value,ElasticModulus_composition_average,n_ws^third_max_value,n_ws^third_composition_average,BCCenergy_pa_min_value,MeltingT_composition_average,HHIr_min_value,ElasticModulus_max_value,MeltingT_arithmetic_average,ShearModulus_max_value,BulkModulus_max_value,BoilingT_max_value,HeatFusion_max_value,MeltingT_difference,GSenergy_pa_arithmetic_average,HeatCapacityMolar_min_value,Electronegativity_max_value,phi_max_value,target
102,-3.68065482,-3.68065482,2041.4,13.6,1.625,149.5,-3.64288728,510.45,149.5,1.78,1.625,-3.64288728,1699.585,1500.0,175.0,1699.585,61.0,230.0,4098.0,22.175,683.6300000000001,-4.85458225,24.44,2.28,5.65,1.0706
103,-3.68065482,-3.68065482,3459.0,13.6,1.66,292.5,-3.64288728,707.1,292.5,1.85,1.66,-3.64288728,2408.385,1500.0,461.0,2408.385,178.0,370.0,5869.0,34.08,2101.23,-8.0488412925,24.44,1.9,5.2,1.0706
104,-3.68065482,-3.68065482,2237.0,13.6,1.615,227.0,-3.64288728,495.39,227.0,1.76,1.615,-3.64288728,1797.385,1500.0,330.0,1797.385,150.0,380.0,3968.0,26.59,879.23,-5.46715017,24.44,2.28,5.4,2.782
105,-3.68065482,-3.68065482,2607.0,13.6,1.65,277.0,-3.64288728,567.77,277.0,1.83,1.65,-3.64288728,1982.385,1500.0,430.0,1982.385,173.0,220.0,4423.0,38.59,1249.23,-6.437644195000002,24.06,2.2,5.4,2.782
106,-3.68065482,-3.68065482,1357.77,1.721,0.735,71.5,-3.64288728,300.5,71.5,1.47,0.735,-3.64288728,873.065,1000.0,124.0,873.065,48.0,140.0,3200.0,13.6,969.41,-3.888935769375,22.7,2.58,4.45,2.9744
107,-3.68065482,-3.68065482,1357.77,13.6,1.365,95.5,-3.64288728,300.5,95.5,1.47,1.365,-3.64288728,1130.775,1500.0,124.0,1130.775,48.0,140.0,3200.0,19.79,453.99,-3.89900858,24.44,2.05,4.45,2.9744
108,-3.68065482,-3.68065482,1814.0,13.6,1.37,102.0,-3.64288728,304.8,102.0,1.47,1.37,-3.64288728,1585.885,1500.0,124.0,1585.885,48.0,140.0,3200.0,14.1,456.23,-4.983083955,24.44,1.9,4.45,0.90478
109,-3.68065482,-3.68065482,1687.0,13.6,1.485,143.0,-3.64288728,359.0,143.0,1.5,1.485,-3.64288728,1522.385,1000.0,162.0,1522.385,48.0,140.0,3200.0,50.21,329.23,-4.5527864125,19.99,1.9,4.7,0.90478
110,-3.68065482,-3.68065482,1357.77,7.15,1.355,87.0,-3.64288728,300.5,87.0,1.47,1.355,-3.64288728,931.425,1500.0,124.0,931.425,48.0,140.0,3200.0,13.6,852.69,-3.820850955,24.44,1.96,4.45,2.20739
111,-3.68065482,-3.68065482,3290.0,13.6,1.5499999999999998,153.5,-3.64288728,737.0,153.5,1.63,1.5499999999999998,-3.64288728,2323.885,1500.0,183.0,2323.885,69.0,200.0,5731.0,36.57,1932.23,-7.76602718,24.44,1.9,4.45,2.20739
112,-3.68065482,-3.68065482,2430.0,13.6,1.64,252.0,-3.64288728,502.0,252.0,1.81,1.64,-3.64288728,1893.885,1500.0,380.0,1893.885,48.0,140.0,4538.0,33.29,1072.23,-7.017903007499998,24.44,1.9,5.3,0.98934
113,-3.68065482,-3.68065482,1941.0,13.6,1.495,117.0,-3.64288728,425.2,117.0,1.52,1.495,-3.64288728,1649.385,1500.0,124.0,1649.385,48.0,140.0,3560.0,14.15,583.23,-5.7279409700000015,24.44,1.9,4.45,0.98934
114,-3.68065482,-3.68065482,1357.77,4.142,1.295,68.0,-3.64288728,300.5,68.0,1.47,1.295,-3.64288728,967.385,1500.0,124.0,967.385,48.0,140.0,3200.0,13.6,780.77,-2.976666175,24.44,1.9,4.45,2.6073
115,-3.68065482,-3.68065482,2183.0,13.6,1.555,126.5,-3.64288728,446.7,126.5,1.64,1.555,-3.64288728,1770.385,1500.0,129.0,1770.385,48.0,160.0,3680.0,21.5,825.23,-6.309957754999999,24.44,1.9,4.45,2.6073
116,-3.68065482,-3.68065482,3695.0,13.6,1.64,262.5,-3.64288728,422.58,262.5,1.81,1.64,-3.64288728,2526.385,1500.0,401.0,2526.385,161.0,310.0,5828.0,52.31,2337.23,-8.31972772,24.27,2.36,4.8,3.2023
117,-3.68065482,-3.68065482,1357.77,7.068,1.395,109.5,-3.64288728,300.5,109.5,1.47,1.395,-3.64288728,1025.225,1500.0,124.0,1025.225,48.0,140.0,3200.0,13.6,665.09,-2.4603273675,24.44,1.9,4.45,3.2023
118,-3.68065482,-3.68065482,2128.0,13.6,1.44,109.0,-3.64288728,590.5,109.0,1.47,1.44,-3.64288728,1742.885,1500.0,124.0,1742.885,48.0,140.0,4682.0,21.0,770.23,-6.1133066875,24.44,1.9,4.45,1.11612
119,-8.28548436,-8.28548436,1811.0,13.81,1.77,211.0,-8.28548436,349.5,211.0,1.77,1.77,-8.28548436,1811.0,1400.0,211.0,1811.0,82.0,170.0,3134.0,13.81,0.0,-8.28548436,25.1,1.83,4.93,1.11612
120,-8.28548436,-8.28548436,1811.0,10.71,1.58,140.75,-8.28548436,349.5,140.75,1.77,1.58,-8.28548436,1372.235,1000.0,211.0,1372.235,82.0,170.0,3134.0,13.81,877.53,-6.01545374,24.2,1.83,4.93,1.18119
121,-8.28548436,-8.28548436,1811.0,13.81,1.605,125.0,-8.28548436,349.5,125.0,1.77,1.605,-8.28548436,1450.5,1400.0,211.0,1450.5,82.0,170.0,3134.0,24.44,721.0,-6.4681867375,24.64,2.18,4.93,1.18119
122,-8.28548436,-8.28548436,1811.0,11.106,1.465,122.5,-8.28548436,349.5,122.5,1.77,1.465,-8.28548436,1177.7,1400.0,211.0,1177.7,82.0,170.0,3134.0,13.81,1266.6,-6.12958938,25.1,2.02,4.93,1.92223
123,-8.28548436,-8.28548436,1811.0,13.81,1.76,209.5,-8.28548436,373.3,209.5,1.77,1.76,-8.28548436,1789.5,1400.0,211.0,1789.5,82.0,180.0,3200.0,16.2,43.0,-7.6829367525,24.81,1.88,5.1,1.92223
124,-8.28548436,-8.28548436,2180.0,13.81,1.75,235.0,-8.28548436,349.5,235.0,1.77,1.75,-8.28548436,1995.5,1400.0,259.0,1995.5,115.0,170.0,3134.0,21.0,369.0,-8.89560045,23.35,1.83,4.93,1.7847
125,-8.28548436,-8.28548436,1811.0,5.585,1.54,111.0,-8.28548436,349.5,111.0,1.77,1.54,-8.28548436,1056.955,1400.0,211.0,1056.955,82.0,170.0,3134.0,13.81,1508.09,-5.64886983125,25.1,1.83,4.93,1.7847
126,-8.28548436,-8.28548436,1811.0,13.81,1.57,163.0,-8.28548436,349.5,163.0,1.77,1.57,-8.28548436,1511.2,1400.0,211.0,1511.2,82.0,170.0,3134.0,36.94,599.5999999999998,-6.4507619525,23.222,2.01,4.93,1.8195
127,-8.28548436,-8.28548436,2739.0,13.81,1.8,372.0,-8.28548436,563.58,372.0,1.83,1.8,-8.28548436,2275.0,1400.0,533.0,2275.0,210.0,320.0,4701.0,41.12,928.0,-8.566997905000001,25.1,2.2,5.55,1.8195
128,-8.28548436,-8.28548436,2896.0,13.81,1.77,266.5,-8.28548436,590.4,266.5,1.77,1.77,-8.28548436,2353.5,1400.0,322.0,2353.5,82.0,230.0,4912.0,37.48,1085.0,-9.565796065,24.06,2.16,4.93,1.7295
129,-8.28548436,-8.28548436,2750.0,13.81,1.705,157.5,-8.28548436,690.1,157.5,1.77,1.705,-8.28548436,2280.5,1400.0,211.0,2280.5,82.0,170.0,5017.0,30.0,939.0,-9.189402945,24.6,1.83,4.93,1.7295
130,-8.28548436,-8.28548436,1811.0,13.81,1.76,209.5,-8.28548436,377.5,209.5,1.77,1.76,-8.28548436,1769.5,1400.0,211.0,1769.5,82.0,180.0,3186.0,17.48,83.0,-6.9159044650000014,25.1,1.91,5.2,2.8125
131,-8.28548436,-8.28548436,1811.0,13.81,1.71,108.0,-8.28548436,349.5,108.0,1.77,1.71,-8.28548436,1064.15,1400.0,211.0,1064.15,82.0,170.0,3134.0,18.54,1493.7,-6.84299670125,23.824,2.19,5.55,2.8125
132,-8.28548436,-8.28548436,1811.0,4.774,1.46,115.5,-8.28548436,349.5,115.5,1.77,1.46,-8.28548436,1205.805,1400.0,211.0,1205.805,82.0,170.0,3134.0,13.81,1210.39,-5.957256985,24.7,2.33,4.93,2.7627
133,-8.28548436,-8.28548436,2237.0,13.81,1.765,270.5,-8.28548436,495.39,270.5,1.77,1.765,-8.28548436,2024.0,1400.0,330.0,2024.0,150.0,380.0,3968.0,26.59,426.0,-7.76956494,24.98,2.28,5.4,2.7627
134,-8.28548436,-8.28548436,2607.0,13.81,1.8,320.5,-8.28548436,567.77,320.5,1.83,1.8,-8.28548436,2209.0,1400.0,430.0,2209.0,173.0,220.0,4423.0,38.59,796.0,-8.740058965,24.06,2.2,5.4,2.2041
135,-8.28548436,-8.28548436,1811.0,13.81,1.515,139.0,-8.28548436,349.5,139.0,1.77,1.515,-8.28548436,1357.39,1400.0,211.0,1357.39,82.0,170.0,3134.0,19.79,907.22,-6.20142335,25.1,2.05,4.93,2.2041
136,-8.28548436,-8.28548436,1811.0,13.81,1.635,186.5,-8.28548436,359.0,186.5,1.77,1.635,-8.28548436,1749.0,1000.0,211.0,1749.0,82.0,170.0,3173.0,50.21,124.0,-6.8552011825,19.99,1.9,4.93,2.5423
137,-8.28548436,-8.28548436,1811.0,7.15,1.505,130.5,-8.28548436,349.5,130.5,1.77,1.505,-8.28548436,1158.04,1400.0,211.0,1158.04,82.0,170.0,3134.0,13.81,1305.92,-6.123265725,25.1,1.96,4.93,2.5423
138,-8.28548436,-8.28548436,2430.0,13.81,1.79,295.5,-8.28548436,502.0,295.5,1.81,1.79,-8.28548436,2120.5,1400.0,380.0,2120.5,82.0,170.0,4538.0,33.29,619.0,-9.3203177775,25.1,1.9,5.3,2.7173
139,-8.28548436,-8.28548436,1941.0,13.81,1.645,160.5,-8.28548436,425.2,160.5,1.77,1.645,-8.28548436,1876.0,1400.0,211.0,1876.0,82.0,170.0,3560.0,14.15,130.0,-8.030355740000001,25.06,1.83,4.93,2.7173
140,-8.28548436,-8.28548436,2183.0,13.81,1.705,170.0,-8.28548436,446.7,170.0,1.77,1.705,-8.28548436,1997.0,1400.0,211.0,1997.0,82.0,170.0,3680.0,21.5,372.0,-8.612372525,24.89,1.83,4.93,2.7899
141,-8.28548436,-8.28548436,3695.0,13.81,1.79,306.0,-8.28548436,422.58,306.0,1.81,1.79,-8.28548436,2753.0,1400.0,401.0,2753.0,161.0,310.0,5828.0,52.31,1884.0,-10.62214249,24.27,2.36,4.93,2.7899
142,-8.28548436,-8.28548436,1811.0,7.068,1.545,153.0,-8.28548436,349.5,153.0,1.77,1.545,-8.28548436,1251.84,1400.0,211.0,1251.84,82.0,170.0,3134.0,13.81,1118.3200000000004,-4.7627421375,25.1,1.83,4.93,1.8551
143,-8.28548436,-8.28548436,1811.0,13.6,1.62,167.5,-8.28548436,349.5,167.5,1.77,1.62,-8.28548436,1584.385,1400.0,211.0,1584.385,82.0,170.0,3200.0,13.81,453.23,-5.98306959,24.44,1.9,4.93,1.8551
144,-8.28548436,-8.28548436,1811.0,12.91,1.69,204.5,-8.28548436,349.5,204.5,1.77,1.69,-8.28548436,1665.0,1400.0,211.0,1665.0,82.0,170.0,3134.0,13.81,292.0,-8.65302480517,25.1,1.83,4.93,2.4818
145,-8.28548436,-8.28548436,1811.0,11.3,1.565,145.5,-8.28548436,349.5,145.5,1.77,1.565,-8.28548436,1522.965,1400.0,211.0,1522.965,82.0,170.0,3134.0,13.81,576.0699999999998,-5.52543896,25.1,1.93,4.93,2.4818
146,-8.28548436,-8.28548436,1811.0,12.55,1.67,144.65,-8.28548436,349.5,144.65,1.77,1.67,-8.28548436,1574.165,1000.0,211.0,1574.165,82.0,220.0,3134.0,13.81,473.6700000000001,-5.747588485,25.1,2.54,5.15,1.6689
147,-8.28548436,-8.28548436,1811.0,6.21,1.505,136.5,-8.28548436,349.5,136.5,1.77,1.505,-8.28548436,1202.61,1300.0,211.0,1202.61,82.0,170.0,3134.0,13.81,1216.78,-4.5488292925,25.1,1.83,4.93,1.6689
148,-8.28548436,-8.28548436,2506.0,13.81,1.61,175.0,-8.28548436,661.07,175.0,1.77,1.61,-8.28548436,2158.5,1400.0,211.0,2158.5,82.0,170.0,4876.0,27.2,695.0,-9.1198918475,25.1,1.83,4.93,1.55814
149,-8.28548436,-8.28548436,1811.0,2.295,1.505,116.5,-8.28548436,349.5,116.5,1.77,1.505,-8.28548436,1022.66,1400.0,211.0,1022.66,82.0,170.0,3134.0,13.81,1576.68,-4.267794961207,25.1,2.0,4.93,1.55814
150,-8.28548436,-8.28548436,1811.0,3.2910000000000004,1.47,112.5,-8.28548436,349.5,112.5,1.77,1.47,-8.28548436,1120.375,1400.0,211.0,1120.375,82.0,170.0,3134.0,13.81,1381.25,-5.47614316,25.1,1.83,4.93,1.63695
151,-8.28548436,-8.28548436,3306.0,13.81,1.81,380.5,-8.28548436,627.6,380.5,1.85,1.81,-8.28548436,2558.5,1400.0,550.0,2558.5,222.0,170.0,5285.0,57.85,1495.0,-9.753094175,24.7,2.2,5.4,1.63695
152,-8.28548436,-8.28548436,1828.05,13.81,1.72,169.0,-8.28548436,393.3,169.0,1.77,1.72,-8.28548436,1819.525,1400.0,211.0,1819.525,82.0,180.0,3236.0,16.74,17.049999999999955,-6.711629465,25.1,2.2,5.45,2.5169
153,-8.28548436,-8.28548436,2041.4,13.81,1.775,193.0,-8.28548436,510.45,193.0,1.78,1.775,-8.28548436,1926.2,1400.0,211.0,1926.2,82.0,230.0,4098.0,22.175,230.4000000000001,-7.15699702,25.1,2.28,5.65,2.5169
154,-8.28548436,-8.28548436,1814.0,13.81,1.52,145.5,-8.28548436,349.5,145.5,1.77,1.52,-8.28548436,1812.5,1400.0,211.0,1812.5,82.0,170.0,3134.0,14.1,3.0,-7.285498725,25.1,1.83,4.93,1.96705
155,-8.28548436,-8.28548436,3290.0,13.81,1.7,197.0,-8.28548436,737.0,197.0,1.77,1.7,-8.28548436,2550.5,1400.0,211.0,2550.5,82.0,200.0,5731.0,36.57,1479.0,-10.06844195,25.1,1.83,4.93,1.96705
156,-8.28548436,-8.28548436,1811.0,4.142,1.445,111.5,-8.28548436,349.5,111.5,1.77,1.445,-8.28548436,1194.0,1400.0,211.0,1194.0,82.0,170.0,3134.0,13.81,1234.0,-5.2790809450000005,25.1,1.83,4.93,2.3050900000000003
157,-8.28548436,-8.28548436,2128.0,13.81,1.59,152.5,-8.28548436,590.5,152.5,1.77,1.59,-8.28548436,1969.5,1400.0,211.0,1969.5,82.0,170.0,4682.0,21.0,317.0,-8.4157214575,25.1,1.83,4.93,2.3050900000000003
158,-8.28548436,-8.28548436,3459.0,13.81,1.81,336.0,-8.28548436,707.1,336.0,1.85,1.81,-8.28548436,2635.0,1400.0,461.0,2635.0,178.0,370.0,5869.0,34.08,1648.0,-10.3512560625,25.1,1.9,5.2,2.0802
159,-8.84851145,-8.84851145,2739.0,41.12,1.83,533.0,-8.22715557,563.58,533.0,1.83,1.83,-8.22715557,2739.0,9100.0,533.0,2739.0,210.0,320.0,4701.0,41.12,0.0,-8.84851145,25.1,2.2,5.55,2.0802
160,-8.84851145,-8.84851145,2739.0,11.3,1.5950000000000002,306.5,-8.22715557,563.58,306.5,1.83,1.5950000000000002,-8.22715557,1986.965,1400.0,533.0,1986.965,210.0,320.0,4701.0,41.12,1504.07,-5.806952505,25.1,2.2,5.55,1.9474
161,-8.84851145,-8.84851145,2739.0,6.21,1.535,297.5,-8.22715557,563.58,297.5,1.83,1.535,-8.22715557,1666.61,1300.0,533.0,1666.61,210.0,320.0,4701.0,41.12,2144.78,-4.8303428375,25.1,2.2,5.55,1.9474
162,-8.84851145,-8.84851145,2896.0,37.48,1.8,427.5,-8.22715557,590.4,427.5,1.83,1.8,-8.22715557,2817.5,5300.0,533.0,2817.5,210.0,320.0,4912.0,41.12,157.0,-9.84730961,24.06,2.2,5.55,2.02661
163,-8.84851145,-8.84851145,2750.0,30.0,1.735,318.5,-8.22715557,690.1,318.5,1.83,1.735,-8.22715557,2744.5,8800.0,533.0,2744.5,210.0,320.0,5017.0,41.12,11.0,-9.47091649,24.6,2.2,5.55,2.02661
164,-8.84851145,-8.84851145,2739.0,16.74,1.75,330.0,-8.22715557,563.58,330.0,1.83,1.75,-8.22715557,2283.525,8000.0,533.0,2283.525,210.0,320.0,4701.0,41.12,910.95,-6.993143010000002,25.1,2.2,5.55,1.97207
165,-8.84851145,-8.84851145,2739.0,26.59,1.795,431.5,-8.22715557,563.58,431.5,1.83,1.795,-8.22715557,2488.0,8000.0,533.0,2488.0,210.0,380.0,4701.0,41.12,502.0,-8.051078485,24.98,2.28,5.55,1.97207
166,-8.84851145,-8.84851145,2739.0,38.59,1.83,481.5,-8.22715557,567.77,481.5,1.83,1.83,-8.22715557,2673.0,8000.0,533.0,2673.0,210.0,320.0,4701.0,41.12,132.0,-9.02157251,24.06,2.2,5.55,1.63815
167,-8.84851145,-8.84851145,2739.0,33.29,1.82,456.5,-8.22715557,563.58,456.5,1.83,1.82,-8.22715557,2584.5,9100.0,533.0,2584.5,210.0,320.0,4701.0,41.12,309.0,-9.6018313225,25.1,2.2,5.55,1.63815
168,-8.84851145,-8.84851145,2739.0,11.39,1.52,298.7,-8.22715557,563.58,298.7,1.83,1.52,-8.22715557,2269.0,2600.0,533.0,2269.0,210.0,320.0,4701.0,41.12,940.0,-7.6565556125,25.1,2.2,5.55,1.90016
169,-8.84851145,-8.84851145,2739.0,21.0,1.62,313.5,-8.22715557,590.5,313.5,1.83,1.62,-8.22715557,2433.5,2600.0,533.0,2433.5,210.0,320.0,4701.0,41.12,611.0,-8.697235002500001,25.1,2.2,5.55,1.90016
170,-1.54227231,-1.54227231,923.0,8.48,1.17,44.4,-1.51367083,127.6,44.4,1.17,1.17,-1.51367083,923.0,500.0,44.4,923.0,17.0,45.0,1363.0,8.48,0.0,-1.54227231,24.869,1.31,3.45,2.47185
171,-1.54227231,-1.54227231,1234.93,8.48,1.265,62.2,-1.51367083,250.63,62.2,1.36,1.265,-1.51367083,1078.965,500.0,80.0,1078.965,30.0,100.0,2435.0,11.3,311.93000000000006,-2.153832935,24.869,1.93,4.35,2.47185
172,-1.54227231,-1.54227231,933.47,8.48,1.2799999999999998,57.45,-1.51367083,290.8,57.45,1.39,1.2799999999999998,-1.51367083,928.235,500.0,70.5,928.235,26.0,76.0,2792.0,10.71,10.470000000000027,-2.643847715,24.2,1.61,4.2,2.1514900000000003
173,-1.54227231,-1.54227231,1337.33,8.48,1.37,61.35,-1.51367083,324.43,61.35,1.57,1.37,-1.51367083,1130.165,500.0,78.3,1130.165,27.0,220.0,3129.0,12.55,414.3299999999999,-2.37598246,24.869,2.54,5.15,2.1514900000000003
174,-1.54227231,-1.54227231,1560.0,7.895,1.42,172.7,-1.51367083,297.0,172.7,1.67,1.42,-1.51367083,1241.5,500.0,301.0,1241.5,132.0,130.0,2743.0,8.48,637.0,-2.6486555025,16.442999999999998,1.57,5.05,2.47732
175,-1.54227231,-1.54227231,923.0,8.48,1.165,39.2,-1.51367083,179.0,39.2,1.17,1.165,-1.51367083,733.7,500.0,44.4,733.7,17.0,45.0,1837.0,11.106,378.6,-2.757983355,24.869,2.02,4.15,2.47732
176,-1.54227231,-1.54227231,1115.0,8.48,1.04,32.7,-1.51367083,154.67,32.7,1.17,1.04,-1.51367083,1019.0,500.0,44.4,1019.0,17.0,45.0,1757.0,8.54,192.0,-1.7453009375,24.869,1.31,3.45,1.9743
177,-1.54227231,-1.54227231,923.0,6.21,1.205,53.2,-1.51367083,127.6,53.2,1.24,1.205,-1.51367083,758.61,500.0,62.0,758.61,19.0,45.0,1363.0,8.48,328.78,-1.1772232675,24.869,1.69,4.05,1.9743
178,-1.54227231,-1.54227231,1071.0,5.46,1.18,37.2,-1.51367083,313.8,37.2,1.19,1.18,-1.51367083,997.0,500.0,44.4,997.0,17.0,45.0,3633.0,8.48,148.0,-3.15942098,24.869,1.31,3.45,1.90646
179,-1.54227231,-1.54227231,1768.0,8.48,1.46,126.2,-1.51367083,373.3,126.2,1.75,1.46,-1.51367083,1345.5,500.0,208.0,1345.5,75.0,180.0,3200.0,16.2,845.0,-4.3113307275,24.81,1.88,5.1,1.90646
180,-1.54227231,-1.54227231,2180.0,8.48,1.45,151.7,-1.51367083,339.5,151.7,1.73,1.45,-1.51367083,1551.5,500.0,259.0,1551.5,115.0,160.0,2944.0,21.0,1257.0,-5.523994425,23.35,1.66,4.65,1.92442
181,-1.54227231,-1.54227231,1357.77,8.48,1.3199999999999998,84.2,-1.51367083,300.5,84.2,1.47,1.3199999999999998,-1.51367083,1140.385,500.0,124.0,1140.385,48.0,140.0,3200.0,13.6,434.77,-2.611463565,24.44,1.9,4.45,1.92442
182,-1.54227231,-1.54227231,1811.0,8.48,1.47,127.7,-1.51367083,349.5,127.7,1.77,1.47,-1.51367083,1367.0,500.0,211.0,1367.0,82.0,170.0,3134.0,13.81,888.0,-4.913878335,24.869,1.83,4.93,1.85082
183,-1.54227231,-1.54227231,923.0,5.585,1.24,27.7,-1.51367083,256.06,27.7,1.31,1.24,-1.51367083,612.955,500.0,44.4,612.955,17.0,45.0,2477.0,8.48,620.0899999999998,-2.27726380625,24.869,1.81,4.1,1.85082
184,-1.54227231,-1.54227231,1586.0,8.48,1.19,49.7,-1.51367083,311.71,49.7,1.21,1.19,-1.51367083,1254.5,500.0,55.0,1254.5,22.0,45.0,3523.0,9.67,663.0,-3.09834681,24.869,1.31,3.45,1.87531
185,-1.54227231,-1.54227231,2506.0,8.48,1.31,91.7,-1.51367083,661.07,91.7,1.45,1.31,-1.51367083,1714.5,500.0,139.0,1714.5,30.0,110.0,4876.0,27.2,1583.0,-5.7482858225,24.869,1.31,3.6,1.87531
186,-1.54227231,-1.54227231,923.0,2.295,1.205,33.2,-1.51367083,127.6,33.2,1.24,1.205,-1.51367083,578.66,500.0,44.4,578.66,17.0,45.0,1363.0,8.48,688.6800000000002,-0.896188936207,24.869,2.0,4.2,2.67585
187,-1.54227231,-1.54227231,923.0,3.2910000000000004,1.17,29.2,-1.51367083,226.335,29.2,1.17,1.17,-1.51367083,676.375,500.0,44.4,676.375,17.0,45.0,2345.0,8.48,493.25,-2.104537135,24.869,1.78,3.9,2.67585
188,-1.54227231,-1.54227231,2739.0,8.48,1.5,288.7,-1.51367083,563.58,288.7,1.83,1.5,-1.51367083,1831.0,500.0,533.0,1831.0,210.0,320.0,4701.0,41.12,1816.0,-5.19539188,24.869,2.2,5.55,1.98829
189,-1.54227231,-1.54227231,923.0,2.335,0.91,23.4,-1.51367083,127.6,23.4,1.17,0.91,-1.51367083,629.765,500.0,44.4,629.765,17.0,45.0,1363.0,8.48,586.47,-1.319906011665,24.869,1.31,3.45,1.98829
190,-1.54227231,-1.54227231,1193.0,6.2,1.1749999999999998,47.2,-1.51367083,399.57,47.2,1.18,1.1749999999999998,-1.51367083,1058.0,500.0,50.0,1058.0,17.0,45.0,3737.0,8.48,270.0,-3.2349092475,24.869,1.31,3.45,2.03472
191,-1.54227231,-1.54227231,923.0,3.0,1.075,27.2,-1.51367083,147.1,27.2,1.17,1.075,-1.51367083,688.345,500.0,44.4,688.345,17.0,45.0,1615.0,8.48,469.31,-1.70607961,24.86,1.31,3.45,2.03472
192,-1.54227231,-1.54227231,1519.0,8.48,1.39,121.2,-1.51367083,219.74,121.2,1.61,1.39,-1.51367083,1221.0,500.0,198.0,1221.0,78.0,120.0,2334.0,12.91,596.0,-5.281418780169999,24.869,1.55,4.45,2.23051
193,-1.54227231,-1.54227231,2896.0,8.48,1.47,183.2,-1.51367083,590.4,183.2,1.77,1.47,-1.51367083,1909.5,500.0,322.0,1909.5,20.0,230.0,4912.0,37.48,1973.0,-6.19419004,24.06,2.16,4.65,2.23051
194,-1.54227231,-1.54227231,923.0,2.6,0.995,24.7,-1.51367083,127.6,24.7,1.17,0.995,-1.51367083,646.935,500.0,44.4,646.935,17.0,45.0,1363.0,8.48,552.13,-1.401256846665,24.869,1.31,3.45,1.99466
195,-1.54227231,-1.54227231,2750.0,8.48,1.4049999999999998,74.2,-1.51367083,690.1,74.2,1.64,1.4049999999999998,-1.51367083,1836.5,500.0,104.0,1836.5,38.0,170.0,5017.0,30.0,1827.0,-5.81779692,24.6,1.6,4.05,1.99466
196,-1.54227231,-1.54227231,1294.0,7.14,1.185,41.2,-1.51367083,283.68,41.2,1.2,1.185,-1.51367083,1108.5,500.0,44.4,1108.5,17.0,45.0,3373.0,8.48,371.0,-3.152311825,24.869,1.31,3.45,2.35912
197,-1.54227231,-1.54227231,1728.0,8.48,1.46,126.2,-1.51367083,377.5,126.2,1.75,1.46,-1.51367083,1325.5,500.0,208.0,1325.5,76.0,180.0,3186.0,17.48,805.0,-3.5442984400000004,24.869,1.91,5.2,2.35912
198,-1.54227231,-1.54227231,3306.0,8.48,1.51,297.2,-1.51367083,627.6,297.2,1.85,1.51,-1.51367083,2114.5,500.0,550.0,2114.5,222.0,45.0,5285.0,57.85,2383.0,-6.38148815,24.7,2.2,5.4,2.72908
199,-1.54227231,-1.54227231,1828.05,8.48,1.42,85.7,-1.51367083,393.3,85.7,1.67,1.42,-1.51367083,1375.525,500.0,127.0,1375.525,44.0,180.0,3236.0,16.74,905.05,-3.3400234400000004,24.869,2.2,5.45,2.72908
200,-1.54227231,-1.54227231,1204.0,6.89,1.185,47.2,-1.51367083,332.63,47.2,1.2,1.185,-1.51367083,1063.5,500.0,50.0,1063.5,17.0,45.0,3563.0,8.48,281.0,-3.158051135,24.869,1.31,3.45,1.69163
201,-1.54227231,-1.54227231,2041.4,8.48,1.475,109.7,-1.51367083,510.45,109.7,1.78,1.475,-1.51367083,1482.2,500.0,175.0,1482.2,61.0,230.0,4098.0,22.175,1118.4,-3.785390995,24.869,2.28,5.65,1.69163
202,-1.54227231,-1.54227231,3459.0,8.48,1.51,252.7,-1.51367083,707.1,252.7,1.85,1.51,-1.51367083,2191.0,500.0,461.0,2191.0,178.0,370.0,5869.0,34.08,2536.0,-6.9796500375,24.869,1.9,5.2,2.21185
203,-1.54227231,-1.54227231,2237.0,8.48,1.465,187.2,-1.51367083,495.39,187.2,1.76,1.465,-1.51367083,1580.0,500.0,330.0,1580.0,150.0,380.0,3968.0,26.59,1314.0,-4.397958915,24.869,2.28,5.4,2.21185
204,-1.54227231,-1.54227231,2607.0,8.48,1.5,237.2,-1.51367083,567.77,237.2,1.83,1.5,-1.51367083,1765.0,500.0,430.0,1765.0,173.0,220.0,4423.0,38.59,1684.0,-5.36845294,24.06,2.2,5.4,2.42608
205,-1.54227231,-1.54227231,923.0,8.48,1.215,55.7,-1.51367083,127.6,55.7,1.26,1.215,-1.51367083,913.39,500.0,67.0,913.39,20.0,45.0,1860.0,19.79,19.220000000000027,-2.829817325,24.869,2.05,4.4,2.42608
206,-1.54227231,-1.54227231,1814.0,8.48,1.22,62.2,-1.51367083,304.8,62.2,1.27,1.22,-1.51367083,1368.5,500.0,80.0,1368.5,29.0,57.0,3103.0,14.1,891.0,-3.9138927,24.869,1.36,3.45,2.63506
207,-1.54227231,-1.54227231,923.0,6.69,0.585,32.2,-1.51367083,127.6,32.2,1.17,0.585,-1.51367083,708.5,500.0,44.4,708.5,17.0,45.0,1363.0,8.48,429.0,-2.50653211,24.869,2.55,3.45,2.63506
