,BCCenergy_pa_composition_average,HeatVaporization_composition_average,MeltingT_difference,HeatVaporization_difference,HeatVaporization_max_value,BCCfermi_composition_average,MeltingT_max_value,BoilingT_composition_average,phi_max_value,NdValence_composition_average,HHIp_composition_average,n_ws^third_max_value,valence_composition_average,HeatFusion_composition_average,phi_difference,NValance_composition_average,n_ws^third_composition_average,GSmagmom_composition_average,GSenergy_pa_composition_average,ThermalExpansionCoefficient_composition_average,MiracleRadius_composition_average,CovalentRadii_composition_average,MeltingT_composition_average,Group_composition_average,ElasticModulus_difference,AtomicVolume_difference,BCCmagmom_composition_average,BCCvolume_padiff_composition_average,SecondIonizationEnergy_composition_average,NUnfilled_composition_average,NpUnfilled_arithmetic_average,Column_composition_average,NdUnfilled_composition_average,IonicRadii_composition_average,HeatCapacityMolar_composition_average,Density_composition_average,AtomicVolume_min_value,ICSDVolume_composition_average,HHIr_composition_average,IonicRadii_arithmetic_average,Electronegativity_composition_average,phi_composition_average,AtomicRadii_composition_average,SpaceGroupNumber_composition_average,HHIr_arithmetic_average,ICSDVolume_min_value,ICSDVolume_difference,CovalentRadius_composition_average,IonizationEnergy_composition_average,FirstIonizationEnergy_composition_average,target
1599,-3.4671081285,130.68653999999998,1744.2,389.8891,393.3,3.3986827265,1799.0,1268.06,5.2,1.65,1885.0,1.75,2.3,5.414999999999999,2.8800000000000003,6.050000000000001,0.552,0.166732765,-4.87885548925,473.85,103.75,1.0285,660.3799999999999,12.05,195.0,18581.25588204769,0.0938869399999999,-1.03725,26.8728,2.55,0.4,12.05,1.35,1.2199999999999998,28.2378,2580.2574,10.9412844417051,22.125,1150.0,1.036,2.6555,1.5870000000000002,1.09055,92.95,1920.0,10.8,52.0,105.0,1048.635,10.8537469,-2.955
1600,-3.102851674,106.61354,1713.2,374.0891,377.5,3.417247251,1768.0,1082.66,5.2,1.5,1400.0,1.75,2.2,5.066,2.8800000000000003,5.9,0.522,0.21438659,-4.5039316970000005,474.93,105.9,1.041,593.98,11.9,195.0,18581.25588204769,0.1748604399999999,-1.1395,26.7805,1.7,0.4,11.9,0.5,1.2159999999999995,28.1147,2287.6574,10.9412844417051,23.26,1100.0,1.032,2.632,1.517,1.1069,94.5,1700.0,10.8,52.0,103.7,1047.08,10.8553934,-2.578
1601,-3.3897122050000004,131.10354,1713.2,396.1591,399.57,3.905200159,1768.0,1280.66,5.2,1.6,1960.0,1.75,2.3,4.832,2.8800000000000003,6.0,0.5489999999999999,0.21438659,-4.801853359000001,473.22,104.5,0.992,601.7800000000001,12.0,195.0,18581.25588204769,0.1749409499999999,-0.98725,26.6993,2.6,0.4,12.0,1.4,1.2319999999999998,28.2328,2747.2574,10.9412844417051,22.59,1260.0,1.064,2.6420000000000003,1.579,1.0976,91.4,2020.0,10.8,52.0,106.8,1041.91,10.8017674,-2.578
1602,-3.3749797370000003,124.40954,1713.2,374.0891,377.5,3.486907308,1768.0,1263.26,5.2,1.5,1960.0,1.75,2.3,4.901,2.8800000000000003,6.2,0.5509999999999999,0.21438659,-4.786481736500001,473.24,104.1,1.032,602.88,12.0,195.0,18581.25588204769,0.1748604399999999,-1.023,26.6485,2.8,0.4,12.0,0.5,1.229,28.2418,2796.6574,10.9412844417051,22.3,1260.0,1.058,2.645,1.581,1.0927,91.4,2020.0,10.8,52.0,106.4,1040.4,10.791377400000002,-3.015
1603,-3.077919744,104.83654,1713.2,374.0891,377.5,3.298761845,1768.0,1072.46,5.2,1.5,1430.0,1.75,2.2,4.955,2.8800000000000003,5.9,0.5149999999999999,0.21438659,-4.4773801005000005,474.95,107.0,1.058,587.48,11.9,195.0,18581.25588204769,0.1748604399999999,-1.1765,26.6964,1.7,0.4,11.9,0.5,1.242,28.2008,2395.6574,10.9412844417051,24.45,1250.0,1.084,2.627,1.502,1.1249,94.5,2000.0,10.8,52.0,105.6,1043.0500000000002,10.8135624,-3.015
1604,-3.544155505,130.47654,1744.2,389.8891,393.3,3.450913838,1799.0,1268.76,5.2,1.6,1990.0,1.75,2.3,5.351,2.8800000000000003,6.0,0.552,0.21438659,-4.955558718000001,473.83,103.70000000000002,1.029,662.38,12.0,195.0,18581.25588204769,0.1748604399999999,-1.028,26.8174,2.6,0.4,12.0,1.4,1.218,28.1748,2579.8574,10.9412844417051,22.14,1210.0,1.036,2.654,1.582,1.0909,91.4,1920.0,10.8,52.0,105.1,1049.7,10.8658074,-2.755
1605,-3.019915554,106.33354,1756.2,374.0891,377.5,3.346677551,1811.0,1079.96,5.2,1.5499999999999998,1225.0,1.77,2.2750000000000004,5.10225,2.8800000000000003,5.95,0.5225,0.1569606425,-4.41900423425,474.93,105.975,1.0405,592.055,11.95,198.0,18581.25588204769,0.06406583,-1.15825,26.8416,1.65,0.4,11.95,0.4499999999999999,1.2165,28.21645,2262.6074,10.9412844417051,23.2525,977.5,1.012,2.633,1.52025,1.106075,97.7,1440.0,10.8,52.0,103.7,1045.515,10.837837400000002,-2.755
1606,-3.306776085,130.82353999999998,1756.2,396.1591,399.57,3.834630459,1811.0,1277.96,5.2,1.65,1785.0,1.77,2.375,4.86825,2.8800000000000003,6.050000000000001,0.5495000000000001,0.1569606425,-4.71692589625,473.22,104.575,0.9915,599.8549999999999,12.05,198.0,18581.25588204769,0.06414634,-1.006,26.7604,2.55,0.4,12.05,1.35,1.2325,28.33455,2722.2074,10.9412844417051,22.582500000000003,1137.5,1.044,2.643,1.5822499999999995,1.096775,94.6,1760.0,10.8,52.0,106.8,1040.345,10.7842114,-3.309
1607,-3.292043617,124.12954,1756.2,374.0891,377.5,3.416337608,1811.0,1260.56,5.2,1.5499999999999998,1785.0,1.77,2.375,4.93725,2.8800000000000003,6.25,0.5515000000000001,0.1569606425,-4.70155427375,473.24,104.175,1.0315,600.955,12.05,198.0,18581.25588204769,0.06406583,-1.04175,26.7096,2.75,0.4,12.05,0.4499999999999999,1.2294999999999998,28.34355,2771.6074,10.9412844417051,22.292500000000004,1137.5,1.038,2.646,1.58425,1.0918750000000002,94.6,1760.0,10.8,52.0,106.4,1038.835,10.7738214,-3.309
1608,-2.994983624,104.55654,1756.2,374.0891,377.5,3.228192145,1811.0,1069.76,5.2,1.5499999999999998,1255.0,1.77,2.2750000000000004,4.99125,2.8800000000000003,5.95,0.5155000000000001,0.1569606425,-4.39245263775,474.95,107.075,1.0575,585.555,11.95,198.0,18581.25588204769,0.06406583,-1.19525,26.7575,1.65,0.4,11.95,0.4499999999999999,1.2424999999999995,28.30255,2370.6074,10.9412844417051,24.442500000000003,1127.5,1.064,2.628,1.5052499999999998,1.1240750000000002,97.7,1740.0,10.8,52.0,105.6,1041.485,10.7960064,-3.135
1609,-3.461219385,130.19653999999997,1756.2,389.8891,393.3,3.380344138,1811.0,1266.06,5.2,1.65,1815.0,1.77,2.375,5.38725,2.8800000000000003,6.050000000000001,0.5525,0.1569606425,-4.87063125525,473.83,103.775,1.0285,660.4549999999999,12.05,198.0,18581.25588204769,0.06406583,-1.0467499999999998,26.8785,2.55,0.4,12.05,1.35,1.2184999999999997,28.27655,2554.8074,10.9412844417051,22.1325,1087.5,1.016,2.655,1.5852499999999998,1.090075,94.6,1660.0,10.8,52.0,105.1,1048.135,10.8482514,-3.135
1610,-3.0910741870000003,105.63354,1756.2,374.0891,377.5,3.3805700740000004,1811.0,1078.66,5.2,1.5,1260.0,1.77,2.35,5.0105,2.8800000000000003,5.9,0.5229999999999999,0.194842345,-4.487483229,474.89,105.95000000000002,1.041,594.13,11.9,198.0,18581.25588204769,0.11521822,-1.1585,26.7919,1.7,0.4,11.9,0.5,1.213,28.1922,2236.7574,10.9412844417051,23.275,975.0,1.012,2.631,1.5135,1.10595,97.8,1440.0,10.8,52.0,103.9,1046.08,10.8444024,-3.31
1611,-3.377934718,130.12354,1756.2,396.1591,399.57,3.868522982,1811.0,1276.66,5.2,1.6,1820.0,1.77,2.45,4.7765,2.8800000000000003,6.0,0.55,0.194842345,-4.785404891000001,473.18,104.55,0.992,601.93,12.0,198.0,18581.25588204769,0.11529873,-1.00625,26.7107,2.6,0.4,12.0,1.4,1.229,28.3103,2696.3574,10.9412844417051,22.605000000000004,1135.0,1.044,2.641,1.5755,1.09665,94.7,1760.0,10.8,52.0,107.0,1040.91,10.7907764,-3.31
1612,-3.36320225,123.42954,1756.2,374.0891,377.5,3.450230131,1811.0,1259.2599999999998,5.2,1.5,1820.0,1.77,2.45,4.8455,2.8800000000000003,6.2,0.552,0.194842345,-4.770033268500001,473.2,104.15,1.032,603.03,12.0,198.0,18581.25588204769,0.11521822,-1.042,26.6599,2.8,0.4,12.0,0.5,1.226,28.3193,2745.7574,10.9412844417051,22.315000000000005,1135.0,1.038,2.644,1.5775,1.09175,94.7,1760.0,10.8,52.0,106.6,1039.4,10.7803864,-3.32
1613,-3.066142257,103.85654,1756.2,374.0891,377.5,3.262084668,1811.0,1068.46,5.2,1.5,1290.0,1.77,2.35,4.8995,2.8800000000000003,5.9,0.516,0.194842345,-4.4609316325,474.91,107.05,1.058,587.63,11.9,198.0,18581.25588204769,0.11521822,-1.1955,26.7078,1.7,0.4,11.9,0.5,1.239,28.2783,2344.7574,10.9412844417051,24.465000000000003,1125.0,1.064,2.626,1.4985,1.12395,97.8,1740.0,10.8,52.0,105.8,1042.0500000000002,10.8025714,-3.32
1614,-3.532378018,129.49653999999998,1756.2,389.8891,393.3,3.4142366610000003,1811.0,1264.7599999999998,5.2,1.6,1850.0,1.77,2.45,5.2955,2.8800000000000003,6.0,0.5529999999999999,0.194842345,-4.939110250000001,473.79,103.75,1.029,662.53,12.0,198.0,18581.25588204769,0.11521822,-1.047,26.8288,2.6,0.4,12.0,1.4,1.215,28.2523,2528.9574,10.9412844417051,22.155,1085.0,1.016,2.653,1.5785,1.08995,94.7,1660.0,10.8,52.0,105.3,1048.7,10.8548164,-3.273
1615,-3.034538714,103.08954,1673.2,374.0891,377.5,3.37476378225,1728.0,1059.96,5.2,1.525,1205.0,1.75,2.3,5.07975,2.8800000000000003,5.925000000000001,0.5185,0.1042018255172413,-4.4373812565085,475.1775,106.15,1.0405,584.755,11.925,195.0,18581.25588204769,0.0317635825,-1.157689655175,26.8281,1.6749999999999998,0.4,11.925,0.475,1.2194999999999998,28.24695,2252.5074,10.9412844417051,23.265,987.5,1.036,2.6260000000000003,1.50825,1.10605,97.4,1520.0,10.8,52.0,103.875,1044.4675,10.8261279,-3.273
1616,-3.3213992450000003,127.57954,1673.2,396.1591,399.57,3.86271669025,1728.0,1257.96,5.2,1.625,1765.0,1.75,2.4000000000000004,4.84575,2.8800000000000003,6.025,0.5455000000000001,0.1042018255172413,-4.7353029185085,473.4675,104.75,0.9915,592.555,12.025,195.0,18581.25588204769,0.0318440925,-1.005439655175,26.7469,2.575,0.4,12.025,1.375,1.2354999999999998,28.36505,2712.1074,10.9412844417051,22.595,1147.5,1.068,2.636,1.5702499999999997,1.09675,94.3,1840.0,10.8,52.0,106.975,1039.2975,10.7725019,-3.114
1617,-3.306666777,120.88554,1673.2,374.0891,377.5,3.44442383925,1728.0,1240.56,5.2,1.525,1765.0,1.75,2.4000000000000004,4.91475,2.8800000000000003,6.225,0.5475000000000001,0.1042018255172413,-4.7199312960085,473.4875,104.35,1.0315,593.655,12.025,195.0,18581.25588204769,0.0317635825,-1.041189655175,26.6961,2.7750000000000004,0.4,12.025,0.475,1.2325,28.37405,2761.5074,10.9412844417051,22.305,1147.5,1.062,2.639,1.57225,1.09185,94.3,1840.0,10.8,52.0,106.575,1037.7875,10.7621119,-3.114
1618,-3.009606784,101.31253999999998,1673.2,374.0891,377.5,3.25627837625,1728.0,1049.76,5.2,1.525,1235.0,1.75,2.3,4.96875,2.8800000000000003,5.925000000000001,0.5115000000000001,0.1042018255172413,-4.4108296600085,475.1975,107.25,1.0575,578.255,11.925,195.0,18581.25588204769,0.0317635825,-1.194689655175,26.744,1.6749999999999998,0.4,11.925,0.475,1.2454999999999998,28.33305,2360.5074,10.9412844417051,24.455,1137.5,1.088,2.621,1.4932499999999995,1.12405,97.4,1820.0,10.8,52.0,105.775,1040.4375,10.7842969,-3.27
1619,-3.475842545,126.95253999999998,1744.2,389.8891,393.3,3.40843036925,1799.0,1246.06,5.2,1.625,1795.0,1.75,2.4000000000000004,5.36475,2.8800000000000003,6.025,0.5485,0.1042018255172413,-4.8890082775085,474.0775,103.95,1.0285,653.155,12.025,195.0,18581.25588204769,0.0317635825,-1.0461896551749998,26.865,2.575,0.4,12.025,1.375,1.2214999999999998,28.30705,2544.7074,10.9412844417051,22.145000000000003,1097.5,1.04,2.648,1.5732499999999998,1.09005,94.3,1740.0,10.8,52.0,105.275,1047.0875,10.8365419,-3.27
1620,-3.120320507,99.14553999999998,1673.2,374.0891,377.5,3.4367425365,1728.0,1038.66,5.2,1.45,1220.0,1.75,2.4,4.9655,2.8800000000000003,5.85,0.515,0.0893247110344827,-4.524237273517,475.385,106.3,1.041,579.53,11.85,195.0,18581.25588204769,0.050613725,-1.15737931035,26.7649,1.75,0.4,11.85,0.55,1.219,28.2532,2216.5574,10.9412844417051,23.3,995.0,1.036,2.617,1.4895,1.1059,97.2,1520.0,10.8,52.0,104.25,1043.985,10.8209834,-3.206
1621,-3.407181038,123.63554,1673.2,396.1591,399.57,3.9246954445,1728.0,1236.66,5.2,1.5499999999999998,1780.0,1.75,2.5,4.7315,2.8800000000000003,5.95,0.542,0.0893247110344827,-4.822158935517001,473.675,104.9,0.992,587.33,11.95,195.0,18581.25588204769,0.050694235,-1.00512931035,26.6837,2.65,0.4,11.95,1.45,1.235,28.3713,2676.1574,10.9412844417051,22.630000000000003,1155.0,1.068,2.627,1.5515,1.0966,94.1,1840.0,10.8,52.0,107.35,1038.815,10.767357400000002,-3.206
1622,-3.39244857,116.94154,1673.2,374.0891,377.5,3.5064025935000003,1728.0,1219.26,5.2,1.45,1780.0,1.75,2.5,4.8005,2.8800000000000003,6.15,0.544,0.0893247110344827,-4.806787313017001,473.695,104.5,1.032,588.43,11.95,195.0,18581.25588204769,0.050613725,-1.04087931035,26.6329,2.85,0.4,11.95,0.55,1.2319999999999998,28.3803,2725.5574,10.9412844417051,22.340000000000003,1155.0,1.062,2.63,1.5535,1.0917,94.1,1840.0,10.8,52.0,106.95,1037.305,10.7569674,-3.273
1623,-3.095388577,97.36854,1673.2,374.0891,377.5,3.3182571305,1728.0,1028.46,5.2,1.45,1250.0,1.75,2.4,4.8545,2.8800000000000003,5.85,0.508,0.0893247110344827,-4.497685677017,475.405,107.4,1.058,573.03,11.85,195.0,18581.25588204769,0.050613725,-1.19437931035,26.6808,1.75,0.4,11.85,0.55,1.245,28.3393,2324.5574,10.9412844417051,24.49,1145.0,1.088,2.612,1.4745,1.1239,97.2,1820.0,10.8,52.0,106.15,1039.9550000000002,10.7791524,-3.273
1624,-3.561624338000001,123.00853999999998,1744.2,389.8891,393.3,3.4704091235,1799.0,1224.76,5.2,1.5499999999999998,1810.0,1.75,2.5,5.2505,2.8800000000000003,5.95,0.545,0.0893247110344827,-4.975864294517001,474.285,104.1,1.029,647.93,11.95,195.0,18581.25588204769,0.050613725,-1.04587931035,26.8018,2.65,0.4,11.95,1.45,1.221,28.3133,2508.7574,10.9412844417051,22.18,1105.0,1.04,2.639,1.5545,1.0899,94.1,1740.0,10.8,52.0,105.65,1046.605,10.8313974,-3.231
1625,-3.291884093,91.25754,1673.2,374.0891,377.5,3.560700045,1728.0,996.06,5.2,1.3,1250.0,1.75,2.6,4.736999999999999,2.8800000000000003,5.7,0.508,0.0595704820689655,-4.697949307534,475.8,106.6,1.042,569.08,11.7,195.0,18581.25588204769,0.08831401,-1.1567586207,26.6385,1.9,0.4,11.7,0.7,1.218,28.2657,2144.6574,10.9412844417051,23.37,1010.0,1.036,2.599,1.452,1.1056,96.8,1520.0,10.8,52.0,105.0,1043.02,10.8106944,-3.231
1626,-3.266952163,89.48053999999999,1673.2,374.0891,377.5,3.442214639,1728.0,985.86,5.2,1.3,1280.0,1.75,2.6,4.626,2.8800000000000003,5.7,0.5009999999999999,0.0595704820689655,-4.671397711034,475.82,107.7,1.059,562.58,11.7,195.0,18581.25588204769,0.08831401,-1.1937586207,26.5544,1.9,0.4,11.7,0.7,1.2439999999999998,28.3518,2252.6574,10.9412844417051,24.56,1160.0,1.088,2.5940000000000003,1.437,1.1236000000000002,96.8,1820.0,10.8,52.0,106.9,1038.99,10.7688634,-3.016
1627,-3.28958137175,105.59854,1756.2,369.8891,373.3,3.52948644125,1811.0,1082.41,5.1,1.375,1592.5,1.77,2.2750000000000004,4.87825,2.78,5.775,0.5225,0.32374903,-4.687465534875,474.86,105.8,1.04225,599.055,11.775,198.0,18581.201305806288,0.34747308,-1.125875,26.6477,1.825,0.4,11.775,0.625,1.2094999999999998,27.99595,2261.2074,10.9958606831132,23.305,1187.5,1.004,2.62775,1.5027499999999998,1.1073,92.275,1680.0,11.1,51.7,104.05,1049.2425,10.88004915,-3.016
1628,-3.5768155977500005,131.53554,1756.2,396.1591,399.57,4.14701763725,1811.0,1241.81,5.1,1.475,2242.5,1.77,2.375,4.786249999999999,2.55,5.875,0.5595,0.32374903,-4.987867927375,473.32,102.2,0.96925,618.3549999999999,11.875,190.0,18581.201305806288,0.3475535899999999,-1.068625,26.7532,2.725,0.4,11.875,1.525,1.1835,27.89995,2524.8074,10.9958606831132,20.765,1267.5,0.952,2.64875,1.5877499999999998,1.073,88.775,1840.0,11.1,33.0,103.25,1052.7625,10.91657275,-2.705
1629,-3.5620831297500004,124.84154,1756.2,369.8891,373.3,3.72872478625,1811.0,1224.41,5.1,1.375,2242.5,1.77,2.375,4.85525,2.55,6.074999999999999,0.5615,0.32374903,-4.972496304875,473.34,101.8,1.00925,619.455,11.875,190.0,18581.201305806288,0.34747308,-1.104375,26.7024,2.925,0.4,11.875,0.625,1.1805,27.90895,2574.2074,10.9958606831132,20.475,1267.5,0.946,2.65175,1.58975,1.0681,88.775,1840.0,11.1,33.0,102.85,1051.2525,10.90618275,-2.705
1630,-3.26502313675,105.26854,1756.2,369.8891,373.3,3.54057932325,1811.0,1033.61,5.1,1.375,1712.5,1.77,2.2750000000000004,4.90925,2.7,5.775,0.5255000000000001,0.32374903,-4.663394668875,475.05,104.7,1.03525,604.055,11.775,196.0,18581.201305806288,0.34747308,-1.257875,26.7503,1.825,0.4,11.775,0.625,1.1934999999999998,27.86795,2173.2074,10.9958606831132,22.625,1257.5,0.972,2.63375,1.5107499999999998,1.1003,91.875,1820.0,11.1,44.9,102.05,1053.9025,10.92836775,-3.356
1631,-3.73125889775,130.90854,1756.2,389.8891,393.3,3.69273131625,1811.0,1229.91,5.1,1.475,2272.5,1.77,2.375,5.305249999999999,2.55,5.875,0.5625,0.32374903,-5.141573286375,473.93,101.4,1.00625,678.9549999999999,11.875,190.0,18581.201305806288,0.34747308,-1.109375,26.8713,2.725,0.4,11.875,1.525,1.1694999999999998,27.84195,2357.4074,10.9958606831132,20.315,1217.5,0.924,2.66075,1.59075,1.0663,88.775,1740.0,11.1,33.0,101.55,1060.5525,10.98061275,-3.356
1632,-3.3222163165,105.00354,1756.2,369.8891,373.3,3.5372634085000003,1811.0,1080.76,5.1,1.35,1575.0,1.77,2.35,4.818499999999999,2.78,5.75,0.5229999999999999,0.33780382,-4.71759291525,474.83,105.8,1.0425,600.13,11.75,198.0,18581.201305806288,0.35813872,-1.13075,26.6257,1.85,0.4,11.75,0.65,1.207,28.0032,2235.5574,10.9958606831132,23.32,1155.0,1.004,2.6265,1.4985,1.107,93.15,1680.0,11.1,51.7,104.2,1049.275,10.8805839,-3.418
1633,-3.6094505425,130.94054,1756.2,396.1591,399.57,4.154794604499999,1811.0,1240.16,5.1,1.4500000000000002,2225.0,1.77,2.45,4.7265,2.55,5.85,0.56,0.33780382,-5.017995307750001,473.29,102.2,0.9695,619.43,11.85,190.0,18581.201305806288,0.35821923,-1.0735,26.7312,2.75,0.4,11.85,1.55,1.1809999999999998,27.9072,2499.1574,10.9958606831132,20.78,1235.0,0.952,2.6475,1.5835,1.0727,89.64999999999999,1840.0,11.1,33.0,103.4,1052.795,10.9171075,-3.418
1634,-3.5947180745,124.24654,1756.2,369.8891,373.3,3.7365017535,1811.0,1222.76,5.1,1.35,2225.0,1.77,2.45,4.795499999999999,2.55,6.050000000000001,0.562,0.33780382,-5.002623685250001,473.31,101.8,1.0094999999999998,620.53,11.85,190.0,18581.201305806288,0.35813872,-1.1092499999999998,26.6804,2.95,0.4,11.85,0.65,1.178,27.9162,2548.5574,10.9958606831132,20.49,1235.0,0.946,2.6505,1.5855,1.0678,89.64999999999999,1840.0,11.1,33.0,103.0,1051.285,10.9067175,-3.297
1635,-3.2976580815,104.67354,1756.2,369.8891,373.3,3.5483562905,1811.0,1031.96,5.1,1.35,1695.0,1.77,2.35,4.849499999999999,2.7,5.75,0.526,0.33780382,-4.69352204925,475.02,104.7,1.0355,605.13,11.75,196.0,18581.201305806288,0.35813872,-1.26275,26.7283,1.85,0.4,11.75,0.65,1.1909999999999998,27.8752,2147.5574,10.9958606831132,22.64,1225.0,0.972,2.6325000000000003,1.5065,1.1,92.75,1820.0,11.1,44.9,102.2,1053.935,10.9289025,-3.297
1636,-3.7638938425,130.31354,1756.2,389.8891,393.3,3.7005082835,1811.0,1228.26,5.1,1.4500000000000002,2255.0,1.77,2.45,5.2455,2.55,5.85,0.563,0.33780382,-5.1717006667500005,473.9,101.4,1.0065,680.03,11.85,190.0,18581.201305806288,0.35813872,-1.11425,26.8493,2.75,0.4,11.85,1.55,1.1669999999999998,27.8492,2331.7574,10.9958606831132,20.33,1185.0,0.924,2.6595,1.5864999999999998,1.066,89.64999999999999,1740.0,11.1,33.0,101.7,1060.585,10.9811475,-3.341
1637,-3.30420453175,102.35454,1713.2,369.8891,373.3,3.5575726725,1768.0,1062.41,5.1,1.35,1572.5,1.75,2.3,4.85575,2.78,5.75,0.5185,0.2709902130172414,-4.7058425571335,475.1075,105.975,1.04225,591.755,11.75,195.0,18581.201305806288,0.3151708325,-1.125314655175,26.6342,1.85,0.4,11.75,0.65,1.2125,28.02645,2251.1074,10.9958606831132,23.317500000000003,1197.5,1.028,2.62075,1.4907499999999998,1.107275,91.975,1760.0,11.1,51.7,104.225,1048.1950000000002,10.86833965,-3.341
1638,-3.5914387577500007,128.29154,1713.2,396.1591,399.57,4.175103868500001,1768.0,1221.81,5.1,1.4500000000000002,2222.5,1.75,2.4000000000000004,4.76375,2.55,5.85,0.5555,0.2709902130172414,-5.0062449496335,473.5675,102.375,0.96925,611.055,11.85,187.0,18581.201305806288,0.3152513425,-1.068064655175,26.7397,2.75,0.4,11.85,1.5499999999999998,1.1865,27.93045,2514.7074,10.9958606831132,20.777500000000003,1277.5,0.976,2.64175,1.5757499999999998,1.072975,88.47500000000001,1920.0,11.1,33.0,103.425,1051.715,10.90486325,-3.108
1639,-3.5767062897500006,121.59753999999998,1713.2,369.8891,373.3,3.756811017500001,1768.0,1204.41,5.1,1.35,2222.5,1.75,2.4000000000000004,4.832749999999999,2.55,6.050000000000001,0.5575,0.2709902130172414,-4.9908733271335,473.5875,101.975,1.00925,612.155,11.85,187.0,18581.201305806288,0.3151708325,-1.103814655175,26.6889,2.95,0.4,11.85,0.65,1.1835,27.93945,2564.1074,10.9958606831132,20.487500000000004,1277.5,0.97,2.64475,1.57775,1.068075,88.47500000000001,1920.0,11.1,33.0,103.025,1050.205,10.89447325,-3.108
1640,-3.27964629675,102.02454,1713.2,369.8891,373.3,3.5686655545,1768.0,1013.61,5.1,1.35,1692.5,1.75,2.3,4.886749999999999,2.7,5.75,0.5215000000000001,0.2709902130172414,-4.6817716911335,475.2975,104.875,1.03525,596.755,11.75,193.0,18581.201305806288,0.3151708325,-1.257314655175,26.7368,1.85,0.4,11.75,0.65,1.1965,27.89845,2163.1074,10.9958606831132,22.637500000000003,1267.5,0.996,2.6267500000000004,1.4987499999999998,1.100275,91.575,1900.0,11.1,44.9,102.225,1052.855,10.91665825,-2.935
1641,-3.74588205775,127.66454,1744.2,389.8891,393.3,3.7208175475,1799.0,1209.91,5.1,1.4500000000000002,2252.5,1.75,2.4000000000000004,5.28275,2.55,5.85,0.5585,0.2709902130172414,-5.1599503086335,474.1775,101.575,1.00625,671.655,11.85,187.0,18581.201305806288,0.3151708325,-1.108814655175,26.8578,2.75,0.4,11.85,1.5499999999999998,1.1725,27.87245,2347.3074,10.9958606831132,20.3275,1227.5,0.948,2.65375,1.57875,1.066275,88.47500000000001,1820.0,11.1,33.0,101.725,1059.505,10.96890325,-2.935
1642,-3.3514626365,98.51554,1713.2,369.8891,373.3,3.593435871,1768.0,1040.76,5.1,1.3,1535.0,1.75,2.4,4.773499999999999,2.78,5.7,0.515,0.2322861860344827,-4.754346959767,475.325,106.15,1.0425,585.53,11.7,195.0,18581.201305806288,0.293534225,-1.12962931035,26.5987,1.9,0.4,11.7,0.7,1.213,28.0642,2215.3574,10.9958606831132,23.345,1175.0,1.028,2.6125,1.4745,1.10695,92.55,1760.0,11.1,51.7,104.55,1047.18,10.8571649,-2.524
1643,-3.6386968625,124.45254,1713.2,396.1591,399.57,4.210967067,1768.0,1200.16,5.1,1.4,2185.0,1.75,2.5,4.681499999999999,2.55,5.800000000000001,0.552,0.2322861860344827,-5.054749352267001,473.785,102.55,0.9695,604.83,11.8,187.0,18581.201305806288,0.293614735,-1.07237931035,26.7042,2.8,0.4,11.8,1.6,1.1869999999999998,27.9682,2478.9574,10.9958606831132,20.805,1255.0,0.976,2.6335,1.5595,1.07265,89.05,1920.0,11.1,33.0,103.75,1050.7,10.8936885,-2.524
1644,-3.6239643945,117.75854,1713.2,369.8891,373.3,3.792674216,1768.0,1182.76,5.1,1.3,2185.0,1.75,2.5,4.750499999999999,2.55,6.0,0.554,0.2322861860344827,-5.039377729767001,473.805,102.15,1.0094999999999998,605.93,11.8,187.0,18581.201305806288,0.293534225,-1.1081293103499998,26.6534,3.0,0.4,11.8,0.7,1.1839999999999995,27.9772,2528.3574,10.9958606831132,20.515,1255.0,0.97,2.6365,1.5615,1.06775,89.05,1920.0,11.1,33.0,103.35,1049.19,10.8832985,-3.236
1645,-3.3269044015,98.18554,1713.2,369.8891,373.3,3.604528753,1768.0,991.96,5.1,1.3,1655.0,1.75,2.4,4.804499999999999,2.7,5.7,0.518,0.2322861860344827,-4.730276093767,475.515,105.05,1.0355,590.53,11.7,193.0,18581.201305806288,0.293534225,-1.26162931035,26.7013,1.9,0.4,11.7,0.7,1.1969999999999998,27.9362,2127.3574,10.9958606831132,22.665,1245.0,0.996,2.6185,1.4825,1.09995,92.15,1900.0,11.1,44.9,102.55,1051.84,10.9054835,-3.236
1646,-3.7931401625,123.82554,1744.2,389.8891,393.3,3.756680746,1799.0,1188.26,5.1,1.4,2215.0,1.75,2.5,5.200499999999999,2.55,5.800000000000001,0.5549999999999999,0.2322861860344827,-5.2084547112670005,474.395,101.75,1.0065,665.43,11.8,187.0,18581.201305806288,0.293534225,-1.11312931035,26.8223,2.8,0.4,11.8,1.6,1.1729999999999998,27.9102,2311.5574,10.9958606831132,20.355,1205.0,0.948,2.6455,1.5625,1.06595,89.05,1820.0,11.1,33.0,102.05,1058.49,10.9577285,-3.313
1647,-3.445978846,90.83754,1713.2,369.8891,373.3,3.665162268,1768.0,997.46,5.1,1.2,1460.0,1.75,2.6,4.608999999999999,2.78,5.6,0.508,0.1548781320689655,-4.8513557650340005,475.76,106.5,1.043,573.08,11.6,195.0,18581.201305806288,0.25026101,-1.1382586206999998,26.5277,2.0,0.4,11.6,0.8,1.214,28.1397,2143.8574,10.9958606831132,23.4,1130.0,1.028,2.596,1.442,1.1063,93.7,1760.0,11.1,51.7,105.2,1045.15,10.8348154,-3.313
