,phi_composition_average,AtomicNumber_min_value,AtomicWeight_min_value,k_condition,Number_min_value,BCCvolume_padiff_composition_average,ThermalExpansionCoefficient_min_value,ElectronAffinity_difference,ShearModulus_composition_average,CovalentRadius_max_value,phi_max_value,BulkModulus_min_value,NUnfilled_composition_average,ICSDVolume_max_value,BCCfermi_max_value,HeatFusion_max_value,NpValence_composition_average,valence_composition_average,NValance_composition_average,IsBoron_arithmetic_average,CovalentRadius_arithmetic_average,n_ws^third_difference,ThermalConductivity_composition_average,GSenergy_pa_composition_average,IonizationEnergy_min_value,target
472,3.579857142857142,11.0,22.98976928,700.0,11.0,-2.25214285714,11.0,0.0,15.422,176.0,4.4,6.3,2.008571428571429,44.1,8.38916182,19.79,1.4285714285714286,3.42,7.705714285714286,0.25,150.5,0.57,129.48,-3.1287447920142566,495.8,0.217483944
473,4.6748400000000006,14.0,28.0855,1000.0,14.0,-5.5170008095225,2.6,61.89999999999999,0.0,120.0,5.55,11.0,3.994500000000001,22.2,10.06787517,50.21,2.0055000000000005,4.0055000000000005,5.9945,0.0,112.66666666666666,0.2799999999999998,129.66420250000002,-5.263897830012251,762.1,0.217483944
474,4.256375,28.0,58.6934,300.0,28.0,-4.1200825,5.7,20.0,35.876,175.0,5.2,42.0,4.4995,30.2,9.05054728,27.2,1.0005,3.7505,12.2505,0.0,150.4,0.51,61.66635,-5.679715081375001,642.0,1.136720567
475,1.413,8.0,15.9994,400.0,8.0,-1.2282172414,11.3,0.0,17.451999999999998,190.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.02,5.42,0.0,142.75,0.7000000000000001,38.06844,-5.138179510268,589.8,1.136720567
476,2.036,11.0,22.98976928,700.0,11.0,-3.32509999983,18.8,137.45,10.777,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,150.0,0.33,19.882,-3.3614781760683,495.8,0.640481437
477,1.289629231595916,8.0,15.9994,400.0,8.0,-1.2981058570660935,4.5,81.1,43.25631380977969,162.0,4.8,310.0,3.0746910263299303,17.3,7.37947651,52.31,2.9253089736700697,3.0746910263299303,9.761418592154756,0.0,114.0,0.0,46.94461655024181,-6.960448195972595,770.0,0.640481437
478,4.383333333333334,22.0,47.867,700.0,22.0,-2.631666666666667,8.6,101.0,46.0,160.0,5.2,58.0,4.666666666666666,27.0,9.05054728,17.48,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,141.0,0.51,59.73333333333333,-5.76086626,658.0,0.214496803
479,3.581785714285714,11.0,22.98976928,400.0,11.0,-2.24035714285,11.0,0.0,15.369285714285716,176.0,4.4,6.3,2.021428571428572,44.1,8.38916182,19.79,1.4285714285714286,3.4071428571428566,7.692857142857143,0.25,150.5,0.57,128.72142857142856,-3.1198979439642143,495.8,0.214496803
480,2.0504999999999995,8.0,15.9994,1000.0,8.0,-0.7863,23.1,96.1,21.415,122.0,4.2,70.0,1.025,17.3,7.76407342,10.71,2.005,2.005,8.954999999999998,0.3333333333333333,103.0,0.0699999999999998,58.7387,-3.0109230260250004,577.6,-0.113509275
481,2.252173913043478,32.0,72.64,300.0,32.0,-5.078297101282608,5.7,89.15,11.26086956521739,145.0,4.55,42.0,2.739130434782609,33.9,8.38916182,36.94,2.9347826086956523,4.934782608695652,14.869565217391305,0.0,135.5,0.1100000000000001,52.875,-3.725454296052392,731.0,-0.113509275
482,4.086296296296296,31.0,69.723,400.0,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9,0.3765769570000001
483,4.568730650154799,27.0,58.933195,700.0,27.0,-3.2714860681114555,11.0,72.0,33.43653250773994,142.0,5.1,42.0,3.0185758513931886,30.2,8.39826763,19.79,2.238390092879257,4.486068111455109,13.495356037151709,0.3333333333333333,135.66666666666669,0.5800000000000001,43.581424148606814,-4.837766251021672,558.3,0.3765769570000001
484,1.4396,8.0,15.9994,1000.0,8.0,-1.17051724142,9.4,0.0,17.956,194.0,4.45,17.0,2.5,44.1,7.57494268,12.91,2.4,3.12,5.94,0.0,143.75,0.7000000000000001,30.39044,-5.208707393968202,564.0,0.406504414
485,1.8428571428571427,8.0,15.9994,300.0,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8,0.406504414
486,4.433333333333334,27.0,58.933195,400.0,27.0,-2.62,7.3,51.0,43.66666666666666,164.0,5.1,58.0,4.666666666666667,27.0,9.05054728,30.0,0.6666666666666666,4.0,9.333333333333334,0.0,143.0,0.51,73.43333333333334,-7.044919255,664.0,0.8380124259999999
487,1.2872,8.0,15.9994,300.0,8.0,-1.1558,20.6,0.0,2.148,215.0,4.1,9.6,2.0,62.8,8.30350334,7.43,2.8,2.4000000000000004,9.6,0.0,155.5,0.3399999999999998,10.30564,-3.9549571706,502.9,0.8380124259999999
488,4.200740740740741,13.0,26.9815386,300.0,13.0,-3.132962962962963,2.6,0.0,8.451851851851849,215.0,4.7,9.6,3.703703703703704,62.8,9.91441468,50.21,1.4074074074074074,3.4074074074074074,3.4074074074074074,0.25,160.5,0.69,154.895,-4.404107027592593,502.9,0.238046103
489,4.09985,31.0,69.723,300.0,31.0,-2.79013,5.7,0.0,0.8966999999999999,195.0,4.55,0.0,3.71,56.0,4.38004256,36.94,1.408,3.4080000000000004,11.938,0.3333333333333333,145.66666666666666,0.5300000000000001,45.86221000000001,-3.70692762682,549.5,0.238046103
490,3.660576923076924,11.0,22.98976928,300.0,11.0,-2.3431410256346155,11.0,0.0,15.998076923076924,176.0,4.4,6.3,2.173076923076924,44.1,8.38916182,19.79,1.5384615384615383,3.5192307692307687,8.134615384615385,0.25,150.5,0.57,123.46538461538462,-3.2126650815063464,495.8,0.301029996
491,1.1631999999999998,8.0,15.9994,300.0,8.0,-1.2727999999999997,7.3,0.0,9.070222222222222,215.0,4.05,9.6,2.888888888888889,62.8,4.90182207,30.0,2.6666666666666665,2.666666666666667,5.333333333333334,0.0,160.0,0.8299999999999998,13.14818888888889,-5.611564940822222,502.9,0.301029996
492,2.5971800000000003,3.0,6.941,400.0,3.0,-0.8826119999995999,13.4,81.3,37.91384,128.0,5.2,11.0,1.9988,21.6,5.09579251,17.48,2.0,2.4976000000000003,7.9892,0.0,106.0,0.77,45.4765,-5.147146512308001,520.0,0.452859336
493,1.2839999999999998,8.0,15.9994,300.0,8.0,-1.103,20.6,0.0,2.1,215.0,4.1,9.6,2.0,62.8,8.30350334,7.12,2.8,2.4000000000000004,9.6,0.0,142.33333333333334,0.3399999999999998,10.900439999999998,-3.964585517,502.9,0.452859336
494,3.660576923076924,11.0,22.98976928,1000.0,11.0,-2.3431410256346155,11.0,0.0,15.998076923076924,176.0,4.4,6.3,2.173076923076924,44.1,8.38916182,19.79,1.5384615384615383,3.5192307692307687,8.134615384615385,0.25,150.5,0.57,123.46538461538462,-3.2126650815063464,495.8,0.278753601
495,1.5492857142857142,8.0,15.9994,700.0,8.0,-0.9671428571428572,6.9,91.1,11.508571428571427,201.0,5.2,32.0,4.145714285714286,34.2,5.09579251,17.48,2.2857142857142856,2.2885714285714283,6.711428571428571,0.0,130.75,0.55,61.26622857142856,-4.609976930714286,530.0,0.278753601
496,4.5708074534161485,27.0,58.933195,700.0,27.0,-3.282173913043478,11.0,72.0,33.54037267080745,142.0,5.1,42.0,3.012422360248447,30.2,8.39826763,19.79,2.24223602484472,4.490683229813664,13.496894409937887,0.3333333333333333,135.66666666666669,0.5800000000000001,43.463354037267074,-4.844508376149069,558.3,0.256958153
497,3.863,12.0,24.305,700.0,12.0,-1.9314,2.6,0.0,11.413333333333336,148.0,4.7,31.0,1.3266666666666669,35.3,9.91441468,50.21,0.6733333333333333,2.6733333333333333,2.833333333333333,0.0,133.33333333333334,0.3400000000000001,152.39913333333334,-2.826812717633333,703.3,0.256958153
498,4.3375,22.0,47.867,300.0,22.0,-2.72125,5.7,101.0,43.91666666666666,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.5,0.0,154.6,0.51,59.89166666666666,-6.0066832308333336,642.0,0.8375695009999999
499,4.568730650154799,27.0,58.933195,400.0,27.0,-3.2714860681114555,11.0,72.0,33.43653250773994,142.0,5.1,42.0,3.0185758513931886,30.2,8.39826763,19.79,2.238390092879257,4.486068111455109,13.495356037151709,0.3333333333333333,135.66666666666669,0.5800000000000001,43.581424148606814,-4.837766251021672,558.3,0.8375695009999999
500,4.45299818516278,8.0,15.9994,400.0,8.0,-3.6192168421832367,2.6,0.0,25.760503216089088,190.0,5.1,41.0,4.073470042840035,32.9,9.91441468,50.21,1.4321164458820477,4.4549562340275815,5.284522031136187,0.0,125.0,0.56,114.45318213805108,-6.290786019736108,616.0,0.985404018
501,2.266,8.0,15.9994,300.0,8.0,-0.889925,4.9,371.1,40.015,141.0,4.65,45.0,2.705,23.4,7.97704267,21.0,2.0,2.97,7.22,0.0,119.5,0.56,124.27595,-5.615262960775,652.8,0.985404018
502,1.56195,8.0,15.9994,1000.0,8.0,-1.010065,5.7,112.1,0.0,142.0,4.55,0.0,3.197,26.1,8.39826763,36.94,2.803,2.403,8.802999999999997,0.3333333333333333,109.33333333333334,0.2000000000000001,32.73534,-3.926643639755,558.3,-0.088309841
503,1.8428571428571427,8.0,15.9994,400.0,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8,-0.088309841
504,1.2307692307692308,8.0,15.9994,400.0,8.0,-1.3198717948717948,4.5,81.1,41.282051282051285,162.0,4.8,310.0,3.025641025641025,17.3,7.37947651,52.31,2.9743589743589745,3.025641025641025,9.589743589743591,0.0,114.0,0.0,44.81422051282051,-6.859871062692307,770.0,0.377000097
505,3.658269230769232,11.0,22.98976928,300.0,11.0,-2.357243589742308,11.0,0.0,16.061153846153847,176.0,4.4,6.3,2.157692307692308,44.1,8.38916182,19.79,1.5384615384615383,3.5346153846153845,8.15,0.25,150.5,0.57,124.37307692307694,-3.2232510535320382,495.8,0.377000097
506,3.866483333333334,12.0,24.305,400.0,12.0,-1.94907,2.6,0.0,11.337333333333332,148.0,4.7,31.0,1.3330000000000002,35.3,9.91441468,50.21,0.667,2.667,2.675,0.0,133.33333333333334,0.3400000000000001,153.28662333333332,-2.8360038004650003,703.3,-0.6989700040000001
507,3.85,12.0,24.305,300.0,12.0,-1.7200662251655627,2.6,0.0,11.456953642384104,145.0,4.7,45.0,1.3311258278145697,23.4,9.91441468,50.21,0.6622516556291391,2.66225165562914,4.04635761589404,0.0,129.25,0.3300000000000001,143.4900662251656,-2.728880500728477,731.0,-0.6989700040000001
508,3.579857142857142,11.0,22.98976928,1000.0,11.0,-2.25214285714,11.0,0.0,15.422,176.0,4.4,6.3,2.008571428571429,44.1,8.38916182,19.79,1.4285714285714286,3.42,7.705714285714286,0.25,150.5,0.57,129.48,-3.1287447920142566,495.8,0.1030713
509,4.2566250000000005,28.0,58.6934,300.0,28.0,-4.116497500000001,5.7,20.0,35.87800000000001,175.0,5.2,42.0,4.498500000000001,30.2,9.05054728,27.2,1.0015,3.751500000000001,12.251500000000004,0.0,150.4,0.51,61.62405000000001,-5.679871396625002,642.0,0.1030713
510,2.956711409395973,29.0,63.54600000000001,700.0,29.0,-1.9228859060402683,16.5,76.66000000000003,33.13422818791946,132.0,4.45,8.3,1.335570469798658,29.8,5.61176057,13.6,1.342281879194631,3.342281879194632,12.677852348993287,0.0,126.0,0.0,267.1208053691276,-3.6102310246979865,745.4,0.21613422
511,1.16,8.0,15.9994,700.0,8.0,-1.143460689656,-2.0,0.0,6.327999999999999,196.0,4.45,17.0,4.312,44.1,7.57494268,12.91,2.4,2.232,5.976,0.0,144.25,0.7000000000000001,42.2582,-4.20955446952272,589.8,0.21613422
512,1.4402,8.0,15.9994,400.0,8.0,-1.15831724138,9.8,0.0,18.196,192.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.06,6.0600000000000005,0.0,143.25,0.7000000000000001,30.69644000000001,-5.2055993447682,581.0,0.810279575
513,1.4076,8.0,15.9994,400.0,8.0,-1.247496551744,6.4,0.0,17.84,176.0,5.4,17.0,2.192,44.1,8.76028027,38.59,2.4,3.008,5.408,0.0,131.75,0.92,42.59788,-5.04924665262528,589.8,0.810279575
514,2.05,8.0,15.9994,700.0,8.0,-0.7875,30.2,0.0,21.5,122.0,4.1,70.0,1.0,17.3,3.91507328,7.068,2.0,2.0,9.0,0.0,94.0,0.0,58.1337,-2.99839591,906.4,0.510341219
515,1.664285714285714,8.0,15.9994,300.0,8.0,-1.6092857142857142,13.0,309.1,13.3,195.0,5.1,31.0,2.0,56.0,8.46315729,16.2,2.714285714285714,2.5714285714285707,9.142857142857142,0.0,133.75,0.91,16.067085714285714,-4.537723537857143,549.5,0.510341219
516,3.848675496688741,12.0,24.305,400.0,12.0,-1.7393377483443706,2.6,0.0,11.337748344370858,148.0,4.7,31.0,1.3443708609271523,35.3,9.91441468,50.21,0.6821192052980133,2.6821192052980134,4.165562913907285,0.0,130.0,0.3400000000000001,140.7011258278146,-2.7368824930463576,703.3,0.327350759
517,2.272,8.0,15.9994,300.0,8.0,-0.889975,4.9,371.1,40.505,141.0,4.65,45.0,2.735,23.4,7.97704267,21.0,2.0,2.99,7.239999999999998,0.0,119.5,0.56,123.96445,-5.655080181924999,652.8,0.327350759
518,1.23056,8.0,15.9994,400.0,8.0,-1.30188,8.6,0.0,9.716,195.0,3.8,41.0,2.736,56.0,3.35771331,14.15,2.4,2.384,4.928,0.0,153.25,0.68,5.067240000000001,-4.69490452433328,549.5,0.230448921
519,2.266,8.0,15.9994,700.0,8.0,-0.889925,4.9,371.1,40.015,141.0,4.65,45.0,2.705,23.4,7.97704267,21.0,2.0,2.97,7.22,0.0,119.5,0.56,124.27595,-5.615262960775,652.8,0.230448921
520,3.8643333333333336,12.0,24.305,1000.0,12.0,-1.912,2.6,0.0,11.533333333333331,145.0,4.7,45.0,1.3133333333333332,23.4,9.91441468,50.21,0.6533333333333333,2.6533333333333333,2.713333333333333,0.0,132.33333333333334,0.3300000000000001,155.20666666666668,-2.8187573787,731.0,0.287035442
521,1.664285714285714,8.0,15.9994,1000.0,8.0,-1.6092857142857142,13.0,309.1,13.3,195.0,5.1,31.0,2.0,56.0,8.46315729,16.2,2.714285714285714,2.5714285714285707,9.142857142857142,0.0,133.75,0.91,16.067085714285714,-4.537723537857143,549.5,0.287035442
522,2.2630000000000003,8.0,15.9994,400.0,8.0,-0.8898999999999999,4.9,371.1,39.77,141.0,4.65,45.0,2.69,23.4,7.97704267,21.0,2.0,2.96,7.209999999999999,0.0,119.5,0.56,124.4317,-5.595354350199998,652.8,0.253641785
523,1.9928571428571429,16.0,32.065,400.0,16.0,-4.222410714142857,4.8,104.42,15.428571428571429,154.0,4.65,7.7,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,10.285714285714286,0.0,132.33333333333334,0.0,60.188428571428574,-6.579921078394285,684.9,0.253641785
524,1.7559375,8.0,15.9994,400.0,8.0,-1.11062499999375,13.0,0.0,20.060625,176.0,5.1,6.3,1.89375,44.1,6.14041474,16.2,2.25,2.23125,5.98125,0.0,133.5,0.93,61.5441625,-4.798202872843686,495.8,0.7662492120000001
525,1.432,8.0,15.9994,1000.0,8.0,-1.2923172414,13.4,0.0,17.172,176.0,4.45,17.0,2.26,44.1,8.46315729,12.91,2.46,3.06,5.94,0.0,132.25,0.7000000000000001,37.88184,-5.088361402768,589.8,0.7662492120000001
526,4.452941176470588,26.0,55.845,400.0,26.0,-3.177058823529412,5.2,77.0,34.23529411764706,204.0,4.93,22.0,4.352941176470589,34.4,8.38916182,19.79,2.117647058823529,5.176470588235294,12.705882352941178,0.0,158.33333333333334,0.5800000000000001,36.69411764705883,-5.136873833529412,527.8,0.916453949
527,4.566666666666666,27.0,58.933195,400.0,27.0,-3.2608641975308643,11.0,72.0,33.333333333333336,142.0,5.1,42.0,3.0246913580246915,30.2,8.39826763,19.79,2.2345679012345685,4.481481481481481,13.493827160493824,0.3333333333333333,135.66666666666669,0.5800000000000001,43.69876543209877,-4.831065743950617,558.3,0.916453949
528,2.048,52.0,127.6,700.0,52.0,-3.3313666665,18.8,160.15,10.772,146.0,4.1,43.0,3.01,33.9,8.30350334,17.38,2.99,4.99,21.99,0.3333333333333333,143.0,0.0299999999999998,18.933,-3.371602537535,589.3,0.041392685
529,1.56026,8.0,15.9994,1000.0,8.0,-0.998742,5.7,112.1,0.0,142.0,4.55,0.0,3.1996,26.1,8.39826763,36.94,2.8004,2.4004,8.8004,0.3333333333333333,109.33333333333334,0.2000000000000001,32.791760000000004,-3.921575622034,558.3,0.041392685
530,3.863,12.0,24.305,400.0,12.0,-1.9314,2.6,0.0,11.413333333333336,148.0,4.7,31.0,1.3266666666666669,35.3,9.91441468,50.21,0.6733333333333333,2.6733333333333333,2.833333333333333,0.0,133.33333333333334,0.3400000000000001,152.39913333333334,-2.826812717633333,703.3,0.305458855
531,1.1631999999999998,8.0,15.9994,300.0,8.0,-1.2727999999999997,7.3,0.0,9.070222222222222,215.0,4.05,9.6,2.888888888888889,62.8,4.90182207,30.0,2.6666666666666665,2.666666666666667,5.333333333333334,0.0,160.0,0.8299999999999998,13.14818888888889,-5.611564940822222,502.9,0.305458855
532,1.2107199999999998,8.0,15.9994,300.0,8.0,-1.29852,6.9,0.0,8.676,201.0,3.8,32.0,2.8960000000000004,56.0,3.44641484,14.15,2.4,2.3520000000000003,4.896,0.0,155.5,0.68,4.98724,-4.60106524956,530.0,0.778910601
533,4.266666666666668,28.0,58.6934,1000.0,28.0,-2.83,5.7,71.0,42.33333333333333,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,21.0,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,146.0,0.51,60.0,-6.017776738333334,660.0,0.778910601
534,4.383333333333334,22.0,47.867,400.0,22.0,-2.631666666666667,8.6,101.0,46.0,160.0,5.2,58.0,4.666666666666666,27.0,9.05054728,17.48,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,141.0,0.51,59.73333333333333,-5.76086626,658.0,0.345275685
535,1.654,8.0,15.9994,300.0,8.0,-0.9115,5.2,91.1,17.8,207.0,5.1,28.0,3.6,37.4,7.77495265,16.2,2.4,2.4,6.0,0.0,133.0,0.5700000000000001,22.86044,-5.2556622090000005,538.1,0.345275685
536,4.228571428571429,30.0,65.38,300.0,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06,76.7,-2.47315524,833.7,0.7164412509999999
537,4.6748400000000006,14.0,28.0855,400.0,14.0,-5.5170008095225,2.6,61.89999999999999,0.0,120.0,5.55,11.0,3.994500000000001,22.2,10.06787517,50.21,2.0055000000000005,4.0055000000000005,5.9945,0.0,112.66666666666666,0.2799999999999998,129.66420250000002,-5.263897830012251,762.1,0.7164412509999999
538,1.546142857142857,8.0,15.9994,300.0,8.0,-0.9666,6.9,0.0,11.414285714285716,201.0,4.45,32.0,4.1400000000000015,34.2,4.378739700000001,13.6,2.2857142857142856,2.2857142857142856,6.717142857142857,0.0,130.25,0.27,61.33851428571429,-4.5976731459857145,530.0,0.400159652
539,4.319166666666667,22.0,47.867,300.0,22.0,-2.7570833333333336,5.7,101.0,43.08333333333333,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.966666666666669,0.0,154.6,0.51,59.955,-6.1050100191666665,642.0,0.400159652
540,1.5785714285714283,51.0,121.76,1000.0,51.0,-3.348309523635714,5.2,140.15,15.342857142857143,207.0,4.4,28.0,5.050000000000002,37.4,8.38916182,19.79,2.2357142857142858,4.664285714285715,10.37857142857143,0.0,161.33333333333334,0.08,8.226071428571428,-3.955638503335072,538.1,0.152288344
541,4.228571428571429,30.0,65.38,700.0,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06,76.7,-2.47315524,833.7,0.152288344
542,1.2506,8.0,15.9994,400.0,8.0,-1.18195,5.2,0.0,10.106000000000002,215.0,3.8,9.6,2.98,62.8,7.77495265,14.15,2.4,2.42,4.82,0.0,168.6,0.71,6.33804,-4.8250204583,502.9,0.782594439
543,1.2886943620178042,52.0,127.6,300.0,52.0,-3.603068743620178,5.2,140.15,15.186943620178043,207.0,3.17,28.0,4.845697329376856,37.4,7.95791419,17.38,2.373887240356083,4.780415430267063,10.715133531157267,0.0,172.5,0.0,6.882789317507418,-3.867460915961424,538.1,0.782594439
544,1.3626,8.0,15.9994,1000.0,8.0,-1.2577655172600002,21.7,0.0,15.718,187.0,4.45,17.0,2.1,44.1,7.57494268,12.91,2.4,2.92,5.58,0.0,142.0,0.7000000000000001,42.26604,-4.8969248826612,589.8,0.870760793
545,1.16,8.0,15.9994,400.0,8.0,-1.143460689656,-2.0,0.0,6.327999999999999,196.0,4.45,17.0,4.312,44.1,7.57494268,12.91,2.4,2.232,5.976,0.0,144.25,0.7000000000000001,42.2582,-4.20955446952272,589.8,0.870760793
546,4.382298195631529,14.0,28.0855,400.0,14.0,-4.372062678062678,2.6,0.0,3.3804368471035136,215.0,5.15,9.6,3.0993352326685666,62.8,9.91441468,50.21,1.5008547008547009,3.5984805318138653,5.74624881291548,0.0,154.0,0.76,144.80645773979106,-4.6766288408917385,502.9,0.136720567
547,4.3100000000000005,22.0,47.867,300.0,22.0,-2.775,5.7,101.0,42.66666666666666,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,11.2,0.0,154.6,0.51,59.98666666666666,-6.154173413333334,642.0,0.136720567
548,1.9928571428571429,42.0,95.96,1000.0,42.0,-3.693333333142857,4.8,94.15,17.714285714285715,154.0,4.65,65.0,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,11.714285714285715,0.0,146.0,0.0,60.485714285714295,-6.443361905240001,684.9,0.653212514
549,3.863,12.0,24.305,300.0,12.0,-1.9314,2.6,0.0,11.413333333333336,148.0,4.7,31.0,1.3266666666666669,35.3,9.91441468,50.21,0.6733333333333333,2.6733333333333333,2.833333333333333,0.0,133.33333333333334,0.3400000000000001,152.39913333333334,-2.826812717633333,703.3,0.653212514
550,1.4842857142857142,51.0,121.76,1000.0,51.0,-3.3910238093428564,5.2,140.15,15.257142857142856,207.0,4.4,28.0,5.0285714285714285,37.4,8.38916182,19.79,2.257142857142857,4.685714285714286,10.4,0.0,161.33333333333334,0.08,7.755714285714285,-3.9347229354779993,538.1,0.58721916
551,4.39295270397588,14.0,28.0855,700.0,14.0,-4.27759751271905,2.6,0.0,3.842095345769738,215.0,5.15,9.6,3.052195213868476,62.8,9.91441468,50.21,1.4686263425664217,3.5835688713020537,6.112304503485963,0.0,154.0,0.76,147.88882607876386,-4.642478945842283,502.9,0.58721916
552,1.2886943620178042,52.0,127.6,400.0,52.0,-3.603068743620178,5.2,140.15,15.186943620178043,207.0,3.17,28.0,4.845697329376856,37.4,7.95791419,17.38,2.373887240356083,4.780415430267063,10.715133531157267,0.0,172.5,0.0,6.882789317507418,-3.867460915961424,538.1,0.367430472
553,3.8663916666666673,12.0,24.305,700.0,12.0,-1.948605,2.6,0.0,11.339333333333334,148.0,4.7,31.0,1.3328333333333335,35.3,9.91441468,50.21,0.6671666666666667,2.6671666666666667,2.6791666666666667,0.0,133.33333333333334,0.3400000000000001,153.26326833333334,-2.835761929864167,703.3,0.367430472
554,1.7531249999999998,8.0,15.9994,1000.0,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8,0.41001254
555,1.4132,8.0,15.9994,400.0,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0,0.41001254
556,3.8643333333333336,12.0,24.305,300.0,12.0,-1.912,2.6,0.0,11.533333333333331,145.0,4.7,45.0,1.3133333333333332,23.4,9.91441468,50.21,0.6533333333333333,2.6533333333333333,2.713333333333333,0.0,132.33333333333334,0.3300000000000001,155.20666666666668,-2.8187573787,731.0,0.9240207
557,1.3439,8.0,15.9994,700.0,8.0,-1.26138965519,21.7,0.0,15.037,187.0,4.45,17.0,2.05,44.1,7.57494268,12.91,2.4,2.88,5.67,0.0,142.0,0.7000000000000001,42.536840000000005,-4.821460270957799,589.8,0.9240207
558,2.272,8.0,15.9994,700.0,8.0,-0.889975,4.9,371.1,40.505,141.0,4.65,45.0,2.735,23.4,7.97704267,21.0,2.0,2.99,7.239999999999998,0.0,119.5,0.56,123.96445,-5.655080181924999,652.8,0.166783979
559,1.5604166666666668,16.0,32.065,300.0,16.0,-6.146861979166665,8.6,180.42,10.216666666666669,160.0,4.1,7.7,3.625,30.3,8.30350334,14.15,2.7916666666666665,5.208333333333333,9.708333333333334,0.0,137.0,0.3700000000000001,11.343770833333336,-4.7756838027864585,658.0,0.166783979
560,1.546142857142857,8.0,15.9994,400.0,8.0,-0.9666,6.9,0.0,11.414285714285716,201.0,4.45,32.0,4.1400000000000015,34.2,4.378739700000001,13.6,2.2857142857142856,2.2857142857142856,6.717142857142857,0.0,130.25,0.27,61.33851428571429,-4.5976731459857145,530.0,0.4432629870000001
561,1.2107199999999998,8.0,15.9994,1000.0,8.0,-1.29852,6.9,0.0,8.676,201.0,3.8,32.0,2.8960000000000004,56.0,3.44641484,14.15,2.4,2.3520000000000003,4.896,0.0,155.5,0.68,4.98724,-4.60106524956,530.0,0.4432629870000001
562,1.7,8.0,15.9994,1000.0,8.0,-1.1538888888888892,13.0,0.0,18.311111111111117,176.0,5.1,17.0,1.7777777777777777,44.1,6.14041474,16.2,2.2222222222222223,2.2222222222222223,5.777777777777778,0.0,122.66666666666666,0.84,66.81522222222222,-4.649044105,589.8,0.207892767
563,3.848675496688741,12.0,24.305,300.0,12.0,-1.7393377483443706,2.6,0.0,11.337748344370858,148.0,4.7,31.0,1.3443708609271523,35.3,9.91441468,50.21,0.6821192052980133,2.6821192052980134,4.165562913907285,0.0,130.0,0.3400000000000001,140.7011258278146,-2.7368824930463576,703.3,0.207892767
564,4.670504,5.0,10.811,700.0,5.0,-5.497449199999998,2.6,106.6,0.0,120.0,5.3,100.0,4.0008,22.2,10.25960696,50.21,1.9992,3.9992,5.997599999999999,0.3333333333333333,105.0,0.3799999999999999,130.297296,-5.264273957672937,762.1,0.9617295
565,1.546142857142857,8.0,15.9994,700.0,8.0,-0.9666,6.9,0.0,11.414285714285716,201.0,4.45,32.0,4.1400000000000015,34.2,4.378739700000001,13.6,2.2857142857142856,2.2857142857142856,6.717142857142857,0.0,130.25,0.27,61.33851428571429,-4.5976731459857145,530.0,0.9617295
566,2.05,8.0,15.9994,300.0,8.0,-0.7875,30.2,0.0,21.5,122.0,4.1,70.0,1.0,17.3,3.91507328,7.068,2.0,2.0,9.0,0.0,94.0,0.0,58.1337,-2.99839591,906.4,0.29666519
