,Cement (component 1)(kg in a m^3 mixture),Age (day),Water  (component 4)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),target
354,277.2,3.0,160.7,97.8,11.2,782.5,1061.7,24.5,79.3
355,277.2,14.0,160.7,97.8,11.2,782.5,1061.7,24.5,79.3
356,277.2,28.0,160.7,97.8,11.2,782.5,1061.7,24.5,76.8
357,277.2,56.0,160.7,97.8,11.2,782.5,1061.7,24.5,76.8
358,277.2,100.0,160.7,97.8,11.2,782.5,1061.7,24.5,79.3
359,218.2,3.0,140.8,54.6,11.9,792.7,1075.7,123.8,79.3
360,218.2,14.0,140.8,54.6,11.9,792.7,1075.7,123.8,73.3
361,218.2,28.0,140.8,54.6,11.9,792.7,1075.7,123.8,73.3
362,218.2,56.0,140.8,54.6,11.9,792.7,1075.7,123.8,82.6
363,218.2,100.0,140.8,54.6,11.9,792.7,1075.7,123.8,82.6
364,214.9,3.0,155.6,53.8,9.6,780.6,1014.3,121.9,79.3
365,214.9,14.0,155.6,53.8,9.6,780.6,1014.3,121.9,79.3
366,214.9,28.0,155.6,53.8,9.6,780.6,1014.3,121.9,67.8
367,214.9,56.0,155.6,53.8,9.6,780.6,1014.3,121.9,67.8
368,214.9,100.0,155.6,53.8,9.6,780.6,1014.3,121.9,11.58
369,218.9,3.0,158.5,0.0,11.3,794.9,1078.7,124.1,11.58
370,218.9,14.0,158.5,0.0,11.3,794.9,1078.7,124.1,24.45
371,218.9,28.0,158.5,0.0,11.3,794.9,1078.7,124.1,24.45
372,218.9,56.0,158.5,0.0,11.3,794.9,1078.7,124.1,24.89
373,218.9,100.0,158.5,0.0,11.3,794.9,1078.7,124.1,24.89
374,376.0,3.0,214.6,0.0,0.0,762.4,1003.5,0.0,29.45
375,376.0,14.0,214.6,0.0,0.0,762.4,1003.5,0.0,29.45
376,376.0,28.0,214.6,0.0,0.0,762.4,1003.5,0.0,40.71
377,376.0,56.0,214.6,0.0,0.0,762.4,1003.5,0.0,40.71
378,376.0,100.0,214.6,0.0,0.0,762.4,1003.5,0.0,10.38
379,500.0,28.0,140.0,0.0,4.0,853.0,966.0,0.0,10.38
380,475.0,28.0,142.0,0.0,1.9,641.0,1098.0,59.0,22.14
381,315.0,28.0,145.0,137.0,5.9,745.0,1130.0,0.0,22.14
382,505.0,28.0,195.0,0.0,0.0,630.0,1030.0,60.0,22.84
383,451.0,28.0,165.0,0.0,11.3,745.0,1030.0,0.0,22.84
384,516.0,28.0,162.0,0.0,8.2,802.0,801.0,0.0,27.66
385,520.0,28.0,170.0,0.0,5.2,855.0,855.0,0.0,27.66
386,528.0,28.0,185.0,0.0,6.9,720.0,920.0,0.0,34.56
387,520.0,28.0,175.0,0.0,5.2,805.0,870.0,0.0,34.56
388,385.0,28.0,158.0,0.0,20.0,768.0,903.0,136.0,12.45
389,500.1,28.0,200.0,0.0,3.0,613.2,1124.4,0.0,12.45
390,450.1,28.0,200.0,50.0,3.0,613.2,1124.4,0.0,24.99
391,397.0,28.0,167.0,17.2,20.8,633.0,967.0,158.0,24.99
392,333.0,28.0,167.0,17.5,17.9,652.0,996.0,163.0,25.72
393,334.0,28.0,189.0,17.6,15.3,633.0,967.0,158.0,25.72
394,405.0,28.0,175.0,0.0,0.0,695.0,1120.0,0.0,33.96
395,200.0,28.0,190.0,200.0,0.0,660.0,1145.0,0.0,33.96
396,516.0,28.0,162.0,0.0,8.3,802.0,801.0,0.0,37.34
397,145.0,28.0,184.0,116.0,5.7,880.0,833.0,119.0,37.34
398,160.0,28.0,182.0,128.0,6.4,879.0,824.0,122.0,15.04
399,234.0,28.0,189.0,156.0,5.9,760.0,981.0,0.0,15.04
400,250.0,28.0,159.0,180.0,9.5,800.0,860.0,95.0,21.06
401,475.0,28.0,162.0,0.0,9.5,662.0,1044.0,0.0,21.06
402,285.0,28.0,163.0,190.0,7.6,685.0,1031.0,0.0,26.4
403,356.0,28.0,160.0,119.0,9.0,657.0,1061.0,0.0,26.4
404,275.0,28.0,162.0,180.0,10.4,765.0,830.0,120.0,35.34
405,500.0,28.0,151.0,0.0,9.0,655.0,1033.0,0.0,35.34
406,165.0,3.0,163.8,0.0,0.0,900.9,1005.6,143.6,40.57
407,165.0,3.0,175.1,128.5,8.1,746.6,1005.8,132.1,40.57
408,178.0,3.0,179.9,129.8,3.6,746.8,1007.3,118.6,12.47
409,167.4,3.0,175.5,129.9,7.8,746.6,1006.3,128.6,12.47
410,172.4,3.0,156.8,13.6,4.1,856.4,1006.3,172.4,20.92
411,173.5,3.0,164.8,50.1,6.5,793.5,1006.2,173.5,20.92
412,167.0,3.0,164.0,75.4,7.9,770.1,1007.3,167.0,24.9
413,173.8,3.0,172.3,93.4,9.7,746.6,1007.2,159.9,24.9
414,190.3,3.0,166.6,0.0,9.9,798.9,1079.0,125.2,34.2
415,250.0,3.0,191.8,0.0,5.3,857.2,948.9,95.7,34.2
416,213.5,3.0,159.2,0.0,11.7,771.9,1043.6,174.2,39.61
417,194.7,3.0,170.2,0.0,7.5,901.8,998.0,100.5,39.61
418,251.4,3.0,192.9,0.0,5.8,754.3,1043.6,118.3,10.03
419,165.0,14.0,163.8,0.0,0.0,900.9,1005.6,143.6,10.03
420,165.0,14.0,175.1,128.5,8.1,746.6,1005.8,132.1,20.08
421,178.0,14.0,179.9,129.8,3.6,746.8,1007.3,118.6,20.08
422,167.4,14.0,175.5,129.9,7.8,746.6,1006.3,128.6,24.48
423,172.4,14.0,156.8,13.6,4.1,856.4,1006.3,172.4,24.48
424,173.5,14.0,164.8,50.1,6.5,793.5,1006.2,173.5,31.54
425,167.0,14.0,164.0,75.4,7.9,770.1,1007.3,167.0,31.54
426,173.8,14.0,172.3,93.4,9.7,746.6,1007.2,159.9,35.34
427,190.3,14.0,166.6,0.0,9.9,798.9,1079.0,125.2,35.34
428,250.0,14.0,191.8,0.0,5.3,857.2,948.9,95.7,9.45
429,213.5,14.0,159.2,0.0,11.7,771.9,1043.6,174.2,9.45
430,194.7,14.0,170.2,0.0,7.5,901.8,998.0,100.5,22.72
431,251.4,14.0,192.9,0.0,5.8,754.3,1043.6,118.3,22.72
432,165.0,28.0,163.8,0.0,0.0,900.9,1005.6,143.6,28.47
433,165.0,28.0,175.1,128.5,8.1,746.6,1005.8,132.1,28.47
434,178.0,28.0,179.9,129.8,3.6,746.8,1007.3,118.6,38.56
435,167.4,28.0,175.5,129.9,7.8,746.6,1006.3,128.6,38.56
436,172.4,28.0,156.8,13.6,4.1,856.4,1006.3,172.4,40.39
437,173.5,28.0,164.8,50.1,6.5,793.5,1006.2,173.5,40.39
438,167.0,28.0,164.0,75.4,7.9,770.1,1007.3,167.0,10.76
439,173.8,28.0,172.3,93.4,9.7,746.6,1007.2,159.9,10.76
440,190.3,28.0,166.6,0.0,9.9,798.9,1079.0,125.2,25.48
441,250.0,28.0,191.8,0.0,5.3,857.2,948.9,95.7,25.48
442,213.5,28.0,159.2,0.0,11.7,771.9,1043.6,174.2,21.54
443,194.7,28.0,170.2,0.0,7.5,901.8,998.0,100.5,21.54
444,251.4,28.0,192.9,0.0,5.8,754.3,1043.6,118.3,28.63
445,165.0,56.0,163.8,0.0,0.0,900.9,1005.6,143.6,28.63
446,165.0,56.0,175.1,128.5,8.1,746.6,1005.8,132.1,33.54
447,178.0,56.0,179.9,129.8,3.6,746.8,1007.3,118.6,33.54
448,167.4,56.0,175.5,129.9,7.8,746.6,1006.3,128.6,7.75
449,172.4,56.0,156.8,13.6,4.1,856.4,1006.3,172.4,7.75
450,173.5,56.0,164.8,50.1,6.5,793.5,1006.2,173.5,17.82
451,167.0,56.0,164.0,75.4,7.9,770.1,1007.3,167.0,17.82
452,173.8,56.0,172.3,93.4,9.7,746.6,1007.2,159.9,24.24
453,190.3,56.0,166.6,0.0,9.9,798.9,1079.0,125.2,24.24
454,250.0,56.0,191.8,0.0,5.3,857.2,948.9,95.7,32.85
455,213.5,56.0,159.2,0.0,11.7,771.9,1043.6,174.2,32.85
456,194.7,56.0,170.2,0.0,7.5,901.8,998.0,100.5,39.23
457,251.4,56.0,192.9,0.0,5.8,754.3,1043.6,118.3,39.23
458,165.0,100.0,163.8,0.0,0.0,900.9,1005.6,143.6,18.0
459,165.0,100.0,175.1,128.5,8.1,746.6,1005.8,132.1,18.0
460,178.0,100.0,179.9,129.8,3.6,746.8,1007.3,118.6,30.39
461,167.4,100.0,175.5,129.9,7.8,746.6,1006.3,128.6,30.39
462,172.4,100.0,156.8,13.6,4.1,856.4,1006.3,172.4,45.71
463,173.5,100.0,164.8,50.1,6.5,793.5,1006.2,173.5,45.71
464,167.0,100.0,164.0,75.4,7.9,770.1,1007.3,167.0,50.77
465,173.8,100.0,172.3,93.4,9.7,746.6,1007.2,159.9,50.77
466,190.3,100.0,166.6,0.0,9.9,798.9,1079.0,125.2,53.9
467,250.0,100.0,191.8,0.0,5.3,857.2,948.9,95.7,53.9
468,213.5,100.0,159.2,0.0,11.7,771.9,1043.6,174.2,13.18
469,194.7,100.0,170.2,0.0,7.5,901.8,998.0,100.5,13.18
470,251.4,100.0,192.9,0.0,5.8,754.3,1043.6,118.3,17.84
471,446.0,28.0,162.0,24.0,11.6,712.0,967.0,79.0,17.84
472,446.0,28.0,162.0,24.0,11.6,712.0,967.0,79.0,40.23
473,446.0,28.0,162.0,24.0,11.6,712.0,967.0,79.0,40.23
474,446.0,28.0,162.0,24.0,10.3,712.0,967.0,79.0,47.13
475,446.0,3.0,162.0,24.0,11.6,712.0,967.0,79.0,47.13
476,446.0,3.0,162.0,24.0,11.6,712.0,967.0,79.0,49.97
477,446.0,3.0,162.0,24.0,11.6,712.0,967.0,79.0,49.97
478,446.0,7.0,162.0,24.0,11.6,712.0,967.0,79.0,13.36
479,446.0,7.0,162.0,24.0,11.6,712.0,967.0,79.0,13.36
480,446.0,7.0,162.0,24.0,11.6,712.0,967.0,79.0,22.32
481,446.0,56.0,162.0,24.0,11.6,712.0,967.0,79.0,22.32
482,446.0,56.0,162.0,24.0,11.6,712.0,967.0,79.0,24.54
483,446.0,56.0,162.0,24.0,11.6,712.0,967.0,79.0,24.54
484,446.0,56.0,162.0,24.0,10.3,712.0,967.0,79.0,31.35
485,387.0,28.0,157.0,20.0,14.3,845.0,938.0,94.0,31.35
486,387.0,28.0,157.0,20.0,13.9,845.0,938.0,94.0,40.86
487,387.0,28.0,157.0,20.0,11.6,845.0,938.0,94.0,40.86
488,387.0,3.0,157.0,20.0,14.3,845.0,938.0,94.0,19.93
489,387.0,3.0,157.0,20.0,13.9,845.0,938.0,94.0,19.93
490,387.0,3.0,157.0,20.0,11.6,845.0,938.0,94.0,25.69
491,387.0,7.0,157.0,20.0,14.3,845.0,938.0,94.0,25.69
492,387.0,7.0,157.0,20.0,13.9,845.0,938.0,94.0,30.23
493,387.0,7.0,157.0,20.0,11.6,845.0,938.0,94.0,30.23
494,387.0,56.0,157.0,20.0,14.3,845.0,938.0,94.0,39.59
495,387.0,56.0,157.0,20.0,13.9,845.0,938.0,94.0,39.59
496,387.0,56.0,157.0,20.0,11.6,845.0,938.0,94.0,44.3
497,355.0,28.0,145.0,19.0,13.1,871.0,967.0,97.0,44.3
498,355.0,28.0,145.0,19.0,12.3,871.0,967.0,97.0,13.82
499,491.0,28.0,210.0,26.0,3.9,699.0,882.0,123.0,13.82
500,491.0,28.0,201.0,26.0,3.9,699.0,822.0,123.0,24.92
501,491.0,3.0,210.0,26.0,3.9,699.0,882.0,123.0,24.92
502,491.0,7.0,210.0,26.0,3.9,699.0,882.0,123.0,29.22
503,491.0,56.0,210.0,26.0,3.9,699.0,882.0,123.0,29.22
504,491.0,3.0,201.0,26.0,3.9,699.0,822.0,123.0,38.33
505,491.0,7.0,201.0,26.0,3.9,699.0,822.0,123.0,38.33
506,491.0,56.0,201.0,26.0,3.9,699.0,822.0,123.0,42.35
507,424.0,28.0,178.0,22.0,8.5,750.0,822.0,132.0,42.35
508,424.0,3.0,178.0,22.0,8.5,750.0,882.0,132.0,13.54
509,424.0,28.0,168.0,22.0,8.9,750.0,822.0,132.0,13.54
510,424.0,7.0,178.0,22.0,8.5,750.0,822.0,132.0,26.31
511,424.0,56.0,178.0,22.0,8.5,750.0,822.0,132.0,26.31
512,424.0,3.0,168.0,22.0,8.9,750.0,822.0,132.0,31.64
513,424.0,7.0,168.0,22.0,8.9,750.0,822.0,132.0,31.64
514,424.0,56.0,168.0,22.0,8.9,750.0,822.0,132.0,42.55
515,202.0,28.0,206.0,11.0,1.7,801.0,942.0,141.0,42.55
516,202.0,3.0,206.0,11.0,1.7,801.0,942.0,141.0,42.92
517,202.0,7.0,206.0,11.0,1.7,801.0,942.0,141.0,42.92
518,202.0,56.0,206.0,11.0,1.7,801.0,942.0,141.0,13.33
519,284.0,28.0,179.0,15.0,5.5,801.0,842.0,141.0,13.33
520,284.0,3.0,179.0,15.0,5.5,801.0,842.0,141.0,25.37
521,284.0,7.0,179.0,15.0,5.5,801.0,842.0,141.0,25.37
522,284.0,56.0,179.0,15.0,5.5,801.0,842.0,141.0,37.4
523,359.0,28.0,154.0,19.0,10.9,801.0,942.0,141.0,37.4
524,359.0,28.0,154.0,19.0,10.9,801.0,942.0,141.0,44.4
525,359.0,3.0,154.0,19.0,10.9,801.0,942.0,141.0,44.4
526,359.0,3.0,154.0,19.0,10.9,801.0,942.0,141.0,47.74
527,359.0,7.0,154.0,19.0,10.9,801.0,942.0,141.0,47.74
528,359.0,7.0,154.0,19.0,10.9,801.0,942.0,141.0,19.52
529,359.0,56.0,154.0,19.0,10.9,801.0,942.0,141.0,19.52
530,359.0,56.0,154.0,19.0,10.9,801.0,942.0,141.0,31.35
531,436.0,28.0,218.0,0.0,0.0,719.7,838.4,0.0,31.35
532,289.0,90.0,192.0,0.0,0.0,895.3,913.2,0.0,38.5
533,289.0,3.0,192.0,0.0,0.0,895.3,913.2,0.0,38.5
534,393.0,3.0,192.0,0.0,0.0,785.6,940.6,0.0,45.08
535,393.0,90.0,192.0,0.0,0.0,785.6,940.6,0.0,45.08
536,393.0,28.0,192.0,0.0,0.0,785.6,940.6,0.0,47.82
537,480.0,28.0,192.0,0.0,0.0,712.2,936.2,0.0,47.82
538,480.0,7.0,192.0,0.0,0.0,712.2,936.2,0.0,15.44
539,480.0,90.0,192.0,0.0,0.0,712.2,936.2,0.0,15.44
540,480.0,3.0,192.0,0.0,0.0,712.2,936.2,0.0,26.77
541,333.0,3.0,192.0,0.0,0.0,842.6,931.2,0.0,26.77
542,255.0,90.0,192.0,0.0,0.0,945.0,889.8,0.0,33.73
543,255.0,7.0,192.0,0.0,0.0,945.0,889.8,0.0,33.73
544,289.0,7.0,192.0,0.0,0.0,895.3,913.2,0.0,42.7
545,255.0,28.0,192.0,0.0,0.0,945.0,889.8,0.0,42.7
546,333.0,28.0,192.0,0.0,0.0,842.6,931.2,0.0,45.84
547,333.0,7.0,192.0,0.0,0.0,842.6,931.2,0.0,45.84
548,289.0,28.0,192.0,0.0,0.0,895.3,913.2,0.0,17.22
549,333.0,90.0,192.0,0.0,0.0,842.6,931.2,0.0,17.22
550,393.0,7.0,192.0,0.0,0.0,785.6,940.6,0.0,29.93
551,255.0,3.0,192.0,0.0,0.0,945.0,889.8,0.0,29.93
552,158.8,7.0,185.7,238.2,0.0,734.3,1040.6,0.0,29.65
553,239.6,7.0,185.7,359.4,0.0,664.3,941.6,0.0,29.65
554,238.2,7.0,185.7,158.8,0.0,734.3,1040.6,0.0,36.97
555,181.9,28.0,185.7,272.8,0.0,714.3,1012.4,0.0,36.97
556,193.5,28.0,185.7,290.2,0.0,704.3,998.2,0.0,43.58
557,255.5,7.0,185.7,170.3,0.0,724.3,1026.6,0.0,43.58
558,272.8,7.0,185.7,181.9,0.0,714.3,1012.4,0.0,13.12
559,239.6,28.0,185.7,359.4,0.0,664.3,941.6,0.0,13.12
560,220.8,28.0,185.7,147.2,0.0,744.3,1055.0,0.0,24.43
561,397.0,28.0,185.7,0.0,0.0,734.3,1040.6,0.0,24.43
562,382.5,7.0,185.7,0.0,0.0,739.3,1047.8,0.0,32.66
563,210.7,7.0,185.7,316.1,0.0,689.3,977.0,0.0,32.66
564,158.8,28.0,185.7,238.2,0.0,734.3,1040.6,0.0,36.64
565,295.8,7.0,185.7,0.0,0.0,769.3,1091.4,0.0,36.64
566,255.5,28.0,185.7,170.3,0.0,724.3,1026.6,0.0,44.21
567,203.5,7.0,185.7,135.7,0.0,759.3,1076.2,0.0,44.21
568,397.0,7.0,185.7,0.0,0.0,734.3,1040.6,0.0,13.62
569,381.4,28.0,185.7,0.0,0.0,784.3,1104.6,0.0,13.62
570,295.8,28.0,185.7,0.0,0.0,769.3,1091.4,0.0,21.6
571,228.0,28.0,185.7,342.1,0.0,674.3,955.8,0.0,21.6
572,220.8,7.0,185.7,147.2,0.0,744.3,1055.0,0.0,27.77
573,316.1,28.0,185.7,210.7,0.0,689.3,977.0,0.0,27.77
574,135.7,7.0,185.7,203.5,0.0,759.3,1076.2,0.0,35.57
575,238.1,28.0,185.7,0.0,0.0,789.3,1118.8,0.0,35.57
576,339.2,7.0,185.7,0.0,0.0,754.3,1069.2,0.0,45.37
577,135.7,28.0,185.7,203.5,0.0,759.3,1076.2,0.0,45.37
578,193.5,7.0,185.7,290.2,0.0,704.3,998.2,0.0,7.32
579,203.5,28.0,185.7,135.7,0.0,759.3,1076.2,0.0,7.32
580,290.2,7.0,185.7,193.5,0.0,704.3,998.2,0.0,21.5
581,181.9,7.0,185.7,272.8,0.0,714.3,1012.4,0.0,21.5
582,170.3,28.0,185.7,155.5,0.0,724.3,1026.6,0.0,31.27
583,210.7,28.0,185.7,316.1,0.0,689.3,977.0,0.0,31.27
584,228.0,7.0,185.7,342.1,0.0,674.3,955.8,0.0,43.5
585,290.2,28.0,185.7,193.5,0.0,704.3,998.2,0.0,43.5
586,381.4,7.0,185.7,0.0,0.0,784.3,1104.6,0.0,48.67
587,238.2,28.0,185.7,158.8,0.0,734.3,1040.6,0.0,48.67
588,186.2,7.0,185.7,124.1,0.0,764.3,1083.4,0.0,7.4
589,339.2,28.0,185.7,0.0,0.0,754.3,1069.2,0.0,7.4
590,238.1,7.0,185.7,0.0,0.0,789.3,1118.8,0.0,23.51
591,252.5,28.0,185.7,0.0,0.0,784.3,1111.6,0.0,23.51
592,382.5,28.0,185.7,0.0,0.0,739.3,1047.8,0.0,31.12
593,252.5,7.0,185.7,0.0,0.0,784.3,1111.6,0.0,31.12
594,316.1,7.0,185.7,210.7,0.0,689.3,977.0,0.0,39.15
595,186.2,28.0,185.7,124.1,0.0,764.3,1083.4,0.0,39.15
596,170.3,7.0,185.7,155.5,0.0,724.3,1026.6,0.0,48.15
597,272.8,28.0,185.7,181.9,0.0,714.3,1012.4,0.0,48.15
598,339.0,3.0,197.0,0.0,0.0,781.0,968.0,0.0,22.5
599,339.0,7.0,197.0,0.0,0.0,781.0,968.0,0.0,22.5
600,339.0,14.0,197.0,0.0,0.0,781.0,968.0,0.0,34.67
601,339.0,28.0,197.0,0.0,0.0,781.0,968.0,0.0,34.67
602,339.0,90.0,197.0,0.0,0.0,781.0,968.0,0.0,34.74
603,339.0,180.0,197.0,0.0,0.0,781.0,968.0,0.0,34.74
604,339.0,365.0,197.0,0.0,0.0,781.0,968.0,0.0,45.08
605,236.0,3.0,194.0,0.0,0.0,885.0,968.0,0.0,45.08
606,236.0,14.0,194.0,0.0,0.0,885.0,968.0,0.0,48.97
607,236.0,28.0,194.0,0.0,0.0,885.0,968.0,0.0,48.97
608,236.0,90.0,194.0,0.0,0.0,885.0,968.0,0.0,23.14
609,236.0,180.0,193.0,0.0,0.0,885.0,968.0,0.0,23.14
610,236.0,365.0,193.0,0.0,0.0,885.0,968.0,0.0,41.89
611,277.0,14.0,191.0,0.0,0.0,856.0,968.0,0.0,41.89
612,277.0,28.0,191.0,0.0,0.0,856.0,968.0,0.0,48.28
613,277.0,3.0,191.0,0.0,0.0,856.0,968.0,0.0,48.28
614,277.0,90.0,191.0,0.0,0.0,856.0,968.0,0.0,51.04
615,277.0,180.0,191.0,0.0,0.0,856.0,968.0,0.0,51.04
616,277.0,360.0,191.0,0.0,0.0,856.0,968.0,0.0,55.64
617,254.0,3.0,198.0,0.0,0.0,863.0,968.0,0.0,55.64
618,254.0,90.0,198.0,0.0,0.0,863.0,968.0,0.0,22.95
619,254.0,180.0,198.0,0.0,0.0,863.0,968.0,0.0,22.95
620,254.0,365.0,198.0,0.0,0.0,863.0,968.0,0.0,35.23
621,307.0,180.0,193.0,0.0,0.0,812.0,968.0,0.0,35.23
622,307.0,365.0,193.0,0.0,0.0,812.0,968.0,0.0,39.94
623,307.0,3.0,193.0,0.0,0.0,812.0,968.0,0.0,39.94
624,307.0,28.0,193.0,0.0,0.0,812.0,968.0,0.0,48.72
625,307.0,90.0,193.0,0.0,0.0,812.0,968.0,0.0,48.72
626,236.0,7.0,193.0,0.0,0.0,885.0,968.0,0.0,52.04
627,200.0,7.0,180.0,0.0,0.0,845.0,1125.0,0.0,52.04
628,200.0,28.0,180.0,0.0,0.0,845.0,1125.0,0.0,21.02
629,225.0,7.0,181.0,0.0,0.0,833.0,1113.0,0.0,21.02
630,225.0,28.0,181.0,0.0,0.0,833.0,1113.0,0.0,33.36
631,325.0,7.0,184.0,0.0,0.0,783.0,1063.0,0.0,33.36
632,325.0,28.0,184.0,0.0,0.0,783.0,1063.0,0.0,33.94
633,275.0,7.0,183.0,0.0,0.0,808.0,1088.0,0.0,33.94
634,275.0,28.0,183.0,0.0,0.0,808.0,1088.0,0.0,44.14
635,300.0,7.0,184.0,0.0,0.0,795.0,1075.0,0.0,44.14
636,300.0,28.0,184.0,0.0,0.0,795.0,1075.0,0.0,45.37
637,375.0,7.0,186.0,0.0,0.0,758.0,1038.0,0.0,45.37
638,375.0,28.0,186.0,0.0,0.0,758.0,1038.0,0.0,15.36
639,400.0,28.0,187.0,0.0,0.0,745.0,1025.0,0.0,15.36
640,400.0,7.0,187.0,0.0,0.0,745.0,1025.0,0.0,28.68
641,250.0,7.0,182.0,0.0,0.0,820.0,1100.0,0.0,28.68
642,250.0,28.0,182.0,0.0,0.0,820.0,1100.0,0.0,30.85
643,350.0,7.0,186.0,0.0,0.0,770.0,1050.0,0.0,30.85
644,350.0,28.0,186.0,0.0,0.0,770.0,1050.0,0.0,42.03
645,203.5,7.0,203.5,305.3,0.0,630.0,963.4,0.0,42.03
646,250.2,90.0,203.5,166.8,0.0,694.1,977.6,0.0,51.06
647,157.0,90.0,192.0,236.0,0.0,781.2,935.4,0.0,51.06
648,141.3,28.0,203.5,212.0,0.0,748.5,971.8,0.0,21.78
649,166.8,3.0,203.5,250.2,0.0,692.6,975.6,0.0,21.78
650,122.6,90.0,203.5,183.9,0.0,800.1,958.2,0.0,42.29
651,183.9,3.0,203.5,122.6,0.0,800.0,959.2,0.0,42.29
652,102.0,3.0,192.0,153.0,0.0,942.0,887.0,0.0,50.6
653,102.0,90.0,192.0,153.0,0.0,942.0,887.0,0.0,50.6
654,122.6,28.0,203.5,183.9,0.0,800.1,958.2,0.0,55.83
655,166.8,28.0,203.5,250.2,0.0,692.6,975.6,0.0,55.83
656,200.0,3.0,192.0,133.0,0.0,806.2,965.4,0.0,60.95
657,108.3,28.0,203.5,162.4,0.0,849.0,938.2,0.0,60.95
658,305.3,7.0,203.5,203.5,0.0,631.0,965.4,0.0,23.52
659,108.3,90.0,203.5,162.4,0.0,849.0,938.2,0.0,23.52
660,116.0,90.0,192.0,173.0,0.0,891.9,909.8,0.0,42.22
661,141.3,7.0,203.5,212.0,0.0,748.5,971.8,0.0,42.22
662,157.0,28.0,192.0,236.0,0.0,781.2,935.4,0.0,52.5
663,133.0,28.0,192.0,200.0,0.0,839.2,927.4,0.0,52.5
664,250.2,7.0,203.5,166.8,0.0,694.1,977.6,0.0,60.32
665,173.0,7.0,192.0,116.0,0.0,856.8,946.8,0.0,60.32
666,192.0,3.0,192.0,288.0,0.0,716.1,929.8,0.0,66.42
667,192.0,28.0,192.0,288.0,0.0,716.1,929.8,0.0,66.42
668,153.0,3.0,192.0,102.0,0.0,943.1,888.0,0.0,23.8
669,288.0,3.0,192.0,192.0,0.0,717.8,932.0,0.0,23.8
670,305.3,28.0,203.5,203.5,0.0,631.0,965.4,0.0,38.77
671,236.0,7.0,192.0,157.0,0.0,749.1,972.6,0.0,38.77
672,173.0,3.0,192.0,116.0,0.0,856.8,946.8,0.0,51.33
673,212.0,7.0,203.5,141.3,0.0,750.0,973.4,0.0,51.33
674,236.0,3.0,192.0,157.0,0.0,749.1,972.6,0.0,56.85
675,183.9,90.0,203.5,122.6,0.0,800.0,959.2,0.0,56.85
676,166.8,7.0,203.5,250.2,0.0,692.6,975.6,0.0,58.61
677,102.0,7.0,192.0,153.0,0.0,942.0,887.0,0.0,58.61
678,288.0,28.0,192.0,192.0,0.0,717.8,932.0,0.0,21.91
679,212.0,28.0,203.5,141.3,0.0,750.0,973.4,0.0,21.91
680,102.0,28.0,192.0,153.0,0.0,942.0,887.0,0.0,36.99
681,173.0,28.0,192.0,116.0,0.0,856.8,946.8,0.0,36.99
682,183.9,28.0,203.5,122.6,0.0,800.0,959.2,0.0,47.4
683,133.0,90.0,192.0,200.0,0.0,839.2,927.4,0.0,47.4
684,192.0,90.0,192.0,288.0,0.0,716.1,929.8,0.0,51.96
685,133.0,7.0,192.0,200.0,0.0,839.2,927.4,0.0,51.96
686,305.3,3.0,203.5,203.5,0.0,631.0,965.4,0.0,56.74
687,236.0,90.0,192.0,157.0,0.0,749.1,972.6,0.0,56.74
688,108.3,3.0,203.5,162.4,0.0,849.0,938.2,0.0,17.57
689,157.0,7.0,192.0,236.0,0.0,781.2,935.4,0.0,17.57
690,288.0,7.0,192.0,192.0,0.0,717.8,932.0,0.0,33.73
691,212.0,3.0,203.5,141.3,0.0,750.0,973.4,0.0,33.73
692,212.0,90.0,203.5,141.3,0.0,750.0,973.4,0.0,40.15
693,153.0,28.0,192.0,102.0,0.0,943.1,888.0,0.0,40.15
694,236.0,28.0,192.0,157.0,0.0,749.1,972.6,0.0,46.64
695,116.0,28.0,192.0,173.0,0.0,891.9,909.8,0.0,46.64
696,183.9,7.0,203.5,122.6,0.0,800.0,959.2,0.0,50.08
697,108.3,7.0,203.5,162.4,0.0,849.0,938.2,0.0,50.08
698,203.5,28.0,203.5,305.3,0.0,630.0,963.4,0.0,17.37
699,203.5,3.0,203.5,305.3,0.0,630.0,963.4,0.0,17.37
700,133.0,3.0,192.0,200.0,0.0,839.2,927.4,0.0,33.7
701,288.0,90.0,192.0,192.0,0.0,717.8,932.0,0.0,33.7
702,200.0,7.0,192.0,133.0,0.0,806.2,965.4,0.0,45.94
703,200.0,28.0,192.0,133.0,0.0,806.2,965.4,0.0,45.94
704,250.2,3.0,203.5,166.8,0.0,694.1,977.6,0.0,51.43
705,122.6,3.0,203.5,183.9,0.0,800.1,958.2,0.0,51.43
706,153.0,90.0,192.0,102.0,0.0,943.1,888.0,0.0,59.3
707,200.0,90.0,192.0,133.0,0.0,806.2,965.4,0.0,59.3
708,116.0,3.0,192.0,173.0,0.0,891.9,909.8,0.0,30.45
709,173.0,90.0,192.0,116.0,0.0,856.8,946.8,0.0,30.45
710,250.2,28.0,203.5,166.8,0.0,694.1,977.6,0.0,47.71
711,305.3,90.0,203.5,203.5,0.0,631.0,965.4,0.0,47.71
712,192.0,7.0,192.0,288.0,0.0,716.1,929.8,0.0,63.14
