,HeatVaporization_composition_average,HeatVaporization_difference,HeatVaporization_max_value,NUnfilled_composition_average,BCCmagmom_composition_average,HHIp_composition_average,IonicRadii_min_value,BCCfermi_max_value,SpaceGroupNumber_arithmetic_average,GSmagmom_composition_average,n_ws^third_composition_average,BCCenergy_pa_composition_average,BCCvolume_padiff_composition_average,HHIp_arithmetic_average,ThirdIonizationEnergy_composition_average,phi_composition_average,HeatFusion_composition_average,MendeleevNumber_composition_average,valence_composition_average,ElectricalConductivity_arithmetic_average,BCCfermi_composition_average,FirstIonizationEnergy_composition_average,IonicRadii_composition_average,IonicRadii_difference,HHIr_composition_average,BoilingT_composition_average,IonizationEnergy_composition_average,IsBCC_arithmetic_average,ThermalExpansionCoefficient_composition_average,NValance_composition_average,NUnfilled_arithmetic_average,ElectricalConductivity_composition_average,ElectricalConductivity_difference,BulkModulus_composition_average,BCCefflatcnt_composition_average,MeltingT_composition_average,NdValence_composition_average,ThermalConductivity_composition_average,GSenergy_pa_composition_average,ThermalExpansionCoefficient_arithmetic_average,GSmagmom_arithmetic_average,ElectricalConductivity_min_value,Column_composition_average,ElectronAffinity_difference,BCCmagmom_arithmetic_average,Group_composition_average,BCCvolume_padiff_arithmetic_average,SpaceGroupNumber_min_value,phi_difference,NdValence_arithmetic_average,target
1348,96.16654,369.8891,373.3,2.0,0.1684037199999999,1490.0,0.54,7.76407342,177.00000000000003,0.15484712,0.4789999999999999,-2.8990245530000003,-1.1335,2480.0,43.5151,1.402,4.278,67.0,2.2,12.68,3.565589936,10.6481592,1.227,0.8799999999999999,1200.0,1033.06,1027.14,0.2,475.92,5.2,2.0,6.340000000000001,34.900000000000006,26.56,6.0863277706000005,508.027,0.7,36.05344,-4.2972899555,171.84,0.30969424,2.8,12.2,0.0,0.3368074399999999,12.2,-0.492,12.0,2.78,1.4,14.18541395
1349,101.48554,369.8891,373.3,1.85,0.29470651,1700.0,0.62,6.14041474,144.79999999999998,0.27098246,0.504,-3.13197210175,-1.1858125,3260.0,43.95065,1.467,4.561624999999999,65.9,2.2,5.5,3.34846011775,10.790640675,1.23725,0.7999999999999999,1350.0,1055.785,1040.7,0.2,475.0775,5.9,2.0,3.9575,16.099999999999998,32.46,6.0173849316000005,554.85275,1.475,20.86844,-4.5290832119375,171.16,0.30969424,1.8,11.9,0.0,0.3368074399999999,11.9,-0.7635000000000001,12.0,2.78,3.4,14.18541395
1350,98.55454,369.8891,373.3,1.9,0.25260558,1760.0,0.62,6.14041474,144.79999999999998,0.23227068,0.493,-3.0319297065,-1.213625,3260.0,43.8809,1.4419999999999995,4.29625,66.3,2.2,5.5,3.2936961675000003,10.743597950000002,1.2365,0.7999999999999999,1330.0,1037.71,1036.22,0.2,475.245,6.0,2.0,3.555,16.099999999999998,27.96,6.0446146974,518.2255,1.55,19.38344,-4.427379865875,171.16,0.30969424,1.8,12.0,0.0,0.3368074399999999,12.0,-0.7635000000000001,12.0,2.78,3.4,2.310281756
1351,92.69254,369.8891,373.3,2.0,0.1684037199999999,1880.0,0.62,6.14041474,144.79999999999998,0.15484712,0.471,-2.831844916,-1.26925,3260.0,43.7414,1.392,3.7655,67.10000000000001,2.2,5.5,3.184168267,10.6495125,1.235,0.7999999999999999,1290.0,1001.56,1027.26,0.2,475.58,6.2,2.0,2.75,16.099999999999998,18.96,6.099074229,444.971,1.7,16.41344,-4.22397317375,171.16,0.30969424,1.8,12.2,0.0,0.3368074399999999,12.2,-0.7635000000000001,12.0,2.78,3.4,2.310281756
1352,100.742415,369.8891,373.3,1.85,0.29470651,1645.0,0.65,8.39826763,159.79999999999998,0.27098246,0.5005,-3.12385996075,-1.158625,2820.0,43.88365,1.4619999999999995,4.504275,65.92500000000001,2.2,5.82,3.4596703902500003,10.78531715,1.24175,0.7699999999999999,1352.5,1052.485,1040.1875,0.2,475.3875,5.9,2.0,3.9975,15.099999999999998,32.46,6.035263080375,558.02375,1.475,21.89344,-4.520446878375,173.64,0.30969424,2.8,11.9,0.0,0.3368074399999999,11.9,-0.546,12.0,2.78,3.4,84.48580745
1353,97.06829,369.8891,373.3,1.9,0.25260558,1650.0,0.65,8.39826763,159.79999999999998,0.23227068,0.486,-3.0157054245,-1.15925,2820.0,43.7469,1.432,4.18155,66.35,2.2,5.82,3.5161167125,10.7329509,1.2454999999999998,0.7699999999999999,1335.0,1031.11,1035.1950000000002,0.2,475.865,6.0,2.0,3.635,15.099999999999998,27.96,6.08037099495,524.5675,1.55,21.43344,-4.4101071987500005,173.64,0.30969424,2.8,12.0,0.0,0.3368074399999999,12.0,-0.546,12.0,2.78,3.4,84.48580745
1354,89.72004,369.8891,373.3,2.0,0.1684037199999999,1660.0,0.65,8.39826763,159.79999999999998,0.15484712,0.4569999999999999,-2.7993963520000005,-1.1605,2820.0,43.4734,1.372,3.5361,67.2,2.2,5.82,3.629009357,10.628218400000002,1.253,0.7699999999999999,1300.0,988.36,1025.21,0.2,476.82,6.2,2.0,2.91,15.099999999999998,18.96,6.1705868241,457.655,1.7,20.513440000000003,-4.1894278395,173.64,0.30969424,2.8,12.2,0.0,0.3368074399999999,12.2,-0.546,12.0,2.78,3.4,123.4978485
1355,102.70404,369.8891,373.3,1.95,0.29470651,1700.0,0.65,6.14041474,170.79999999999998,0.27098261875,0.503,-3.2118146117500004,-1.1637499999999998,3260.0,43.8019,1.44575,4.7745,64.325,2.2,5.44,3.3610087255,10.8046954,1.2405,0.7699999999999999,1415.0,1071.435,1042.005,0.2,474.835,5.65,2.8,3.9499999999999993,16.4,33.885,6.029522919,592.63,1.25,20.24844,-4.610914656625,169.22,0.30969551,1.5,11.65,0.0,0.3368074399999999,11.65,-0.587,12.0,2.78,1.6,123.4978485
1356,100.99154,369.8891,373.3,2.1,0.25260558,1760.0,0.65,6.14041474,170.79999999999998,0.2322709975,0.491,-3.1916147265,-1.1695,3260.0,43.5834,1.3994999999999995,4.722,63.150000000000006,2.2,5.44,3.318793383,10.7717074,1.243,0.7699999999999999,1460.0,1069.01,1038.83,0.2,474.76,5.5,2.8,3.54,16.4,30.81,6.0688906722,593.78,1.1,18.14344,-4.59104275525,169.22,0.30969551,1.5,11.5,0.0,0.3368074399999999,11.5,-0.587,12.0,2.78,1.6,190.2142315
1357,97.56654,369.8891,373.3,2.4,0.1684037199999999,1880.0,0.65,6.14041474,170.79999999999998,0.154847755,0.4669999999999999,-3.1512149560000005,-1.181,3260.0,43.1464,1.307,4.617,60.8,2.2,5.44,3.234362698,10.7057314,1.2479999999999998,0.7699999999999999,1550.0,1064.16,1032.48,0.2,474.61,5.2,2.8,2.72,16.4,24.66,6.1476261786,596.08,0.7999999999999999,13.93344,-4.5512989525,169.22,0.30969551,1.5,11.2,0.0,0.3368074399999999,11.2,-0.587,12.0,2.78,1.6,190.2142315
1358,104.91654,389.8891,393.3,1.95,0.29470651,1807.5,0.65,6.14041474,170.79999999999998,0.27098246,0.5015000000000001,-3.21601977075,-1.15875,4120.0,43.6959,1.4444999999999997,4.70675,64.35000000000001,2.2,5.5,3.3305159355,10.79609065,1.2472499999999995,0.7699999999999999,1367.5,1084.31,1041.63,0.2,474.8675,5.65,2.8,3.9575,16.099999999999998,33.485,6.053570339975,592.255,1.25,20.28344,-4.6153918237500005,169.48,0.30969424,1.8,11.65,0.0,0.3368074399999999,11.65,-0.5469999999999999,12.0,2.78,1.6,95.55421328
1359,105.41654,389.8891,393.3,2.1,0.25260558,1975.0,0.65,6.14041474,170.79999999999998,0.23227068,0.488,-3.2000250445,-1.1595,4120.0,43.3714,1.3969999999999998,4.586499999999999,63.2,2.2,5.5,3.257807803,10.7544979,1.2565,0.7699999999999999,1365.0,1094.76,1038.08,0.2,474.825,5.5,2.8,3.555,16.099999999999998,30.01,6.11698551415,593.03,1.1,18.21344,-4.5999970895,169.48,0.30969424,1.8,11.5,0.0,0.3368074399999999,11.5,-0.5469999999999999,12.0,2.78,1.6,95.55421328
1360,106.41653999999998,389.8891,393.3,2.4,0.1684037199999999,2310.0,0.65,6.14041474,170.79999999999998,0.15484712,0.4609999999999999,-3.168035592,-1.161,4120.0,42.7224,1.302,4.346,60.900000000000006,2.2,5.5,3.112391538,10.6713124,1.275,0.7699999999999999,1360.0,1115.66,1030.98,0.2,474.74,5.2,2.8,2.75,16.099999999999998,23.06,6.2438158625,594.58,0.7999999999999999,14.07344,-4.569207621,169.48,0.30969424,1.8,11.2,0.0,0.3368074399999999,11.2,-0.5469999999999999,12.0,2.78,1.6,142.9432284
1361,98.51904,346.0891,349.5,2.025,0.36936599,1360.0,0.54,7.76407342,173.75,0.36936599,0.5065000000000001,-3.40176985925,-1.054,1875.0,39.0355,1.43175,4.240499999999999,65.45,2.725,12.925,3.48716142375,10.745727,1.23375,0.8799999999999999,1030.0,1100.91,1036.2375,0.5,474.7625,5.475,2.75,3.4624999999999995,34.900000000000006,33.57,6.082832071475,573.14175,1.05,23.80044,-4.782374936,208.875,0.5276657,2.8,11.725,0.0,0.5276657,11.725,-0.33375,12.0,2.61,1.5,142.9432284
1362,97.05154,346.0891,349.5,2.05,0.31659942,1340.0,0.54,7.76407342,173.75,0.31659942,0.497,-3.2858874285,-1.043,1875.0,38.9804,1.4135,4.162999999999999,65.9,2.6500000000000004,12.925,3.5199759235,10.6978112,1.2334999999999998,0.8799999999999999,1020.0,1092.36,1031.695,0.5,475.045,5.35,2.75,4.125,34.900000000000006,31.22,6.10561200575,551.2035,0.9,27.720440000000004,-4.668873405,208.875,0.5276657,2.8,11.85,0.0,0.5276657,11.85,-0.33375,12.0,2.61,1.5,228.8470086
1363,94.11654,346.0891,349.5,2.1,0.21106628,1300.0,0.54,7.76407342,173.75,0.21106628,0.478,-3.0541225670000003,-1.021,1875.0,38.8702,1.377,4.008,66.8,2.5,12.925,3.585604923,10.6019796,1.233,0.8799999999999999,1000.0,1075.26,1022.61,0.5,475.61,5.1,2.75,5.45,34.900000000000006,26.52,6.1511718743,507.327,0.6,35.56044,-4.441870343,208.875,0.5276657,2.8,12.1,0.0,0.5276657,12.1,-0.33375,12.0,2.61,1.5,228.8470086
1364,97.65054,346.0891,349.5,2.025,0.36936599,1457.5,0.55,6.45149343,133.5,0.36936599,0.5045000000000001,-3.38497495,-1.0879375,2850.0,39.092075,1.42925,4.112375,65.47500000000001,2.725,3.95,3.3918060065,10.746065325,1.23575,0.8699999999999999,1052.5,1093.035,1036.2675,0.5,474.6775,5.725,2.75,2.5649999999999995,9.4,31.67,6.0860186860750005,557.37775,1.3,18.89044,-4.7640457405625005,208.025,0.5276657,1.8,11.725,0.0,0.5276657,11.725,-0.673125,12.0,2.61,4.0,139.0112918
1365,95.31454,346.0891,349.5,2.05,0.31659942,1535.0,0.55,6.45149343,133.5,0.31659942,0.493,-3.2522976100000003,-1.110875,2850.0,39.09355,1.4085,3.90675,65.95,2.6500000000000004,3.95,3.329265089,10.69848785,1.2374999999999998,0.8699999999999999,1065.0,1076.61,1031.755,0.5,474.875,5.85,2.75,2.33,9.4,27.42,6.11198523495,519.6754999999999,1.4,17.900440000000003,-4.632215014125,208.025,0.5276657,1.8,11.85,0.0,0.5276657,11.85,-0.673125,12.0,2.61,4.0,139.0112918
1366,90.64254,346.0891,349.5,2.1,0.21106628,1690.0,0.55,6.45149343,133.5,0.21106628,0.47,-2.98694293,-1.15675,2850.0,39.0965,1.367,3.4955000000000003,66.9,2.5,3.95,3.204183254,10.603332900000002,1.241,0.8699999999999999,1090.0,1043.76,1022.73,0.5,475.27,6.1,2.75,1.86,9.4,18.92,6.1639183327,444.271,1.6,15.92044,-4.36855356125,208.025,0.5276657,1.8,12.1,0.0,0.5276657,12.1,-0.673125,12.0,2.61,4.0,269.0346354
1367,96.907415,346.0891,349.5,2.025,0.36936599,1402.5,0.55,8.39826763,152.25,0.36936599,0.501,-3.3768628090000004,-1.06075,2300.0,39.025075,1.4242499999999998,4.055025,65.5,2.725,4.35,3.503016279,10.7407418,1.24025,0.8699999999999999,1055.0,1089.735,1035.755,0.5,474.9875,5.725,2.75,2.6049999999999995,8.399999999999999,31.67,6.10389683485,560.54875,1.3,19.91544,-4.755409407,211.125,0.5276657,2.8,11.725,0.0,0.5276657,11.725,-0.40125,12.0,2.61,4.0,269.0346354
1368,93.82828999999998,346.0891,349.5,2.05,0.31659942,1425.0,0.55,8.39826763,152.25,0.31659942,0.486,-3.236073328,-1.0565,2300.0,38.95955,1.3985,3.79205,66.0,2.6500000000000004,4.35,3.551685634,10.6878408,1.2464999999999995,0.8699999999999999,1070.0,1070.01,1030.73,0.5,475.495,5.85,2.75,2.41,8.399999999999999,27.42,6.1477415325,526.0174999999999,1.4,19.95044,-4.614942347,211.125,0.5276657,2.8,11.85,0.0,0.5276657,11.85,-0.40125,12.0,2.61,4.0,324.245426
1369,87.67004,346.0891,349.5,2.1,0.21106628,1470.0,0.55,8.39826763,152.25,0.21106628,0.456,-2.954494366,-1.048,2300.0,38.8285,1.347,3.2661,67.0,2.5,4.35,3.649024344,10.5820388,1.259,0.8699999999999999,1100.0,1030.56,1020.68,0.5,476.51,6.1,2.75,2.02,8.399999999999999,18.92,6.2354309278,456.955,1.6,20.02044,-4.334008227,211.125,0.5276657,2.8,12.1,0.0,0.5276657,12.1,-0.40125,12.0,2.61,4.0,324.245426
1370,98.86903999999998,346.0891,349.5,2.125,0.36936599,1457.5,0.55,6.45149343,166.0,0.36936614875,0.5035000000000001,-3.46481746,-1.065875,2850.0,38.943325,1.408,4.32525,63.900000000000006,2.725,3.875,3.40435461425,10.76012005,1.239,0.8699999999999999,1117.5,1108.685,1037.5725,0.5,474.435,5.475,3.75,2.5575,9.7,33.095,6.098156673475,595.155,1.075,18.27044,-4.84587718525,205.6,0.5276672875,1.5,11.475,0.0,0.5276657,11.475,-0.4524999999999999,12.0,2.61,1.75,111.6462153
1371,97.75154,346.0891,349.5,2.25,0.31659942,1535.0,0.55,6.45149343,166.0,0.3165997375,0.491,-3.41198263,-1.06675,2850.0,38.79605,1.366,4.3325,62.8,2.6500000000000004,3.875,3.3543623045000004,10.726597300000002,1.2439999999999998,0.8699999999999999,1195.0,1107.91,1034.365,0.5,474.39,5.35,3.75,2.3149999999999995,9.7,30.27,6.13626120975,595.2299999999999,0.95,16.66044,-4.7958779035,205.6,0.5276672875,1.5,11.35,0.0,0.5276657,11.35,-0.4524999999999999,12.0,2.61,1.75,111.6462153
1372,95.51654,346.0891,349.5,2.5,0.21106628,1690.0,0.55,6.45149343,166.0,0.211066915,0.466,-3.30631297,-1.0685,2850.0,38.5015,1.282,4.347,60.6,2.5,3.875,3.254377685,10.6595518,1.2539999999999998,0.8699999999999999,1350.0,1106.36,1027.95,0.5,474.3,5.1,3.75,1.83,9.7,24.62,6.2124702823,595.38,0.7,13.44044,-4.69587934,205.6,0.5276672875,1.5,11.1,0.0,0.5276657,11.1,-0.4524999999999999,12.0,2.61,1.75,102.2426031
1373,101.08154,389.8891,393.3,2.125,0.36936599,1565.0,0.55,6.45149343,166.0,0.36936599,0.502,-3.4690226190000004,-1.060875,3925.0,38.837325,1.4067499999999995,4.257499999999999,63.925,2.725,3.95,3.37386182425,10.7515153,1.24575,0.8699999999999999,1070.0,1121.56,1037.1975,0.5,474.4675,5.475,3.75,2.5649999999999995,9.4,32.695,6.12220409445,594.78,1.075,18.30544,-4.850354352375,205.925,0.5276657,1.8,11.475,0.0,0.5276657,11.475,-0.4024999999999999,12.0,2.61,1.75,102.2426031
1374,102.17654,389.8891,393.3,2.25,0.31659942,1750.0,0.55,6.45149343,166.0,0.31659942,0.488,-3.420392948,-1.05675,3925.0,38.58405,1.3635,4.196999999999999,62.85,2.6500000000000004,3.95,3.2933767245,10.7093878,1.2574999999999998,0.8699999999999999,1100.0,1133.66,1033.615,0.5,474.455,5.35,3.75,2.33,9.4,29.47,6.1843560517,594.4799999999999,0.95,16.73044,-4.80483223775,205.925,0.5276657,1.8,11.35,0.0,0.5276657,11.35,-0.4024999999999999,12.0,2.61,1.75,71.34362862
1375,104.36654,389.8891,393.3,2.5,0.21106628,2120.0,0.55,6.45149343,166.0,0.21106628,0.46,-3.323133606,-1.0485,3925.0,38.0775,1.277,4.076,60.7,2.5,3.95,3.132406525,10.6251328,1.281,0.8699999999999999,1160.0,1157.86,1026.45,0.5,474.43,5.1,3.75,1.86,9.4,23.02,6.3086599662000005,593.88,0.7,13.580439999999998,-4.7137880085,205.925,0.5276657,1.8,11.1,0.0,0.5276657,11.1,-0.4024999999999999,12.0,2.61,1.75,71.34362862
1376,97.85904,346.0891,349.5,2.025,0.36936599,1600.0,0.54,7.76407342,172.75,0.36936599,0.5125,-3.3526533892500003,-1.318,2175.0,47.7555,1.44775,4.3025,65.25,2.725,13.475,3.5093471877500004,10.8423642,1.20175,0.8599999999999999,1170.0,1003.31,1045.5575,0.25,475.1425,5.475,2.75,3.9025,32.7,31.65,5.963249599475,583.14175,1.05,20.82644,-4.734233204000001,209.35,0.5276657,5.0,11.725,0.0,0.5276657,11.725,-0.6637500000000001,12.0,2.53,1.5,238.7856214
1377,96.39154,346.0891,349.5,2.05,0.31659942,1580.0,0.54,7.76407342,172.75,0.31659942,0.503,-3.2367709585,-1.307,2175.0,47.7004,1.4295,4.225,65.7,2.6500000000000004,13.475,3.5421616875,10.7944484,1.2014999999999998,0.8599999999999999,1160.0,994.76,1041.015,0.25,475.425,5.35,2.75,4.565,32.7,29.3,5.986029533749999,561.2035,0.9,24.74644,-4.620731673,209.35,0.5276657,5.0,11.85,0.0,0.5276657,11.85,-0.6637500000000001,12.0,2.53,1.5,238.7856214
1378,93.45654,346.0891,349.5,2.1,0.21106628,1540.0,0.54,7.76407342,172.75,0.21106628,0.4839999999999999,-3.005006097,-1.285,2175.0,47.5902,1.393,4.07,66.60000000000001,2.5,13.475,3.607790687,10.6986168,1.2009999999999998,0.8599999999999999,1140.0,977.66,1031.93,0.25,475.99,5.1,2.75,5.890000000000001,32.7,24.6,6.0315894023,517.327,0.6,32.58644,-4.393728611,209.35,0.5276657,5.0,12.1,0.0,0.5276657,12.1,-0.6637500000000001,12.0,2.53,1.5,260.6889105
1379,96.99054,346.0891,349.5,2.025,0.36936599,1697.5,0.55,6.45149343,132.5,0.36936599,0.5105,-3.33585848,-1.3519375,3150.0,47.812075,1.44525,4.174375,65.275,2.725,4.5,3.4139917705,10.842702525,1.20375,0.8499999999999999,1192.5,995.435,1045.5875,0.25,475.0575,5.725,2.75,3.005,9.4,29.75,5.966436214074999,567.37775,1.3,15.91644,-4.7159040085625,208.5,0.5276657,1.8,11.725,0.0,0.5276657,11.725,-1.0031249999999998,12.0,2.53,4.0,260.6889105
1380,94.65454,346.0891,349.5,2.05,0.31659942,1775.0,0.55,6.45149343,132.5,0.31659942,0.499,-3.20318114,-1.3748749999999998,3150.0,47.81355,1.4245,3.96875,65.75,2.6500000000000004,4.5,3.351450853,10.79512505,1.2054999999999998,0.8499999999999999,1205.0,979.01,1041.075,0.25,475.255,5.85,2.75,2.77,9.4,25.5,5.99240276295,529.6754999999999,1.4,14.92644,-4.584073282125001,208.5,0.5276657,1.8,11.85,0.0,0.5276657,11.85,-1.0031249999999998,12.0,2.53,4.0,274.1207752
1381,89.98254,346.0891,349.5,2.1,0.21106628,1930.0,0.55,6.45149343,132.5,0.21106628,0.476,-2.93782646,-1.42075,3150.0,47.816500000000005,1.383,3.557500000000001,66.7,2.5,4.5,3.226369018,10.699970100000002,1.209,0.8499999999999999,1230.0,946.16,1032.05,0.25,475.65,6.1,2.75,2.3,9.4,17.0,6.0443358607,454.271,1.6,12.94644,-4.32041182925,208.5,0.5276657,1.8,12.1,0.0,0.5276657,12.1,-1.0031249999999998,12.0,2.53,4.0,274.1207752
1382,96.247415,346.0891,349.5,2.025,0.36936599,1642.5,0.55,8.39826763,151.25,0.36936599,0.507,-3.327746339,-1.32475,2600.0,47.745075,1.4402499999999998,4.117025,65.3,2.725,4.9,3.525202043,10.837379,1.2082499999999998,0.8499999999999999,1195.0,992.135,1045.075,0.25,475.3675,5.725,2.75,3.045,7.799999999999999,29.75,5.98431436285,570.54875,1.3,16.94144,-4.707267675000001,211.6,0.5276657,3.4,11.725,0.0,0.5276657,11.725,-0.73125,12.0,2.53,4.0,254.0675943
1383,93.16828999999998,346.0891,349.5,2.05,0.31659942,1665.0,0.55,8.39826763,151.25,0.31659942,0.492,-3.1869568580000003,-1.3205,2600.0,47.67955,1.4145,3.85405,65.8,2.6500000000000004,4.9,3.573871398,10.784478,1.2145,0.8499999999999999,1210.0,972.41,1040.05,0.25,475.875,5.85,2.75,2.85,7.799999999999999,25.5,6.0281590605,536.0174999999999,1.4,16.976440000000004,-4.566800615,211.6,0.5276657,3.4,11.85,0.0,0.5276657,11.85,-0.73125,12.0,2.53,4.0,254.0675943
1384,87.01004,346.0891,349.5,2.1,0.21106628,1710.0,0.55,8.39826763,151.25,0.21106628,0.4619999999999999,-2.905377896,-1.3119999999999998,2600.0,47.5485,1.363,3.3281,66.8,2.5,4.9,3.671210108,10.678676,1.227,0.8499999999999999,1240.0,932.96,1030.0,0.25,476.89,6.1,2.75,2.46,7.799999999999999,17.0,6.1158484558,466.955,1.6,17.04644,-4.2858664950000005,211.6,0.5276657,3.4,12.1,0.0,0.5276657,12.1,-0.73125,12.0,2.53,4.0,275.0656795
1385,98.20904,346.0891,349.5,2.125,0.36936599,1697.5,0.55,6.45149343,165.0,0.36936614875,0.5095000000000001,-3.4157009900000004,-1.329875,3150.0,47.663325,1.424,4.38725,63.7,2.725,4.425,3.4265403782500004,10.85675725,1.207,0.8499999999999999,1257.5,1011.085,1046.8925,0.25,474.815,5.475,3.75,2.9975,9.7,31.175,5.978574201475,605.155,1.075,15.29644,-4.7977354532500005,206.075,0.5276672875,1.5,11.475,0.0,0.5276657,11.475,-0.7825,12.0,2.53,1.75,275.0656795
1386,97.09154,346.0891,349.5,2.25,0.31659942,1775.0,0.55,6.45149343,165.0,0.3165997375,0.497,-3.3628661600000003,-1.33075,3150.0,47.51605,1.382,4.394499999999999,62.6,2.6500000000000004,4.425,3.3765480685,10.823234500000002,1.2119999999999995,0.8499999999999999,1335.0,1010.31,1043.685,0.25,474.77,5.35,3.75,2.755,9.7,28.35,6.01667873775,605.2299999999999,0.95,13.68644,-4.7477361715,206.075,0.5276672875,1.5,11.35,0.0,0.5276657,11.35,-0.7825,12.0,2.53,1.75,254.0721734
1387,94.85654,346.0891,349.5,2.5,0.21106628,1930.0,0.55,6.45149343,165.0,0.211066915,0.472,-3.2571965,-1.3325,3150.0,47.221500000000006,1.298,4.409,60.400000000000006,2.5,4.425,3.276563449,10.756189,1.222,0.8499999999999999,1490.0,1008.76,1037.27,0.25,474.68,5.1,3.75,2.27,9.7,22.7,6.0928878103,605.38,0.7,10.46644,-4.647737608,206.075,0.5276672875,1.5,11.1,0.0,0.5276657,11.1,-0.7825,12.0,2.53,1.75,254.0721734
1388,100.42154,389.8891,393.3,2.125,0.36936599,1805.0,0.55,6.45149343,165.0,0.36936599,0.508,-3.419906149,-1.324875,4225.0,47.557325,1.4227499999999995,4.3195,63.725,2.725,4.5,3.39604758825,10.8481525,1.21375,0.8499999999999999,1210.0,1023.96,1046.5175,0.25,474.8475,5.475,3.75,3.005,9.4,30.775,6.00262162245,604.78,1.075,15.33144,-4.802212620375,206.4,0.5276657,1.8,11.475,0.0,0.5276657,11.475,-0.7324999999999999,12.0,2.53,1.75,37.30113778
1389,101.51654,389.8891,393.3,2.25,0.31659942,1990.0,0.55,6.45149343,165.0,0.31659942,0.494,-3.3712764780000004,-1.32075,4225.0,47.30405,1.3795,4.259,62.650000000000006,2.6500000000000004,4.5,3.3155624885000003,10.806025,1.2254999999999998,0.8499999999999999,1240.0,1036.06,1042.935,0.25,474.835,5.35,3.75,2.77,9.4,27.55,6.0647735797,604.4799999999999,0.95,13.75644,-4.75669050575,206.4,0.5276657,1.8,11.35,0.0,0.5276657,11.35,-0.7324999999999999,12.0,2.53,1.75,37.30113778
1390,103.70654,389.8891,393.3,2.5,0.21106628,2360.0,0.55,6.45149343,165.0,0.21106628,0.4659999999999999,-3.2740171360000003,-1.3125,4225.0,46.7975,1.293,4.138,60.5,2.5,4.5,3.154592289,10.72177,1.249,0.8499999999999999,1300.0,1060.26,1035.77,0.25,474.81,5.1,3.75,2.3,9.4,21.1,6.189077494199999,603.88,0.7,10.60644,-4.6656462765,206.4,0.5276657,1.8,11.1,0.0,0.5276657,11.1,-0.7324999999999999,12.0,2.53,1.75,0.0
1391,98.35404,346.0891,349.5,2.025,0.36936599,1420.0,0.54,7.76407342,184.00000000000003,0.36936599,0.508,-3.3894907417500004,-1.12,2340.0,41.2155,1.43575,4.256,65.4,2.725,11.340000000000002,3.49270786475,10.7698863,1.22575,0.8799999999999999,1065.0,1076.51,1038.5675,0.4,474.8575,5.475,2.2,3.5725,34.900000000000006,33.09,6.052936453475,575.64175,1.05,23.05694,-4.770339503000001,171.6,0.42213256,2.8,11.725,0.0,0.42213256,11.725,-0.531,12.0,2.61,1.2,0.0
1392,96.88654,346.0891,349.5,2.05,0.31659942,1400.0,0.54,7.76407342,184.00000000000003,0.31659942,0.4985,-3.2736083110000003,-1.109,2340.0,41.1604,1.4175,4.1785,65.85000000000001,2.6500000000000004,11.340000000000002,3.5255223645,10.7219705,1.2254999999999998,0.8799999999999999,1055.0,1067.96,1034.025,0.4,475.14,5.35,2.2,4.234999999999999,34.900000000000006,30.74,6.075716387749999,553.7035,0.9,26.976940000000003,-4.656837972,171.6,0.42213256,2.8,11.85,0.0,0.42213256,11.85,-0.531,12.0,2.61,1.2,0.0
1393,93.95154,346.0891,349.5,2.1,0.21106628,1360.0,0.54,7.76407342,184.00000000000003,0.21106628,0.4795,-3.0418434495,-1.087,2340.0,41.0502,1.381,4.0235,66.75,2.5,11.340000000000002,3.591151364,10.6261389,1.225,0.8799999999999999,1035.0,1050.86,1024.94,0.4,475.705,5.1,2.2,5.5600000000000005,34.900000000000006,26.04,6.1212762563,509.827,0.6,34.816939999999995,-4.42983491,171.6,0.42213256,2.8,12.1,0.0,0.42213256,12.1,-0.531,12.0,2.61,1.2,0.0
1394,97.48554,346.0891,349.5,2.025,0.36936599,1517.5,0.55,6.45149343,151.79999999999998,0.36936599,0.506,-3.3726958325,-1.1539375,3120.0,41.272075,1.43325,4.127875,65.425,2.725,4.16,3.3973524475000003,10.770224625,1.22775,0.8699999999999999,1087.5,1068.635,1038.5975,0.4,474.7725,5.725,2.2,2.675,9.4,31.19,6.056123068074999,559.87775,1.3,18.14694,-4.7520103075625,170.92000000000002,0.42213256,1.8,11.725,0.0,0.42213256,11.725,-0.8025,12.0,2.61,3.2,168.3371764
1395,95.14954,346.0891,349.5,2.05,0.31659942,1595.0,0.55,6.45149343,151.79999999999998,0.31659942,0.4945,-3.2400184925,-1.176875,3120.0,41.27355,1.4125,3.92225,65.9,2.6500000000000004,4.16,3.33481153,10.72264715,1.2294999999999998,0.8699999999999999,1100.0,1052.21,1034.085,0.4,474.97,5.85,2.2,2.4399999999999995,9.4,26.94,6.08208961695,522.1754999999999,1.4,17.156940000000002,-4.620179581125,170.92000000000002,0.42213256,1.8,11.85,0.0,0.42213256,11.85,-0.8025,12.0,2.61,3.2,168.3371764
1396,90.47754,346.0891,349.5,2.1,0.21106628,1750.0,0.55,6.45149343,151.79999999999998,0.21106628,0.4715,-2.9746638125,-1.22275,3120.0,41.2765,1.371,3.511,66.85000000000001,2.5,4.16,3.209729695,10.6274922,1.233,0.8699999999999999,1125.0,1019.36,1025.06,0.4,475.365,6.1,2.2,1.97,9.4,18.44,6.1340227147,446.771,1.6,15.17694,-4.35651812825,170.92000000000002,0.42213256,1.8,12.1,0.0,0.42213256,12.1,-0.8025,12.0,2.61,3.2,290.6853211
